NAME	TITLE	SCORE	
PTPRC	protein tyrosine phosphatase receptor type C [Source:HGNC Symbol;Acc:HGNC:9666]	0.51052904	
PACRGL	parkin coregulated like [Source:HGNC Symbol;Acc:HGNC:28442]	0.51050425	
ENSG00000237471	novel transcript	0.5104501	
HNRNPH2	heterogeneous nuclear ribonucleoprotein H2 [Source:HGNC Symbol;Acc:HGNC:5042]	0.5104061	
LINC01827	long intergenic non-protein coding RNA 1827 [Source:HGNC Symbol;Acc:HGNC:52633]	0.5097683	
SRPX2	sushi repeat containing protein X-linked 2 [Source:HGNC Symbol;Acc:HGNC:30668]	0.5096602	
SERTAD3-AS1	SERTAD3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55281]	0.50944597	
FSTL1	follistatin like 1 [Source:HGNC Symbol;Acc:HGNC:3972]	0.5091192	
LINC02599	long intergenic non-protein coding RNA 2599 [Source:HGNC Symbol;Acc:HGNC:53931]	0.5090743	
PRSS27	serine protease 27 [Source:HGNC Symbol;Acc:HGNC:15475]	0.50870574	
LINC01392	long intergenic non-protein coding RNA 1392 [Source:HGNC Symbol;Acc:HGNC:50668]	0.50869536	
PDCD4-AS1	PDCD4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27425]	0.5086816	
RREB1	ras responsive element binding protein 1 [Source:HGNC Symbol;Acc:HGNC:10449]	0.5086792	
LIX1L	limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]	0.50865865	
CAPN8	calpain 8 [Source:HGNC Symbol;Acc:HGNC:1485]	0.5086314	
SPEGNB	SPEG neighbor [Source:HGNC Symbol;Acc:HGNC:51251]	0.5085892	
SOX2-OT	SOX2 overlapping transcript [Source:HGNC Symbol;Acc:HGNC:20209]	0.5085892	
CSPG4	chondroitin sulfate proteoglycan 4 [Source:HGNC Symbol;Acc:HGNC:2466]	0.508317	
C9orf163	chromosome 9 putative open reading frame 163 [Source:HGNC Symbol;Acc:HGNC:26718]	0.5082377	
SOD2-OT1	SOD2 overlapping transcript 1 [Source:HGNC Symbol;Acc:HGNC:53445]	0.5080436	
HIGD2B	HIG1 hypoxia inducible domain family member 2B [Source:HGNC Symbol;Acc:HGNC:26984]	0.507947	
LINC01818	long intergenic non-protein coding RNA 1818 [Source:HGNC Symbol;Acc:HGNC:52623]	0.50784564	
C8A	complement C8 alpha chain [Source:HGNC Symbol;Acc:HGNC:1352]	0.507811	
THSD8	thrombospondin type 1 domain containing 8 [Source:HGNC Symbol;Acc:HGNC:53785]	0.5077418	
ENSG00000284526	novel protein	0.5075679	
LINC01726	long intergenic non-protein coding RNA 1726 [Source:HGNC Symbol;Acc:HGNC:52514]	0.50754124	
P2RX4	purinergic receptor P2X 4 [Source:HGNC Symbol;Acc:HGNC:8535]	0.5069239	
LINC01412	long intergenic non-protein coding RNA 1412 [Source:HGNC Symbol;Acc:HGNC:50704]	0.50687814	
NCOR2	nuclear receptor corepressor 2 [Source:HGNC Symbol;Acc:HGNC:7673]	0.5065466	
CTNNA1-AS1	CTNNA1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55535]	0.5063509	
STAT6	signal transducer and activator of transcription 6 [Source:HGNC Symbol;Acc:HGNC:11368]	0.5063336	
ARHGAP32	Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:HGNC:17399]	0.50622135	
KLF14	KLF transcription factor 14 [Source:HGNC Symbol;Acc:HGNC:23025]	0.5062024	
LINC02846	long intergenic non-protein coding RNA 2846 [Source:HGNC Symbol;Acc:HGNC:54381]	0.5060513	
ARHGAP15-AS1	ARHGAP15 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40949]	0.50602746	
PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206]	0.50602674	
PSMB1	proteasome 20S subunit beta 1 [Source:HGNC Symbol;Acc:HGNC:9537]	0.50572234	
CRADD-AS1	CRADD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56184]	0.50528204	
TMEM200C	transmembrane protein 200C [Source:HGNC Symbol;Acc:HGNC:37208]	0.50513047	
SYNJ2-IT1	SYNJ2 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41387]	0.5050811	
LINC00375	long intergenic non-protein coding RNA 375 [Source:HGNC Symbol;Acc:HGNC:42699]	0.5048701	
SRPRA	SRP receptor subunit alpha [Source:HGNC Symbol;Acc:HGNC:11307]	0.50486207	
SRP68	signal recognition particle 68 [Source:HGNC Symbol;Acc:HGNC:11302]	0.5047022	
MLNR	motilin receptor [Source:HGNC Symbol;Acc:HGNC:4495]	0.50466347	
TSSK2	testis specific serine kinase 2 [Source:HGNC Symbol;Acc:HGNC:11401]	0.5045227	
KCNIP2	potassium voltage-gated channel interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:15522]	0.50449014	
RFWD3	ring finger and WD repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:25539]	0.5042827	
SLFN13	schlafen family member 13 [Source:HGNC Symbol;Acc:HGNC:26481]	0.50425327	
ZNF133	zinc finger protein 133 [Source:HGNC Symbol;Acc:HGNC:12917]	0.50422585	
RP2	RP2 activator of ARL3 GTPase [Source:HGNC Symbol;Acc:HGNC:10274]	0.5041789	
CTDSPL2-DT	CTDSPL2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55415]	0.5041	
ENSG00000283458	novel transcript	0.50402784	
LINC01467	long intergenic non-protein coding RNA 1467 [Source:HGNC Symbol;Acc:HGNC:50911]	0.5038702	
SAA4	serum amyloid A4, constitutive [Source:HGNC Symbol;Acc:HGNC:10516]	0.50358886	
ABCB9	ATP binding cassette subfamily B member 9 [Source:HGNC Symbol;Acc:HGNC:50]	0.50350416	
RASSF2	Ras association domain family member 2 [Source:HGNC Symbol;Acc:HGNC:9883]	0.50347805	
LINC01730	long intergenic non-protein coding RNA 1730 [Source:HGNC Symbol;Acc:HGNC:52518]	0.5034478	
NRXN3	neurexin 3 [Source:HGNC Symbol;Acc:HGNC:8010]	0.5034341	
LINC01591	long intergenic non-protein coding RNA 1591 [Source:HGNC Symbol;Acc:HGNC:27819]	0.5032675	
ALLC	allantoicase [Source:HGNC Symbol;Acc:HGNC:17377]	0.50315523	
ZRSR2	zinc finger CCCH-type, RNA binding motif and serine/arginine rich 2 [Source:HGNC Symbol;Acc:HGNC:23019]	0.50298786	
POU6F2-AS1	POU6F2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40979]	0.5024561	
TSSK4	testis specific serine kinase 4 [Source:HGNC Symbol;Acc:HGNC:19825]	0.5024002	
H2AZ1-DT	H2AZ1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:40271]	0.50229716	
LINC02534	long intergenic non-protein coding RNA 2534 [Source:HGNC Symbol;Acc:HGNC:53567]	0.5019344	
ENSG00000228919	novel transcript	0.5017573	
ENSG00000260926	novel transcript	0.5010621	
USP30-AS1	USP30 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40909]	0.5009476	
ZNF337-AS1	ZNF337 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40759]	0.5005675	
ITPR2-AS1	ITPR2 and SSPN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56072]	0.5005376	
ABCB4	ATP binding cassette subfamily B member 4 [Source:HGNC Symbol;Acc:HGNC:45]	0.5003799	
HUS1B	HUS1 checkpoint clamp component B [Source:HGNC Symbol;Acc:HGNC:16485]	0.5003317	
TGS1	trimethylguanosine synthase 1 [Source:HGNC Symbol;Acc:HGNC:17843]	0.49974722	
CCDC28B	coiled-coil domain containing 28B [Source:HGNC Symbol;Acc:HGNC:28163]	0.49968708	
PNMA8B	PNMA family member 8B [Source:HGNC Symbol;Acc:HGNC:29206]	0.49865156	
TRDC	T cell receptor delta constant [Source:HGNC Symbol;Acc:HGNC:12253]	0.49854487	
SH2B2	SH2B adaptor protein 2 [Source:HGNC Symbol;Acc:HGNC:17381]	0.49839434	
LMF1-AS1	LMF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50469]	0.4981671	
RBM11	RNA binding motif protein 11 [Source:HGNC Symbol;Acc:HGNC:9897]	0.49816403	
CLCA4-AS1	CLCA4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54055]	0.49808398	
BAAT	bile acid-CoA:amino acid N-acyltransferase [Source:HGNC Symbol;Acc:HGNC:932]	0.49803847	
HROB	homologous recombination factor with OB-fold [Source:HGNC Symbol;Acc:HGNC:28460]	0.49801755	
PPEF2	protein phosphatase with EF-hand domain 2 [Source:HGNC Symbol;Acc:HGNC:9244]	0.4977841	
TSPOAP1-AS1	TSPOAP1, SUPT4H1 and RNF43 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44148]	0.4977841	
BRWD1-AS1	BRWD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40614]	0.49743545	
PTGFR	prostaglandin F receptor [Source:HGNC Symbol;Acc:HGNC:9600]	0.49740145	
BAALC-AS1	BAALC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:50461]	0.49709964	
CCT8	chaperonin containing TCP1 subunit 8 [Source:HGNC Symbol;Acc:HGNC:1623]	0.49682158	
KRTAP12-2	keratin associated protein 12-2 [Source:HGNC Symbol;Acc:HGNC:20530]	0.49675557	
LCE1E	late cornified envelope 1E [Source:HGNC Symbol;Acc:HGNC:29466]	0.4965402	
DNAJC18	DnaJ heat shock protein family (Hsp40) member C18 [Source:HGNC Symbol;Acc:HGNC:28429]	0.49643326	
VSTM5	V-set and transmembrane domain containing 5 [Source:HGNC Symbol;Acc:HGNC:34443]	0.4963165	
NAT8L	N-acetyltransferase 8 like [Source:HGNC Symbol;Acc:HGNC:26742]	0.49619794	
ENSG00000232124	novel transcript	0.4960774	
OR4F15	olfactory receptor family 4 subfamily F member 15 [Source:HGNC Symbol;Acc:HGNC:15078]	0.49591228	
SLC25A2	solute carrier family 25 member 2 [Source:HGNC Symbol;Acc:HGNC:22921]	0.49579677	
OR2C1	olfactory receptor family 2 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8242]	0.49564832	
FA2H	fatty acid 2-hydroxylase [Source:HGNC Symbol;Acc:HGNC:21197]	0.4954858	
LRRC8E	leucine rich repeat containing 8 VRAC subunit E [Source:HGNC Symbol;Acc:HGNC:26272]	0.49530572	
ALMS1-IT1	ALMS1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41305]	0.4951457	
TEX29	testis expressed 29 [Source:HGNC Symbol;Acc:HGNC:20370]	0.4951457	
LINC00382	long intergenic non-protein coding RNA 382 [Source:HGNC Symbol;Acc:HGNC:42709]	0.49497908	
BCAN-AS2	BCAN antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56267]	0.49497908	
TNKS2-DT	TNKS2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:45173]	0.49486718	
SLC11A1	solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]	0.49486715	
ALCAM	activated leukocyte cell adhesion molecule [Source:HGNC Symbol;Acc:HGNC:400]	0.49477163	
CD300C	CD300c molecule [Source:HGNC Symbol;Acc:HGNC:19320]	0.4946067	
BLACAT1	BLACAT1 overlapping LEMD1 locus [Source:HGNC Symbol;Acc:HGNC:48597]	0.49449152	
SERPINF2	serpin family F member 2 [Source:HGNC Symbol;Acc:HGNC:9075]	0.49439093	
H2AC13	H2A clustered histone 13 [Source:HGNC Symbol;Acc:HGNC:4725]	0.49407795	
CYBC1	cytochrome b-245 chaperone 1 [Source:HGNC Symbol;Acc:HGNC:28672]	0.4938411	
UBE2O	ubiquitin conjugating enzyme E2 O [Source:HGNC Symbol;Acc:HGNC:29554]	0.49318755	
SMG7	SMG7 nonsense mediated mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:16792]	0.4930297	
SYVN1	synoviolin 1 [Source:HGNC Symbol;Acc:HGNC:20738]	0.4930067	
LRRC15	leucine rich repeat containing 15 [Source:HGNC Symbol;Acc:HGNC:20818]	0.49289745	
LRRC49	leucine rich repeat containing 49 [Source:HGNC Symbol;Acc:HGNC:25965]	0.49267954	
TCP11L2	t-complex 11 like 2 [Source:HGNC Symbol;Acc:HGNC:28627]	0.49237713	
PRNCR1	prostate cancer associated non-coding RNA 1 [Source:HGNC Symbol;Acc:HGNC:48942]	0.49229074	
RAI1-AS1	RAI1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40496]	0.4922235	
CCDC13-AS1	CCDC13 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41142]	0.49201563	
TM9SF3	transmembrane 9 superfamily member 3 [Source:HGNC Symbol;Acc:HGNC:21529]	0.49188736	
ENSG00000261848	novel transcript	0.4918316	
DNM1	dynamin 1 [Source:HGNC Symbol;Acc:HGNC:2972]	0.4918123	
DPH5-DT	DPH5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:53720]	0.4916576	
LINC01431	long intergenic non-protein coding RNA 1431 [Source:HGNC Symbol;Acc:HGNC:50744]	0.491567	
TMEM31	transmembrane protein 31 [Source:HGNC Symbol;Acc:HGNC:28601]	0.4914229	
LINC01099	long intergenic non-protein coding RNA 1099 [Source:HGNC Symbol;Acc:HGNC:49222]	0.4913721	
FLT4	fms related receptor tyrosine kinase 4 [Source:HGNC Symbol;Acc:HGNC:3767]	0.49128705	
NR2F2-AS1	NR2F2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44222]	0.49118742	
LHFPL3-AS1	LHFPL3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40341]	0.49067807	
COL4A5	collagen type IV alpha 5 chain [Source:HGNC Symbol;Acc:HGNC:2207]	0.49067792	
LINC00370	long intergenic non-protein coding RNA 370 [Source:HGNC Symbol;Acc:HGNC:42692]	0.49066028	
ATP8B4	ATPase phospholipid transporting 8B4 (putative) [Source:HGNC Symbol;Acc:HGNC:13536]	0.49066028	
TTC6	tetratricopeptide repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:19739]	0.49057654	
CLEC18B	C-type lectin domain family 18 member B [Source:HGNC Symbol;Acc:HGNC:33849]	0.49041295	
TAF6L	TATA-box binding protein associated factor 6 like [Source:HGNC Symbol;Acc:HGNC:17305]	0.49038053	
PF4V1	platelet factor 4 variant 1 [Source:HGNC Symbol;Acc:HGNC:8862]	0.49032626	
CPS1-IT1	CPS1 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:30102]	0.4898151	
LINC00474	long intergenic non-protein coding RNA 474 [Source:HGNC Symbol;Acc:HGNC:23367]	0.48978287	
DMTF1-AS1	DMTF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55864]	0.48963237	
RBM44	RNA binding motif protein 44 [Source:HGNC Symbol;Acc:HGNC:24756]	0.48961544	
CPEB2	cytoplasmic polyadenylation element binding protein 2 [Source:HGNC Symbol;Acc:HGNC:21745]	0.4896066	
CCDC14	coiled-coil domain containing 14 [Source:HGNC Symbol;Acc:HGNC:25766]	0.48956367	
FLACC1	flagellum associated containing coiled-coil domains 1 [Source:HGNC Symbol;Acc:HGNC:14439]	0.48953053	
ELF3-AS1	ELF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40211]	0.48945993	
SYPL2	synaptophysin like 2 [Source:HGNC Symbol;Acc:HGNC:27638]	0.48945993	
ZNF878	zinc finger protein 878 [Source:HGNC Symbol;Acc:HGNC:37246]	0.48945993	
NMBR	neuromedin B receptor [Source:HGNC Symbol;Acc:HGNC:7843]	0.48945993	
TP73-AS3	TP73 antisense RNA 3 [Source:HGNC Symbol;Acc:HGNC:40590]	0.4892345	
TEX12	testis expressed 12 [Source:HGNC Symbol;Acc:HGNC:11734]	0.48901445	
PTP4A2	protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]	0.4885307	
CGB5	chorionic gonadotropin subunit beta 5 [Source:HGNC Symbol;Acc:HGNC:16452]	0.48846534	
ZAP70	zeta chain of T cell receptor associated protein kinase 70 [Source:HGNC Symbol;Acc:HGNC:12858]	0.48846534	
OVOL3	ovo like zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:14186]	0.48846534	
CPED1	cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]	0.4884653	
TPTE2	transmembrane phosphoinositide 3-phosphatase and tensin homolog 2 [Source:HGNC Symbol;Acc:HGNC:17299]	0.48841065	
IQCF1	IQ motif containing F1 [Source:HGNC Symbol;Acc:HGNC:28607]	0.48834488	
IBSP	integrin binding sialoprotein [Source:HGNC Symbol;Acc:HGNC:5341]	0.48809817	
RPRD1B	regulation of nuclear pre-mRNA domain containing 1B [Source:HGNC Symbol;Acc:HGNC:16209]	0.48791543	
ENSG00000283536	novel protein	0.48790786	
TC2N	tandem C2 domains, nuclear [Source:HGNC Symbol;Acc:HGNC:19859]	0.4878794	
RTL9	retrotransposon Gag like 9 [Source:HGNC Symbol;Acc:HGNC:29245]	0.48774782	
PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	0.48769772	
ALPI	alkaline phosphatase, intestinal [Source:HGNC Symbol;Acc:HGNC:437]	0.48765904	
ARHGEF12	Rho guanine nucleotide exchange factor 12 [Source:HGNC Symbol;Acc:HGNC:14193]	0.48756287	
SPINK2	serine peptidase inhibitor Kazal type 2 [Source:HGNC Symbol;Acc:HGNC:11245]	0.48745847	
GLI4	GLI family zinc finger 4 [Source:HGNC Symbol;Acc:HGNC:4320]	0.48745513	
SIGLEC11	sialic acid binding Ig like lectin 11 [Source:HGNC Symbol;Acc:HGNC:15622]	0.48745146	
IL7R	interleukin 7 receptor [Source:HGNC Symbol;Acc:HGNC:6024]	0.4874388	
SPIRE2	spire type actin nucleation factor 2 [Source:HGNC Symbol;Acc:HGNC:30623]	0.4873711	
PRPF39-DT	PRPF39 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55576]	0.48664382	
DOHH	deoxyhypusine hydroxylase [Source:HGNC Symbol;Acc:HGNC:28662]	0.48658508	
AFP	alpha fetoprotein [Source:HGNC Symbol;Acc:HGNC:317]	0.4858311	
MIR142HG	MIR142 host genes [Source:HGNC Symbol;Acc:HGNC:55980]	0.48561648	
LINC01886	long intergenic non-protein coding RNA 1886 [Source:HGNC Symbol;Acc:HGNC:52705]	0.48559543	
CCL7	C-C motif chemokine ligand 7 [Source:HGNC Symbol;Acc:HGNC:10634]	0.4853863	
BRIP1	BRCA1 interacting helicase 1 [Source:HGNC Symbol;Acc:HGNC:20473]	0.48537004	
MYH9-DT	MYH9 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55867]	0.4853589	
ARSD-AS1	ARSD antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40085]	0.48528436	
ZNF346-IT1	ZNF346 intronic transcript 1 [Source:HGNC Symbol;Acc:HGNC:41423]	0.48523346	
TXNDC11-AS1	TXNDC11 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56375]	0.48514754	
ZNF154	zinc finger protein 154 [Source:HGNC Symbol;Acc:HGNC:12939]	0.48506728	
LINC01655	long intergenic non-protein coding RNA 1655 [Source:HGNC Symbol;Acc:HGNC:52443]	0.485	
DCAF16	DDB1 and CUL4 associated factor 16 [Source:HGNC Symbol;Acc:HGNC:25987]	0.4849142	
ONECUT3	one cut homeobox 3 [Source:HGNC Symbol;Acc:HGNC:13399]	0.48486292	
SNAI3	snail family transcriptional repressor 3 [Source:HGNC Symbol;Acc:HGNC:18411]	0.48476	
FNDC5	fibronectin type III domain containing 5 [Source:HGNC Symbol;Acc:HGNC:20240]	0.48474553	
KLHL17	kelch like family member 17 [Source:HGNC Symbol;Acc:HGNC:24023]	0.48472187	
ACTR3-AS1	ACTR3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:53965]	0.48469105	
TMSB15B	thymosin beta 15B [Source:HGNC Symbol;Acc:HGNC:28612]	0.48469105	
COL9A1	collagen type IX alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2217]	0.48469105	
LINC01203	long intergenic non-protein coding RNA 1203 [Source:HGNC Symbol;Acc:HGNC:49634]	0.48469105	
ASB11	ankyrin repeat and SOCS box containing 11 [Source:HGNC Symbol;Acc:HGNC:17186]	0.48469105	
DPY19L2	dpy-19 like 2 [Source:HGNC Symbol;Acc:HGNC:19414]	0.48469105	
PKD1-AS1	PKD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56035]	0.48469105	
COLEC11	collectin subfamily member 11 [Source:HGNC Symbol;Acc:HGNC:17213]	0.48469105	
LINC02736	long intergenic non-protein coding RNA 2736 [Source:HGNC Symbol;Acc:HGNC:54253]	0.48469105	
PNMA8A	PNMA family member 8A [Source:HGNC Symbol;Acc:HGNC:25578]	0.48457325	
DPP7	dipeptidyl peptidase 7 [Source:HGNC Symbol;Acc:HGNC:14892]	0.48448056	
KLF2-DT	KLF2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55304]	0.48442978	
KCNMB2-AS1	KCNMB2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51409]	0.48440218	
CX3CL1	C-X3-C motif chemokine ligand 1 [Source:HGNC Symbol;Acc:HGNC:10647]	0.48440218	
ZNF598	zinc finger protein 598, E3 ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:28079]	0.48424137	
TRIM13	tripartite motif containing 13 [Source:HGNC Symbol;Acc:HGNC:9976]	0.48387662	
LINC01646	long intergenic non-protein coding RNA 1646 [Source:HGNC Symbol;Acc:HGNC:52433]	0.4837717	
KRTAP13-2	keratin associated protein 13-2 [Source:HGNC Symbol;Acc:HGNC:18923]	0.48369008	
FAM24B	family with sequence similarity 24 member B [Source:HGNC Symbol;Acc:HGNC:23475]	0.48356462	
LINC00972	long intergenic non-protein coding RNA 972 [Source:HGNC Symbol;Acc:HGNC:48826]	0.48346078	
ZMIZ1-AS1	ZMIZ1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27433]	0.48319307	
GTSF1L	gametocyte specific factor 1 like [Source:HGNC Symbol;Acc:HGNC:16198]	0.4831129	
LINC03107	novel transcript	0.48311248	
GP9	glycoprotein IX platelet [Source:HGNC Symbol;Acc:HGNC:4444]	0.48306814	
NARF-AS2	NARF antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:55327]	0.48284465	
EFHD1	EF-hand domain family member D1 [Source:HGNC Symbol;Acc:HGNC:29556]	0.48283163	
C1orf127	chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730]	0.4826913	
PRDM8-AS1	PRDM8 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55581]	0.48240352	
ENSG00000230922	novel transcript	0.48235843	
INHBE	inhibin subunit beta E [Source:HGNC Symbol;Acc:HGNC:24029]	0.48235843	
LINC01485	long intergenic non-protein coding RNA 1485 [Source:HGNC Symbol;Acc:HGNC:51138]	0.48235843	
HECW1	HECT, C2 and WW domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:22195]	0.48235843	
LINC01800	long intergenic non-protein coding RNA 1800 [Source:HGNC Symbol;Acc:HGNC:52590]	0.48235843	
PSG9	pregnancy specific beta-1-glycoprotein 9 [Source:HGNC Symbol;Acc:HGNC:9526]	0.48235843	
ENSG00000253123	novel transcript	0.48235843	
SRY	sex determining region Y [Source:HGNC Symbol;Acc:HGNC:11311]	0.48201454	
SMIM28	small integral membrane protein 28 [Source:HGNC Symbol;Acc:HGNC:53434]	0.48161379	
PATE2	prostate and testis expressed 2 [Source:HGNC Symbol;Acc:HGNC:32249]	0.4815344	
C1QTNF7-AS1	C1QTNF7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40683]	0.48147616	
AMELX	amelogenin X-linked [Source:HGNC Symbol;Acc:HGNC:461]	0.48134258	
LINC01525	long intergenic non-protein coding RNA 1525 [Source:HGNC Symbol;Acc:HGNC:51264]	0.48133373	
PTGES2-AS1	PTGES2 antisense RNA 1 (head to head) [Source:NCBI gene (formerly Entrezgene);Acc:389791]	0.4808504	
TNNC2	troponin C2, fast skeletal type [Source:HGNC Symbol;Acc:HGNC:11944]	0.4808504	
TFAP2B	transcription factor AP-2 beta [Source:HGNC Symbol;Acc:HGNC:11743]	0.4801864	
TAS1R2	taste 1 receptor member 2 [Source:HGNC Symbol;Acc:HGNC:14905]	0.48016322	
RSPO2	R-spondin 2 [Source:HGNC Symbol;Acc:HGNC:28583]	0.4801239	
ACTR5	actin related protein 5 [Source:HGNC Symbol;Acc:HGNC:14671]	0.47999153	
IL31	interleukin 31 [Source:HGNC Symbol;Acc:HGNC:19372]	0.47971955	
CGB3	chorionic gonadotropin subunit beta 3 [Source:HGNC Symbol;Acc:HGNC:1886]	0.4795676	
RHOJ	ras homolog family member J [Source:HGNC Symbol;Acc:HGNC:688]	0.4794732	
ENSG00000226506	novel transcript	0.47910497	
TTC21A	tetratricopeptide repeat domain 21A [Source:HGNC Symbol;Acc:HGNC:30761]	0.47902748	
CD200	CD200 molecule [Source:HGNC Symbol;Acc:HGNC:7203]	0.4787941	
TMEM43	transmembrane protein 43 [Source:HGNC Symbol;Acc:HGNC:28472]	0.47872838	
TMEM26-AS1	TMEM26 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51209]	0.47867343	
GNG3	G protein subunit gamma 3 [Source:HGNC Symbol;Acc:HGNC:4405]	0.47857863	
TSC22D1-AS1	TSC22D1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:43684]	0.47836667	
PTPN14	protein tyrosine phosphatase non-receptor type 14 [Source:HGNC Symbol;Acc:HGNC:9647]	0.47823277	
NOTCH4	notch receptor 4 [Source:HGNC Symbol;Acc:HGNC:7884]	0.4781017	
OR56A5	olfactory receptor family 56 subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:14792]	0.47806263	
KIF25	kinesin family member 25 [Source:HGNC Symbol;Acc:HGNC:6390]	0.477983	
ZNF781	zinc finger protein 781 [Source:HGNC Symbol;Acc:HGNC:26745]	0.47787714	
LINC01933	long intergenic non-protein coding RNA 1933 [Source:HGNC Symbol;Acc:HGNC:52756]	0.47787714	
LINC02653	long intergenic non-protein coding RNA 2653 [Source:HGNC Symbol;Acc:HGNC:54138]	0.47787714	
WNT11	Wnt family member 11 [Source:HGNC Symbol;Acc:HGNC:12776]	0.47787714	
LINC01440	long intergenic non-protein coding RNA 1440 [Source:HGNC Symbol;Acc:HGNC:50762]	0.47787714	
LINC02716	long intergenic non-protein coding RNA 2716 [Source:HGNC Symbol;Acc:HGNC:25454]	0.47787714	
ALX3	ALX homeobox 3 [Source:HGNC Symbol;Acc:HGNC:449]	0.47787714	
STX5-DT	STX5 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55488]	0.47787714	
MPL	MPL proto-oncogene, thrombopoietin receptor [Source:HGNC Symbol;Acc:HGNC:7217]	0.4778771	
MED28-DT	MED28 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55567]	0.4778771	
BCL2L15	BCL2 like 15 [Source:HGNC Symbol;Acc:HGNC:33624]	0.4778771	
RASL10B	RAS like family 10 member B [Source:HGNC Symbol;Acc:HGNC:30295]	0.47775206	
FBN2	fibrillin 2 [Source:HGNC Symbol;Acc:HGNC:3604]	0.4776923	
DNAJC17	DnaJ heat shock protein family (Hsp40) member C17 [Source:HGNC Symbol;Acc:HGNC:25556]	0.4775405	
TMEM59L	transmembrane protein 59 like [Source:HGNC Symbol;Acc:HGNC:13237]	0.47750708	
VCAN-AS1	VCAN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40163]	0.4773499	
HMMR-AS1	HMMR antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49149]	0.47710857	
