Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
3-(1-methylpyrrolidin-2-yl)pyridine CTD 00006393	3/499	0.003663762206263562	0.015000791638645141	0	0	11.78891129032258	66.12712435675776	CCNA2;CCNB1;UBE2C
chlortetracycline HL60 DOWN	4/1050	0.0036874966309692744	0.015000791638645141	0	0	8.048013596770767	45.09147070631107	CDC20;CCNB1;CTBP2;BUB1
docetaxel BOSS	2/142	0.003709115929430254	0.015000791638645141	0	0	25.775324675324676	144.26350564985353	CCNB1;AURKA
CHROMIUM CTD 00005668	2/148	0.004021496387506467	0.01616186284035618	0	0	24.70859277708593	136.2950985129956	CCNB2;UBE2C
AZD5438 LINCS	2/156	0.004456486305291268	0.017798092181757	0	0	23.415584415584416	126.75779934041768	BUB1;AURKA
trichostatin A HL60 DOWN	3/543	0.004645343453096467	0.018437108487755545	0	0	10.803888888888888	58.037302349093835	CCNA2;RRM2;CTBP2
trichostatin A ssMCF7 DOWN	2/161	0.0047390027408710745	0.018464772874491567	0	0	22.673527730131504	121.34710056115168	CCNA2;CTBP2
eugenol CTD 00005949	2/161	0.0047390027408710745	0.018464772874491567	0	0	22.673527730131504	121.34710056115168	TXNRD1;BUB1
ellipticine HL60 DOWN	2/161	0.0047390027408710745	0.018464772874491567	0	0	22.673527730131504	121.34710056115168	RRM2;KIF11
parthenolide MCF7 DOWN	2/162	0.004796483557979254	0.0185754726881742	0	0	22.53068181818182	120.31096197535315	CCNA2;BUB1B
aspirin CTD 00005447	3/561	0.005088965498612223	0.019589451527790423	0	0	10.445698924731182	55.16040082473185	CCNB1;TXNRD1;AURKA
vorinostat HL60 DOWN	3/569	0.005294160222864052	0.020257295703054665	0	0	10.293816254416962	53.951444435838255	CCNA2;RRM2;CTBP2
COBALT CTD 00005696	2/173	0.00545013624169113	0.020729982490718047	0	0	21.06964380648591	109.81739962063325	RRM2;TXNRD1
4-Hydroxytamoxifen CTD 00000850	3/586	0.0057468299948762345	0.021729138264650377	0	0	9.984905660377358	51.51319550294613	CCNA2;TXNRD1;AURKA
parthenolide HL60 DOWN	2/181	0.0059499292759737235	0.022364734160865936	0	0	20.11985779583545	103.10171532363039	RRM2;CTBP2
azacitidine PC3 DOWN	3/595	0.005995730201372979	0.022405097068288502	0	0	9.828547297297296	50.28980359844473	CCNA2;UBE2C;BUB1B
valproic acid HL60 DOWN	2/195	0.006873392317396241	0.025535451690791848	0	0	18.64719736222327	92.86486110580081	RRM2;CTBP2
MANGANESE CHLORIDE CTD 00001187	2/196	0.006941710380393623	0.02564019036457529	0	0	18.550140581068415	92.19804009408698	CCNB2;BUB1
Pyruvic acid CTD 00007265	1/11	0.00712850018242009	0.025881316003218396	0	0	166.475	822.994869532877	CTBP2
flavin adenine dinucleotide TTD 00008045	1/11	0.00712850018242009	0.025881316003218396	0	0	166.475	822.994869532877	TXNRD1
CHEMBL380598 TTD 00005159	1/11	0.00712850018242009	0.025881316003218396	0	0	166.475	822.994869532877	CCNB1
HG-14-10-04 LINCS	2/204	0.007499463418107064	0.0270743340348611	0	0	17.808280828082808	87.13456119433339	BUB1;AURKA
Capsaicin CTD 00005570	2/206	0.007642001636518569	0.02743392722323239	0	0	17.631907308377897	85.9396038733151	CCNA2;CCNB1
AR-A014418 CTD 00004251	1/12	0.007774217207607984	0.02759847108700834	0	0	151.33333333333334	735.0172993440868	CCNB1
metolachlor CTD 00002221	1/12	0.007774217207607984	0.02759847108700834	0	0	151.33333333333334	735.0172993440868	CCNA2
arsenite CTD 00000779	4/1300	0.007905613141957299	0.02790987181055643	0	0	6.4098079561042525	31.02463867910758	CDC20;CCNB1;TXNRD1;BUB1
MANGANESE CTD 00006240	2/213	0.008150584679232378	0.02861661324192027	0	0	17.040930633347696	81.96117810662318	CCNB2;BUB1
38966-21-1 CTD 00007124	1/13	0.008419546757221652	0.028770536780024787	0	0	138.71527777777777	662.6705253310397	CCNA2
1H-Pyrrole-2,5-dione, 3,4-diphenyl- TTD 00000418	1/13	0.008419546757221652	0.028770536780024787	0	0	138.71527777777777	662.6705253310397	CCNB1
1H-Pyrrole-2,5-dione, 3,4-bis(4-methoxyphenyl)- TTD 00000417	1/13	0.008419546757221652	0.028770536780024787	0	0	138.71527777777777	662.6705253310397	CCNB1
AGN-PC-00BUNE TTD 00001660	1/13	0.008419546757221652	0.028770536780024787	0	0	138.71527777777777	662.6705253310397	CCNB1
GOLD CTD 00006047	1/13	0.008419546757221652	0.028770536780024787	0	0	138.71527777777777	662.6705253310397	TXNRD1
TERT-BUTYL HYDROPEROXIDE CTD 00007349	4/1341	0.008816730521641577	0.029967504273026427	0	0	6.199617717942325	29.33103721818399	CCNA2;UBE2C;TXNRD1;BUB1
[6-[6-(butanoylamino)purin-9-yl]-2-hydroxy-2-oxo-4a,6,7,7a-tetrahydro-4H-furo[3,2-d][1,3,2]dioxaphosphinin-7-yl] butanoate CTD 00005796	2/224	0.008980028815693422	0.030011442947275722	0	0	16.187551187551186	76.28791727423419	CCNB1;CTBP2
L-cysteine CTD 00005741	1/14	0.009064489027893918	0.030011442947275722	0	0	128.03846153846155	602.2149225510485	TXNRD1
benzyl isothiocyanate CTD 00001509	1/14	0.009064489027893918	0.030011442947275722	0	0	128.03846153846155	602.2149225510485	TXNRD1
7-ACA CTD 00001461	1/14	0.009064489027893918	0.030011442947275722	0	0	128.03846153846155	602.2149225510485	TXNRD1
ALLYL ISOTHIOCYANATE CTD 00000143	1/14	0.009064489027893918	0.030011442947275722	0	0	128.03846153846155	602.2149225510485	TXNRD1
PHENCYCLIDINE CTD 00005881	2/226	0.00913477649778908	0.03008825867055269	0	0	16.041396103896105	75.32504719712321	CCNA2;CCNB1
FENRETINIDE CTD 00007166	2/228	0.00929072913653967	0.030445004708968455	0	0	15.897827835880934	74.38177507738472	CCNA2;UBE2C
Disodium selenite CTD 00007229	4/1370	0.009502145849722898	0.030902011007338383	0	0	6.058565153733529	28.210119034228466	CCNA2;CCNB1;UBE2C;TXNRD1
LITHIUM CHLORIDE CTD 00007226	2/231	0.0095269110617303	0.030902011007338383	0	0	15.68717745136959	73.0023939867814	CCNA2;CCNB2
Cinobufagin CTD 00000078	1/15	0.009709044215672634	0.03117627765736087	0	0	118.88690476190476	551.0048324972125	CCNA2
Homocastasterone CTD 00002741	1/15	0.009709044215672634	0.03117627765736087	0	0	118.88690476190476	551.0048324972125	CCNB1
OTSSP167 LINCS	2/237	0.01000734994897677	0.031973483086980774	0	0	15.28201160541586	70.36503615241246	BUB1;AURKA
puromycin PC3 DOWN	3/722	0.010219144296426699	0.032115062133818754	0	0	8.039499304589707	36.8489841717888	CCNA2;BUB1;AURKA
formaldehyde CTD 00006001	6/3192	0.010220044328498122	0.032115062133818754	0	0	4.520043045466775	20.71718498746874	CCNA2;CDC20;CCNB1;BUB1B;BUB1;AURKA
N-Methyl-N-nitrosourea CTD 00006319	1/16	0.010353212518883667	0.032115062133818754	0	0	110.95555555555555	507.11775303850175	CCNA2
CHLOROBENZENE CTD 00001495	1/16	0.010353212518883667	0.032115062133818754	0	0	110.95555555555555	507.11775303850175	TXNRD1
Brassinolide CTD 00001097	1/16	0.010353212518883667	0.032115062133818754	0	0	110.95555555555555	507.11775303850175	CCNB1
Rimonabant hydrochloride CTD 00003133	1/16	0.010353212518883667	0.032115062133818754	0	0	110.95555555555555	507.11775303850175	CCNB1
1-chloro-2,4-dinitrobenzene CTD 00005848	2/242	0.010415894171891218	0.032153412443664195	0	0	14.959848484848484	68.2830668324503	TXNRD1;BUB1
harmine MCF7 DOWN	2/247	0.010831825680111543	0.033276618315342676	0	0	14.650834879406307	66.2989345621783	RRM2;KIF11
EDTA CTD 00005888	1/17	0.010996994142530848	0.03362238878984312	0	0	104.015625	469.12433437564215	TXNRD1
Isopentenyladenine CTD 00000045	1/18	0.011640389286531055	0.034921167859593163	0	0	97.8921568627451	435.94063546940737	TXNRD1
alvespimycin CTD 00004027	1/18	0.011640389286531055	0.034921167859593163	0	0	97.8921568627451	435.94063546940737	BUB1B
CHLOROPICRIN CTD 00003338	1/18	0.011640389286531055	0.034921167859593163	0	0	97.8921568627451	435.94063546940737	TXNRD1
EPICHLOROHYDRIN CTD 00005906	1/18	0.011640389286531055	0.034921167859593163	0	0	97.8921568627451	435.94063546940737	TXNRD1
medrysone HL60 DOWN	3/760	0.011751194961406959	0.03508884850625723	0	0	7.620871862615588	33.86563301015658	CCNA2;CCNB1;BUB1
Methoxycamptothecin CTD 00001213	1/19	0.012283398155032895	0.03633838620863898	0	0	92.44907407407408	406.73031819258705	CCNB1
purvalanol A TTD 00010395	1/19	0.012283398155032895	0.03633838620863898	0	0	92.44907407407408	406.73031819258705	CCNA2
digoxin HL60 UP	2/267	0.012568536381835574	0.03701057487554346	0	0	13.531389365351629	59.2209198576358	BUB1;AURKA
ampyrone HL60 DOWN	3/781	0.012652729887121588	0.03708758898105823	0	0	7.40706940874036	32.368021398478085	CCNB1;CTBP2;KIF11
HYPOCHLOROUS ACID CTD 00006135	1/20	0.01292602095289387	0.0372059792292756	0	0	87.57894736842105	380.83817987374294	TXNRD1
Kinome 511 Roche	1/20	0.01292602095289387	0.0372059792292756	0	0	87.57894736842105	380.83817987374294	AURKA
Teriflunomide CTD 00002799	1/20	0.01292602095289387	0.0372059792292756	0	0	87.57894736842105	380.83817987374294	CCNA2
myricetin HL60 UP	1/20	0.01292602095289387	0.0372059792292756	0	0	87.57894736842105	380.83817987374294	TXNRD1
2-Nonenal, 4-hydroxy-, (2E,4R)- CTD 00001295	2/274	0.0132036177942576	0.03783458193063052	0	0	13.178475935828876	57.02674991649031	CCNA2;CDC20
securinine MCF7 UP	1/21	0.013568257886165577	0.03786077200550132	0	0	83.19583333333334	357.74392971285124	TXNRD1
POTASSIUM BROMATE CTD 00000989	1/21	0.013568257886165577	0.03786077200550132	0	0	83.19583333333334	357.74392971285124	CCNB1
IKK-2 Inhibitor IV (TPCA-1) MRC	1/21	0.013568257886165577	0.03786077200550132	0	0	83.19583333333334	357.74392971285124	AURKA
CHEMBL1967116 Roche	1/21	0.013568257886165577	0.03786077200550132	0	0	83.19583333333334	357.74392971285124	AURKA
Cdk9 Inhibitor II TTD 00002745	1/21	0.013568257886165577	0.03786077200550132	0	0	83.19583333333334	357.74392971285124	CCNA2
TDZD-8 CTD 00004374	1/21	0.013568257886165577	0.03786077200550132	0	0	83.19583333333334	357.74392971285124	CCNA2
Baicalin CTD 00001780	1/22	0.014210109163131231	0.038971071910904966	0	0	79.23015873015873	337.0293803138913	CCNA2
AZD-1152HQPA Kinome Scan	1/22	0.014210109163131231	0.038971071910904966	0	0	79.23015873015873	337.0293803138913	AURKA
Tozasertib TTD 00011505	1/22	0.014210109163131231	0.038971071910904966	0	0	79.23015873015873	337.0293803138913	AURKA
oxyphenbutazone MCF7 UP	1/22	0.014210109163131231	0.038971071910904966	0	0	79.23015873015873	337.0293803138913	TXNRD1
quercetin MCF7 DOWN	1/23	0.014851574986337721	0.04021252718758392	0	0	75.625	318.3547328251434	BUB1B
MLN-8054 Kinome Scan	1/23	0.014851574986337721	0.04021252718758392	0	0	75.625	318.3547328251434	AURKA
carmustine MCF7 UP	1/23	0.014851574986337721	0.04021252718758392	0	0	75.625	318.3547328251434	TXNRD1
Everolimus CTD 00003479	1/24	0.01549265556616628	0.04090829300322419	0	0	72.33333333333333	301.441152263015	CCNA2
SU-6656 MRC	1/24	0.01549265556616628	0.04090829300322419	0	0	72.33333333333333	301.441152263015	AURKA
Tozasertib CTD 00004298	1/24	0.01549265556616628	0.04090829300322419	0	0	72.33333333333333	301.441152263015	AURKA
doxazosin CTD 00007158	1/24	0.01549265556616628	0.04090829300322419	0	0	72.33333333333333	301.441152263015	CCNA2
ethotoin HL60 DOWN	1/24	0.01549265556616628	0.04090829300322419	0	0	72.33333333333333	301.441152263015	BUB1
HEXANE CTD 00001239	1/24	0.01549265556616628	0.04090829300322419	0	0	72.33333333333333	301.441152263015	TXNRD1
simvastatin CTD 00007319	2/304	0.016081658544143587	0.04225086622246849	0	0	11.851294400963274	48.946745119697766	CCNA2;AURKA
5194442 MCF7 UP	1/25	0.016133351108423025	0.04225086622246849	0	0	69.31597222222223	286.05777422638903	TXNRD1
Wogonin CTD 00003053	1/26	0.016773661823445914	0.042702668944947966	0	0	66.54	272.01188501169923	CCNA2
BX-912 MRC	1/26	0.016773661823445914	0.042702668944947966	0	0	66.54	272.01188501169923	AURKA
Bis-gma CTD 00007186	1/26	0.016773661823445914	0.042702668944947966	0	0	66.54	272.01188501169923	CCNB1
XMD-12 LINCS	1/26	0.016773661823445914	0.042702668944947966	0	0	66.54	272.01188501169923	AURKA
ILORASERTIB Roche	1/26	0.016773661823445914	0.042702668944947966	0	0	66.54	272.01188501169923	AURKA
ebselen MCF7 UP	1/26	0.016773661823445914	0.042702668944947966	0	0	66.54	272.01188501169923	TXNRD1
harmaline MCF7 DOWN	1/26	0.016773661823445914	0.042702668944947966	0	0	66.54	272.01188501169923	BUB1
Demecolcine CTD 00005762	3/876	0.017229734743106854	0.04363640266422023	0	0	6.568384879725086	26.674990162164402	CCNB1;RRM2;UBE2C
benzoic acid CTD 00007316	1/27	0.01741358791764657	0.04363640266422023	0	0	63.9775641025641	259.14140891073174	TXNRD1
bisindolylmaleimide i TTD 00002466	1/27	0.01741358791764657	0.04363640266422023	0	0	63.9775641025641	259.14140891073174	CCNB1
lactic acid CTD 00007283	1/27	0.01741358791764657	0.04363640266422023	0	0	63.9775641025641	259.14140891073174	TXNRD1
NSC321521 CTD 00005452	1/28	0.01805312960024282	0.04454034677434426	0	0	61.60493827160494	247.30909578576168	TXNRD1
MANEB CTD 00006239	1/28	0.01805312960024282	0.04454034677434426	0	0	61.60493827160494	247.30909578576168	TXNRD1
juglone CTD 00000198	1/28	0.01805312960024282	0.04454034677434426	0	0	61.60493827160494	247.30909578576168	TXNRD1
isotretinoin MCF7 UP	1/28	0.01805312960024282	0.04454034677434426	0	0	61.60493827160494	247.30909578576168	TXNRD1
cycloheximide CTD 00005731	2/324	0.018137869222489895	0.04457730166604248	0	0	11.103896103896103	44.523884091227536	CCNA2;TXNRD1
dexverapamil MCF7 DOWN	2/326	0.01834941164859932	0.04473547357525256	0	0	11.034231200897867	44.11659718693326	RRM2;CTBP2
2-Methylcholine CTD 00002006	4/1666	0.018615677043825475	0.04473547357525256	0	0	4.900387752373312	19.521925596061294	UBE2C;TXNRD1;BUB1;AURKA
Kinome 635 Roche	1/29	0.018692287080739334	0.04473547357525256	0	0	59.401785714285715	236.3979776770167	AURKA
BI-D-1870 MRC	1/29	0.018692287080739334	0.04473547357525256	0	0	59.401785714285715	236.3979776770167	AURKA
kenpaullone TTD 00008780	1/29	0.018692287080739334	0.04473547357525256	0	0	59.401785714285715	236.3979776770167	CCNB1
2-methoxy-13-methyl-6,7,8,9,11,12,14,15,16,17-decahydrocyclopenta[a]phenanthrene-3,17-diol CTD 00001063	1/29	0.018692287080739334	0.04473547357525256	0	0	59.401785714285715	236.3979776770167	CCNB1
bisindolylmaleimide iv TTD 00002467	1/29	0.018692287080739334	0.04473547357525256	0	0	59.401785714285715	236.3979776770167	CCNB1
Indirubin Derivative E804 RBC	1/30	0.01933106056430268	0.046091595897721695	0	0	57.35057471264368	226.30778348154325	AURKA
Plumbagin CTD 00000768	1/31	0.019969450260865367	0.04657109020690865	0	0	55.43611111111111	216.95208467294643	TXNRD1
AG1478 LINCS	1/31	0.019969450260865367	0.04657109020690865	0	0	55.43611111111111	216.95208467294643	BUB1
TAE684 MRC	1/31	0.019969450260865367	0.04657109020690865	0	0	55.43611111111111	216.95208467294643	AURKA
SB 216763 TTD 00010836	1/31	0.019969450260865367	0.04657109020690865	0	0	55.43611111111111	216.95208467294643	CCNA2
methyl salicylate CTD 00001586	1/31	0.019969450260865367	0.04657109020690865	0	0	55.43611111111111	216.95208467294643	TXNRD1
nifuroxazide MCF7 UP	1/31	0.019969450260865367	0.04657109020690865	0	0	55.43611111111111	216.95208467294643	TXNRD1
clopamide HL60 DOWN	2/345	0.020411848458401403	0.047029159389050085	0	0	10.41293400477074	40.52338778244838	CDC20;CTBP2
1,6-Diisocyanatohexane CTD 00000793	1/32	0.020607456383308333	0.047029159389050085	0	0	53.645161290322584	208.25600447555712	TXNRD1
succinylsulfathiazole HL60 DOWN	1/32	0.020607456383308333	0.047029159389050085	0	0	53.645161290322584	208.25600447555712	BUB1
INDIRUBIN-3'-MONOXIME TTD 00008590	1/32	0.020607456383308333	0.047029159389050085	0	0	53.645161290322584	208.25600447555712	AURKA
etacrynic acid HL60 UP	1/32	0.020607456383308333	0.047029159389050085	0	0	53.645161290322584	208.25600447555712	TXNRD1
141-05-9 CTD 00000755	1/32	0.020607456383308333	0.047029159389050085	0	0	53.645161290322584	208.25600447555712	TXNRD1
alpha-Hexylcinnamaldehyde CTD 00002937	1/33	0.021245079135628366	0.04763370374619833	0	0	51.966145833333336	200.1543652635479	TXNRD1
IPA-3 MRC	1/33	0.021245079135628366	0.04763370374619833	0	0	51.966145833333336	200.1543652635479	AURKA
isopropanol CTD 00007325	1/33	0.021245079135628366	0.04763370374619833	0	0	51.966145833333336	200.1543652635479	TXNRD1
Methyl 4-methoxycinnamate CTD 00002989	1/33	0.021245079135628366	0.04763370374619833	0	0	51.966145833333336	200.1543652635479	CDC20
Riboflavine CTD 00006698	1/33	0.021245079135628366	0.04763370374619833	0	0	51.966145833333336	200.1543652635479	CCNB1
vorinostat PC3 DOWN	2/355	0.02153520938728284	0.048115380414243826	0	0	10.112799381921194	38.81359185087509	CCNB2;AURKA
Entinostat CTD 00003662	1/35	0.022519175374063307	0.04961983815181536	0	0	48.904411764705884	185.51341332613868	CCNA2
oxozinc CTD 00007012	1/35	0.022519175374063307	0.04961983815181536	0	0	48.904411764705884	185.51341332613868	TXNRD1
indirubin deriv. 7a TTD 00008589	1/35	0.022519175374063307	0.04961983815181536	0	0	48.904411764705884	185.51341332613868	AURKA
Go 6976 CTD 00002962	1/35	0.022519175374063307	0.04961983815181536	0	0	48.904411764705884	185.51341332613868	CCNB1
ciprofloxacin CTD 00005674	1/36	0.02315564927877951	0.050157491149627476	0	0	47.50476190476191	178.87996472866277	CCNB1
R-406 MRC	1/36	0.02315564927877951	0.050157491149627476	0	0	47.50476190476191	178.87996472866277	AURKA
SYK Inhibitor I MRC	1/36	0.02315564927877951	0.050157491149627476	0	0	47.50476190476191	178.87996472866277	AURKA
TAXIFOLIN CTD 00000115	1/36	0.02315564927877951	0.050157491149627476	0	0	47.50476190476191	178.87996472866277	TXNRD1
cinnamyl alcohol CTD 00001006	1/36	0.02315564927877951	0.050157491149627476	0	0	47.50476190476191	178.87996472866277	TXNRD1
3'-Azido-3'-deoxythymidine CTD 00007047	2/374	0.023740098512971146	0.050845893899091145	0	0	9.586999022482894	35.8610301823029	CCNA2;CCNB1
semustine MCF7 UP	1/37	0.023791740650748436	0.050845893899091145	0	0	46.182870370370374	172.65081800368927	TXNRD1
IKK Inhibitor VII MRC	1/37	0.023791740650748436	0.050845893899091145	0	0	46.182870370370374	172.65081800368927	AURKA
Kinome 1194 Roche	1/37	0.023791740650748436	0.050845893899091145	0	0	46.182870370370374	172.65081800368927	AURKA
Decitabine CTD 00000750	4/1800	0.024126891813572506	0.05139027956290943	0	0	4.501608512744371	16.765917769852567	CCNB1;BUB1B;KIF11;BUB1
Ephedrone CTD 00002112	1/38	0.024427449699506693	0.05168589522511515	0	0	44.932432432432435	166.7913365695687	CCNA2
TTNPB CTD 00001809	1/38	0.024427449699506693	0.05168589522511515	0	0	44.932432432432435	166.7913365695687	CCNA2
tubocurarine CTD 00006958	1/39	0.025062776635888108	0.05182884877130259	0	0	43.74780701754386	161.27067055781572	UBE2C
Barasertib LINCS	1/39	0.025062776635888108	0.05182884877130259	0	0	43.74780701754386	161.27067055781572	AURKA
Calycosin CTD 00003727	1/39	0.025062776635888108	0.05182884877130259	0	0	43.74780701754386	161.27067055781572	CCNB1
AC1L1I3Y CTD 00006365	1/39	0.025062776635888108	0.05182884877130259	0	0	43.74780701754386	161.27067055781572	TXNRD1
Axitinib FDA	1/39	0.025062776635888108	0.05182884877130259	0	0	43.74780701754386	161.27067055781572	AURKA
AG-013736 Kinome Scan	1/39	0.025062776635888108	0.05182884877130259	0	0	43.74780701754386	161.27067055781572	AURKA
Ammonium hexachloroplatinate(IV) CTD 00000945	1/39	0.025062776635888108	0.05182884877130259	0	0	43.74780701754386	161.27067055781572	TXNRD1
piperlongumine HL60 DOWN	2/389	0.025544846371315016	0.0522956819945405	0	0	9.20836269673479	33.77000983277974	RRM2;CTBP2
METHYL METHANESULFONATE CTD 00006307	6/3864	0.02555015170180681	0.0522956819945405	0	0	3.583425905354366	13.140824227869052	CCNA2;CDC20;CCNB1;RRM2;BUB1;AURKA
Bandrowski's base CTD 00002216	1/40	0.025697721668678748	0.0522956819945405	0	0	42.623931623931625	156.0612574523752	TXNRD1
cilostazol CTD 00002032	1/40	0.025697721668678748	0.0522956819945405	0	0	42.623931623931625	156.0612574523752	CCNA2
Glycitein CTD 00003084	1/40	0.025697721668678748	0.0522956819945405	0	0	42.623931623931625	156.0612574523752	CCNA2
doxorubicin PC3 DOWN	3/1023	0.025963579115040075	0.05266897477622415	0	0	5.5785294117647055	20.367548529932815	CCNA2;KIF11;AURKA
TETRACHLOROETHYLENE CTD 00006849	1/41	0.0263322850072555	0.052912987797598315	0	0	41.55625	151.13839929513645	CCNB2
MLN8054 LINCS	1/41	0.0263322850072555	0.052912987797598315	0	0	41.55625	151.13839929513645	AURKA
hycanthone MCF7 DOWN	1/41	0.0263322850072555	0.052912987797598315	0	0	41.55625	151.13839929513645	CCNA2
anisomycin HL60 DOWN	3/1034	0.02669913842162168	0.05348197320193183	0	0	5.515809893307469	19.98446310983354	CDC20;CTBP2;BUB1B
resveratrol PC3 DOWN	1/42	0.026966466856658405	0.05351419975591528	0	0	40.540650406504064	146.47990317146446	AURKA
DIALLYL DISULFIDE CTD 00001321	1/42	0.026966466856658405	0.05351419975591528	0	0	40.540650406504064	146.47990317146446	CCNB1
tert-Butylhydroquinone CTD 00000961	1/42	0.026966466856658405	0.05351419975591528	0	0	40.540650406504064	146.47990317146446	TXNRD1
5182598 MCF7 UP	1/43	0.027600267431624026	0.05443386076792517	0	0	39.573412698412696	142.06577419675818	TXNRD1
Andrographolide CTD 00001445	1/43	0.027600267431624026	0.05443386076792517	0	0	39.573412698412696	142.06577419675818	CCNA2
MG-262 MCF7 DOWN	2/407	0.02778349162464165	0.054626618917372353	0	0	8.791021324354658	31.500983290366715	CCNA2;BUB1
securinine HL60 UP	1/44	0.028233686939840918	0.055116874404532085	0	0	38.651162790697676	137.87795237211324	TXNRD1
ZM-447439 LINCS	1/44	0.028233686939840918	0.055116874404532085	0	0	38.651162790697676	137.87795237211324	AURKA
rosiglitazone CTD 00003139	2/411	0.028291603763202697	0.055116874404532085	0	0	8.703267392753945	31.028803661585343	CCNA2;CCNB1
dorsomorphin CTD 00004649	1/45	0.028866725585080872	0.055727606189929536	0	0	37.770833333333336	133.90008612704145	CCNB1
flurbiprofen CTD 00005993	1/45	0.028866725585080872	0.055727606189929536	0	0	37.770833333333336	133.90008612704145	CCNB1
Diquat dication CTD 00005858	1/45	0.028866725585080872	0.055727606189929536	0	0	37.770833333333336	133.90008612704145	TXNRD1
flupentixol HL60 DOWN	1/46	0.029499383581537333	0.05646372864048198	0	0	36.92962962962963	130.1173367501014	BUB1
proscillaridin MCF7 DOWN	2/423	0.029838803920999347	0.05646372864048198	0	0	8.450010796804145	29.67597813238637	CCNA2;KIF11
Vorinostat CTD 00003560	2/425	0.030099978783627027	0.05646372864048198	0	0	8.409198366645175	29.459362823012018	CCNA2;CCNB1
phenoxybenzamine MCF7 DOWN	1/47	0.03013166113678303	0.05646372864048198	0	0	36.125	126.5162089708299	CCNA2
AMILORIDE CTD 00005369	1/47	0.03013166113678303	0.05646372864048198	0	0	36.125	126.5162089708299	CCNB1
1,4-chrysenequinone HL60 UP	1/47	0.03013166113678303	0.05646372864048198	0	0	36.125	126.5162089708299	TXNRD1
2-Mercaptobenzothiazole CTD 00000240	1/47	0.03013166113678303	0.05646372864048198	0	0	36.125	126.5162089708299	TXNRD1
Cardidigin CTD 00005822	1/47	0.03013166113678303	0.05646372864048198	0	0	36.125	126.5162089708299	CCNB1
carbamazepine BOSS	1/47	0.03013166113678303	0.05646372864048198	0	0	36.125	126.5162089708299	HSPG2
mitotane CTD 00006344	1/47	0.03013166113678303	0.05646372864048198	0	0	36.125	126.5162089708299	CCNB1
diclofenac CTD 00005804	2/427	0.03036209223206454	0.05672917232833112	0	0	8.368770053475936	29.24517254885113	CTBP2;TXNRD1
BUTHIONINE SULFOXIMINE CTD 00007280	1/48	0.030763558459397336	0.05731170220278396	0	0	35.354609929078016	123.08440365356886	TXNRD1
sanguinarine HL60 DOWN	2/431	0.03088912500498774	0.05737834557612548	0	0	8.28904428904429	28.823917264939823	RRM2;CTBP2
Staurosporine, N-benzoyl- RBC	1/49	0.03139507576319159	0.05798107922739718	0	0	34.61631944444444	119.81068935137382	AURKA
domperidone MCF7 DOWN	1/49	0.03139507576319159	0.05798107922739718	0	0	34.61631944444444	119.81068935137382	BUB1
carbamazepine CTD 00005574	2/436	0.031553151609917535	0.05810508322402682	0	0	8.19145370758274	28.310334094265023	CTBP2;TXNRD1
Elesclomol CTD 00004602	1/50	0.03202621324876303	0.058304131811850644	0	0	33.90816326530612	116.6847899929619	TXNRD1
Leptomycin B CTD 00001805	1/50	0.03202621324876303	0.058304131811850644	0	0	33.90816326530612	116.6847899929619	CCNB2
PNU-0293363 MCF7 DOWN	1/50	0.03202621324876303	0.058304131811850644	0	0	33.90816326530612	116.6847899929619	CDC20
disopyramide MCF7 DOWN	1/50	0.03202621324876303	0.058304131811850644	0	0	33.90816326530612	116.6847899929619	BUB1
clofibrate CTD 00005684	1/51	0.03265697112339821	0.05894860041765948	0	0	33.22833333333333	113.69728633442386	CCNA2
choline CTD 00005662	1/51	0.03265697112339821	0.05894860041765948	0	0	33.22833333333333	113.69728633442386	BUB1B
5155877 MCF7 UP	1/51	0.03265697112339821	0.05894860041765948	0	0	33.22833333333333	113.69728633442386	TXNRD1
securinine PC3 UP	1/52	0.03328734960685056	0.059917229292331	0	0	32.57516339869281	110.83952930563026	TXNRD1
thioridazine PC3 DOWN	1/53	0.033917348898843465	0.06081408629507935	0	0	31.947115384615383	108.10356363888964	BUB1
CADMIUM CTD 00005555	3/1142	0.034531597025870726	0.06081408629507935	0	0	4.9643546971027215	16.70942476072314	CCNB1;TXNRD1;BUB1
CHEBI:18224 CTD 00001728	1/54	0.03454696920988076	0.06081408629507935	0	0	31.342767295597483	105.4820602978719	TXNRD1
hyoscyamine CTD 00005451	1/54	0.03454696920988076	0.06081408629507935	0	0	31.342767295597483	105.4820602978719	CDC20
3,3',4,4'-Tetrachlorobiphenyl CTD 00001342	1/54	0.03454696920988076	0.06081408629507935	0	0	31.342767295597483	105.4820602978719	CCNB2
dl-Thioctic acid CTD 00006215	1/54	0.03454696920988076	0.06081408629507935	0	0	31.342767295597483	105.4820602978719	TXNRD1
Picrotoxinum BOSS	1/54	0.03454696920988076	0.06081408629507935	0	0	31.342767295597483	105.4820602978719	CCNB1
etacrynic acid MCF7 UP	1/54	0.03454696920988076	0.06081408629507935	0	0	31.342767295597483	105.4820602978719	TXNRD1
acetaminophen CTD 00005295	6/4135	0.034910814244984746	0.06128574258941003	0	0	3.2919766114244196	11.044445355485218	CCNB1;UBE2C;TXNRD1;BUB1B;KIF11;BUB1
