Category,ID,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
KEGG_PATHWAY,hsa05200,Pathways in cancer,3,75,0.010839711,"SMAD4, CTBP2, TXNRD1",4,531,8644,12.20903955,0.213195567,0.238473649,0.238473649
KEGG_PATHWAY,hsa05220,Chronic myeloid leukemia,2,50,0.026148446,"SMAD4, CTBP2",4,76,8644,56.86842105,0.441734545,0.260427093,0.260427093
KEGG_PATHWAY,hsa05161,Hepatitis B,2,50,0.055183105,"SMAD4, HSPG2",4,162,8644,26.67901235,0.713154323,0.260427093,0.260427093
KEGG_PATHWAY,hsa05225,Hepatocellular carcinoma,2,50,0.057186958,"SMAD4, TXNRD1",4,168,8644,25.72619048,0.72624454,0.260427093,0.260427093
KEGG_PATHWAY,hsa04310,Wnt signaling pathway,2,50,0.059187976,"SMAD4, CTBP2",4,174,8644,24.83908046,0.738746026,0.260427093,0.260427093
