NAME	TITLE	SCORE	
ARFGAP3	ADP ribosylation factor GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:661]	2.8605564	
H4C12	H4 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4784]	2.8605115	
MIRLET7IHG	MIRLET7I host gene [Source:HGNC Symbol;Acc:HGNC:55478]	2.8595204	
MIATNB	MIAT neighbor [Source:HGNC Symbol;Acc:HGNC:50731]	2.8583322	
CHIC1	cysteine rich hydrophobic domain 1 [Source:HGNC Symbol;Acc:HGNC:1934]	2.8576472	
KLF13	KLF transcription factor 13 [Source:HGNC Symbol;Acc:HGNC:13672]	2.8572943	
BRAF	B-Raf proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:1097]	2.8572392	
KLF9	KLF transcription factor 9 [Source:HGNC Symbol;Acc:HGNC:1123]	2.856756	
RPGR	retinitis pigmentosa GTPase regulator [Source:HGNC Symbol;Acc:HGNC:10295]	2.8557675	
GGNBP2	gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]	2.855476	
LAMTOR5-AS1	LAMTOR5 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40823]	2.8553293	
GTF3C2-AS2	GTF3C2 antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:55699]	2.855322	
MAP3K10	mitogen-activated protein kinase kinase kinase 10 [Source:HGNC Symbol;Acc:HGNC:6849]	2.8551843	
FOXO6	forkhead box O6 [Source:HGNC Symbol;Acc:HGNC:24814]	2.8547602	
PITPNM1	phosphatidylinositol transfer protein membrane associated 1 [Source:HGNC Symbol;Acc:HGNC:9003]	2.8547213	
SETD2	SET domain containing 2, histone lysine methyltransferase [Source:HGNC Symbol;Acc:HGNC:18420]	2.8530662	
HOXC11	homeobox C11 [Source:HGNC Symbol;Acc:HGNC:5123]	2.8520753	
KDM7A	lysine demethylase 7A [Source:HGNC Symbol;Acc:HGNC:22224]	2.8520422	
SMURF2	SMAD specific E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:16809]	2.8518891	
KMT2D	lysine methyltransferase 2D [Source:HGNC Symbol;Acc:HGNC:7133]	2.8516464	
ZNF600	zinc finger protein 600 [Source:HGNC Symbol;Acc:HGNC:30951]	2.8513525	
FSTL3	follistatin like 3 [Source:HGNC Symbol;Acc:HGNC:3973]	2.849672	
AFF4	ALF transcription elongation factor 4 [Source:HGNC Symbol;Acc:HGNC:17869]	2.8492165	
VAV2	vav guanine nucleotide exchange factor 2 [Source:HGNC Symbol;Acc:HGNC:12658]	2.846837	
ZNF780B	zinc finger protein 780B [Source:HGNC Symbol;Acc:HGNC:33109]	2.846465	
CC2D1B	coiled-coil and C2 domain containing 1B [Source:HGNC Symbol;Acc:HGNC:29386]	2.8457596	
RNF223	ring finger protein 223 [Source:HGNC Symbol;Acc:HGNC:40020]	2.8457453	
ASPHD1	aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27380]	2.8453386	
LRP1	LDL receptor related protein 1 [Source:HGNC Symbol;Acc:HGNC:6692]	2.8453019	
LONRF3	LON peptidase N-terminal domain and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:21152]	2.8447382	
LNX2	ligand of numb-protein X 2 [Source:HGNC Symbol;Acc:HGNC:20421]	2.844353	
MIER3	MIER family member 3 [Source:HGNC Symbol;Acc:HGNC:26678]	2.844115	
DPYD	dihydropyrimidine dehydrogenase [Source:HGNC Symbol;Acc:HGNC:3012]	2.8431668	
PAFAH1B2	platelet activating factor acetylhydrolase 1b catalytic subunit 2 [Source:HGNC Symbol;Acc:HGNC:8575]	2.8427556	
TBPL1	TATA-box binding protein like 1 [Source:HGNC Symbol;Acc:HGNC:11589]	2.842712	
ZUP1	zinc finger containing ubiquitin peptidase 1 [Source:HGNC Symbol;Acc:HGNC:21224]	2.8426752	
BMP1	bone morphogenetic protein 1 [Source:HGNC Symbol;Acc:HGNC:1067]	2.8426375	
AFDN	afadin, adherens junction formation factor [Source:HGNC Symbol;Acc:HGNC:7137]	2.8422618	
APAF1	apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]	2.8418934	
TBC1D1	TBC1 domain family member 1 [Source:HGNC Symbol;Acc:HGNC:11578]	2.8405988	
ATP2B1	ATPase plasma membrane Ca2+ transporting 1 [Source:HGNC Symbol;Acc:HGNC:814]	2.8391879	
ZBED3-AS1	ZBED3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44188]	2.8390446	
TP53BP2	tumor protein p53 binding protein 2 [Source:HGNC Symbol;Acc:HGNC:12000]	2.8388612	
POLE	DNA polymerase epsilon, catalytic subunit [Source:HGNC Symbol;Acc:HGNC:9177]	2.8383465	
PARD6G-AS1	PARD6G antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44109]	2.8382165	
USP34	ubiquitin specific peptidase 34 [Source:HGNC Symbol;Acc:HGNC:20066]	2.83812	
ZNF395	zinc finger protein 395 [Source:HGNC Symbol;Acc:HGNC:18737]	2.83654	
DOCK6	dedicator of cytokinesis 6 [Source:HGNC Symbol;Acc:HGNC:19189]	2.835887	
SLC41A1	solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]	2.8350809	
ZNF26	zinc finger protein 26 [Source:HGNC Symbol;Acc:HGNC:13053]	2.8327587	
PARP6	poly(ADP-ribose) polymerase family member 6 [Source:HGNC Symbol;Acc:HGNC:26921]	2.831849	
CLK4	CDC like kinase 4 [Source:HGNC Symbol;Acc:HGNC:13659]	2.8308032	
KMT2B	lysine methyltransferase 2B [Source:HGNC Symbol;Acc:HGNC:15840]	2.830796	
BAG3	BAG cochaperone 3 [Source:HGNC Symbol;Acc:HGNC:939]	2.8289928	
TLCD2	TLC domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33522]	2.827918	
GBA2	glucosylceramidase beta 2 [Source:HGNC Symbol;Acc:HGNC:18986]	2.8277874	
PDCD6IP-DT	PDCD6IP divergent transcript [Source:HGNC Symbol;Acc:HGNC:55244]	2.8265848	
NGDN	neuroguidin [Source:HGNC Symbol;Acc:HGNC:20271]	2.8265805	
UIMC1	ubiquitin interaction motif containing 1 [Source:HGNC Symbol;Acc:HGNC:30298]	2.8265655	
PROSER3	proline and serine rich 3 [Source:HGNC Symbol;Acc:HGNC:25204]	2.8259218	
MNT	MAX network transcriptional repressor [Source:HGNC Symbol;Acc:HGNC:7188]	2.8256462	
SLC26A5	solute carrier family 26 member 5 [Source:HGNC Symbol;Acc:HGNC:9359]	2.8252103	
PUM2	pumilio RNA binding family member 2 [Source:HGNC Symbol;Acc:HGNC:14958]	2.824511	
CDC42EP3	CDC42 effector protein 3 [Source:HGNC Symbol;Acc:HGNC:16943]	2.8243923	
HMCN2	hemicentin 2 [Source:HGNC Symbol;Acc:HGNC:21293]	2.824346	
DMWD	DM1 locus, WD repeat containing [Source:HGNC Symbol;Acc:HGNC:2936]	2.8239017	
PATL1	PAT1 homolog 1, processing body mRNA decay factor [Source:HGNC Symbol;Acc:HGNC:26721]	2.8235288	
UBE2D3-AS1	UBE2D3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:54095]	2.823468	
MRGBP	MRG domain binding protein [Source:HGNC Symbol;Acc:HGNC:15866]	2.8222032	
SUN2	Sad1 and UNC84 domain containing 2 [Source:HGNC Symbol;Acc:HGNC:14210]	2.8219807	
OPLAH	5-oxoprolinase, ATP-hydrolysing [Source:HGNC Symbol;Acc:HGNC:8149]	2.8209028	
FHIP2B	FHF complex subunit HOOK interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:16492]	2.8203306	
TEAD4	TEA domain transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11717]	2.8200474	
PYGO1	pygopus family PHD finger 1 [Source:HGNC Symbol;Acc:HGNC:30256]	2.8196917	
SMTN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]	2.8194268	
MET	MET proto-oncogene, receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7029]	2.8194163	
TARS1	threonyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:11572]	2.8190033	
MIEF2	mitochondrial elongation factor 2 [Source:HGNC Symbol;Acc:HGNC:17920]	2.8187783	
CREB3	cAMP responsive element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2347]	2.8184729	
PABPN1	poly(A) binding protein nuclear 1 [Source:HGNC Symbol;Acc:HGNC:8565]	2.8183186	
ZNF48	zinc finger protein 48 [Source:HGNC Symbol;Acc:HGNC:13114]	2.8179374	
ZNF530	zinc finger protein 530 [Source:HGNC Symbol;Acc:HGNC:29297]	2.817674	
LIX1L	limb and CNS expressed 1 like [Source:HGNC Symbol;Acc:HGNC:28715]	2.8173745	
WDR13	WD repeat domain 13 [Source:HGNC Symbol;Acc:HGNC:14352]	2.8170567	
KRAS	KRAS proto-oncogene, GTPase [Source:HGNC Symbol;Acc:HGNC:6407]	2.816776	
ZNF212	zinc finger protein 212 [Source:HGNC Symbol;Acc:HGNC:13004]	2.8163314	
WARS2-AS1	WARS2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40612]	2.8160346	
ZGLP1	zinc finger GATA like protein 1 [Source:HGNC Symbol;Acc:HGNC:37245]	2.8158069	
CGGBP1	CGG triplet repeat binding protein 1 [Source:HGNC Symbol;Acc:HGNC:1888]	2.8153775	
RELL1	RELT like 1 [Source:HGNC Symbol;Acc:HGNC:27379]	2.8149152	
DDHD2	DDHD domain containing 2 [Source:HGNC Symbol;Acc:HGNC:29106]	2.8146806	
SNHG10	small nucleolar RNA host gene 10 [Source:HGNC Symbol;Acc:HGNC:27510]	2.814488	
MLLT6	MLLT6, PHD finger containing [Source:HGNC Symbol;Acc:HGNC:7138]	2.81331	
SMAD4	SMAD family member 4 [Source:HGNC Symbol;Acc:HGNC:6770]	2.813097	
KLHL22	kelch like family member 22 [Source:HGNC Symbol;Acc:HGNC:25888]	2.812893	
HELZ2	helicase with zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:30021]	2.8126378	
KANK2	KN motif and ankyrin repeat domains 2 [Source:HGNC Symbol;Acc:HGNC:29300]	2.8122785	
PRKD3	protein kinase D3 [Source:HGNC Symbol;Acc:HGNC:9408]	2.8122122	
CBFB	core-binding factor subunit beta [Source:HGNC Symbol;Acc:HGNC:1539]	2.8121321	
PHF10	PHD finger protein 10 [Source:HGNC Symbol;Acc:HGNC:18250]	2.811933	
LINC02889	long intergenic non-protein coding RNA 2889 [Source:HGNC Symbol;Acc:HGNC:55071]	2.8112733	
CASTOR3P	CASTOR family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:29954]	2.8104618	
PNLDC1	PARN like ribonuclease domain containing exonuclease 1 [Source:HGNC Symbol;Acc:HGNC:21185]	2.8102381	
KIAA1586	KIAA1586 [Source:HGNC Symbol;Acc:HGNC:21360]	2.8101804	
TCF25	transcription factor 25 [Source:HGNC Symbol;Acc:HGNC:29181]	2.8099513	
ZC3H4	zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]	2.8086984	
FKRP	fukutin related protein [Source:HGNC Symbol;Acc:HGNC:17997]	2.807919	
BCL9	BCL9 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:1008]	2.8073802	
ATP6V1G2	ATPase H+ transporting V1 subunit G2 [Source:HGNC Symbol;Acc:HGNC:862]	2.8071828	
GOLGA4-AS1	GOLGA4 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:26469]	2.8057358	
GTF2H4	general transcription factor IIH subunit 4 [Source:HGNC Symbol;Acc:HGNC:4658]	2.805622	
AIDA	axin interactor, dorsalization associated [Source:HGNC Symbol;Acc:HGNC:25761]	2.8055232	
DGKZ	diacylglycerol kinase zeta [Source:HGNC Symbol;Acc:HGNC:2857]	2.8042362	
ZNF543	zinc finger protein 543 [Source:HGNC Symbol;Acc:HGNC:25281]	2.8041592	
DIO2	iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]	2.8035483	
DNAH10OS	dynein axonemal heavy chain 10 opposite strand [Source:HGNC Symbol;Acc:HGNC:37121]	2.8029168	
INTS2	integrator complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:29241]	2.802658	
TFB2M	transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]	2.8025842	
GVQW3	GVQW motif containing 3 [Source:HGNC Symbol;Acc:HGNC:51239]	2.8025682	
ACSL4	acyl-CoA synthetase long chain family member 4 [Source:HGNC Symbol;Acc:HGNC:3571]	2.8015928	
TSPAN15	tetraspanin 15 [Source:HGNC Symbol;Acc:HGNC:23298]	2.8006947	
PPRC1	PPARG related coactivator 1 [Source:HGNC Symbol;Acc:HGNC:30025]	2.799771	
NR2C2	nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972]	2.7979474	
LAMA5	laminin subunit alpha 5 [Source:HGNC Symbol;Acc:HGNC:6485]	2.7978108	
XPO6	exportin 6 [Source:HGNC Symbol;Acc:HGNC:19733]	2.79769	
SNX25	sorting nexin 25 [Source:HGNC Symbol;Acc:HGNC:21883]	2.79638	
PCNT	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]	2.7957532	
LYSMD3	LysM domain containing 3 [Source:HGNC Symbol;Acc:HGNC:26969]	2.795113	
ZNF397	zinc finger protein 397 [Source:HGNC Symbol;Acc:HGNC:18818]	2.7949855	
REEP2	receptor accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:17975]	2.7944093	
HKDC1	hexokinase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23302]	2.7943988	
SAP25	Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908]	2.794017	
ROR2	receptor tyrosine kinase like orphan receptor 2 [Source:HGNC Symbol;Acc:HGNC:10257]	2.7938197	
INPP5J	inositol polyphosphate-5-phosphatase J [Source:HGNC Symbol;Acc:HGNC:8956]	2.7937796	
STON1	stonin 1 [Source:HGNC Symbol;Acc:HGNC:17003]	2.793142	
ZNF124	zinc finger protein 124 [Source:HGNC Symbol;Acc:HGNC:12907]	2.7929943	
MIR4435-2HG	MIR4435-2 host gene [Source:HGNC Symbol;Acc:HGNC:35163]	2.7928815	
TLK1	tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]	2.792103	
ZNF141	zinc finger protein 141 [Source:HGNC Symbol;Acc:HGNC:12926]	2.7919211	
CHD2	chromodomain helicase DNA binding protein 2 [Source:HGNC Symbol;Acc:HGNC:1917]	2.7918859	
SEC24D	SEC24 homolog D, COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10706]	2.7916524	
EIF2AK2	eukaryotic translation initiation factor 2 alpha kinase 2 [Source:HGNC Symbol;Acc:HGNC:9437]	2.791338	
PVT1	Pvt1 oncogene [Source:HGNC Symbol;Acc:HGNC:9709]	2.7910671	
TGIF1	TGFB induced factor homeobox 1 [Source:HGNC Symbol;Acc:HGNC:11776]	2.790202	
CEP164	centrosomal protein 164 [Source:HGNC Symbol;Acc:HGNC:29182]	2.7899368	
MRC2	mannose receptor C type 2 [Source:HGNC Symbol;Acc:HGNC:16875]	2.7897952	
GPATCH1	G-patch domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24658]	2.7886994	
KHDC1L	KH domain containing 1 like [Source:HGNC Symbol;Acc:HGNC:37274]	2.7886896	
VOPP1	VOPP1 WW domain binding protein [Source:HGNC Symbol;Acc:HGNC:34518]	2.7878368	
BNC2	basonuclin 2 [Source:HGNC Symbol;Acc:HGNC:30988]	2.7877831	
THAP2	THAP domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20854]	2.7875974	
CCNT2	cyclin T2 [Source:HGNC Symbol;Acc:HGNC:1600]	2.7873724	
EPC1	enhancer of polycomb homolog 1 [Source:HGNC Symbol;Acc:HGNC:19876]	2.7871058	
ZGPAT	zinc finger CCCH-type and G-patch domain containing [Source:HGNC Symbol;Acc:HGNC:15948]	2.7865257	
PIM2	Pim-2 proto-oncogene, serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:8987]	2.785951	
CWC22	CWC22 spliceosome associated protein homolog [Source:HGNC Symbol;Acc:HGNC:29322]	2.7859406	
XPO1	exportin 1 [Source:HGNC Symbol;Acc:HGNC:12825]	2.784365	
WSB1	WD repeat and SOCS box containing 1 [Source:HGNC Symbol;Acc:HGNC:19221]	2.783237	
CLCC1	chloride channel CLIC like 1 [Source:HGNC Symbol;Acc:HGNC:29675]	2.7831187	
METTL22	methyltransferase 22, Kin17 lysine [Source:HGNC Symbol;Acc:HGNC:28368]	2.782274	
MGRN1	mahogunin ring finger 1 [Source:HGNC Symbol;Acc:HGNC:20254]	2.7814033	
FXR2	FMR1 autosomal homolog 2 [Source:HGNC Symbol;Acc:HGNC:4024]	2.7811368	
CYSTM1	cysteine rich transmembrane module containing 1 [Source:HGNC Symbol;Acc:HGNC:30239]	2.780786	
HOTAIR	HOX transcript antisense RNA [Source:HGNC Symbol;Acc:HGNC:33510]	2.7798815	
ZNF226	zinc finger protein 226 [Source:HGNC Symbol;Acc:HGNC:13019]	2.7795086	
PDPR	pyruvate dehydrogenase phosphatase regulatory subunit [Source:HGNC Symbol;Acc:HGNC:30264]	2.779466	
CCDC9	coiled-coil domain containing 9 [Source:HGNC Symbol;Acc:HGNC:24560]	2.7782776	
CTBP1	C-terminal binding protein 1 [Source:HGNC Symbol;Acc:HGNC:2494]	2.7776423	
BAG2	BAG cochaperone 2 [Source:HGNC Symbol;Acc:HGNC:938]	2.7771747	
CEP250	centrosomal protein 250 [Source:HGNC Symbol;Acc:HGNC:1859]	2.7763832	
FOXD1	forkhead box D1 [Source:HGNC Symbol;Acc:HGNC:3802]	2.7753625	
TTC33	tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]	2.7750812	
SH2D5	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]	2.7746923	
HIVEP1	HIVEP zinc finger 1 [Source:HGNC Symbol;Acc:HGNC:4920]	2.7746012	
VHL	von Hippel-Lindau tumor suppressor [Source:HGNC Symbol;Acc:HGNC:12687]	2.7743294	
MEX3D	mex-3 RNA binding family member D [Source:HGNC Symbol;Acc:HGNC:16734]	2.7739613	
MUS81	MUS81 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:29814]	2.773221	
ENSG00000263574	novel transcript	2.7727578	
FAM201A	family with sequence similarity 201 member A [Source:HGNC Symbol;Acc:HGNC:27239]	2.772308	
TES	testin LIM domain protein [Source:HGNC Symbol;Acc:HGNC:14620]	2.7717047	
MED13	mediator complex subunit 13 [Source:HGNC Symbol;Acc:HGNC:22474]	2.7689703	
KDM4C	lysine demethylase 4C [Source:HGNC Symbol;Acc:HGNC:17071]	2.7683928	
RHOF	ras homolog family member F, filopodia associated [Source:HGNC Symbol;Acc:HGNC:15703]	2.768268	
MED22	mediator complex subunit 22 [Source:HGNC Symbol;Acc:HGNC:11477]	2.76816	
KLK6	kallikrein related peptidase 6 [Source:HGNC Symbol;Acc:HGNC:6367]	2.7678864	
SRSF3	serine and arginine rich splicing factor 3 [Source:HGNC Symbol;Acc:HGNC:10785]	2.767816	
SNX16	sorting nexin 16 [Source:HGNC Symbol;Acc:HGNC:14980]	2.7671435	
CSPP1	centrosome and spindle pole associated protein 1 [Source:HGNC Symbol;Acc:HGNC:26193]	2.766718	
MBOAT7	membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:HGNC:15505]	2.7653863	
REPIN1	replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]	2.7652886	
DDX3Y	DEAD-box helicase 3 Y-linked [Source:HGNC Symbol;Acc:HGNC:2699]	2.7645965	
DLGAP4	DLG associated protein 4 [Source:HGNC Symbol;Acc:HGNC:24476]	2.7643347	
ZNF707	zinc finger protein 707 [Source:HGNC Symbol;Acc:HGNC:27815]	2.7642083	
ALOX12-AS1	ALOX12 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51342]	2.7640367	
NBPF26	NBPF member 26 [Source:HGNC Symbol;Acc:HGNC:49571]	2.7638485	
FERMT3	FERM domain containing kindlin 3 [Source:HGNC Symbol;Acc:HGNC:23151]	2.7636395	
PTCH1	patched 1 [Source:HGNC Symbol;Acc:HGNC:9585]	2.763492	
RIT1	Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]	2.7616932	
SLC10A4	solute carrier family 10 member 4 [Source:HGNC Symbol;Acc:HGNC:22980]	2.7609403	
KXD1	KxDL motif containing 1 [Source:HGNC Symbol;Acc:HGNC:28420]	2.7608013	
MERTK	MER proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:7027]	2.7604687	
ZNF43	zinc finger protein 43 [Source:HGNC Symbol;Acc:HGNC:13109]	2.7598708	
CHD7	chromodomain helicase DNA binding protein 7 [Source:HGNC Symbol;Acc:HGNC:20626]	2.7590005	
GNB1L	G protein subunit beta 1 like [Source:HGNC Symbol;Acc:HGNC:4397]	2.7584648	
ZNF263	zinc finger protein 263 [Source:HGNC Symbol;Acc:HGNC:13056]	2.757737	
MFSD2A	MFSD2 lysolipid transporter A, lysophospholipid [Source:HGNC Symbol;Acc:HGNC:25897]	2.7576163	
POM121C	POM121 transmembrane nucleoporin C [Source:HGNC Symbol;Acc:HGNC:34005]	2.756423	
TUBG2	tubulin gamma 2 [Source:HGNC Symbol;Acc:HGNC:12419]	2.7556467	
HNRNPDL	heterogeneous nuclear ribonucleoprotein D like [Source:HGNC Symbol;Acc:HGNC:5037]	2.7553365	
SRSF10	serine and arginine rich splicing factor 10 [Source:HGNC Symbol;Acc:HGNC:16713]	2.7551033	
HIP1R	huntingtin interacting protein 1 related [Source:HGNC Symbol;Acc:HGNC:18415]	2.755087	
CRTC2	CREB regulated transcription coactivator 2 [Source:HGNC Symbol;Acc:HGNC:27301]	2.75336	
NOC3L	NOC3 like DNA replication regulator [Source:HGNC Symbol;Acc:HGNC:24034]	2.752324	
FOXJ3	forkhead box J3 [Source:HGNC Symbol;Acc:HGNC:29178]	2.7518513	
CYBC1	cytochrome b-245 chaperone 1 [Source:HGNC Symbol;Acc:HGNC:28672]	2.75125	
PRRX2	paired related homeobox 2 [Source:HGNC Symbol;Acc:HGNC:21338]	2.7497487	
CDKL1	cyclin dependent kinase like 1 [Source:HGNC Symbol;Acc:HGNC:1781]	2.749179	
GPER1	G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:HGNC:4485]	2.7487206	
PARP8	poly(ADP-ribose) polymerase family member 8 [Source:HGNC Symbol;Acc:HGNC:26124]	2.7485147	
ZBTB48	zinc finger and BTB domain containing 48 [Source:HGNC Symbol;Acc:HGNC:4930]	2.7477124	
BARX1	BARX homeobox 1 [Source:HGNC Symbol;Acc:HGNC:955]	2.7476773	
RLIM	ring finger protein, LIM domain interacting [Source:HGNC Symbol;Acc:HGNC:13429]	2.7473037	
KIF17	kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167]	2.7459161	
ZC3HC1	zinc finger C3HC-type containing 1 [Source:HGNC Symbol;Acc:HGNC:29913]	2.7458558	
ROBO3	roundabout guidance receptor 3 [Source:HGNC Symbol;Acc:HGNC:13433]	2.7456303	
GPATCH2L	G-patch domain containing 2 like [Source:HGNC Symbol;Acc:HGNC:20210]	2.744962	
EWSR1	EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]	2.7422564	
TNRC6A	trinucleotide repeat containing adaptor 6A [Source:HGNC Symbol;Acc:HGNC:11969]	2.7411604	
NIPBL-DT	NIPBL divergent transcript [Source:HGNC Symbol;Acc:HGNC:51293]	2.740554	
PBLD	phenazine biosynthesis like protein domain containing [Source:HGNC Symbol;Acc:HGNC:23301]	2.7398126	
ZNF852	zinc finger protein 852 [Source:HGNC Symbol;Acc:HGNC:27713]	2.739374	
FAAP20	FA core complex associated protein 20 [Source:HGNC Symbol;Acc:HGNC:26428]	2.7393343	
CDC42SE2	CDC42 small effector 2 [Source:HGNC Symbol;Acc:HGNC:18547]	2.7390592	
PDE8A	phosphodiesterase 8A [Source:HGNC Symbol;Acc:HGNC:8793]	2.738252	
E4F1	E4F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3121]	2.7379768	
FEM1C	fem-1 homolog C [Source:HGNC Symbol;Acc:HGNC:16933]	2.7374382	
DENND4A	DENN domain containing 4A [Source:HGNC Symbol;Acc:HGNC:24321]	2.7373586	
RIPK2-DT	RIPK2 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55545]	2.7368102	
PRKCD	protein kinase C delta [Source:HGNC Symbol;Acc:HGNC:9399]	2.7367976	
MARCHF9	membrane associated ring-CH-type finger 9 [Source:HGNC Symbol;Acc:HGNC:25139]	2.7367198	
ZNF276	zinc finger protein 276 [Source:HGNC Symbol;Acc:HGNC:23330]	2.7364757	
ZNF445	zinc finger protein 445 [Source:HGNC Symbol;Acc:HGNC:21018]	2.7362757	
RLF	RLF zinc finger [Source:HGNC Symbol;Acc:HGNC:10025]	2.7354243	
LINC01278	long intergenic non-protein coding RNA 1278 [Source:HGNC Symbol;Acc:HGNC:28090]	2.734334	
ZNF853	zinc finger protein 853 [Source:HGNC Symbol;Acc:HGNC:21767]	2.7342257	
TOX3	TOX high mobility group box family member 3 [Source:HGNC Symbol;Acc:HGNC:11972]	2.7320123	
SRSF5	serine and arginine rich splicing factor 5 [Source:HGNC Symbol;Acc:HGNC:10787]	2.73192	
IGF2BP3	insulin like growth factor 2 mRNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:28868]	2.7312071	
PIK3CA	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [Source:HGNC Symbol;Acc:HGNC:8975]	2.7294292	
C3orf62	chromosome 3 open reading frame 62 [Source:HGNC Symbol;Acc:HGNC:24771]	2.7287755	
PYROXD2	pyridine nucleotide-disulphide oxidoreductase domain 2 [Source:HGNC Symbol;Acc:HGNC:23517]	2.7282596	
KCNAB3	potassium voltage-gated channel subfamily A regulatory beta subunit 3 [Source:HGNC Symbol;Acc:HGNC:6230]	2.7276168	
LINC00938	long intergenic non-protein coding RNA 938 [Source:HGNC Symbol;Acc:HGNC:48630]	2.727584	
GAK	cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]	2.7272236	
ZNF219	zinc finger protein 219 [Source:HGNC Symbol;Acc:HGNC:13011]	2.7267835	
ZNF282	zinc finger protein 282 [Source:HGNC Symbol;Acc:HGNC:13076]	2.72615	
EBLN3P	endogenous Bornavirus like nucleoprotein 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:50682]	2.726072	
UBIAD1	UbiA prenyltransferase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30791]	2.7259362	
ZNF664	zinc finger protein 664 [Source:HGNC Symbol;Acc:HGNC:25406]	2.724788	
HNRNPU	heterogeneous nuclear ribonucleoprotein U [Source:HGNC Symbol;Acc:HGNC:5048]	2.7247605	
STXBP2	syntaxin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:11445]	2.7236934	
ZNF416	zinc finger protein 416 [Source:HGNC Symbol;Acc:HGNC:20645]	2.7232525	
FAXC	failed axon connections homolog, metaxin like GST domain containing [Source:HGNC Symbol;Acc:HGNC:20742]	2.7230904	
AMMECR1L	AMMECR1 like [Source:HGNC Symbol;Acc:HGNC:28658]	2.7216682	
PUM1	pumilio RNA binding family member 1 [Source:HGNC Symbol;Acc:HGNC:14957]	2.721485	
RNASEH2B	ribonuclease H2 subunit B [Source:HGNC Symbol;Acc:HGNC:25671]	2.7213233	
