Category,Term,,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_MF_DIRECT,GO:0003841,1-acylglycerol-3-phosphate O-acyltransferase activity,3,0.824175824,0.049893165,"GPAT4, LPCAT1, AGPAT2",327,21,18967,8.286151158,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0015375,glycine:sodium symporter activity,2,0.549450549,0.050684689,"SLC38A1, SLC6A9",327,3,18967,38.6687054,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0038024,cargo receptor activity,3,0.824175824,0.058785785,"LRP1, STBD1, VLDLR",327,23,18967,7.565616274,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0004672,protein kinase activity,12,3.296703297,0.066755179,"CDKL2, NRBP2, PXK, SPEG, EIF2AK2, TRIB3, PKN1, CAMK1, CDC42BPB, MAP3K11, RSKR, PDK1",327,382,18967,1.822085595,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0004488,methylenetetrahydrofolate dehydrogenase (NADP+) activity,2,0.549450549,0.067003862,"MTHFD1L, MTHFD2",327,4,18967,29.00152905,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0019899,enzyme binding,12,3.296703297,0.070760815,"PARP4, SELENOS, CBS, STBD1, TSPAN17, NOXA1, DVL1, TRAF2, SLC4A2, ABCD1, RCOR1, MID2",327,386,18967,1.803203879,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0005080,protein kinase C binding,4,1.098901099,0.077839978,"CCDC88A, SDC4, ADCY4, PKN1",327,58,18967,4.000210904,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0004712,protein serine/threonine/tyrosine kinase activity,13,3.571428571,0.082846309,"CDKL2, PLK3, SRMS, CDC42BPG, TNK1, EIF2AK2, CDC42BPB, RSKR, ULK2, SPEG, PKN1, CAMK1, MAP3K11",327,444,18967,1.698287737,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0004674,protein serine/threonine kinase activity,12,3.296703297,0.08532541,"CDKL2, NRBP2, PLK3, CDC42BPG, SPEG, ULK2, EIF2AK2, PKN1, CAMK1, CDC42BPB, MAP3K11, RSKR",327,400,18967,1.740091743,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0015179,L-amino acid transmembrane transporter activity,3,0.824175824,0.088276433,"SLC7A5, SLC38A1, SLC1A4",327,29,18967,6.000316356,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0003682,chromatin binding,14,3.846153846,0.089919346,"L3MBTL1, SMAD4, CTBP2, CTBP1, CHD7, OVOL2, CREB3, MNT, SCMH1, TNRC18, PKN1, JDP2, RCOR1, ZNF354B",327,498,18967,1.630608059,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0003712,transcription cofactor activity,6,1.648351648,0.098529123,"MED22, KDM3A, MED30, TFB2M, KDM7A, SAP30",327,142,18967,2.450833441,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0005283,sodium:amino acid symporter activity,2,0.549450549,0.098807921,"SLC38A1, SLC6A9",327,6,18967,19.3343527,1,1,0.996296296
GOTERM_MF_DIRECT,GO:0031491,nucleosome binding,3,0.824175824,0.098905406,"L3MBTL1, SMARCA1, MLLT6",327,31,18967,5.613199171,1,1,0.996296296
