"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",33.9989193677397,-1.04142134144461,0.353091732562626,-2.94943564349782,0.00318354869466085,0.0116652298725028
"ENSG00000000419",135.329304022374,0.552395252963094,0.146566806924622,3.7688973687418,0.000163970285969975,0.00115100299930137
"ENSG00000000457",8.80705182452421,0.13248960323203,0.317814088303646,0.416877690788354,0.676767872224387,0.810165924575862
"ENSG00000000460",4.82162831997086,0.422624645746989,0.431413713235418,0.979627287638786,0.327270130150924,0.492728010962252
"ENSG00000000971",0.262780724680824,0.424390091328196,2.53685047235423,0.167290148139617,0.867141755551916,NA
"ENSG00000001036",177.624735793109,-0.861416782414164,0.281307422863956,-3.06219001846517,0.00219723921549479,0.00866753048428075
"ENSG00000001084",38.7325750920819,-0.157245841251786,0.157403181775934,-0.999000398070907,0.31779449844702,0.482648382139902
"ENSG00000001167",47.3531040108432,0.409916477619163,0.207527344689209,1.97524079649865,0.0482408282417042,0.108964796832529
"ENSG00000001460",5.72143623637132,-0.335140419985783,0.38695637068781,-0.866093558273961,0.386438857485349,0.55452008711826
"ENSG00000001461",19.3894331457766,-0.581856579556753,0.218716046347909,-2.66032871969165,0.00780644209743018,0.0242822908403181
"ENSG00000001497",17.9867707632979,-0.660549254048087,0.258503493590581,-2.55528172897449,0.0106101882253397,0.0312469000978077
"ENSG00000001561",9.27717050100057,0.00652100438668778,0.342280988163513,0.0190516114309352,0.984799932899004,0.989527376212772
"ENSG00000001617",22.2827883952412,-2.18910665078609,0.403279627138442,-5.42825995530539,5.69061152550483e-08,3.11735858618103e-06
"ENSG00000001626",29.2785877632549,-0.111333588117095,0.197239092793145,-0.564460049681205,0.572441081376932,0.72758660223728
"ENSG00000001629",39.9323449810892,0.0530228149600946,0.165120797971446,0.321115302321054,0.748123014331762,0.859441257659303
"ENSG00000001630",279.261014421951,-0.42032438325624,0.132946790796102,-3.16159856691,0.0015690570565259,0.0066220071167278
"ENSG00000001631",17.6172718686674,0.073735098320351,0.234443222984749,0.31451153665955,0.7531325557124,0.862448969452168
"ENSG00000002016",9.4604538437204,0.189681117950448,0.333567140201819,0.568644494885453,0.569597422554326,0.725202061655338
"ENSG00000002330",46.0093169387817,-0.960158484653273,0.31093949562512,-3.08792706672064,0.00201557930943898,0.00807063798769776
"ENSG00000002549",33.9171349873804,-1.21250539430151,0.287585082920727,-4.21616233355099,2.48494911708473e-05,0.000301615347564179
"ENSG00000002586",233.162552391039,-0.274939131965181,0.172566357839946,-1.59323714892439,0.111107000345969,0.212213984559793
"ENSG00000002587",0.508916620337866,-1.71790795446685,1.25561979746965,-1.36817526924059,0.171257220738416,NA
"ENSG00000002726",1.50098550925485,0.101525761128896,0.801584488028296,0.126656344583993,0.899212399458539,0.949299779414294
