Category,ID,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_DIRECT,GO:0015630,microtubule cytoskeleton,9,3.643724696,0.002321091,"CCNB2, TPX2, TUBB2A, BIRC5, KIF2C, HMMR, CRYAB, SKA1, AURKA",243,197,20647,3.881744689,0.576754038,0.061343112,0.058524645
GOTERM_CC_DIRECT,GO:0005751,mitochondrial respiratory chain complex IV,4,1.619433198,0.003022924,"COX7B, COX4I1, COX7A2, COX6A1",243,25,20647,13.59473251,0.673777543,0.074565453,0.071139472
GOTERM_CC_DIRECT,GO:0000502,proteasome complex,5,2.024291498,0.004759577,"PSMB6, PSMC5, PSMA2, PSME1, PSME2",243,58,20647,7.32474812,0.828855591,0.110065208,0.105008158
GOTERM_CC_DIRECT,GO:0001533,cornified envelope,5,2.024291498,0.005697056,"FLG, SPRR3, NCL, CNFN, SPRR2D",243,61,20647,6.964514606,0.879238547,0.123994753,0.118297696
GOTERM_CC_DIRECT,GO:0072686,mitotic spindle,7,2.834008097,0.00733475,"TPX2, TUBB2A, WDR62, KIF11, SKA1, DLGAP5, AURKA",243,145,20647,4.101858947,0.934378979,0.141014318,0.134535282
GOTERM_CC_DIRECT,GO:0005739,mitochondrion,29,11.74089069,0.007377064,"COX7B, ABCD3, OAT, SLC44A2, NDUFB11, COX4I1, HJURP, COX6A1, PSMB6, CHCHD2, MYG1, RGS2, MPC1, NTHL1, IDH3B, DLGAP5, MGME1, TFAP2C, ATP5PB, REXO2, HADHB, COQ3, MRPS9, CYP24A1, HAT1, ACO2, SGK1, SPATA18, CRYAB",243,1466,20647,1.680794862,0.935405839,0.141014318,0.134535282
GOTERM_CC_DIRECT,GO:0070062,extracellular exosome,40,16.19433198,0.007622396,"SPRR3, SCARB1, SEMA3C, SLC44A2, CD81, QPRT, FBLN1, LTBP2, GDPD3, YBX1, THBS1, PSMB6, LMAN1, NT5E, PPP1R7, STMN1, COTL1, CTSH, GPR155, TGM3, ATP6AP1, RNASET2, SORL1, RHOB, SCAMP2, PSMC5, MYL6, TUBB2A, PSMA2, NCL, RAB13, PSME1, CHMP2A, UFC1, PSME2, EIF3H, NUCB1, BLMH, PABPC1, CRYAB",243,2240,20647,1.517269253,0.941051433,0.141014318,0.134535282
GOTERM_CC_DIRECT,GO:0005813,centrosome,15,6.072874494,0.008283238,"PLK2, DCTN3, WDR62, HMMR, NDC80, AURKA, CDC20, ASPM, CCNB2, CENPF, CCNB1, CALM3, KIF2C, CEP55, ZNF365",243,576,20647,2.212684328,0.953928542,0.141618905,0.135112091
GOTERM_CC_DIRECT,GO:0043231,intracellular membrane-bounded organelle,22,8.906882591,0.008420584,"SCARB1, ABCD3, ACSS2, CITED2, AP1B1, YBX1, ABCA12, GRHL1, SPPL3, RUNDC3A, WDR54, SCAMP2, OASL, PDZD2, VPS51, DHRS9, CTSK, RAET1L, CTSH, B4GALNT3, SPATA18, ZNF365",243,1014,20647,1.84346718,0.956230046,0.141618905,0.135112091
GOTERM_CC_DIRECT,GO:0005694,chromosome,9,3.643724696,0.011630389,"MYCL, NCL, PPP1R7, KIF4A, CDCA5, MCM5, TRIP13, SSRP1, SMC1A",243,259,20647,2.952523953,0.986812208,0.187097555,0.178501181
GOTERM_CC_DIRECT,GO:0000794,condensed nuclear chromosome,4,1.619433198,0.012214332,"NCAPG2, NCAPG, SMC1A, ADD3",243,41,20647,8.289471043,0.98940242,0.188304279,0.17965246
GOTERM_CC_DIRECT,GO:0030176,integral component of endoplasmic reticulum membrane,6,2.429149798,0.018081057,"SLC35B2, WDR83OS, DHRS9, TECR, EMC7, ERGIC3",243,129,20647,3.951957125,0.998830538,0.267599642,0.255304524
GOTERM_CC_DIRECT,GO:0032154,cleavage furrow,4,1.619433198,0.026688662,"DCTN3, KIF20A, CEP55, RHOB",243,55,20647,6.179423868,0.999955005,0.371213185,0.354157444
GOTERM_CC_DIRECT,GO:0005680,anaphase-promoting complex,3,1.214574899,0.02708853,"CDC20, CDC23, BUB1B",243,22,20647,11.58641975,0.999961352,0.371213185,0.354157444
GOTERM_CC_DIRECT,GO:0045171,intercellular bridge,5,2.024291498,0.030140008,"TPX2, TUBB2A, KIF20A, SKA1, CEP55",243,100,20647,4.248353909,0.999987912,0.398278671,0.379979381
GOTERM_CC_DIRECT,GO:0008537,proteasome activator complex,2,0.809716599,0.034753633,"PSME1, PSME2",243,3,20647,56.64471879,0.999997929,0.443408426,0.423035606
GOTERM_CC_DIRECT,GO:0005874,microtubule,9,3.643724696,0.042162388,"TPX2, TUBB2A, KIF4A, STMN1, BIRC5, KIF2C, KIF20A, KIF11, AURKA",243,331,20647,2.310283093,0.99999988,0.520002788,0.496110768
GOTERM_CC_DIRECT,GO:0033597,mitotic checkpoint complex,2,0.809716599,0.046068767,"CDC20, BUB1B",243,4,20647,42.48353909,0.999999974,0.549853026,0.524589509
GOTERM_CC_DIRECT,GO:0005759,mitochondrial matrix,10,4.048582996,0.050678139,"COQ3, MCEE, MYG1, CCNB1, ACSS2, OAT, ATP5PB, IDH3B, ACO2, REXO2",243,406,20647,2.092785177,0.999999996,0.585965983,0.559043222
GOTERM_CC_DIRECT,GO:0042788,polysomal ribosome,3,1.214574899,0.053909271,"BTF3, EIF3H, RPL18",243,32,20647,7.96566358,0.999999999,0.604437276,0.576665833
GOTERM_CC_DIRECT,GO:0045120,pronucleus,2,0.809716599,0.0572518,"CENPF, AURKA",243,5,20647,33.98683128,1,0.623034299,0.594408399
GOTERM_CC_DIRECT,GO:0030665,clathrin-coated vesicle membrane,3,1.214574899,0.060060135,"CEMIP, ATP6AP1, AP1B1",243,34,20647,7.497095134,1,0.634921422,0.605749357
GOTERM_CC_DIRECT,GO:0005743,mitochondrial inner membrane,11,4.453441296,0.065879178,"HADHB, COQ3, COX7B, MRPS9, CYP24A1, ATP5PB, NDUFB11, MPC1, COX4I1, TMEM160, COX6A1",243,494,20647,1.891979474,1,0.67709155,0.645981938
GOTERM_CC_DIRECT,GO:0032133,chromosome passenger complex,2,0.809716599,0.068304269,"BIRC5, AURKA",243,6,20647,28.3223594,1,0.683042694,0.651659652
GOTERM_CC_DIRECT,GO:0005925,focal adhesion,10,4.048582996,0.070637797,"TSPAN9, CD81, LMO7, PABPC1, REXO2, RPL18, RND3, PHLDB2, RPS10, RHOB",243,434,20647,1.957766779,1,0.687789078,0.656187958
GOTERM_CC_DIRECT,GO:0033116,endoplasmic reticulum-Golgi intermediate compartment membrane,4,1.619433198,0.076015173,"LMAN1, ATP6AP1, ERGIC3, SPPL3",243,84,20647,4.046051342,1,0.706718357,0.674247514
GOTERM_CC_DIRECT,GO:0097431,mitotic spindle pole,3,1.214574899,0.076401985,"ASPM, SMC1A, AURKA",243,39,20647,6.535929091,1,0.706718357,0.674247514
GOTERM_CC_DIRECT,GO:0043203,axon hillock,2,0.809716599,0.079227692,"TPX2, AURKA",243,7,20647,24.27630805,1,0.714981611,0.682131105
GOTERM_CC_DIRECT,GO:0036464,cytoplasmic ribonucleoprotein granule,4,1.619433198,0.091458966,"FLG, NCL, CTSH, PABPC1",243,91,20647,3.734816624,1,0.805709943,0.768690837
GOTERM_CC_DIRECT,GO:0000307,cyclin-dependent protein kinase holoenzyme complex,3,1.214574899,0.097595299,"CCNA2, CCNB2, CCNB1",243,45,20647,5.664471879,1,0.820687744,0.78298047
GOTERM_CC_DIRECT,GO:0005622,intracellular,3,1.214574899,0.097595299,"DHX40, TUFT1, DQX1",243,45,20647,5.664471879,1,0.820687744,0.78298047
