Category,ID,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
GOTERM_CC_DIRECT,GO:0005829,cytosol,112,45.34412955,3.69E-10,"NCF2, GMNN, HJURP, BUB1B, ABCA12, CDC20, RGS2, MT2A, CDC23, STMN1, COTL1, MAP3K8, RPS10, MSX2, AP1B1, LMO7, RUNDC3A, INPP4B, MYL6, DAAM1, RBP1, PSME1, PSME2, SNRPF, PHLDB2, FLG, CDCA5, C1ORF198, NCAPG, HMMR, WDR62, RPS4Y1, DDX60, MTMR4, HIF1A, SKA1, CCNB2, CCNB1, COMMD9, PDZD2, SERF2, SPRR2D, FANCI, BTF3, TFAP2C, PLK2, NDC80, TPX2, POLA2, HAL, DIAPH3, KIF4A, CHMP2A, CALM3, BLMH, ACO2, GSDME, ABCD3, CITED2, COX4I1, HSPB8, QPRT, KRT23, YBX1, KIF11, RND3, OASL, CTSH, MYBL2, DLGAP5, ZNF385A, MIOS, ARG1, GAB1, SMC1A, COPZ1, RHOB, CCNA2, IL1A, ARL4A, PSMA2, BIRC5, MCM5, KIF2C, PABPC1, SGK1, PFDN5, CRYAB, HDAC5, SPRR3, NBAS, ACSS2, DCTN3, ADD3, AURKA, PSMB6, NT5E, MIEN1, VPS51, POLR2F, TNNI2, GBP2, RPL18, FNIP2, XDH, POLR2K, CENPF, PSMC5, RAB13, EIF3H, PFKM, CDKN3",243,5627,20647,1.691187623,1.37E-07,1.37E-07,1.30E-07
GOTERM_CC_DIRECT,GO:0000776,kinetochore,13,5.263157895,4.88E-07,"PLK2, DCTN3, HJURP, BUB1B, SMC1A, NDC80, SKA1, AURKA, CDC20, CENPF, CHMP2A, BIRC5, KIF2C",243,162,20647,6.818345781,1.81E-04,9.03E-05,8.61E-05
GOTERM_CC_DIRECT,GO:0005819,spindle,12,4.858299595,1.52E-06,"CDC20, ASPM, TPX2, CENPF, DCTN3, BIRC5, BUB1B, KIF2C, KIF20A, KIF11, HMMR, AURKA",243,149,20647,6.842986163,5.63E-04,1.88E-04,1.79E-04
GOTERM_CC_DIRECT,GO:0000940,condensed chromosome outer kinetochore,5,2.024291498,1.21E-05,"CENPF, CCNB1, BUB1B, NDC80, SKA1",243,13,20647,32.67964546,0.004472081,0.001120521,0.001069038
GOTERM_CC_DIRECT,GO:0005737,cytoplasm,98,39.67611336,2.85E-05,"SCARB1, GMNN, TESK2, BUB1B, ABCA12, AQP3, RGS2, MT2A, CDC23, SESN3, STMN1, TGM5, RPS10, TGM3, FST, DNAAF5, LMO7, JMJD8, INPP4B, OLFM2, NCL, PSME1, PSME2, SPATA18, CEMIP, DLX5, CDCA5, NCAPG, HMMR, DDX60, MTMR4, HIF1A, C12ORF57, CCNB2, CCNB1, MYG1, PDZD2, SPRR2D, FANCI, BTF3, PLK2, IFI44, CNFN, MT4, NDC80, IL1F10, TPX2, DIAPH3, KIF4A, CALM3, BLMH, GSDME, CITED2, HSPB8, QPRT, YBX1, KIF11, SIPA1L2, OASL, DLGAP5, ZNF385A, CEP55, ZNF365, EDN1, MIOS, ARG1, GAB1, TENT5B, REXO2, CCNA2, ASPM, ARL4A, MRPS9, TUBB2A, PSMA2, BIRC5, KIF2C, PABPC1, SGK1, PFDN5, CRYAB, HDAC5, SPRR3, OAT, ACSS2, TUFT1, PSMB6, LMAN1, PPP1R7, GBP2, RPL18, FNIP2, CENPF, PSMC5, KITLG, NUCB1, PFKM, CDKN3",243,5771,20647,1.442864956,0.010501554,0.002111387,0.002014377
GOTERM_CC_DIRECT,GO:0000775,"chromosome, centromeric region",7,2.834008097,1.13E-04,"CENPF, CDCA5, HJURP, BIRC5, KIF2C, SMC1A, NDC80",243,65,20647,9.150300728,0.040927143,0.006273997,0.005985732
GOTERM_CC_DIRECT,GO:0005654,nucleoplasm,73,29.55465587,1.19E-04,"EHF, CITED2, COX4I1, HSPB8, NCAPG2, GMNN, HJURP, TESK2, MCM10, YBX1, FOXM1, AQP3, OASL, CDC20, CDC23, CTSK, MYBL2, RPS10, ZNF385A, MIOS, LMO7, SMC1A, CCNA2, MYCL, ARL4A, OLFM2, PSMA2, NCL, RBP1, HAT1, PSME1, BIRC5, PSME2, MCM5, KIF20A, SNRPF, SGK1, CRYAB, PPARD, HDAC5, OAT, ACSS2, CDCA5, RPS4Y1, HIF1A, AURKA, PSMB6, MYG1, NT5E, CCNB1, COMMD9, MIEN1, NTHL1, POLR2F, GBP2, POLR2K, FANCI, TFAP2C, CBX4, ATP5PB, WDR18, XRCC1, SSRP1, GRHL1, NDC80, TPX2, CENPF, PSMC5, POLA2, CYP24A1, KIF4A, CALM3, GPR107",243,4076,20647,1.521736189,0.042970042,0.006273997,0.005985732
GOTERM_CC_DIRECT,GO:0005876,spindle microtubule,6,2.429149798,1.59E-04,"KIF4A, BIRC5, CALM3, KIF11, SKA1, AURKA",243,44,20647,11.58641975,0.05704753,0.006633524,0.00632874
GOTERM_CC_DIRECT,GO:0016020,membrane,67,27.12550607,1.61E-04,"SLC44A5, PIGS, SLC35B2, SLC44A3, NRP2, ABCD3, SLC44A2, CD81, NCF2, COX4I1, NCAPG2, KIF11, ABCA12, NAT14, SPPL3, AQP3, OASL, TMEM101, GLIPR1, STMN1, RPS10, CEP55, SLC15A1, ATP6AP1, SCAMP2, ADGRF2, MYL6, DAAM1, NCL, PSME2, MCM5, KIF2C, PABPC1, ERGIC3, NBAS, NCAPG, HMMR, MTMR4, ADIPOR1, RPS4Y1, ADD3, TM9SF4, LMAN1, CCNB2, NT5E, CCNB1, VPS51, TMEM205, EMC7, RPL18, MPDU1, FANCI, ATP5PB, SORL1, NDC80, KITLG, PSMC5, TMEM237, KIF4A, ABTB3, CHMP2A, NUCB1, EIF3H, GPR107, CD68, PFKM, GSDME",243,3677,20647,1.54821709,0.057959049,0.006633524,0.00632874
GOTERM_CC_DIRECT,GO:0005634,nucleus,98,39.67611336,2.75E-04,"EHF, GMNN, HJURP, TESK2, BUB1B, RGS2, MT2A, CHCHD2, SESN3, COTL1, MSX2, FST, LMO7, JMJD8, OLFM2, NCL, RBP1, HAT1, KIF20A, SNRPF, FLG, CEMIP, DLX5, CDCA5, NCAPG, WDR62, RPS4Y1, HIF1A, CCNB2, CCNB1, MYG1, PDZD2, NTHL1, SERF2, BTF3, TFAP2C, CBX4, BCL11B, PLK2, XRCC1, MT4, NDC80, TPX2, POLA2, DIAPH3, CALM3, BLMH, CITED2, HSPB8, TECR, NCAPG2, MCM10, YBX1, KIF11, FOXM1, NAT14, IDH3B, TIMP3, MYBL2, DLGAP5, ZNF385A, ARG1, SMC1A, TENT5B, REXO2, RHOB, CCNA2, ASPM, IL1A, ARL4A, TUBB2A, PSMA2, BIRC5, MCM5, KIF2C, PABPC1, SGK1, PFDN5, CRYAB, PPARD, HDAC5, AURKA, PSMB6, PPP1R7, POLR2F, TNNI2, GBP2, RPL18, POLR2K, ATP5PB, SSRP1, GRHL1, CENPF, PSMC5, TRIP13, PFKM, SSBP3, CDKN3",243,6100,20647,1.365044863,0.096892157,0.010189927,0.009721741
GOTERM_CC_DIRECT,GO:0034451,centriolar satellite,8,3.238866397,9.08E-04,"MIEN1, PDZD2, WDR62, FNIP2, SKA1, DLGAP5, CEP55, ZNF365",243,131,20647,5.188829202,0.285371751,0.030530936,0.029128163
GOTERM_CC_DIRECT,GO:0000922,spindle pole,8,3.238866397,0.001230077,"CDC20, TPX2, CENPF, CCNB1, PLK2, CALM3, WDR62, KIF11",243,138,20647,4.925627721,0.365811358,0.03792739,0.03618478
GOTERM_CC_DIRECT,GO:0030496,midbody,9,3.643724696,0.001793278,"ASPM, CENPF, KIF4A, DCTN3, CHMP2A, BIRC5, KIF20A, CEP55, AURKA",243,189,20647,4.046051342,0.485267812,0.051039453,0.048694397
