ID,MetaColumn,MetaRow,Column,Row,CLONE_ID,SPOT_ID,Reporter.Species,Reporter.BioSequence.Database.Entry..preferredName.,Repoter.Biosequence.Type,Repoter.BioSequence.PolymerType,CompositeSequence.Identifier,GeneId,CompositeSequence.Biosequence.Type,Plate.Identifier,Plate.Row,Plate.Column,LUID,Failed,Contaminated,Mpox.F.Mock.F,Mpox.F.Killed.F,Killed.F.Mock.F,AveExpr,F,P.Value,adj.P.Val,log2FC
41427,3,12,27,1,IMAGE:2027733,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.604773,gene,DNA,F,12,22398,0,U,U,0.9275,1.894625,-0.967125,-0.721833333,71.75204052,9.19E-11,3.05E-06,0.9275
16453,3,5,13,9,IMAGE:1338883,,Homo sapiens,cDNA_clone,DNA,Experimental,**GATA zinc finger domain containing 2A,gene,DNA,J,5,13875,0,U,U,1.08725,1.4045,-0.31725,0.124541667,51.8704347,2.28E-09,3.78E-05,1.08725
23650,3,7,10,9,IMAGE:1338547,,Homo sapiens,cDNA_clone,DNA,Experimental,57157,gene,DNA,B,19,13834,0,U,U,1.899,2.335875,-0.436875,0.1555,48.81875565,4.07E-09,4.50E-05,1.899
9069,3,3,9,3,IMAGE:700401,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,J,3,626,0,U,U,1.383125,2.249875,-0.86675,0.509875,44.18102384,1.04E-08,4.71E-05,1.383125
12302,2,4,2,21,IMAGE:1309040,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.449880,gene,DNA,C,16,12692,0,U,U,1.764375,2.18,-0.415625,1.087583333,44.0411611,1.07E-08,4.71E-05,1.764375
36236,1,11,26,8,IMAGE:239611,,Homo sapiens,cDNA_clone,DNA,Experimental,"Hemoglobin, epsilon 1",gene,DNA,H,23,517136,0,U,U,1.622125,1.594125,0.028,-6.414333333,43.58301206,1.18E-08,4.71E-05,1.622125
12391,2,4,1,24,IMAGE:1307765,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.531564,gene,DNA,G,4,13094,0,U,U,0.885625,1.062625,-0.177,-0.431416667,43.3965496,1.23E-08,4.71E-05,0.885625
36254,1,11,14,9,IMAGE:1339156,,Homo sapiens,cDNA_clone,DNA,Experimental,5725,gene,DNA,L,23,13896,0,U,U,1.139125,1.5855,-0.446375,0.971416667,42.95399797,1.35E-08,4.71E-05,1.139125
36029,1,11,29,1,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,L,11,26274,0,U,U,1.510125,2.438625,-0.9285,0.04775,42.93773677,1.36E-08,4.71E-05,1.510125
37829,3,11,29,1,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,J,11,26262,0,U,U,0.868875,1.831,-0.962125,-0.548958333,42.40223271,1.52E-08,4.71E-05,0.868875
7265,1,3,5,3,IMAGE:687026,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.633256,gene,DNA,D,3,590,0,U,U,1.135125,1.6955,-0.560375,0.415208333,42.29476091,1.56E-08,4.71E-05,1.135125
36070,1,11,10,3,IMAGE:700538,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.269764,gene,DNA,L,23,648,0,U,U,1.22275,1.708125,-0.485375,0.409541667,41.62747271,1.81E-08,4.85E-05,1.22275
11942,2,4,2,9,IMAGE:287749,,Homo sapiens,cDNA_clone,DNA,Experimental,CDC7,gene,DNA,C,16,508852,0,U,U,2.023125,2.771,-0.747875,0.149083333,41.40524315,1.90E-08,4.85E-05,2.023125
11728,2,4,28,1,,LC:17996,Homo sapiens,cDNA_clone,DNA,Experimental,"Fc fragment of IgE, low affinity II, receptor for (CD23)",gene,DNA,G,16,17996,0,U,U,1.34,2.459,-1.119,-0.496333333,40.55898393,2.29E-08,5.44E-05,1.34
12301,2,4,1,21,IMAGE:1309006,,Homo sapiens,cDNA_clone,DNA,Experimental,RAB11FIP4,gene,DNA,C,4,12686,0,U,U,2.252375,2.806625,-0.55425,0.116291667,39.53364403,2.90E-08,6.41E-05,2.252375
12628,3,4,28,1,IMAGE:2027749,,Homo sapiens,cDNA_clone,DNA,Experimental,23158,gene,DNA,F,16,22400,0,U,U,1.09825,1.951125,-0.852875,-0.542958333,39.02246225,3.26E-08,6.77E-05,1.09825
7267,1,3,7,3,IMAGE:687235,,Homo sapiens,cDNA_clone,DNA,Experimental,PARP11,gene,DNA,H,3,614,0,U,U,1.575375,2.280875,-0.7055,0.250958333,38.60786795,3.59E-08,7.01E-05,1.575375
7270,1,3,10,3,IMAGE:700498,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.596669,gene,DNA,L,15,644,0,U,U,1.529875,2.179,-0.649125,1.157583333,38.03135327,4.11E-08,7.59E-05,1.529875
16478,3,5,8,10,IMAGE:795736,,Homo sapiens,cDNA_clone,DNA,Experimental,NCF1,gene,DNA,J,17,507641,0,U,U,1.38275,1.277125,0.105625,0.21925,37.03457667,5.22E-08,9.13E-05,1.38275
36433,1,11,13,15,IMAGE:824899,,Homo sapiens,cDNA_clone,DNA,Experimental,LONRF1,gene,DNA,D,11,2994,0,U,U,0.911,1.273,-0.362,-0.170375,36.76809911,5.57E-08,9.25E-05,0.911
12186,2,4,6,17,IMAGE:1372719,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,K,16,15236,0,U,U,1.34775,1.516,-0.16825,0.215791667,36.01093241,6.71E-08,9.86E-05,1.34775
8944,2,3,4,29,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,G,15,0,0,U,U,3.39625,4.607875,-1.211625,0.751583333,35.95594501,6.80E-08,9.86E-05,3.39625
23652,3,7,12,9,IMAGE:1338769,,Homo sapiens,cDNA_clone,DNA,Experimental,MME,gene,DNA,F,19,13858,0,U,U,0.8485,0.940875,-0.092375,-0.109458333,35.75616326,7.14E-08,9.86E-05,0.8485
16230,3,5,30,1,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,J,17,26265,0,U,U,1.063,1.724375,-0.661375,0.347,35.7271705,7.19E-08,9.86E-05,1.063
32405,1,10,5,1,IMAGE:685230,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.631750,gene,DNA,L,10,1697,0,U,U,1.04225,1.802125,-0.759875,-0.327875,35.60138471,7.42E-08,9.86E-05,1.04225
16635,3,5,15,15,IMAGE:824949,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.590897,gene,DNA,F,5,3003,0,U,U,1.884,2.325375,-0.441375,-0.025875,34.46710384,9.88E-08,0.000126191,1.884
9070,3,3,10,3,IMAGE:700423,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.444362,gene,DNA,J,15,632,0,U,U,1.003,1.467125,-0.464125,0.197125,34.31394903,1.03E-07,0.000126369,1.003
23656,3,7,16,9,IMAGE:1339218,,Homo sapiens,cDNA_clone,DNA,Experimental,9760,gene,DNA,N,19,13906,0,U,U,1.256875,1.065375,0.1915,-0.401333333,34.15708841,1.07E-07,0.000126859,1.256875
33311,2,10,11,1,IMAGE:1242078,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.502244,gene,DNA,G,10,15785,0,U,U,1.061,1.632625,-0.571625,-0.3765,33.24588096,1.36E-07,0.000152379,1.061
34215,3,10,15,1,IMAGE:1671565,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,N,10,20045,0,U,U,0.962375,1.1385,-0.176125,-0.505291667,33.12962167,1.40E-07,0.000152379,0.962375
34225,3,10,25,1,IMAGE:2027493,,Homo sapiens,cDNA_clone,DNA,Experimental,114908,gene,DNA,B,10,22373,0,U,U,0.822,1.333125,-0.511125,-0.66875,33.06091797,1.42E-07,0.000152379,0.822
27015,3,8,15,1,IMAGE:1671563,,Homo sapiens,cDNA_clone,DNA,Experimental,RAF1,gene,DNA,N,8,20044,0,U,U,1.131375,1.318625,-0.18725,-0.376666667,32.85390542,1.50E-07,0.000155904,1.131375
10828,1,4,28,1,IMAGE:2027843,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,H,16,22412,0,U,U,1.03275,2.1645,-1.13175,-0.234,32.25534451,1.76E-07,0.000175738,1.03275
5195,2,2,5,24,IMAGE:1317956,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.555601,gene,DNA,O,2,13141,0,U,U,2.227625,2.70425,-0.476625,0.280291667,32.17700906,1.80E-07,0.000175738,2.227625
23470,3,7,10,3,IMAGE:700431,,Homo sapiens,cDNA_clone,DNA,Experimental,DIAPH2,gene,DNA,J,19,634,0,U,U,1.4255,2.04475,-0.61925,0.121375,31.83607656,1.97E-07,0.00018715,1.4255
36678,1,11,18,23,IMAGE:1502206,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.122785,gene,DNA,L,23,521000,0,U,U,0.999625,1.229375,-0.22975,-0.0795,31.25927725,2.31E-07,0.00021291,0.999625
36002,1,11,2,1,IMAGE:826347,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.600076,gene,DNA,D,23,3192,0,U,U,0.795,1.42375,-0.62875,0.118166667,31.07548012,2.43E-07,0.000217888,0.795
14470,1,5,10,3,IMAGE:700501,,Homo sapiens,cDNA_clone,DNA,Experimental,MAP2,gene,DNA,L,17,645,0,U,U,1.3965,1.95875,-0.56225,-0.056916667,30.54953868,2.81E-07,0.000234715,1.3965
36249,1,11,9,9,IMAGE:1338668,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.432548,gene,DNA,D,11,13842,0,U,U,0.77875,1.355,-0.57625,0.741875,30.46473761,2.88E-07,0.000234715,0.77875
493,1,1,13,17,IMAGE:769571,,Homo sapiens,cDNA_clone,DNA,Experimental,SREBF1,gene,DNA,L,1,508701,0,U,U,-0.487875,-0.8545,0.366625,0.896458333,30.39916137,2.93E-07,0.000234715,-0.487875
10242,4,3,12,12,IMAGE:2405842,,Homo sapiens,cDNA_clone,DNA,Experimental,6891,gene,DNA,I,15,541852,0,U,U,-0.9605,-1.26925,0.30875,-1.397875,30.38773268,2.94E-07,0.000234715,-0.9605
9072,3,3,12,3,IMAGE:700601,,Homo sapiens,cDNA_clone,DNA,Experimental,LRMP,gene,DNA,N,15,656,0,U,U,1.221625,2.05,-0.828375,0.422833333,30.31866937,3.00E-07,0.000234715,1.221625
3690,1,2,30,3,IMAGE:2073343,,Homo sapiens,cDNA_clone,DNA,Experimental,"TBC1 domain family, member 9",gene,DNA,D,14,22579,0,U,U,0.930625,1.51975,-0.589125,0.428083333,30.26743447,3.04E-07,0.000234715,0.930625
31544,4,9,14,2,IMAGE:1287292,,Homo sapiens,cDNA_clone,DNA,Experimental,"Mannosidase, endo-alpha",gene,DNA,E,21,11267,0,U,U,-0.908,-0.595625,-0.312375,0.872958333,29.78189469,3.49E-07,0.000263083,-0.908
5726,3,2,26,11,IMAGE:824635,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,J,14,20407,0,U,U,1.187,2.107,-0.92,-0.04675,29.20883416,4.11E-07,0.00030304,1.187
510,1,1,30,17,IMAGE:488505,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.540696,gene,DNA,L,13,527907,0,U,U,-0.688625,-0.876,0.187375,-1.400458333,28.78058209,4.65E-07,0.000335577,-0.688625
11883,2,4,3,7,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,O,4,21782,0,U,U,1.069625,1.882375,-0.81275,-0.752,28.46267985,5.10E-07,0.000357906,1.069625
8492,2,3,2,14,IMAGE:124753,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.94395,gene,DNA,O,15,500860,0,U,U,-0.7185,-0.804125,0.085625,0.006291667,28.4146006,5.17E-07,0.000357906,-0.7185
8184,2,3,24,3,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,G,15,29036,0,U,U,1.546875,2.122,-0.575125,-0.084458333,28.30452982,5.34E-07,0.000362134,1.546875
36031,1,11,1,2,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,P,11,26298,0,U,U,0.925125,1.944875,-1.01975,0.110083333,28.2092172,5.50E-07,0.000365004,0.925125
23468,3,7,8,3,IMAGE:687205,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.465323,gene,DNA,F,19,610,0,U,U,1.595125,1.770875,-0.17575,0.328625,28.10535144,5.67E-07,0.000369002,1.595125
36093,1,11,3,4,IMAGE:2074984,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,L,11,22722,0,U,U,1.122125,2.160875,-1.03875,0.038791667,27.88503209,6.05E-07,0.000382785,1.122125
7268,1,3,8,3,IMAGE:700357,,Homo sapiens,cDNA_clone,DNA,Experimental,Hypothetical protein FLJ31875,gene,DNA,H,15,620,0,U,U,0.847,1.243375,-0.396375,0.427833333,27.8324573,6.15E-07,0.000382785,0.847
36403,1,11,13,14,IMAGE:1289790,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.515634,gene,DNA,H,11,21162,0,U,U,0.82925,1.67225,-0.843,0.336791667,27.78951117,6.23E-07,0.000382785,0.82925
12050,2,4,20,12,IMAGE:703423,,Homo sapiens,cDNA_clone,DNA,Experimental,NME1,gene,DNA,K,16,3620,0,U,U,1.231625,1.682125,-0.4505,0.800125,27.56106643,6.67E-07,0.000398177,1.231625
18697,1,6,7,24,IMAGE:295551,,Homo sapiens,cDNA_clone,DNA,Experimental,"**Polymerase (RNA) II (DNA directed) polypeptide B, 140kDa",gene,DNA,D,6,510383,0,U,U,-0.83025,-0.951125,0.120875,0.389666667,27.53622483,6.72E-07,0.000398177,-0.83025
36221,1,11,11,8,IMAGE:1234410,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,L,11,10050,0,U,U,1.164625,1.534375,-0.36975,0.574083333,27.2981184,7.21E-07,0.000420267,1.164625
23653,3,7,13,9,IMAGE:1338987,,Homo sapiens,cDNA_clone,DNA,Experimental,DMD,gene,DNA,J,7,13876,0,U,U,1.055,1.018625,0.036375,-0.107458333,27.18722103,7.46E-07,0.000427109,1.055
36557,1,11,17,19,IMAGE:1251723,,Homo sapiens,cDNA_clone,DNA,Experimental,GDP dissociation inhibitor 2,gene,DNA,L,11,10242,0,U,U,1.004125,1.681875,-0.67775,-0.107083333,27.05569835,7.76E-07,0.000431023,1.004125
36027,1,11,27,1,IMAGE:1581406,,Homo sapiens,cDNA_clone,DNA,Experimental,941,gene,DNA,H,11,26250,0,U,U,1.014375,1.32125,-0.306875,0.207708333,27.04543137,7.79E-07,0.000431023,1.014375
39617,1,12,17,1,IMAGE:41541,,Homo sapiens,cDNA_clone,DNA,Experimental,"Splicing factor 3b, subunit 3, 130kDa",gene,DNA,D,12,500594,0,U,U,0.603625,0.83525,-0.231625,-0.896875,26.83074535,8.32E-07,0.000452629,0.603625
16231,3,5,1,2,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,N,5,26283,0,U,U,1.082,1.6665,-0.5845,-0.026416667,26.74882632,8.53E-07,0.000456633,1.082
5232,2,2,12,25,IMAGE:162208,,Homo sapiens,cDNA_clone,DNA,Experimental,"Actin related protein 2/3 complex, subunit 2, 34kDa",gene,DNA,G,14,502059,0,U,U,-0.96975,-1.196125,0.226375,1.428083333,26.68517151,8.69E-07,0.00045824,-0.96975
4746,2,2,6,9,IMAGE:882484,,Homo sapiens,cDNA_clone,DNA,Experimental,"Chaperonin containing TCP1, subunit 7 (eta)",gene,DNA,K,14,508899,0,U,U,2.34525,2.796125,-0.450875,0.078583333,26.27697221,9.86E-07,0.000511609,2.34525
12392,2,4,2,24,IMAGE:1308053,,Homo sapiens,cDNA_clone,DNA,Experimental,UBE1DC1,gene,DNA,G,16,13100,0,U,U,0.64375,0.900125,-0.256375,-0.4975,25.94079147,1.09E-06,0.000546724,0.64375
30628,3,9,28,1,IMAGE:38721,,Homo sapiens,cDNA_clone,DNA,Experimental,CBLN1,gene,DNA,F,21,26243,0,U,U,0.887875,1.460625,-0.57275,-0.776083333,25.92026749,1.10E-06,0.000546724,0.887875
19143,2,6,3,9,IMAGE:770388,,Homo sapiens,cDNA_clone,DNA,Experimental,4687,gene,DNA,G,6,508871,0,U,U,1.10725,1.7745,-0.66725,-0.552333333,25.91690011,1.10E-06,0.000546724,1.10725
7266,1,3,6,3,IMAGE:687086,,Homo sapiens,cDNA_clone,DNA,Experimental,23380,gene,DNA,D,15,596,0,U,U,1.414,1.5805,-0.1665,0.445833333,25.51111882,1.25E-06,0.000612076,1.414
11976,2,4,6,10,IMAGE:324220,,Homo sapiens,cDNA_clone,DNA,Experimental,F-box protein 6,gene,DNA,G,16,507436,0,U,U,0.647125,0.70975,-0.062625,0.202708333,25.45966121,1.27E-06,0.000613116,0.647125
38030,3,11,20,8,IMAGE:43771,,Homo sapiens,cDNA_clone,DNA,Experimental,10485,gene,DNA,J,23,500348,0,U,U,0.5305,0.8615,-0.331,-0.639125,25.39708726,1.30E-06,0.000616472,0.5305
30601,3,9,1,1,IMAGE:826216,,Homo sapiens,cDNA_clone,DNA,Experimental,Copine V,gene,DNA,B,9,3173,0,U,U,0.580875,0.89925,-0.318375,-0.45625,25.31831652,1.33E-06,0.000620734,0.580875
11189,1,4,29,13,IMAGE:812251,,Homo sapiens,cDNA_clone,DNA,Experimental,Mitogen-activated protein kinase-activated protein kinase 2,gene,DNA,L,4,501022,0,U,U,-0.747125,-0.981625,0.2345,0.433375,25.28155932,1.35E-06,0.000620734,-0.747125
15384,2,5,24,3,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,G,17,29037,0,U,U,1.495375,2.76175,-1.266375,0.566083333,25.24351069,1.36E-06,0.000620734,1.495375
23453,3,7,23,2,IMAGE:1357095,,Homo sapiens,cDNA_clone,DNA,Experimental,5510,gene,DNA,J,7,14836,0,U,U,0.87025,1.064625,-0.194375,-0.182708333,25.11351113,1.42E-06,0.0006383,0.87025
21779,1,7,29,6,IMAGE:1670690,,Homo sapiens,cDNA_clone,DNA,Experimental,Hypothetical protein FLJ20489,gene,DNA,H,7,20104,0,U,U,2.036,2.564375,-0.528375,-0.358458333,25.05705977,1.45E-06,0.000641274,2.036
14467,1,5,7,3,IMAGE:700308,,Homo sapiens,cDNA_clone,DNA,Experimental,hypothetical protein LOC115110,gene,DNA,H,5,615,0,U,U,0.852,0.986,-0.134,0.205208333,24.96464868,1.49E-06,0.000649926,0.852
36144,1,11,24,5,IMAGE:1341070,,Homo sapiens,cDNA_clone,DNA,Experimental,VIM,gene,DNA,P,23,18528,0,U,U,-0.800125,-0.744375,-0.05575,1.318208333,24.93329099,1.51E-06,0.000649926,-0.800125
34226,3,10,26,1,IMAGE:2027526,,Homo sapiens,cDNA_clone,DNA,Experimental,PTPRA,gene,DNA,B,22,22379,0,U,U,0.780375,1.621375,-0.841,-0.362208333,24.73504088,1.61E-06,0.00068393,0.780375
14469,1,5,9,3,IMAGE:700466,,Homo sapiens,cDNA_clone,DNA,Experimental,6041,gene,DNA,L,5,639,0,U,U,1.474625,2.09875,-0.624125,0.638125,24.6918583,1.63E-06,0.000684769,1.474625
7598,1,3,8,14,IMAGE:686278,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.463041,gene,DNA,L,15,1796,0,U,U,-0.71375,-0.947125,0.233375,1.24775,24.58541317,1.69E-06,0.000699942,-0.71375
36003,1,11,3,1,IMAGE:826458,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,H,11,3210,0,U,U,0.689625,1.094875,-0.40525,-0.276458333,24.50882082,1.73E-06,0.000708717,0.689625
9068,3,3,8,3,IMAGE:687194,,Homo sapiens,cDNA_clone,DNA,Experimental,TNFRSF17,gene,DNA,F,15,608,0,U,U,1.058,1.34475,-0.28675,-0.491791667,24.44499653,1.77E-06,0.00071404,1.058
18679,1,6,19,23,IMAGE:884511,,Homo sapiens,cDNA_clone,DNA,Experimental,1349,gene,DNA,P,6,517463,0,U,U,-0.76125,-0.989375,0.228125,-0.915958333,24.3858257,1.80E-06,0.00071404,-0.76125
12654,3,4,24,2,IMAGE:1356407,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.99962,gene,DNA,J,16,14744,0,U,U,0.598375,1.613375,-1.015,-0.153125,24.37423392,1.81E-06,0.00071404,0.598375
16603,3,5,13,14,IMAGE:1288950,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,F,5,21147,0,U,U,1.13725,1.529875,-0.392625,-0.010791667,24.26941969,1.87E-06,0.000730236,1.13725
4683,2,2,3,7,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,O,2,21781,0,U,U,1.380625,1.991375,-0.61075,0.072625,24.19443334,1.92E-06,0.000734045,1.380625
16229,3,5,29,1,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,J,5,26259,0,U,U,1.165625,1.618,-0.452375,-0.150625,24.18259194,1.92E-06,0.000734045,1.165625
10060,4,3,10,6,IMAGE:25159,,Homo sapiens,cDNA_clone,DNA,Experimental,Cyclin M1,gene,DNA,M,15,521968,0,U,U,0.9865,1.797375,-0.810875,0.344416667,24.10508247,1.97E-06,0.000744419,0.9865
8825,2,3,5,25,IMAGE:746038,,Homo sapiens,cDNA_clone,DNA,Experimental,7916,gene,DNA,K,3,20798,0,U,U,-0.534125,-0.669625,0.1355,-0.744125,24.04966156,2.01E-06,0.000749604,-0.534125
7229,1,3,29,1,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,L,3,26270,0,U,U,0.718125,1.46425,-0.746125,-0.081458333,23.95467608,2.07E-06,0.000764864,0.718125
16452,3,5,12,9,IMAGE:1338762,,Homo sapiens,cDNA_clone,DNA,Experimental,22807,gene,DNA,F,17,13857,0,U,U,1.204,1.42275,-0.21875,-0.124208333,23.80983748,2.17E-06,0.000777346,1.204
14440,1,5,10,2,IMAGE:1304369,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,P,17,12189,0,U,U,-0.598125,-0.8855,0.287375,-0.317333333,23.80859444,2.18E-06,0.000777346,-0.598125
36006,1,11,6,1,IMAGE:826655,,Homo sapiens,cDNA_clone,DNA,Experimental,"Transcribed locus, weakly similar to XP_496055.1 PREDICTED: similar to p40 [Homo sapiens]",gene,DNA,L,23,3240,0,U,U,0.622125,1.033125,-0.411,0.063125,23.8066805,2.18E-06,0.000777346,0.622125
8561,2,3,11,16,IMAGE:591597,,Homo sapiens,cDNA_clone,DNA,Experimental,TNNI3,gene,DNA,K,3,527998,0,U,U,0.976375,1.745375,-0.769,-0.368,23.46247457,2.44E-06,0.000862548,0.976375
24441,4,7,21,5,,LCP:74,Homo sapiens,cDNA_clone,DNA,Experimental,,,,I,7,4084,0,U,U,0.997125,1.32875,-0.331625,-0.210291667,23.39411693,2.50E-06,0.000865117,0.997125
15439,2,5,19,5,,LCP:63,Homo sapiens,cDNA_clone,DNA,Experimental,3001,gene,DNA,G,5,4071,0,U,U,1.52425,2.4595,-0.93525,-0.002791667,23.39079551,2.50E-06,0.000865117,1.52425
28685,4,8,5,27,,E5R,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,A,8,30056,0,U,U,4.41475,5.1845,-0.76975,-0.957875,23.32170494,2.56E-06,0.000876299,4.41475
12749,3,4,29,5,,LCP:72,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.467304,gene,DNA,J,4,25202,0,U,U,0.390625,1.04,-0.649375,-0.229,23.18818029,2.68E-06,0.000901286,0.390625
14466,1,5,6,3,IMAGE:687092,,Homo sapiens,cDNA_clone,DNA,Experimental,4005,gene,DNA,D,17,597,0,U,U,1.14575,1.638375,-0.492625,1.076833333,23.16316484,2.70E-06,0.000901286,1.14575
29869,2,9,19,6,IMAGE:291272,,Homo sapiens,cDNA_clone,DNA,Experimental,MT,gene,DNA,C,9,518833,0,U,U,-0.47575,-0.524625,0.048875,0.466333333,23.14790805,2.71E-06,0.000901286,-0.47575
40425,1,12,15,28,,I4L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,D,12,30131,0,U,U,5.12175,6.177125,-1.055375,-0.924666667,23.01590241,2.84E-06,0.000933142,5.12175
38629,3,11,19,28,,E2L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,J,11,30268,0,U,U,2.949875,3.561625,-0.61175,0.097875,22.90754066,2.94E-06,0.000958638,2.949875
16422,3,5,12,8,IMAGE:1234348,,Homo sapiens,cDNA_clone,DNA,Experimental,54899,gene,DNA,J,17,10041,0,U,U,1.11925,1.166625,-0.047375,-0.286583333,22.85925398,2.99E-06,0.000965066,1.11925
25545,1,8,15,12,IMAGE:684742,,Homo sapiens,cDNA_clone,DNA,Experimental,100,gene,DNA,D,8,3760,0,U,U,-0.61825,-0.88925,0.271,-1.459125,22.66348468,3.20E-06,0.0010219,-0.61825
38586,3,11,6,27,,Q1L,Monkeypox virus (strain Zaire 77-0666),ss_oligo,DNA,Experimental,,,,B,23,30095,0,U,U,4.744875,6.784875,-2.04,-1.35425,22.57883935,3.29E-06,0.001033676,4.744875
40743,2,12,3,9,IMAGE:857319,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.529059,gene,DNA,G,12,508874,0,U,U,0.8565,1.647125,-0.790625,-0.575541667,22.57456219,3.30E-06,0.001033676,0.8565
7272,1,3,12,3,IMAGE:700668,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.413099,gene,DNA,P,15,668,0,U,U,1.214625,1.57025,-0.355625,0.091958333,22.51501285,3.37E-06,0.001045196,1.214625
36071,1,11,11,3,IMAGE:700659,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.371199,gene,DNA,P,11,666,0,U,U,1.5825,1.991125,-0.408625,0.259541667,22.44119713,3.45E-06,0.001055915,1.5825
28869,1,9,9,3,IMAGE:700482,,Homo sapiens,cDNA_clone,DNA,Experimental,64005,gene,DNA,L,9,641,0,U,U,0.98225,1.38725,-0.405,0.358916667,22.43164496,3.47E-06,0.001055915,0.98225
8126,2,3,26,1,IMAGE:1367334,,Homo sapiens,cDNA_clone,DNA,Experimental,OPA1,gene,DNA,C,15,14996,0,U,U,0.775,2.0185,-1.2435,-0.086291667,22.35021642,3.57E-06,0.001064688,0.775
494,1,1,14,17,IMAGE:741891,,Homo sapiens,cDNA_clone,DNA,Experimental,Ral guanine nucleotide dissociation stimulator-like 2,gene,DNA,L,13,508707,0,U,U,-0.63,-0.970875,0.340875,-0.622625,22.34926886,3.57E-06,0.001064688,-0.63
11291,1,4,11,17,IMAGE:270560,,Homo sapiens,cDNA_clone,DNA,Experimental,"Processing of precursor 1, ribonuclease P/MRP subunit (S. cerevisiae)",gene,DNA,H,4,508582,0,U,U,-0.623,-0.7335,0.1105,0.636291667,22.29483317,3.63E-06,0.001064688,-0.623
18732,1,6,12,25,IMAGE:770377,,Homo sapiens,cDNA_clone,DNA,Experimental,"ATPase, H+ transporting, lysosomal V0 subunit a1",gene,DNA,H,18,502157,0,U,U,-0.503875,-0.664,0.160125,-0.721583333,22.2876801,3.64E-06,0.001064688,-0.503875
5239,2,2,19,25,IMAGE:897880,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.421509,gene,DNA,G,2,502437,0,U,U,-0.873,-0.97425,0.10125,-0.4765,22.26176399,3.68E-06,0.001064688,-0.873
11040,1,4,30,8,IMAGE:1393018,,Homo sapiens,cDNA_clone,DNA,Experimental,2975,gene,DNA,P,16,517084,0,U,U,-0.673625,-0.751,0.077375,-0.19375,22.24155503,3.70E-06,0.001064688,-0.673625
36913,2,11,13,1,IMAGE:1241438,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.388024,gene,DNA,K,11,15714,0,U,U,0.8855,1.1745,-0.289,-0.735666667,22.21142963,3.74E-06,0.001064688,0.8855
