ID,MetaColumn,MetaRow,Column,Row,CLONE_ID,SPOT_ID,Reporter.Species,Reporter.BioSequence.Database.Entry..preferredName.,Repoter.Biosequence.Type,Repoter.BioSequence.PolymerType,CompositeSequence.Identifier,GeneId,CompositeSequence.Biosequence.Type,Plate.Identifier,Plate.Row,Plate.Column,LUID,Failed,Contaminated,Mpox.F.Mock.F,Mpox.F.Killed.F,Killed.F.Mock.F,AveExpr,F,P.Value,adj.P.Val,log2FC
36125,1,11,5,5,IMAGE:509570,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.523045,gene,DNA,L,11,511490,0,U,U,-0.426875,-0.268125,-0.15875,0.795166667,3.332572933,0.053099475,0.126628726,-0.426875
21147,4,6,27,15,IMAGE:1284194,,Homo sapiens,cDNA_clone,DNA,Experimental,LOC285620,gene,DNA,M,6,11019,0,U,U,-0.266625,-0.46575,0.199125,-0.371875,3.332548187,0.053100499,0.126628726,-0.266625
33926,2,10,26,21,IMAGE:42824,,Homo sapiens,cDNA_clone,DNA,Experimental,GDA,gene,DNA,C,22,515479,0,U,U,1.2125,0.8925,0.32,-3.942916667,3.332473349,0.053103599,0.126628726,1.2125
1972,3,1,22,6,IMAGE:290149,,Homo sapiens,cDNA_clone,DNA,Experimental,Protein-O-mannosyltransferase 2,gene,DNA,F,13,519135,0,U,U,-0.407625,-0.2915,-0.116125,0.516041667,3.332234664,0.053113486,0.126643207,-0.407625
39768,1,12,18,6,IMAGE:566458,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.369397,gene,DNA,P,24,27552,0,U,U,-0.43075,-0.248875,-0.181875,0.665166667,3.331647789,0.053137804,0.126685397,-0.43075
37809,3,11,9,1,IMAGE:1335945,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,B,11,20550,0,U,U,0.287875,0.580375,-0.2925,-0.472916667,3.33162351,0.05313881,0.126685397,0.287875
8444,2,3,14,12,IMAGE:2430220,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,O,15,541888,0,U,U,-0.3375,-0.562125,0.224625,1.6255,3.33131689,0.053151521,0.126706602,-0.3375
18287,1,6,17,10,IMAGE:1071581,,Homo sapiens,cDNA_clone,DNA,Experimental,CCL5,gene,DNA,P,6,27927,0,U,U,-0.463875,-0.385375,-0.0785,0.242458333,3.330852707,0.053170769,0.126743388,-0.463875
38211,3,11,21,14,IMAGE:128602,,Homo sapiens,cDNA_clone,DNA,Experimental,23256,gene,DNA,F,11,503390,0,U,U,0.062375,0.3245,-0.262125,-0.377333333,3.330578124,0.053182159,0.126761437,0.062375
3189,4,1,9,17,IMAGE:770454,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.108969,gene,DNA,A,1,508353,0,U,U,-0.604625,-0.615,0.010375,0.250791667,3.330398258,0.053189621,0.126770124,-0.604625
1486,2,1,16,20,IMAGE:462924,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.501296,gene,DNA,C,13,522675,0,U,U,-0.57575,-0.6935,0.11775,-0.256166667,3.329832652,0.053213094,0.126816967,-0.57575
11904,2,4,24,7,IMAGE:704077,,Homo sapiens,cDNA_clone,DNA,Experimental,Transcribed locus,gene,DNA,G,16,2156,0,U,U,-0.328375,-0.16125,-0.167125,-0.575916667,3.329528439,0.053225724,0.126822988,-0.328375
39329,4,11,29,21,IMAGE:726571,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.593173,gene,DNA,I,11,515414,0,U,U,-0.6135,-0.48625,-0.12725,1.145708333,3.329518448,0.053226139,0.126822988,-0.6135
18350,1,6,20,12,IMAGE:712699,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,L,18,3813,0,U,U,0.346125,0.452875,-0.10675,0.131416667,3.329495808,0.053227079,0.126822988,0.346125
34439,3,10,29,8,,1320746,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.505289,gene,DNA,N,10,517069,0,U,U,-0.266625,0.063125,-0.32975,0.661708333,3.328729396,0.053258913,0.126886364,-0.266625
1985,3,1,5,7,IMAGE:684951,,Homo sapiens,cDNA_clone,DNA,Experimental,57680,gene,DNA,B,1,3457,0,U,U,-0.39875,-0.43225,0.0335,1.106875,3.328671457,0.05326132,0.126886364,-0.39875
28606,4,8,16,24,IMAGE:2557375,,Homo sapiens,cDNA_clone,DNA,Experimental,RNF5,gene,DNA,A,20,542382,0,U,U,-0.7045,-0.689625,-0.014875,-0.828291667,3.328285117,0.053277376,0.126915508,-0.7045
17481,4,5,21,13,IMAGE:1339908,,Homo sapiens,cDNA_clone,DNA,Experimental,Chromosome 5 open reading frame 5,gene,DNA,I,5,13971,0,U,U,-0.470375,-0.205375,-0.265,0.866375,3.327911632,0.053292902,0.126943388,-0.470375
3034,4,1,4,12,IMAGE:854879,,Homo sapiens,cDNA_clone,DNA,Experimental,DBP,gene,DNA,I,13,509271,0,U,U,-0.46775,-0.42425,-0.0435,1.274833333,3.327700736,0.053301672,0.12695517,-0.46775
5167,2,2,7,23,IMAGE:1269464,,Homo sapiens,cDNA_clone,DNA,Experimental,Transcribed locus,gene,DNA,G,2,10405,0,U,U,-0.252,-0.24275,-0.00925,0.623916667,3.3275239,0.053309026,0.126959737,-0.252
37232,2,11,2,12,IMAGE:795321,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.116459,gene,DNA,G,23,509264,0,U,U,-0.238,-0.27425,0.03625,-1.225875,3.327435274,0.053312713,0.126959737,-0.238
30789,3,9,9,7,IMAGE:686158,,Homo sapiens,cDNA_clone,DNA,Experimental,"Excision repair cross-complementing rodent repair deficiency, complementation group 3 (xeroderma pigmentosum group B complementing)",gene,DNA,J,9,3509,0,U,U,-0.4555,-0.1965,-0.259,0.677083333,3.327293134,0.053318625,0.126959737,-0.4555
41506,3,12,16,4,IMAGE:592832,,Homo sapiens,cDNA_clone,DNA,Experimental,CDK6,gene,DNA,B,24,529388,0,U,U,-0.340875,-0.274125,-0.06675,1.113125,3.327286924,0.053318884,0.126959737,-0.340875
10086,4,3,6,7,IMAGE:713049,,Homo sapiens,cDNA_clone,DNA,Experimental,Transcribed locus,gene,DNA,A,15,1256,0,U,U,-0.481875,-0.386875,-0.095,0.653833333,3.327114352,0.053326063,0.126962781,-0.481875
16409,3,5,29,7,IMAGE:826478,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,B,5,19299,0,U,U,0.279,0.453125,-0.174125,-0.268166667,3.327072388,0.053327809,0.126962781,0.279
34311,3,10,21,4,IMAGE:811754,,Homo sapiens,cDNA_clone,DNA,Experimental,57488,gene,DNA,N,10,529453,0,U,U,-0.484125,-0.28275,-0.201375,1.38625,3.326740661,0.053341614,0.126976287,-0.484125
34363,3,10,13,6,IMAGE:510258,,Homo sapiens,cDNA_clone,DNA,Experimental,9741,gene,DNA,F,10,27485,0,U,U,-0.418125,-0.3445,-0.073625,0.008083333,3.326656093,0.053345134,0.126976287,-0.418125
24326,4,7,26,1,IMAGE:1358429,,Homo sapiens,cDNA_clone,DNA,Experimental,84524,gene,DNA,A,19,14986,0,U,U,-0.387625,-0.09875,-0.288875,-0.234125,3.326572799,0.053348601,0.126976287,-0.387625
29036,1,9,26,8,IMAGE:214006,,Homo sapiens,cDNA_clone,DNA,Experimental,8339,gene,DNA,H,21,517135,0,U,U,-0.21925,-0.311875,0.092625,-1.646333333,3.326568536,0.053348778,0.126976287,-0.21925
3397,4,1,7,24,IMAGE:845419,,Homo sapiens,cDNA_clone,DNA,Experimental,"Fanconi anemia, complementation group A",gene,DNA,A,1,509121,0,U,U,-0.364125,-0.406875,0.04275,-0.458125,3.326426487,0.053354691,0.126981259,-0.364125
22134,1,7,24,18,IMAGE:48174,,Homo sapiens,cDNA_clone,DNA,Experimental,10733,gene,DNA,L,19,27046,0,U,U,-0.497375,-0.432625,-0.06475,-0.031125,3.326320532,0.053359103,0.126982656,-0.497375
38247,3,11,27,15,IMAGE:1286550,,Homo sapiens,cDNA_clone,DNA,Experimental,"Splicing factor, arginine/serine-rich 10 (transformer 2 homolog, Drosophila)",gene,DNA,N,11,11214,0,U,U,-0.1875,0.0585,-0.246,0.35,3.325827013,0.053379654,0.127022461,-0.1875
21906,1,7,6,11,IMAGE:191904,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.418533,gene,DNA,D,19,507990,0,U,U,-0.448625,-0.4725,0.023875,0.993791667,3.32562101,0.053388235,0.12702739,-0.448625
41185,2,12,25,23,IMAGE:415305,,Homo sapiens,cDNA_clone,DNA,Experimental,Transmembrane protein induced by tumor necrosis factor alpha,gene,DNA,K,12,506306,0,U,U,-0.40075,-0.702375,0.301625,0.323333333,3.325593613,0.053389377,0.12702739,-0.40075
27623,3,8,23,21,IMAGE:884799,,Homo sapiens,cDNA_clone,DNA,Experimental,Calcyclin binding protein,gene,DNA,N,8,520236,0,U,U,-0.44275,-0.261,-0.18175,-0.676916667,3.325437023,0.053395901,0.12703381,-0.44275
15568,2,5,28,9,IMAGE:122734,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.470544,gene,DNA,G,17,505421,0,U,U,-0.393875,-0.351,-0.042875,0.495916667,3.325258127,0.053403355,0.127042442,-0.393875
1075,2,1,25,6,IMAGE:277346,,Homo sapiens,cDNA_clone,DNA,Experimental,56913,gene,DNA,O,1,518901,0,U,U,-0.327875,-0.349125,0.02125,0.462916667,3.324591334,0.05343115,0.127098338,-0.327875
24469,4,7,19,6,IMAGE:272879,,Homo sapiens,cDNA_clone,DNA,Experimental,Galactokinase 2,gene,DNA,A,7,518820,0,U,U,-0.4665,-0.237,-0.2295,0.250625,3.32451082,0.053434507,0.127098338,-0.4665
6464,4,2,14,6,IMAGE:685909,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.409578,gene,DNA,E,14,27679,0,U,U,-0.455375,-0.455375,0,0.762833333,3.324326255,0.053442203,0.12710754,-0.455375
2526,3,1,6,25,IMAGE:1372254,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,J,13,21655,0,U,U,-0.181875,-0.323,0.141125,-0.386708333,3.324076956,0.053452601,0.127120297,-0.181875
8560,2,3,10,16,IMAGE:324935,,Homo sapiens,cDNA_clone,DNA,Experimental,TAPBP,gene,DNA,G,15,527980,0,U,U,-0.239125,-0.14925,-0.089875,-1.205041667,3.324014086,0.053455224,0.127120297,-0.239125
17188,4,5,28,3,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,M,17,29073,0,U,U,-1.075375,-0.1495,-0.925875,0.058541667,3.323344837,0.05348315,0.127175627,-1.075375
12088,2,4,28,13,IMAGE:246524,,Homo sapiens,cDNA_clone,DNA,Experimental,CHEK1,gene,DNA,G,16,500908,0,U,U,-0.396,-0.406875,0.010875,-0.3075,3.323272957,0.053486151,0.127175627,-0.396
29322,1,9,12,18,IMAGE:418105,,Homo sapiens,cDNA_clone,DNA,Experimental,RAB2,gene,DNA,D,21,27383,0,U,U,-0.512625,-0.289,-0.223625,1.617708333,3.322709113,0.053509692,0.127222492,-0.512625
29730,2,9,30,1,IMAGE:1367956,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,K,21,15047,0,U,U,-0.276,-0.25125,-0.02475,-0.196875,3.322549214,0.05351637,0.12722926,-0.276
3302,4,1,2,21,IMAGE:1308204,,Homo sapiens,cDNA_clone,DNA,Experimental,"NOL1/NOP2/Sun domain family, member 3",gene,DNA,A,13,12583,0,U,U,-0.253375,-0.277125,0.02375,-0.507791667,3.322364705,0.053524077,0.127238473,-0.253375
4144,1,2,4,19,IMAGE:23819,,Homo sapiens,cDNA_clone,DNA,Experimental,"**ATP-binding cassette, sub-family G (WHITE), member 1",gene,DNA,P,14,26203,0,U,U,-0.39525,-0.28225,-0.113,0.575708333,3.322158878,0.053532676,0.127247102,-0.39525
7424,1,3,14,8,IMAGE:1234849,,Homo sapiens,cDNA_clone,DNA,Experimental,SMC4,gene,DNA,P,15,10076,0,U,U,-0.493875,-0.422625,-0.07125,1.017625,3.322094374,0.053535371,0.127247102,-0.493875
18368,1,6,8,13,IMAGE:488202,,Homo sapiens,cDNA_clone,DNA,Experimental,122970,gene,DNA,P,18,505277,0,U,U,-0.397,-0.2315,-0.1655,-0.785625,3.321522906,0.053559255,0.127294759,-0.397
16068,2,5,18,26,IMAGE:2133189,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,O,17,23709,0,U,U,-0.4795,-0.16775,-0.31175,-2.2455,3.321295497,0.053568763,0.127296443,-0.4795
31124,3,9,14,18,IMAGE:432736,,Homo sapiens,cDNA_clone,DNA,Experimental,Granulysin,gene,DNA,F,21,27395,0,U,U,-0.4245,-0.480375,0.055875,-0.3305,3.321262423,0.053570146,0.127296443,-0.4245
13212,3,4,12,21,IMAGE:1384691,,Homo sapiens,cDNA_clone,DNA,Experimental,116372,gene,DNA,F,16,28064,0,U,U,0.023,0.49075,-0.46775,0.242,3.321230569,0.053571478,0.127296443,0.023
36629,1,11,29,21,IMAGE:754111,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.408623,gene,DNA,L,11,515714,0,U,U,-0.499,-0.58,0.081,0.985041667,3.321139195,0.053575299,0.127296443,-0.499
32160,4,9,30,22,IMAGE:741769,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.521563,gene,DNA,E,21,501187,0,U,U,-0.675375,-0.439,-0.236375,-1.668791667,3.320814807,0.053588865,0.127319568,-0.675375
3467,4,1,17,26,IMAGE:2132856,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,M,1,23689,0,U,U,-0.394625,-0.341125,-0.0535,-0.68025,3.320554729,0.053599745,0.127336306,-0.394625
18527,1,6,17,18,IMAGE:366713,,Homo sapiens,cDNA_clone,DNA,Experimental,Glycogen synthase kinase 3 alpha,gene,DNA,P,6,27351,0,U,U,-0.391,-0.331625,-0.059375,-0.260875,3.320356885,0.053608024,0.127346861,-0.391
30133,2,9,13,15,IMAGE:815178,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,C,9,2705,0,U,U,-0.4315,-0.2605,-0.171,-0.919083333,3.319913744,0.05362657,0.127381806,-0.4315
19172,2,6,2,10,IMAGE:810861,,Homo sapiens,cDNA_clone,DNA,Experimental,"Golgi reassembly stacking protein 1, 65kDa",gene,DNA,O,18,505565,0,U,U,-0.460625,-0.42275,-0.037875,0.577708333,3.31964919,0.053637646,0.127399001,-0.460625
28354,4,8,4,16,IMAGE:824837,,Homo sapiens,cDNA_clone,DNA,Experimental,Retinoic acid induced 16,gene,DNA,I,20,3994,0,U,U,-0.294375,-0.021375,-0.273,-0.276,3.319160527,0.053658111,0.127438493,-0.294375
23801,3,7,11,14,IMAGE:1287632,,Homo sapiens,cDNA_clone,DNA,Experimental,KIAA0141,gene,DNA,B,7,21124,0,U,U,0.17825,0.239875,-0.061625,-0.3215,3.3188268,0.053672092,0.127462581,0.17825
1128,2,1,18,8,IMAGE:362624,,Homo sapiens,cDNA_clone,DNA,Experimental,"Transient receptor potential cation channel, subfamily C, member 1",gene,DNA,G,13,500043,0,U,U,-0.4295,-0.270875,-0.158625,-0.770166667,3.318622058,0.053680671,0.127473838,-0.4295
32069,4,9,29,19,IMAGE:1318040,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,A,9,21317,0,U,U,-0.528,-0.307375,-0.220625,0.192958333,3.318293622,0.053694437,0.127495501,-0.528
39620,1,12,20,1,IMAGE:155716,,Homo sapiens,cDNA_clone,DNA,Experimental,Neuregulin 1,gene,DNA,H,24,500624,0,U,U,-0.391625,-0.332125,-0.0595,1.099875,3.318221198,0.053697473,0.127495501,-0.391625
35427,4,10,27,11,IMAGE:705053,,Homo sapiens,cDNA_clone,DNA,Experimental,SKP1A,gene,DNA,M,10,20333,0,U,U,-0.431875,-0.038125,-0.39375,0.259041667,3.317899908,0.053710943,0.127497347,-0.431875
18604,1,6,4,21,IMAGE:1317448,,Homo sapiens,cDNA_clone,DNA,Experimental,ZNF785,gene,DNA,H,18,12813,0,U,U,-0.268125,-0.263875,-0.00425,-0.257291667,3.31789491,0.053711153,0.127497347,-0.268125
5881,3,2,1,17,IMAGE:1368039,,Homo sapiens,cDNA_clone,DNA,Experimental,,,,B,2,15361,0,U,U,-0.425875,-0.3855,-0.040375,0.595708333,3.317860678,0.053712588,0.127497347,-0.425875
36370,1,11,10,13,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,D,23,29496,0,U,U,-0.60225,-0.34975,-0.2525,1.061458333,3.317836333,0.053713609,0.127497347,-0.60225
21394,4,6,4,24,IMAGE:1309243,,Homo sapiens,cDNA_clone,DNA,Experimental,CREBBP,gene,DNA,I,18,13113,0,U,U,-0.381,-0.442625,0.061625,1.482166667,3.317630143,0.053722256,0.127508758,-0.381
32231,4,9,11,25,IMAGE:814776,,Homo sapiens,cDNA_clone,DNA,Experimental,"Protein tyrosine phosphatase, non-receptor type 11 (Noonan syndrome 1)",gene,DNA,E,9,501949,0,U,U,-0.567875,-0.20525,-0.362625,0.868708333,3.317395613,0.053732094,0.127522992,-0.567875
31914,4,9,24,14,IMAGE:151261,,Homo sapiens,cDNA_clone,DNA,Experimental,XTP3-transactivated protein A,gene,DNA,I,21,503131,0,U,U,-0.727125,-0.5615,-0.165625,-0.232208333,3.317032699,0.053747321,0.127537489,-0.727125
6501,4,2,21,7,IMAGE:703652,,Homo sapiens,cDNA_clone,DNA,Experimental,Dipeptidyl-peptidase 8,gene,DNA,A,2,2113,0,U,U,-0.553625,-0.483625,-0.07,0.106375,3.317005543,0.05374846,0.127537489,-0.553625
32108,4,9,8,21,IMAGE:1308798,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.601371,gene,DNA,M,21,12659,0,U,U,0.1035,0.34525,-0.24175,-0.722083333,3.316871407,0.053754089,0.127537489,0.1035
31617,4,9,27,4,IMAGE:41132,,Homo sapiens,cDNA_clone,DNA,Experimental,LOC642711,gene,DNA,I,9,509653,0,U,U,-0.54,-0.351625,-0.188375,-0.671416667,3.316719559,0.053760463,0.127537489,-0.54
2104,3,1,4,11,IMAGE:70384,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.632975,gene,DNA,N,13,510351,0,U,U,-0.23775,-0.288625,0.050875,0.360583333,3.316593105,0.053765771,0.127537489,-0.23775
19080,2,6,30,6,,EMPTY,Not Applicable,unknown_sequence,unknown_polymer,Control,,,,G,18,21741,0,U,U,-0.49775,-0.33825,-0.1595,2.314166667,3.316543986,0.053767833,0.127537489,-0.49775
13692,4,4,12,7,IMAGE:684388,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.564847,gene,DNA,M,16,1616,0,U,U,-0.39975,-0.089875,-0.309875,0.038833333,3.316525885,0.053768593,0.127537489,-0.39975
36200,1,11,20,7,IMAGE:2065676,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.19012,gene,DNA,P,23,531680,0,U,U,0.440125,0.495875,-0.05575,-0.257,3.316461807,0.053771283,0.127537489,0.440125
615,1,1,15,21,IMAGE:784360,,Homo sapiens,cDNA_clone,DNA,Experimental,2009,gene,DNA,P,1,26005,0,U,U,-0.4625,-0.459,-0.0035,1.601916667,3.316426373,0.053772771,0.127537489,-0.4625
34462,3,10,22,9,IMAGE:841226,,Homo sapiens,cDNA_clone,DNA,Experimental,10625,gene,DNA,J,22,510619,0,U,U,-0.379375,-0.070375,-0.309,0.191791667,3.316267488,0.053779442,0.127538317,-0.379375
17430,4,5,30,11,IMAGE:49560,,Homo sapiens,cDNA_clone,DNA,Experimental,823,gene,DNA,A,17,509225,0,U,U,-0.622625,-0.5765,-0.046125,-0.091541667,3.316235105,0.053780802,0.127538317,-0.622625
3919,1,2,19,11,IMAGE:1581406,,Homo sapiens,cDNA_clone,DNA,Experimental,941,gene,DNA,P,2,531285,0,U,U,-0.272125,-0.218625,-0.0535,-0.571666667,3.316023721,0.053789679,0.127545921,-0.272125
17400,4,5,30,10,IMAGE:52708,,Homo sapiens,cDNA_clone,DNA,Experimental,"RAB9B, member RAS oncogene family",gene,DNA,E,17,510017,0,U,U,-0.41325,-0.21925,-0.194,0.153708333,3.315975828,0.05379169,0.127545921,-0.41325
42615,4,12,15,11,IMAGE:469964,,Homo sapiens,cDNA_clone,DNA,Experimental,"C-type lectin domain family 2, member D",gene,DNA,E,12,29118,0,U,U,-0.343125,-0.462375,0.11925,-0.726375,3.315758407,0.053800823,0.127558466,-0.343125
22130,1,7,20,18,IMAGE:141688,,Homo sapiens,cDNA_clone,DNA,Experimental,5515,gene,DNA,D,19,26998,0,U,U,-0.5315,-0.182375,-0.349125,0.641333333,3.315588338,0.053807968,0.127566298,-0.5315
17499,4,5,9,14,IMAGE:703559,,Homo sapiens,cDNA_clone,DNA,Experimental,C13orf3,gene,DNA,M,5,843,0,U,U,-0.759125,-0.593375,-0.16575,-0.192291667,3.315408011,0.053815545,0.127575152,-0.759125
24890,4,7,20,20,,1292521,Homo sapiens,cDNA_clone,DNA,Experimental,Queuine tRNA-ribosyltransferase 1 (tRNA-guanine transglycosylase),gene,DNA,I,19,522714,0,U,U,-0.5185,-0.333125,-0.185375,-0.388,3.315012544,0.053832165,0.127605443,-0.5185
37918,3,11,28,4,IMAGE:40649,,Homo sapiens,cDNA_clone,DNA,Experimental,PIK3C3,gene,DNA,J,23,509948,0,U,U,-0.263375,0.13025,-0.393625,-0.64025,3.314698902,0.053845351,0.127627588,-0.263375
24778,4,7,28,16,IMAGE:2021781,,Homo sapiens,cDNA_clone,DNA,Experimental,"Iduronidase, alpha-L-",gene,DNA,I,19,22330,0,U,U,-0.684875,-0.449875,-0.235,0.39225,3.31441268,0.053857387,0.127647005,-0.684875
34736,3,10,26,18,IMAGE:214789,,Homo sapiens,cDNA_clone,DNA,Experimental,9445,gene,DNA,N,22,26387,0,U,U,-0.57525,-0.5415,-0.03375,0.630125,3.313679342,0.053888238,0.127711009,-0.57525
18451,1,6,1,16,IMAGE:1271959,,Homo sapiens,cDNA_clone,DNA,Experimental,RBX1,gene,DNA,H,6,10695,0,U,U,0.559375,0.730125,-0.17075,0.109666667,3.313312086,0.053903696,0.127738525,0.559375
4759,2,2,19,9,IMAGE:625875,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.592304,gene,DNA,G,2,510501,0,U,U,-0.340875,-0.322375,-0.0185,-0.190916667,3.313116087,0.053911947,0.127742096,-0.340875
40772,2,12,2,10,IMAGE:771172,,Homo sapiens,cDNA_clone,DNA,Experimental,25829,gene,DNA,O,24,505568,0,U,U,-0.524375,-0.365375,-0.159,0.940083333,3.313093528,0.053912897,0.127742096,-0.524375
36922,2,11,22,1,IMAGE:823876,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.491440,gene,DNA,K,23,500456,0,U,U,-0.39525,-0.447625,0.052375,1.431333333,3.312906588,0.053920768,0.127751631,-0.39525
7040,4,2,20,25,IMAGE:110788,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.56729,gene,DNA,E,14,502431,0,U,U,-0.64225,-0.66775,0.0255,-3.905958333,3.312742413,0.053927682,0.127758896,-0.64225
32127,4,9,27,21,IMAGE:753625,,Homo sapiens,cDNA_clone,DNA,Experimental,Secretory carrier membrane protein 2,gene,DNA,E,9,515389,0,U,U,-0.724125,-0.444125,-0.28,0.018791667,3.312593911,0.053933937,0.127764598,-0.724125
32212,4,9,22,24,IMAGE:2490258,,Homo sapiens,cDNA_clone,DNA,Experimental,"Solute carrier family 10 (sodium/bile acid cotransporter family), member 3",gene,DNA,M,21,542071,0,U,U,-0.703625,-0.642375,-0.06125,0.618916667,3.312145896,0.053952811,0.127779339,-0.703625
13612,4,4,22,4,IMAGE:729509,,Homo sapiens,cDNA_clone,DNA,Experimental,7411,gene,DNA,M,16,529360,0,U,U,-0.576375,-0.58525,0.008875,0.044083333,3.312128636,0.053953538,0.127779339,-0.576375
33046,1,10,16,22,IMAGE:2266185,,Homo sapiens,cDNA_clone,DNA,Experimental,"Breast cancer 1, early onset",gene,DNA,L,22,541675,0,U,U,-0.5465,-0.691375,0.144875,-0.76725,3.312120251,0.053953892,0.127779339,-0.5465
32023,4,9,13,18,IMAGE:772261,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.588289,gene,DNA,E,9,28637,0,U,U,-0.579625,-0.256,-0.323625,-0.426083333,3.312080852,0.053955552,0.127779339,-0.579625
350,1,1,20,12,IMAGE:815117,,Homo sapiens,cDNA_clone,DNA,Experimental,387923,gene,DNA,L,13,3907,0,U,U,-0.290875,-0.438375,0.1475,0.350208333,3.311489574,0.053980474,0.127829244,-0.290875
13217,3,4,17,21,IMAGE:33839,,Homo sapiens,cDNA_clone,DNA,Experimental,51193,gene,DNA,B,4,520162,0,U,U,-0.576625,-0.372125,-0.2045,0.98075,3.311245301,0.053990774,0.127836877,-0.576625
34029,2,10,9,25,IMAGE:754490,,Homo sapiens,cDNA_clone,DNA,Experimental,SLC25A16,gene,DNA,C,10,502033,0,U,U,-0.1795,-0.350125,0.170625,-0.223458333,3.311230514,0.053991398,0.127836877,-0.1795
5461,3,2,1,3,IMAGE:2308481,,Homo sapiens,cDNA_clone,DNA,Experimental,CHEK2,gene,DNA,J,2,531921,0,U,U,-0.500375,-0.36925,-0.131125,-1.208125,3.311018109,0.054000356,0.12784897,-0.500375
26494,2,8,4,14,IMAGE:711516,,Homo sapiens,cDNA_clone,DNA,Experimental,Trafficking protein particle complex 6A,gene,DNA,C,20,1078,0,U,U,0.0385,-0.2645,0.303,-0.580541667,3.310722462,0.054012827,0.127869379,0.0385
4888,2,2,28,13,IMAGE:823679,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.149363,gene,DNA,G,14,500907,0,U,U,-0.152125,-0.2845,0.132375,-0.119708333,3.310508008,0.054021875,0.127881683,-0.152125
2425,3,1,25,21,IMAGE:753028,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.479439,gene,DNA,B,1,515649,0,U,U,-0.47675,-0.493125,0.016375,-2.409208333,3.309948317,0.054045497,0.127928481,-0.47675
31561,4,9,1,3,IMAGE:2113499,,Homo sapiens,cDNA_clone,DNA,Experimental,GIT2,gene,DNA,I,9,531733,0,U,U,-0.6425,-0.299875,-0.342625,-1.054375,3.30944916,0.054066574,0.127969249,-0.6425
38596,3,11,16,27,VACWR068,,Vaccinia virus (strain WR),cDNA_clone,DNA,Experimental,,,,F,23,30561,0,U,U,1.420875,1.7985,-0.377625,-3.01875,3.308873993,0.054090871,0.128012045,1.420875
2371,3,1,1,20,IMAGE:1670951,,Homo sapiens,cDNA_clone,DNA,Experimental,5813,gene,DNA,F,1,22105,0,U,U,-0.37675,-0.72075,0.344,-0.345791667,3.308833486,0.054092583,0.128012045,-0.37675
624,1,1,24,21,IMAGE:701547,,Homo sapiens,cDNA_clone,DNA,Experimental,Hs.18925,gene,DNA,P,13,520347,0,U,U,-0.145625,-0.421125,0.2755,-0.193708333,3.308747392,0.054096221,0.128012045,-0.145625
5805,3,2,15,14,IMAGE:1283145,,Homo sapiens,cDNA_clone,DNA,Experimental,642616,gene,DNA,J,2,21073,0,U,U,0.203125,0.259875,-0.05675,-0.317333333,3.308645928,0.054100509,0.128013069,0.203125
29237,1,9,17,15,IMAGE:825127,,Homo sapiens,cDNA_clone,DNA,Experimental,MAML3,gene,DNA,L,9,3041,0,U,U,0.41475,0.402,0.01275,-0.910625,3.30828941,0.054115578,0.128026818,0.41475
5699,3,2,29,10,IMAGE:796176,,Homo sapiens,cDNA_clone,DNA,Experimental,27258,gene,DNA,F,2,510201,0,U,U,-0.547625,-0.335625,-0.212,-0.232708333,3.308256193,0.054116983,0.128026818,-0.547625
17395,4,5,25,10,IMAGE:2125819,,Homo sapiens,cDNA_clone,DNA,Experimental,581,gene,DNA,M,5,531755,0,U,U,-0.591625,-0.569875,-0.02175,0.991541667,3.308234818,0.054117886,0.128026818,-0.591625
