ID,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000000003,6.797568815,-2.70450082,0.952978183,0.00063994,0.002142008
ENSG00000000419,203.6403105,0.890534258,0.17467498,2.21E-07,1.32E-06
ENSG00000001036,17.11447936,-2.347370432,0.612778356,2.29E-05,0.00010239
ENSG00000001167,59.46581902,0.642907506,0.289613982,0.020455722,0.045076678
ENSG00000001497,21.98107858,-1.11357943,0.424869156,0.004101852,0.011187571
ENSG00000001617,43.28520678,-2.769287498,0.362888844,3.64E-15,4.36E-14
ENSG00000001630,131.5269846,-0.911055078,0.183732515,4.44E-07,2.56E-06
ENSG00000002330,34.7954423,-2.108028732,0.429172965,1.84E-07,1.11E-06
ENSG00000002549,19.75618011,-2.235101064,0.514632214,2.58E-06,1.34E-05
ENSG00000002834,60.09962147,-0.669472404,0.267699383,0.009408546,0.023001138
ENSG00000003056,114.0590656,0.664472454,0.197145869,0.000573735,0.001939688
ENSG00000003393,37.97997432,0.905795784,0.351485795,0.006007113,0.015579975
ENSG00000003756,329.4520657,4.180963107,0.197574192,9.28E-100,9.33E-98
ENSG00000004059,164.9476585,-0.6724578,0.171105803,6.52E-05,0.000269834
ENSG00000004142,120.1023774,-0.861249475,0.202658491,1.39E-05,6.45E-05
ENSG00000004455,35.1765893,-1.127123489,0.347168863,0.000557507,0.001891911
ENSG00000004478,463.2118476,1.74562109,0.111870112,1.98E-55,9.90E-54
ENSG00000004700,535.5616253,4.555833879,0.169838997,4.20E-159,8.34E-157
ENSG00000004777,8.918150201,3.229949901,1.050383245,0.000369606,0.001307253
ENSG00000004779,81.62333391,-1.497935432,0.280500359,3.09E-08,2.05E-07
ENSG00000004864,36.11804361,-1.364954525,0.356306787,4.83E-05,0.000205287
ENSG00000004961,110.9153676,0.782678954,0.209683599,0.000133708,0.000520378
ENSG00000005001,72.74185816,2.705491372,0.362307915,1.65E-14,1.88E-13
ENSG00000005007,106.896141,1.215205524,0.212777628,5.27E-09,3.84E-08
ENSG00000005020,15.97297979,-1.336175321,0.547734673,0.005173405,0.013672369
ENSG00000005022,392.1436011,-2.315749854,0.140363329,7.00E-62,3.95E-60
ENSG00000005075,47.66313564,-0.792568262,0.315162777,0.007980593,0.019989446
ENSG00000005238,151.9240852,2.324064439,0.196660597,6.74E-33,1.93E-31
ENSG00000005243,10.52580508,-1.275402456,0.651641257,0.017537157,0.039535735
ENSG00000005339,84.68687422,2.752028767,0.274781811,2.34E-24,4.71E-23
ENSG00000005469,7.102626766,-3.448784583,1.071041993,0.000150979,0.00058081
ENSG00000005483,59.79104463,2.07136063,0.295795827,5.81E-13,6.03E-12
ENSG00000005513,16.86399667,7.984079054,2.491682035,2.54E-09,1.91E-08
ENSG00000005700,25.3871716,-0.867391569,0.406168507,0.019852756,0.043921757
ENSG00000005812,43.26739689,1.224913039,0.332206228,0.000101546,0.000404509
ENSG00000005889,34.3641527,2.291093949,0.416298954,7.53E-09,5.37E-08
ENSG00000005893,93.57807331,-0.907691221,0.221347904,2.63E-05,0.000116209
ENSG00000006007,54.02002869,-1.659577422,0.31267819,3.24E-08,2.14E-07
ENSG00000006015,5.344933594,-3.065217983,1.195184213,0.001289694,0.004020404
ENSG00000006062,20.86414495,1.466209915,0.522572455,0.001659354,0.005037201
ENSG00000006118,22.62825471,1.436477494,0.476264059,0.000872689,0.002833939
ENSG00000006125,137.8987972,1.387195318,0.187131365,4.98E-14,5.54E-13
ENSG00000006128,9.020778182,2.578807039,2.335352283,0.012032073,0.028617676
ENSG00000006194,41.3740981,1.625847231,0.351616636,1.16E-06,6.33E-06
ENSG00000006327,979.1847969,1.942608091,0.098208014,1.09E-87,9.29E-86
ENSG00000006432,44.59727576,1.608078405,0.332308437,4.16E-07,2.41E-06
ENSG00000006451,84.14039189,-0.635226292,0.220607563,0.003076738,0.008677673
ENSG00000006453,99.60169049,1.253329103,0.224589452,1.07E-08,7.53E-08
ENSG00000006459,45.51260326,0.869332327,0.316668537,0.003825815,0.010527899
ENSG00000006555,11.59634169,-3.453253756,0.8029199,2.64E-06,1.37E-05
ENSG00000006625,132.8929823,-2.108389272,0.226696304,2.82E-21,4.86E-20
ENSG00000006652,132.6351286,2.529999714,0.228503048,3.58E-29,8.85E-28
ENSG00000006704,52.46261279,0.68243391,0.283644323,0.012011891,0.02857437
ENSG00000006744,26.42763524,-1.553947326,0.428651764,8.65E-05,0.000348373
ENSG00000006757,11.60804925,-1.868315557,0.724131184,0.001967777,0.005859225
ENSG00000007080,63.07262608,-1.608685577,0.301715981,2.94E-08,1.95E-07
ENSG00000007168,160.2306345,0.585127192,0.164163825,0.000299484,0.001079815
ENSG00000007202,76.42964058,-1.420640794,0.243623927,2.10E-09,1.60E-08
ENSG00000007376,12.94287788,-1.60728682,0.683584267,0.004688339,0.012553235
ENSG00000007384,134.3624607,3.145810514,0.249264951,3.25E-37,1.09E-35
ENSG00000007392,42.93395841,1.619857388,0.34748349,9.31E-07,5.14E-06
ENSG00000007520,58.84021362,-2.61651705,0.32558609,1.44E-16,1.88E-15
ENSG00000007545,43.61382829,2.026649108,0.363314006,5.66E-09,4.11E-08
ENSG00000007944,28.45455011,2.344711614,0.450199443,3.55E-08,2.34E-07
ENSG00000008056,3.092100924,4.851985053,2.616322123,0.000804507,0.002634387
ENSG00000008128,35.18690005,2.261623926,0.417162164,1.23E-08,8.58E-08
ENSG00000008256,62.67070348,0.794446288,0.261867454,0.001680218,0.005095195
ENSG00000008282,83.76778133,-1.670786379,0.247787824,4.54E-12,4.38E-11
ENSG00000008283,19.02364481,-1.85494693,0.508642653,6.10E-05,0.00025385
ENSG00000008294,162.4402346,1.998028562,0.183672468,3.58E-28,8.40E-27
ENSG00000008300,32.02874936,5.770879915,0.859874454,2.30E-11,2.11E-10
ENSG00000008311,35.4706033,2.866519053,0.480834058,4.39E-10,3.55E-09
ENSG00000008324,58.06771425,1.246311929,0.330492389,6.99E-05,0.000287527
ENSG00000008382,4.347047846,-2.198250603,1.253673546,0.009494073,0.023175012
ENSG00000008394,20.32494671,-3.068031164,0.564573769,7.62E-09,5.42E-08
ENSG00000008405,233.9471329,5.996842216,0.390533348,5.62E-53,2.69E-51
ENSG00000008441,9.502398208,-2.360204004,0.763360432,0.000303628,0.001093393
ENSG00000008516,117.5621633,8.563340486,1.259876526,6.78E-14,7.50E-13
ENSG00000008517,63.7434192,7.098652266,0.974891795,2.09E-12,2.08E-11
ENSG00000008735,20.47896825,1.667663161,0.48591308,0.000165866,0.000631871
ENSG00000008838,43.29044461,0.820910333,0.322136414,0.007138528,0.018153474
ENSG00000008988,398.5364739,-1.165421596,0.121858685,5.87E-22,1.06E-20
ENSG00000009954,84.6432539,1.550035142,0.244313873,7.63E-11,6.69E-10
ENSG00000010244,181.5356232,2.383299152,0.192434885,6.59E-36,2.10E-34
ENSG00000010256,93.22232476,-1.347604796,0.224591102,8.02E-10,6.35E-09
ENSG00000010270,23.45485714,1.330273206,0.462254415,0.001516031,0.004641041
ENSG00000010278,200.6570767,-1.869245124,0.1615907,1.67E-31,4.52E-30
ENSG00000010295,1.801529784,2.69988944,3.258881247,0.013935376,0.032441196
ENSG00000010322,67.79737592,1.462451126,0.282395858,8.05E-08,5.09E-07
ENSG00000010379,2.35434241,2.730568062,2.834462279,0.01286582,0.030338653
ENSG00000010438,74.5894168,-2.552176296,0.296089354,1.05E-18,1.56E-17
ENSG00000010810,47.0121226,1.830022318,0.334425415,1.19E-08,8.30E-08
ENSG00000010818,62.1795711,1.972632274,0.283472076,8.16E-13,8.39E-12
ENSG00000011021,28.5523822,1.984403371,0.451396788,2.59E-06,1.34E-05
ENSG00000011114,34.21423558,0.772757342,0.346065946,0.017485573,0.039444008
ENSG00000011132,28.84362357,1.952192795,0.45804733,4.79E-06,2.38E-05
ENSG00000011243,130.8293239,1.761085904,0.206056341,3.51E-18,5.09E-17
ENSG00000011275,79.4411786,1.950818333,0.28964058,4.24E-12,4.11E-11
ENSG00000011304,239.9755236,1.026234245,0.140848722,1.83E-13,1.96E-12
ENSG00000011566,35.43958072,1.328311916,0.376141988,0.000161191,0.000615517
ENSG00000011638,48.58171374,-1.56466494,0.359695582,4.11E-06,2.06E-05
ENSG00000012061,161.2498301,1.572432461,0.17798924,3.47E-19,5.31E-18
ENSG00000012211,12.00075718,-2.380371759,0.705220696,0.000117595,0.000462836
ENSG00000012660,130.4377527,1.763907933,0.19714534,1.03E-19,1.61E-18
ENSG00000012817,56.24001897,2.373388967,0.341066107,7.25E-13,7.47E-12
ENSG00000013275,249.7943641,1.205838278,0.152495875,1.25E-15,1.54E-14
ENSG00000013364,45.28127581,-1.055905629,0.311496701,0.00036396,0.001290436
ENSG00000013374,24.12038366,-0.994768653,0.417767645,0.009027374,0.022208014
ENSG00000013375,32.88614455,1.395078243,0.372529248,6.66E-05,0.000275309
ENSG00000013441,612.9791552,3.72472078,0.133979229,9.83E-171,2.26E-168
ENSG00000013503,10.03109205,-2.411398268,0.832025023,0.000526957,0.001797065
ENSG00000013523,8.250455517,-1.839063363,0.792294077,0.004131985,0.011250685
ENSG00000013563,9.84246172,-2.042200954,0.727489217,0.000952961,0.003060356
ENSG00000013583,9.040726625,-2.015628515,0.753466394,0.001349797,0.00418536
ENSG00000013588,31.17330865,3.284085334,0.492513242,4.89E-12,4.71E-11
ENSG00000013810,35.386806,3.203568344,0.423832,6.37E-15,7.52E-14
ENSG00000014216,121.0309843,-1.222020166,0.198329713,3.30E-10,2.70E-09
ENSG00000014641,46.59508244,-2.098609398,0.330279286,4.28E-11,3.83E-10
ENSG00000014824,16.37398911,-1.715794572,0.531143771,0.000316677,0.001136991
ENSG00000014914,37.01773276,1.707268895,0.363314583,7.25E-07,4.06E-06
ENSG00000014919,18.25776934,-2.093681643,0.551066877,2.88E-05,0.000126632
ENSG00000015479,5.436750467,4.678265263,2.40234914,0.00046653,0.001609185
ENSG00000016402,5.488494966,-4.739643647,1.639115548,0.000205073,0.000764535
ENSG00000016864,11.91627487,-1.565868562,0.656209989,0.004607699,0.012387307
ENSG00000017483,31.4286294,-1.012285912,0.362151379,0.002747791,0.00787102
ENSG00000017797,38.32104103,-1.97247914,0.346662239,2.84E-09,2.13E-08
ENSG00000018236,14.44623571,-2.800495478,0.640748598,1.75E-06,9.31E-06
ENSG00000018510,15.97587044,-1.091796154,0.501633934,0.013557774,0.031674179
ENSG00000019144,9.720683067,2.626194197,0.859182651,0.000397648,0.001396542
ENSG00000019549,45.11680741,-0.883372004,0.316993662,0.003286281,0.009205909
ENSG00000019995,45.85707863,0.711828117,0.300728478,0.013009358,0.030620206
ENSG00000020577,20.34582307,2.137132509,0.525506197,9.65E-06,4.58E-05
ENSG00000021355,149.9549649,0.9196752,0.244272528,0.000104128,0.000414111
ENSG00000021826,3.566873995,-2.76108951,1.436671773,0.00664413,0.01704287
ENSG00000022556,14.10573058,-1.580660845,0.581608037,0.001815354,0.005445687
ENSG00000022840,174.2109333,1.476786009,0.175864136,1.69E-17,2.36E-16
ENSG00000023191,110.1985225,-1.636298775,0.20187828,1.59E-16,2.07E-15
ENSG00000023287,76.94954009,1.17319623,0.248366829,1.12E-06,6.12E-06
ENSG00000023330,274.8854209,2.075798166,0.149328739,1.40E-44,5.61E-43
ENSG00000023445,7.699589295,3.4568565,1.037972065,0.000160092,0.000612451
ENSG00000023608,47.07894855,1.6123608,0.314558554,9.12E-08,5.72E-07
ENSG00000023697,26.88157155,-2.136557936,0.435600092,1.83E-07,1.11E-06
ENSG00000023892,21.32266648,-1.267165191,0.467489124,0.002611961,0.007522114
ENSG00000023902,10.48385157,3.203386468,0.99334072,0.000263836,0.000962547
ENSG00000023909,38.40683683,2.605216805,0.483855879,1.48E-08,1.02E-07
ENSG00000024048,59.59383151,1.607846406,0.28859985,7.18E-09,5.14E-08
ENSG00000024422,108.664905,-1.434986135,0.208985169,2.41E-12,2.38E-11
ENSG00000025156,45.56175371,2.054470998,0.349647733,9.54E-10,7.48E-09
ENSG00000025770,39.2871127,1.981041759,0.36479156,1.33E-08,9.23E-08
ENSG00000025772,168.3399323,1.841557992,0.176078107,2.97E-26,6.44E-25
ENSG00000025796,37.00381338,-0.740846034,0.337476236,0.019638505,0.04354089
ENSG00000026025,88.69903863,3.820106632,0.331561979,2.30E-31,6.17E-30
ENSG00000026508,181.8088399,-1.742874069,0.158686092,1.33E-28,3.19E-27
ENSG00000026652,26.01423859,4.596985837,0.674125423,3.40E-12,3.31E-11
ENSG00000026950,12.23687161,2.746597061,0.758311797,4.48E-05,0.000191527
ENSG00000027001,13.54432327,-1.857429952,0.593237268,0.000369153,0.001306288
ENSG00000027697,82.36256901,-1.754413946,0.262326254,6.10E-12,5.84E-11
ENSG00000028277,6.390586228,4.724515144,1.451213861,7.59E-05,0.000309435
ENSG00000028839,25.760921,1.625014303,0.443544462,7.37E-05,0.000301353
ENSG00000029363,64.95427784,0.936397836,0.262486511,0.000219605,0.000813477
ENSG00000029364,73.4240216,1.201737817,0.251251077,8.03E-07,4.46E-06
ENSG00000029725,51.66438834,0.886801877,0.294405716,0.001625768,0.004943535
ENSG00000030110,83.59539386,-1.08771316,0.250771032,7.56E-06,3.65E-05
ENSG00000030582,257.5913415,-1.414639797,0.140293078,2.48E-24,4.96E-23
ENSG00000031003,15.73132356,1.090830146,0.557779264,0.022991518,0.049860294
ENSG00000032219,29.21048277,1.168022626,0.395200025,0.001435667,0.004421194
ENSG00000032389,11.0558966,-1.428947388,0.650177925,0.00843292,0.020937702
ENSG00000033011,6.950704341,-2.694293605,0.936754853,0.000520129,0.00177587
ENSG00000033030,35.05270193,1.925626908,0.389734459,1.91E-07,1.15E-06
ENSG00000033050,48.05284081,-1.081686544,0.302479147,0.000178063,0.000673326
ENSG00000033100,72.13118553,1.224223042,0.270399703,2.74E-06,1.41E-05
ENSG00000033178,40.99594796,1.322126655,0.342360393,4.44E-05,0.000189726
ENSG00000033327,33.52220335,1.191703442,0.357420115,0.000388472,0.001367299
ENSG00000033627,70.02894846,1.244357024,0.258984038,6.98E-07,3.91E-06
ENSG00000034152,55.4205931,0.938328049,0.277475176,0.000434288,0.001511294
ENSG00000034510,4009.443208,-2.162300122,0.073802527,7.32E-191,1.93E-188
ENSG00000034693,27.04191024,-3.531004756,0.538894107,7.76E-12,7.37E-11
ENSG00000034713,137.3220877,0.965979491,0.186523731,1.34E-07,8.26E-07
ENSG00000035141,30.42327892,-1.687017067,0.409236524,1.02E-05,4.82E-05
ENSG00000035687,21.30403805,-1.489230305,0.53240426,0.001524311,0.004664419
ENSG00000036054,59.86032665,0.629790594,0.268878788,0.015285879,0.035094266
ENSG00000036257,57.16427096,1.351872044,0.287710888,1.04E-06,5.73E-06
ENSG00000037757,15.33215831,-1.922275798,0.563395754,0.00013791,0.000535804
ENSG00000038219,41.62814402,0.946149707,0.32017793,0.001828808,0.005478102
ENSG00000038358,100.4246557,2.343082918,0.254907483,7.99E-21,1.34E-19
ENSG00000038382,59.52499182,1.832232775,0.299701442,2.65E-10,2.20E-09
ENSG00000039068,157.5739632,-2.1044606,0.18561574,1.85E-30,4.81E-29
ENSG00000039123,35.6929468,-0.925001161,0.348685622,0.004683466,0.012551655
ENSG00000039523,118.8834716,3.882329937,0.310116634,1.26E-36,4.16E-35
ENSG00000039560,9.548378757,-1.233222632,0.65817822,0.022199259,0.048381288
ENSG00000039650,29.76124494,0.935835467,0.409838984,0.012793574,0.030195754
ENSG00000040199,27.43996695,3.265432197,0.572052161,2.41E-09,1.82E-08
ENSG00000041353,16.95260913,-2.936696318,0.600352779,1.37E-07,8.42E-07
ENSG00000041802,75.22441743,1.036109703,0.244926315,1.29E-05,6.03E-05
ENSG00000041988,29.59089976,1.749675296,0.411677931,5.81E-06,2.84E-05
ENSG00000042429,21.75272872,1.475150974,0.477695707,0.000667599,0.002228293
ENSG00000042445,69.21060182,-1.34079663,0.259501758,9.37E-08,5.87E-07
ENSG00000042493,140.1884162,-2.268250524,0.196385917,1.46E-31,3.95E-30
ENSG00000042753,108.943611,-2.919638329,0.259833278,3.48E-30,9.00E-29
ENSG00000043039,2.147608368,-0.871572669,1.612611063,0.022826307,0.049546535
ENSG00000043514,9.780838679,-1.348294243,0.68032993,0.015254946,0.035028802
ENSG00000044090,18.60862093,-1.212539332,0.483360732,0.005016604,0.013311421
ENSG00000044574,1354.182993,-0.205842635,0.069019682,0.002840935,0.008105661
ENSG00000046604,141.9450041,0.946264865,0.193924903,6.63E-07,3.72E-06
ENSG00000046651,52.37873992,1.480397344,0.317686124,1.13E-06,6.16E-06
ENSG00000047056,49.39503242,2.560121403,0.361956321,2.94E-13,3.11E-12
ENSG00000047315,173.9940276,1.0072131,0.175184482,5.17E-09,3.77E-08
ENSG00000047346,35.69817312,2.191657463,0.40734346,1.57E-08,1.08E-07
ENSG00000047578,20.17137652,1.175576669,0.461385082,0.004797559,0.012805281
ENSG00000047849,93.65848292,-1.230287871,0.210573927,2.32E-09,1.76E-08
ENSG00000047932,27.52335489,-1.48136328,0.429793605,0.000181011,0.00068292
ENSG00000048052,42.21725695,3.557194729,0.448953954,4.74E-16,6.00E-15
ENSG00000048140,68.75002178,0.596918638,0.267975873,0.021192336,0.046480615
ENSG00000048162,153.293747,2.020020052,0.196196739,1.71E-25,3.63E-24
ENSG00000048405,37.68817326,0.882380407,0.349369945,0.007133081,0.018142808
ENSG00000048544,61.7207166,-1.192792473,0.283516567,1.19E-05,5.59E-05
ENSG00000048649,44.40739865,1.611962443,0.329821014,3.20E-07,1.87E-06
ENSG00000048828,54.49962321,-0.800038196,0.273880018,0.002345361,0.006842802
ENSG00000049245,112.540217,-1.275489929,0.206604327,2.90E-10,2.40E-09
ENSG00000049246,46.52044223,3.748079723,0.430441651,6.10E-19,9.20E-18
ENSG00000049283,22.20878771,-1.132044988,0.425071674,0.003564736,0.009901665
ENSG00000049656,71.76405535,0.669118863,0.246443178,0.005040776,0.013363316
ENSG00000049759,150.6637624,4.701552449,0.303267199,1.36E-54,6.67E-53
ENSG00000050130,18.65137384,-1.460554469,0.514254647,0.001427809,0.004401072
ENSG00000050165,16.47003316,-2.056044658,0.535716736,2.47E-05,0.000110046
ENSG00000050327,57.24452403,1.769596553,0.306745609,2.25E-09,1.71E-08
ENSG00000050344,3.849733941,-1.78498642,1.231462312,0.022243082,0.048454917
ENSG00000050393,20.02084773,-1.364973177,0.474568814,0.001420444,0.004380838
ENSG00000050405,150.6227872,-1.763055257,0.178975119,1.87E-23,3.60E-22
ENSG00000050820,34.84050852,1.593955439,0.420859445,4.76E-05,0.000202569
ENSG00000051009,39.84884433,0.79835436,0.34307864,0.013277753,0.031135524
ENSG00000051108,178.4046219,1.044650913,0.162336665,6.95E-11,6.10E-10
ENSG00000051128,150.7277795,1.268161529,0.186414217,4.58E-12,4.42E-11
ENSG00000051382,8.636297189,-2.204122966,0.820310187,0.001269751,0.003962498
ENSG00000051596,22.15895041,-2.831326834,0.531277218,1.43E-08,9.90E-08
ENSG00000051620,37.03419834,-0.937448297,0.34598673,0.003933407,0.010787071
ENSG00000052344,204.667646,0.807500895,0.155309147,1.40E-07,8.62E-07
ENSG00000052723,16.42935249,-1.340340494,0.526139918,0.003849296,0.010582459
ENSG00000052749,38.14199393,1.101567184,0.338582007,0.000571262,0.001932682
ENSG00000052802,195.3583527,-1.875460796,0.184336033,6.39E-25,1.32E-23
ENSG00000052841,40.06399642,1.198470029,0.343404138,0.000219089,0.00081198
ENSG00000053254,4.963927981,-2.345830172,1.069363425,0.00368956,0.010197523
ENSG00000053371,26.06234011,-2.790311604,0.483580441,1.14E-09,8.86E-09
ENSG00000053372,41.05509508,-1.466223239,0.347647071,8.50E-06,4.07E-05
ENSG00000053438,2.136199437,3.625886599,3.482430624,0.007911144,0.019842952
ENSG00000053501,19.49310265,0.987240844,0.473391295,0.019429513,0.04314359
ENSG00000053747,130.1334332,-1.044232202,0.196079746,5.61E-08,3.63E-07
ENSG00000054116,81.24464664,-0.681488646,0.238163089,0.003157714,0.008887016
ENSG00000054118,190.8207632,0.822904904,0.162161826,2.67E-07,1.58E-06
ENSG00000054148,40.40296082,-1.798601714,0.418538087,4.12E-06,2.06E-05
ENSG00000054267,58.27901137,2.415915116,0.319523457,7.83E-15,9.19E-14
ENSG00000054277,15.23611453,-1.817122526,0.559888903,0.000263524,0.000961891
ENSG00000054611,13.1689771,-1.496267352,0.617512337,0.004451241,0.012007073
ENSG00000054967,68.21444899,3.898131559,0.485847335,2.89E-16,3.70E-15
ENSG00000055044,140.4902197,0.975059537,0.188184464,1.30E-07,8.01E-07
ENSG00000055070,132.1654447,0.498768698,0.180001144,0.004859343,0.012958248
ENSG00000055208,166.8498228,1.453336985,0.173808375,2.35E-17,3.24E-16
ENSG00000055211,34.97882164,-0.899352746,0.379906182,0.010556685,0.025498048
ENSG00000055483,67.59893777,2.618455009,0.304889878,1.70E-18,2.50E-17
ENSG00000055609,98.2631823,3.203973944,0.278716296,2.70E-31,7.18E-30
ENSG00000055732,34.7418573,3.746800933,0.622624879,5.31E-10,4.26E-09
ENSG00000055917,177.9466439,1.601328948,0.171052386,2.65E-21,4.57E-20
ENSG00000055950,22.92281561,-1.624464438,0.4422626,6.76E-05,0.000278915
ENSG00000056050,15.8046319,-2.339671835,0.674102939,7.73E-05,0.000314275
ENSG00000056097,100.7801396,1.215429596,0.220174727,1.57E-08,1.08E-07
ENSG00000056558,6.861020982,1.9226995,0.919377912,0.006519188,0.016758004
ENSG00000056586,86.69177553,1.629309143,0.238970163,2.64E-12,2.59E-11
ENSG00000056972,21.98693655,-1.17957334,0.434741322,0.002902958,0.008253453
ENSG00000057019,64.5234604,1.053155872,0.257559675,2.35E-05,0.000104898
ENSG00000057149,169.280395,-2.14081129,0.215688861,6.11E-24,1.20E-22
ENSG00000057608,119.6504414,-1.735708664,0.218674868,5.90E-16,7.42E-15
ENSG00000057704,19.58657901,-1.415232855,0.481548546,0.001119133,0.00353436
ENSG00000057757,120.2697567,0.510302125,0.22428818,0.019666193,0.043595602
ENSG00000058085,369.2937527,-0.866234552,0.112822544,1.07E-14,1.23E-13
ENSG00000058272,40.19035996,0.820720069,0.32688081,0.007962563,0.019961551
ENSG00000058668,150.5041658,-1.451226263,0.179508906,2.25E-16,2.91E-15
ENSG00000058799,29.83606187,-1.958045737,0.411481443,4.28E-07,2.47E-06
ENSG00000058804,11.4417198,-2.009671617,0.681284548,0.000594686,0.002003035
ENSG00000059145,11.24267949,1.308947418,0.629918064,0.013255281,0.031101766
ENSG00000059378,42.36628461,2.545803807,0.370328977,1.09E-12,1.11E-11
ENSG00000059573,47.90258018,-1.381488091,0.311351798,3.48E-06,1.77E-05
ENSG00000059588,4.409707007,-1.976747178,1.095802651,0.010690227,0.025769018
ENSG00000059728,181.6681915,3.006813124,0.193883125,5.25E-55,2.61E-53
ENSG00000059758,49.81355162,1.293755356,0.315637325,1.74E-05,7.94E-05
ENSG00000060140,8.714000028,2.154468354,0.897865855,0.003076009,0.008677305
ENSG00000060339,152.8445586,1.358752414,0.177201218,7.26E-15,8.54E-14
ENSG00000060491,53.49605309,1.276161972,0.316104251,2.30E-05,0.000103069
ENSG00000060558,92.468148,-1.445159963,0.219438569,1.66E-11,1.54E-10
ENSG00000060982,14.37867886,5.07097705,1.069129886,1.29E-06,6.95E-06
ENSG00000061794,51.98867707,-2.098197814,0.320225064,1.20E-11,1.12E-10
ENSG00000061936,48.92241162,2.079709382,0.33503332,1.24E-10,1.06E-09
ENSG00000062038,67.68002933,-2.095444211,0.270527522,2.06E-15,2.50E-14
ENSG00000062194,102.5655613,2.236187695,0.246473844,2.40E-20,3.88E-19
ENSG00000062282,15.33173092,-2.627669722,0.599177336,1.70E-06,9.06E-06
ENSG00000062370,19.32265618,1.235520612,0.51289188,0.006497587,0.016708409
ENSG00000062485,71.51191631,-0.821538945,0.245469935,0.000543095,0.001848182
ENSG00000062582,29.61318677,-1.59208399,0.405845416,2.56E-05,0.00011356
ENSG00000062650,87.28342552,1.141421063,0.233072857,4.86E-07,2.78E-06
ENSG00000062716,114.1009218,0.990047457,0.206790577,9.89E-07,5.44E-06
ENSG00000063169,13.96922858,1.492279434,0.608581225,0.004358204,0.01178905
ENSG00000063177,345.2124507,-0.735421998,0.118679508,4.22E-10,3.42E-09
ENSG00000063241,4.670475233,-1.753793077,1.031937172,0.015766574,0.036020826
ENSG00000063244,241.3159479,1.152937141,0.14689808,2.13E-15,2.58E-14
ENSG00000063322,47.01273926,1.03832187,0.302864176,0.000328277,0.001176598
ENSG00000063854,11.76150352,-1.756284737,0.706717394,0.002972716,0.008425314
ENSG00000064102,30.85536665,-1.579718693,0.397230514,2.09E-05,9.42E-05
ENSG00000064115,65.57995048,-3.044493218,0.298903169,3.21E-25,6.71E-24
ENSG00000064195,20.78972202,-1.706027882,0.481348796,0.000100541,0.000400723
ENSG00000064199,3.45687748,-1.956650892,1.305223938,0.01881208,0.041901079
ENSG00000064300,23.90618239,9.092545495,2.585797602,1.04E-11,9.78E-11
ENSG00000064313,42.6490965,1.025349745,0.326243434,0.000912487,0.002948631
ENSG00000064393,30.31677228,0.911395406,0.376105242,0.009147518,0.022453987
ENSG00000064419,119.3170155,1.040836182,0.191749491,3.19E-08,2.11E-07
ENSG00000064490,19.71312037,-2.088103819,0.513862357,9.55E-06,4.53E-05
ENSG00000064545,12.25176709,-1.379294854,0.629535641,0.009053464,0.022260851
ENSG00000064547,38.08788028,1.480513774,0.413255688,0.000115229,0.000454264
ENSG00000064601,86.10414808,0.923430708,0.224569891,2.43E-05,0.000108421
ENSG00000064607,95.10233746,1.966479979,0.245727693,3.06E-16,3.91E-15
ENSG00000064652,12.74312877,-1.367933931,0.617889503,0.008768948,0.021645818
ENSG00000064666,78.58556928,-1.272868147,0.242062315,6.21E-08,3.99E-07
ENSG00000064932,66.69898175,1.620955846,0.295833601,1.34E-08,9.32E-08
ENSG00000064961,47.67288456,0.702827101,0.299652669,0.013954621,0.032480777
ENSG00000065000,107.0080108,1.157068654,0.222846927,1.04E-07,6.48E-07
ENSG00000065029,16.25839005,1.217311301,0.543916314,0.010270404,0.024889003
ENSG00000065060,22.62505096,1.109970775,0.460451555,0.007500668,0.018921545
ENSG00000065150,78.51779354,0.791312355,0.232127584,0.000450033,0.001558221
ENSG00000065183,12.1015135,-1.811287256,0.622069128,0.000799563,0.002623537
ENSG00000065268,32.61437571,-0.882725839,0.353188198,0.007560079,0.019051505
ENSG00000065357,55.834334,-1.329856083,0.287988574,1.60E-06,8.53E-06
ENSG00000065361,38.10399474,-1.558160155,0.351921705,3.00E-06,1.54E-05
ENSG00000065427,112.9841341,-1.578380896,0.202092711,1.89E-15,2.31E-14
ENSG00000065491,89.41753947,2.208169,0.252693939,4.91E-19,7.43E-18
ENSG00000065518,86.37087756,-1.077313291,0.234125616,2.19E-06,1.15E-05
ENSG00000065526,73.67039352,2.091692068,0.263616754,4.68E-16,5.94E-15
ENSG00000065548,257.5669256,1.134283426,0.147617601,7.95E-15,9.32E-14
ENSG00000065600,13.41493487,-1.372539559,0.57998283,0.005982789,0.015530797
ENSG00000065621,4.968242467,-1.763966844,1.025457824,0.015117834,0.034756045
ENSG00000065802,28.17514304,2.124870184,0.458220856,7.66E-07,4.27E-06
ENSG00000065809,19.6194249,3.26128352,0.601848475,9.86E-09,6.94E-08
ENSG00000065833,71.69817811,-2.059862942,0.27285267,9.38E-15,1.09E-13
ENSG00000065923,10.87983226,1.35628655,0.669196943,0.014164287,0.032905323
ENSG00000065978,380.0638002,-0.568318247,0.108909341,1.45E-07,8.90E-07
ENSG00000066027,51.43483454,-0.647561759,0.2963157,0.02201437,0.048043417
ENSG00000066084,95.99950973,1.127424988,0.214633494,7.69E-08,4.88E-07
