"","ID","MetaColumn","MetaRow","Column","Row","CLONE_ID","SPOT_ID","Reporter.Species","Reporter.BioSequence.Database.Entry..preferredName.","Repoter.Biosequence.Type","Repoter.BioSequence.PolymerType","CompositeSequence.Identifier","GeneId","CompositeSequence.Biosequence.Type","Plate.Identifier","Plate.Row","Plate.Column","LUID","Failed","Contaminated","logFC","AveExpr","t","P.Value","adj.P.Val","B","log2FC"
"32502",32502,1,10,12,4,"IMAGE:1338391","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.99677","gene","DNA","L",22,13799,0,"U","U",-0.105666666666667,-0.480785714285714,-0.484624949990917,0.634980487350489,0.722891132511563,-6.99499291098439,-0.105666666666667
"20179",20179,3,6,19,13,"IMAGE:1350688","","Homo sapiens","cDNA_clone","DNA","Experimental","114793","gene","DNA","F",6,14139,0,"U","U",-0.114333333333333,0.0555,-0.484468291680538,0.6350890410621,0.722991485685249,-6.995072131595,-0.114333333333333
"9399",9399,3,3,9,14,"IMAGE:686337","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.496222","gene","DNA","N",3,1802,0,"U","U",-0.0909999999999999,0.7615,-0.484425262855581,0.635118858669703,0.723002201350754,-6.9950938865168,-0.0909999999999999
"29147",29147,1,9,17,12,"IMAGE:814605","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","H",9,3881,0,"U","U",0.0905833333333331,-0.487928571428571,0.484343419823579,0.635175575090682,0.723021048335604,-6.99513526032715,0.0905833333333331
"26872",26872,2,8,22,26,"IMAGE:739230","","Homo sapiens","cDNA_clone","DNA","Experimental","LDB1","gene","DNA","G",20,518574,0,"U","U",-0.0720833333333333,-0.0106428571428571,-0.484318101286512,0.635193121067679,0.723021048335604,-6.99514805814345,-0.0720833333333333
"8855",8855,2,3,5,26,"IMAGE:686594","","Homo sapiens","cDNA_clone","DNA","Experimental","23012","gene","DNA","G",3,24230,0,"U","U",-0.0676666666666667,-0.09,-0.484313037067349,0.635196630644852,0.723021048335604,-6.9951506178876,-0.0676666666666667
"40241",40241,1,12,11,22,"IMAGE:2145586","","Homo sapiens","cDNA_clone","DNA","Experimental","4606","gene","DNA","D",12,541622,0,"U","U",-0.073125,-0.537714285714286,-0.484264452920716,0.635230300621105,0.723036146543772,-6.99517517375842,-0.073125
"30339",30339,2,9,9,22,"IMAGE:2107240","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","O",9,22841,0,"U","U",-0.0791666666666667,-0.433928571428571,-0.484151895601207,0.635308308734309,0.723101709016182,-6.99523205440114,-0.0791666666666667
"26435",26435,2,8,5,12,"IMAGE:730353","","Homo sapiens","cDNA_clone","DNA","Experimental","OLAH","gene","DNA","O",8,509400,0,"U","U",-0.0751666666666679,-2.87071428571429,-0.484085636015404,0.635354232183371,0.723130749998503,-6.99526553257557,-0.0751666666666679
"7372",7372,1,3,22,6,"IMAGE:298204","","Homo sapiens","cDNA_clone","DNA","Experimental","253769","gene","DNA","H",15,519148,0,"U","U",-0.0861250000000001,-0.452785714285714,-0.484011373700089,0.635405704034135,0.723144306312626,-6.99530304891568,-0.0861250000000001
"13803",13803,4,4,3,11,"IMAGE:49922","","Homo sapiens","cDNA_clone","DNA","Experimental","643580","gene","DNA","M",4,510154,0,"U","U",0.0967916666666667,-0.316642857142857,0.483989233681541,0.635421049847916,0.723144306312626,-6.99531423268129,0.0967916666666667
"36540",36540,1,11,30,18,"IMAGE:271416","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.524461","gene","DNA","H",23,28944,0,"U","U",-0.103458333333333,0.0122857142857143,-0.483980116402108,0.63542736931797,0.723144306312626,-6.99531883802188,-0.103458333333333
"23019",23019,2,7,9,18,"IMAGE:2134458","","Homo sapiens","cDNA_clone","DNA","Experimental","55588","gene","DNA","O",7,23800,0,"U","U",-0.1155,-0.6995,-0.483551347267863,0.635724595622175,0.723459326717643,-6.99553532391671,-0.1155
"23477",23477,3,7,17,3,"IMAGE:701700","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","J",7,2068,0,"U","U",-0.0752499999999998,0.3635,-0.483230654540209,0.635946944795014,0.723689118891407,-6.99569712041492,-0.0752499999999998
"20911",20911,4,6,1,8,"IMAGE:153737","","Homo sapiens","cDNA_clone","DNA","Experimental","ITGB4","gene","DNA","E",6,4155,0,"U","U",0.0755833333333322,-1.82085714285714,0.483196587695118,0.635970566837054,0.723692757875822,-6.99571430177247,0.0755833333333322
"31833",31833,4,9,3,12,"IMAGE:855624","","Homo sapiens","cDNA_clone","DNA","Experimental","Aldehyde dehydrogenase 1 family, member A1","gene","DNA","I",9,509269,0,"U","U",-0.110916666666667,-4.51328571428571,-0.483047253682971,0.636074120262885,0.72378735037332,-6.99578960341078,-0.110916666666667
"7645",7645,1,3,25,15,"IMAGE:1286460","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.574814","gene","DNA","L",3,11198,0,"U","U",-0.107208333333333,0.192428571428571,-0.482995876806667,0.636109748600013,0.723804647467703,-6.99581550497321,-0.107208333333333
"24900",24900,4,7,30,20,"IMAGE:1761925","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.524528","gene","DNA","M",19,528402,0,"U","U",-0.230791666666667,-0.494285714285714,-0.482910295895242,0.636169098481421,0.723848934410976,-6.99585864451295,-0.230791666666667
"29871",29871,2,9,21,6,"IMAGE:257111","","Homo sapiens","cDNA_clone","DNA","Experimental","3295","gene","DNA","G",9,518857,0,"U","U",-0.0849166666666668,-0.403642857142857,-0.482828501450654,0.636225824877836,0.723890233539797,-6.99589986845101,-0.0849166666666668
"24836",24836,4,7,26,18,"IMAGE:357331","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.497741","gene","DNA","M",19,26482,0,"U","U",-0.08575,-0.3885,-0.482787970901451,0.636253934651649,0.723898971406476,-6.99592029311161,-0.08575
"39224",39224,4,11,14,18,"IMAGE:504544","","Homo sapiens","cDNA_clone","DNA","Experimental","Hemopoietic cell kinase","gene","DNA","E",23,28644,0,"U","U",-0.151125000000001,-2.57164285714286,-0.482609703085729,0.636377578325964,0.72401639907603,-6.99601010833048,-0.151125000000001
"1062",1062,2,1,12,6,"IMAGE:1142321","","Homo sapiens","cDNA_clone","DNA","Experimental","Renal tumor antigen","gene","DNA","C",13,27955,0,"U","U",-0.123833333333333,-1.89957142857143,-0.48248582188832,0.636463506903478,0.724090911546345,-6.99607250345341,-0.123833333333333
"22869",22869,2,7,9,13,"IMAGE:262064","","Homo sapiens","cDNA_clone","DNA","Experimental","6809","gene","DNA","C",7,29104,0,"U","U",0.387875,1.95185714285714,0.482397392456396,0.636524848126926,0.724118200380897,-6.99611703312478,0.387875
"147",147,1,1,27,5,"IMAGE:770910","","Homo sapiens","cDNA_clone","DNA","Experimental","1999","gene","DNA","H",1,25957,0,"U","U",-0.199541666666666,2.20935714285714,-0.482363152926273,0.636548599947051,0.724118200380897,-6.99613427271512,-0.199541666666666
"11282",11282,1,4,2,17,"IMAGE:1368196","","Homo sapiens","cDNA_clone","DNA","Experimental","AKR1A1","gene","DNA","D",16,15380,0,"U","U",-0.11275,0.770428571428571,-0.482343019407876,0.636562566677744,0.724118200380897,-6.99614440938028,-0.11275
"34756",34756,3,10,16,19,"IMAGE:1355868","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","F",22,25091,0,"U","U",-0.111375,-0.171857142857143,-0.482333401988207,0.636569238384121,0.724118200380897,-6.99614925133822,-0.111375
"30316",30316,2,9,16,21,"IMAGE:1457103","","Homo sapiens","cDNA_clone","DNA","Experimental","5105","gene","DNA","O",21,26687,0,"U","U",-0.176875,-0.726428571428571,-0.482154538287957,0.636693323961765,0.724236101057375,-6.99623928448235,-0.176875
"10358",10358,4,3,8,16,"IMAGE:68609","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.116459","gene","DNA","A",15,527944,0,"U","U",0.0864583333333331,-1.05757142857143,0.481984355946945,0.636811397338954,0.724347155529875,-6.99632491771838,0.0864583333333331
"13835",13835,4,4,5,12,"IMAGE:70093","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","M",4,509386,0,"U","U",-0.0987083333333332,-0.750928571428571,-0.481948953361006,0.636835961112588,0.724351842902617,-6.99634272809456,-0.0987083333333332
"33171",33171,1,10,21,26,"IMAGE:250822","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.593514","gene","DNA","H",10,518665,0,"U","U",-0.0776666666666667,0.347214285714286,-0.481804125902536,0.636936452959115,0.724435614161172,-6.99641557486666,-0.0776666666666667
"13234",13234,3,4,4,22,"IMAGE:2108916","","Homo sapiens","cDNA_clone","DNA","Experimental","PRKC, apoptosis, WT1, regulator","gene","DNA","B",16,23048,0,"U","U",0.133916666666667,0.230142857142857,0.481783880026077,0.636950501610848,0.724435614161172,-6.99642575665085,0.133916666666667
"35171",35171,4,10,11,3,"IMAGE:684676","","Homo sapiens","cDNA_clone","DNA","Experimental","T-cell activation GTPase activating protein","gene","DNA","M",10,269,0,"U","U",-0.0669583333333332,-0.632071428571429,-0.481731449466537,0.636986883943887,0.724453739649615,-6.99645212239605,-0.0669583333333332
"19458",19458,2,6,18,19,"IMAGE:1334419","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","K",18,25029,0,"U","U",-0.077291666666667,-0.7145,-0.481241320969873,0.637327037974666,0.724817336518049,-6.99669845870384,-0.077291666666667
"30822",30822,3,9,12,8,"IMAGE:1234365","","Homo sapiens","cDNA_clone","DNA","Experimental","Solute carrier family 24 (sodium/potassium/calcium exchanger), member 1","gene","DNA","J",21,10043,0,"U","U",-0.0818333333333333,-0.129571428571429,-0.48118399667034,0.637366827114577,0.724839322949924,-6.99672725375586,-0.0818333333333333
"27647",27647,3,8,17,22,"IMAGE:2274272","","Homo sapiens","cDNA_clone","DNA","Experimental","Zinc finger protein 506","gene","DNA","N",8,541680,0,"U","U",-0.0817916666666666,0.0595714285714286,-0.48095730210311,0.637524188469229,0.724977637224684,-6.99684109404318,-0.0817916666666666
"17223",17223,4,5,3,5,"IMAGE:62340","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.8429","gene","DNA","E",5,511163,0,"U","U",0.0658750000000002,0.301357142857143,0.480943140038751,0.637534019747107,0.724977637224684,-6.99684820414868,0.0658750000000002
"27419",27419,3,8,29,14,"IMAGE:1500269","","Homo sapiens","cDNA_clone","DNA","Experimental","SLC35E4","gene","DNA","F",8,525564,0,"U","U",-0.098625,0.0398571428571429,-0.48092036339377,0.637549831397882,0.724977637224684,-6.99685963880376,-0.098625
"12666",12666,3,4,6,3,"IMAGE:685576","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.521338","gene","DNA","B",16,392,0,"U","U",-0.0772499999999999,-0.796857142857143,-0.480881259201264,0.637576978131008,0.724985240079459,-6.99687926922216,-0.0772499999999999
"334",334,1,1,4,12,"IMAGE:147050","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.196384","gene","DNA","L",13,509571,0,"U","U",-0.276583333333334,1.23121428571429,-0.4808283620781,0.637613700982721,0.725003013722777,-6.99690582126984,-0.276583333333334
"8",8,1,1,8,1,"IMAGE:827010","","Homo sapiens","cDNA_clone","DNA","Experimental","148867","gene","DNA","P",13,3259,0,"U","U",0.0922916666666667,1.23542857142857,0.480774827768296,0.637650867188743,0.725003013722777,-6.99693269027488,0.0922916666666667
"39651",39651,1,12,21,2,"IMAGE:1356313","","Homo sapiens","cDNA_clone","DNA","Experimental","2,4-dienoyl CoA reductase 1, mitochondrial","gene","DNA","H",12,14730,0,"U","U",0.191208333333333,-0.503428571428571,0.480770325988605,0.637653992596072,0.725003013722777,-6.99693494959728,0.191208333333333
"35703",35703,4,10,3,21,"IMAGE:1309072","","Homo sapiens","cDNA_clone","DNA","Experimental","CHD1","gene","DNA","E",10,12701,0,"U","U",-0.0960833333333333,1.11907142857143,-0.480585476763666,0.637782332228563,0.725125665902605,-6.99702770275394,-0.0960833333333333
"7969",7969,1,3,19,26,"IMAGE:267202","","Homo sapiens","cDNA_clone","DNA","Experimental","58499","gene","DNA","D",3,518734,0,"U","U",-0.126166666666667,-0.432071428571429,-0.480542696829743,0.637812035769872,0.725136169653914,-6.99704916382967,-0.126166666666667
"38236",38236,3,11,16,15,"IMAGE:824976","","Homo sapiens","cDNA_clone","DNA","Experimental","Muscleblind-like (Drosophila)","gene","DNA","F",23,3012,0,"U","U",-0.0813333333333333,0.541642857142857,-0.480472604723615,0.637860704454189,0.725168233738419,-6.99708432238708,-0.0813333333333333
"35588",35588,4,10,8,17,"IMAGE:1372994","","Homo sapiens","cDNA_clone","DNA","Experimental","TLE4","gene","DNA","M",22,15251,0,"U","U",0.0974166666666667,-0.44,0.480287393340491,0.63798931487463,0.725280489984648,-6.99717720143636,0.0974166666666667
"30733",30733,3,9,13,5,"IMAGE:2251833","","Homo sapiens","cDNA_clone","DNA","Experimental","Microseminoprotein, beta-","gene","DNA","J",9,531829,0,"U","U",0.102833333333333,-0.477928571428571,0.480271454110379,0.638000383606567,0.725280489984648,-6.9971851929543,0.102833333333333
"15645",15645,2,5,15,12,"IMAGE:825360","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.421576","gene","DNA","C",5,3087,0,"U","U",0.130416666666667,0.615142857142857,0.480003166524346,0.638186704796606,0.725469025058009,-6.99731966683196,0.130416666666667
"934",934,2,1,4,2,"IMAGE:1300016","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","C",13,11635,0,"U","U",-0.0874166666666667,0.00728571428571429,-0.479941711493911,0.63822938782544,0.725494270277464,-6.99735045970428,-0.0874166666666667
"19918",19918,3,6,28,4,"IMAGE:34560","","Homo sapiens","cDNA_clone","DNA","Experimental","FLJ30707","gene","DNA","J",18,509849,0,"U","U",0.144666666666667,-0.0085,0.479833527756269,0.638304529064232,0.725556408903277,-6.9974046573398,0.144666666666667
"35014",35014,3,10,4,28,"","B10R_41_a","Variola virus","ss_oligo","DNA","Experimental","","","","J",22,31100,0,"U","U",0.154166666666667,-1.20592857142857,0.479591924892374,0.638472354097257,0.725723893200144,-6.99752565221409,0.154166666666667
"42652",42652,4,12,22,12,"IMAGE:703879","","Homo sapiens","cDNA_clone","DNA","Experimental","EDEM1","gene","DNA","M",24,3636,0,"U","U",0.190166666666667,0.2465,0.479425861102972,0.638587719137646,0.725831739661392,-6.99760878281245,0.190166666666667
"32866",32866,1,10,16,16,"IMAGE:263200","","Homo sapiens","cDNA_clone","DNA","Experimental","DCBLD2","gene","DNA","D",22,501751,0,"U","U",0.0968750000000005,1.72014285714286,0.479388309108443,0.638613807965356,0.725838109306703,-6.99762757726029,0.0968750000000005
"33095",33095,1,10,5,24,"IMAGE:1333723","","Homo sapiens","cDNA_clone","DNA","Experimental","MAP3K7IP2","gene","DNA","P",10,13337,0,"U","U",0.093375,0.0176428571428571,0.4791628954609,0.638770421944804,0.725992826557937,-6.99774036484045,0.093375
"29155",29155,1,9,25,12,"IMAGE:1737122","","Homo sapiens","cDNA_clone","DNA","Experimental","ADAM metallopeptidase domain 29","gene","DNA","H",9,600905,0,"U","U",0.0654583333333333,-0.296571428571429,0.479073777659413,0.63883234454381,0.726025611779476,-6.99778494148318,0.0654583333333333
"9035",9035,3,3,5,2,"IMAGE:1303712","","Homo sapiens","cDNA_clone","DNA","Experimental","SELT","gene","DNA","F",3,12122,0,"U","U",0.0915000000000001,0.102714285714286,0.479062402769218,0.638840248470649,0.726025611779476,-6.99779063061435,0.0915000000000001
"29362",29362,1,9,22,19,"","*mitoch. cont. IMAGE:814893","Homo sapiens","cDNA_clone","DNA","Experimental","","","","D",21,531223,0,"Y","U",-0.167791666666667,0.278714285714286,-0.478954417916464,0.638915284800953,0.726066281930061,-6.99784463252411,-0.167791666666667
"38479",38479,3,11,19,23,"IMAGE:1507723","","Homo sapiens","cDNA_clone","DNA","Experimental","ARHGAP22","gene","DNA","N",11,521006,0,"U","U",-0.103208333333333,0.953142857142857,-0.478951924883353,0.638917017203717,0.726066281930061,-6.99784587912021,-0.103208333333333
"1043",1043,2,1,23,5,"","LCP:101","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.445757","gene","DNA","O",1,4117,0,"U","U",-0.155625,-0.644071428571429,-0.478729501873883,0.639071587170136,0.726218644309016,-6.99795707240404,-0.155625
"13080",13080,3,4,30,16,"IMAGE:2116521","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.371889","gene","DNA","N",16,23216,0,"U","U",-0.147333333333333,0.920857142857143,-0.478376593767244,0.639316871543628,0.726474078295343,-6.99813339478536,-0.147333333333333
"24593",24593,4,7,23,10,"IMAGE:2112820","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.534305","gene","DNA","I",7,531732,0,"U","U",-0.0962083333333335,-0.658857142857143,-0.478011390523617,0.639570747320716,0.726739258243753,-6.99831572740694,-0.0962083333333335
"23700",23700,3,7,30,10,"IMAGE:80707","","Homo sapiens","cDNA_clone","DNA","Experimental","SPAG7","gene","DNA","F",19,510306,0,"U","U",0.0829583333333336,0.404428571428571,0.477783263841921,0.639729356183881,0.726896173603882,-6.99842955420135,0.0829583333333336
"35189",35189,4,10,29,3,"IMAGE:2072425","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","A",10,22469,0,"U","U",0.0766666666666666,-0.104142857142857,0.477546426766351,0.639894040316192,0.727059981738773,-6.99854767141702,0.0766666666666666
"39166",39166,4,11,16,16,"IMAGE:725677","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.445402","gene","DNA","A",23,501548,0,"U","U",-0.129708333333332,-2.59071428571429,-0.477435389614254,0.639971256493197,0.727124399773086,-6.99860302916923,-0.129708333333332
"2199",2199,3,1,9,14,"IMAGE:686334","","Homo sapiens","cDNA_clone","DNA","Experimental","Chromosome 13 open reading frame 3","gene","DNA","N",1,1801,0,"U","U",-0.101958333333333,-0.0200714285714286,-0.477252655000133,0.640098341058933,0.727245471470202,-6.99869410463114,-0.101958333333333
"4537",4537,2,2,7,2,"IMAGE:1301246","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.592017","gene","DNA","K",2,11773,0,"U","U",0.159166666666667,-0.299785714285714,0.477014086634074,0.640264273281591,0.727398109050379,-6.99881295691308,0.159166666666667
"6301",6301,4,2,1,1,"IMAGE:712255","","Homo sapiens","cDNA_clone","DNA","Experimental","RAP2C","gene","DNA","A",2,1153,0,"U","U",-0.28075,-1.03607142857143,-0.476985710448441,0.640284011182112,0.727398109050379,-6.99882708979905,-0.28075
"14811",14811,1,5,21,14,"IMAGE:297107","","Homo sapiens","cDNA_clone","DNA","Experimental","Phospholipase A2, group XIIB","gene","DNA","H",5,503399,0,"U","U",0.130958333333333,-1.5845,0.476970955839808,0.640294274300266,0.727398109050379,-6.99883443807558,0.130958333333333
"30859",30859,3,9,19,9,"IMAGE:842861","","Homo sapiens","cDNA_clone","DNA","Experimental","10236","gene","DNA","F",9,510685,0,"U","U",-0.126125,0.235571428571429,-0.47692783755693,0.640324267264629,0.727406137294125,-6.998855911124,-0.126125
"22169",22169,1,7,29,19,"IMAGE:1670883","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.591104","gene","DNA","D",7,22096,0,"U","U",-0.103666666666667,-1.33692857142857,-0.476901771151373,0.640342399302299,0.727406137294125,-6.99886889136771,-0.103666666666667
"12190",12190,2,4,10,17,"IMAGE:285460","","Homo sapiens","cDNA_clone","DNA","Experimental","COL11A2","gene","DNA","C",16,508468,0,"U","U",0.0779166666666667,0.311142857142857,0.476843269007501,0.640383094808079,0.727423229572077,-6.99889802107608,0.0779166666666667
"8166",8166,2,3,6,3,"IMAGE:683442","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","C",15,116,0,"U","U",-0.137583333333333,-0.357714285714286,-0.476821116591092,0.640398504876002,0.727423229572077,-6.99890905042417,-0.137583333333333
"27442",27442,3,8,22,15,"IMAGE:1284518","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","B",20,11050,0,"U","U",-0.112500000000001,-0.678714285714286,-0.476759667887494,0.640441251839349,0.727448465344563,-6.99893964218949,-0.112500000000001
"27529",27529,3,8,19,18,"IMAGE:72465","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","B",8,26308,0,"U","U",-0.0772083333333334,-0.332714285714286,-0.476602305119927,0.640550727691913,0.727549491419014,-6.99901796660158,-0.0772083333333334
"14594",14594,1,5,14,7,"IMAGE:1640581","","Homo sapiens","cDNA_clone","DNA","Experimental","**Dopey family member 1","gene","DNA","D",17,531605,0,"U","U",-0.0833749999999996,0.837142857142857,-0.476432449138545,0.640668904644981,0.727660393572639,-6.99910248113879,-0.0833749999999996
"11852",11852,2,4,2,6,"IMAGE:713301","","Homo sapiens","cDNA_clone","DNA","Experimental","PLCXD1","gene","DNA","O",16,24860,0,"U","U",-0.20625,-0.717142857142857,-0.476295897626242,0.640763917370445,0.727744979940604,-6.99917040332392,-0.20625
"18453",18453,1,6,3,16,"IMAGE:1272118","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.89499","gene","DNA","L",6,10719,0,"U","U",0.106625,-1.93642857142857,0.476226113287495,0.640812475914907,0.727776802432542,-6.99920510751071,0.106625
"24672",24672,4,7,12,13,"IMAGE:525545","","Homo sapiens","cDNA_clone","DNA","Experimental","Phospholipase A2, group IVB (cytosolic)","gene","DNA","E",19,29122,0,"U","U",-0.194333333333331,2.17071428571429,-0.476123149733955,0.640884124891442,0.727834846066617,-6.99925630292142,-0.194333333333331
"28057",28057,4,8,7,6,"IMAGE:40159","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.4285","gene","DNA","I",8,522036,0,"U","U",0.0618749999999999,-0.464357142857143,0.475852296303093,0.641072620582527,0.728003478569222,-6.99939092505916,0.0618749999999999
"20372",20372,3,6,2,20,"IMAGE:1354068","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.596669","gene","DNA","F",18,21537,0,"U","U",-0.0845000000000002,-1.36221428571429,-0.475850740252909,0.641073703562127,0.728003478569222,-6.99939169824731,-0.0845000000000002
"9474",9474,3,3,24,16,"IMAGE:2116750","","Homo sapiens","cDNA_clone","DNA","Experimental","FUBP1","gene","DNA","B",15,23240,0,"U","U",-0.0939166666666666,-0.183,-0.475666607009039,0.64120186254314,0.728125680078553,-6.99948317518157,-0.0939166666666666
"13176",13176,3,4,6,20,"IMAGE:1367323","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.189782","gene","DNA","N",16,21584,0,"U","U",0.130166666666667,-0.290214285714286,0.47552548470211,0.641300093374948,0.728213889519117,-6.99955326114545,0.130166666666667
"30307",30307,2,9,7,21,"IMAGE:1308880","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","O",9,12665,0,"U","U",0.0812916666666661,-1.24378571428571,0.475434976734044,0.641363096792827,0.72826209289089,-6.99959819975254,0.0812916666666661
"34015",34015,2,10,25,24,"IMAGE:1185034","","Homo sapiens","cDNA_clone","DNA","Experimental","64105","gene","DNA","G",10,9833,0,"U","U",-0.138291666666667,-0.306142857142857,-0.475327902972299,0.641437635489774,0.728307912887025,-6.99965135281856,-0.138291666666667
"13054",13054,3,4,4,16,"IMAGE:1272064","","Homo sapiens","cDNA_clone","DNA","Experimental","KIF18A","gene","DNA","J",16,10712,0,"U","U",-0.128666666666667,-0.434642857142857,-0.4753179586155,0.641444558390917,0.728307912887025,-6.99965628876125,-0.128666666666667
"40902",40902,2,12,12,14,"IMAGE:1270378","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.634698","gene","DNA","C",24,20472,0,"U","U",-0.0680416666666668,-0.274285714285714,-0.475033703855948,0.641642460803679,0.728509270496564,-6.99979733800679,-0.0680416666666668
"23870",23870,3,7,20,16,"IMAGE:773188","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.37288","gene","DNA","J",19,501882,0,"U","U",-0.0619999999999998,0.396428571428571,-0.474844649051675,0.641774099139814,0.728635382576212,-6.99989110303365,-0.0619999999999998
"15160",15160,1,5,10,26,"IMAGE:1357586","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.375957","gene","DNA","P",17,24669,0,"U","U",-0.0789583333333335,-1.17021428571429,-0.47481297882687,0.64179615224444,0.728637073453291,-6.99990680689335,-0.0789583333333335
"22367",22367,1,7,17,26,"IMAGE:1968825","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","P",7,24184,0,"U","U",-0.182916666666667,-0.278642857142857,-0.474566173559791,0.641968023477137,0.728808848670834,-7.00002915186639,-0.182916666666667
"9909",9909,4,3,9,1,"IMAGE:1240616","","Homo sapiens","cDNA_clone","DNA","Experimental","CARD11","gene","DNA","A",3,15650,0,"U","U",-0.0962499999999999,0.0345,-0.47427361270898,0.642171785574558,0.728997340481141,-7.00017409862251,-0.0962499999999999
"23833",23833,3,7,13,15,"IMAGE:824833","","Homo sapiens","cDNA_clone","DNA","Experimental","WWP1","gene","DNA","B",7,2980,0,"U","U",-0.076,0.101428571428571,-0.474268705514112,0.642175203579654,0.728997340481141,-7.00017652911057,-0.076
"38762",38762,4,11,2,3,"IMAGE:2115602","","Homo sapiens","cDNA_clone","DNA","Experimental","9015","gene","DNA","I",23,531740,0,"U","U",0.117125,-0.109428571428571,0.47400372928067,0.642359779709538,0.729180559853988,-7.00030773315389,0.117125
"34702",34702,3,10,22,17,"IMAGE:1372915","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.438823","gene","DNA","J",22,15611,0,"U","U",-0.0948333333333338,-1.45214285714286,-0.473977918535055,0.642377760162623,0.729180559853988,-7.00032050964597,-0.0948333333333338
"30473",30473,2,9,23,26,"IMAGE:397268","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.594677","gene","DNA","K",9,518497,0,"U","U",-0.0935833333333334,-0.674857142857143,-0.473916322340396,0.642420670647309,0.729205907965341,-7.00035099744781,-0.0935833333333334
"20229",20229,3,6,9,15,"IMAGE:202706","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","J",6,502931,0,"U","U",-0.0881666666666667,-0.0307857142857143,-0.473877146457302,0.642447962890586,0.729213526895671,-7.00037038603798,-0.0881666666666667
"17420",17420,4,5,20,11,"IMAGE:429029","","Homo sapiens","cDNA_clone","DNA","Experimental","Hs.533308","gene","DNA","M",17,28305,0,"U","U",-0.0818333333333336,-0.810571428571429,-0.473687283459253,0.642580240258912,0.72934030537171,-7.00046432936585,-0.0818333333333336
"12445",12445,2,4,25,25,"IMAGE:684899","","Homo sapiens","cDNA_clone","DNA","Experimental","","","","C",4,302,0,"U","U",0.196666666666667,-0.625214285714286,0.473530446006396,0.642689518194245,0.729440971785665,-7.00054190426081,0.196666666666667
"9208",9208,3,3,28,7,"IMAGE:815000","","Homo sapiens","cDNA_clone","DNA","Experimental","INCENP","gene","DNA","N",15,2672,0,"U","U",0.119791666666666,-0.542785714285714,0.473418986280273,0.642767183968142,0.729505753668904,-7.00059701928782,0.119791666666666
"32647",32647,1,10,7,9,"IMAGE:270505","","Homo sapiens","cDNA_clone","DNA","Experimental","4323","gene","DNA","P",10,509017,0,"U","U",-0.139416666666666,1.0665,-0.473201554394131,0.642918704147677,0.729648602972913,-7.00070449959928,-0.139416666666666
"32684",32684,1,10,14,10,"IMAGE:971330","","Homo sapiens","cDNA_clone","DNA","Experimental","**V-maf musculoaponeurotic fibrosarcoma oncogene homolog (avian)","gene","DNA","H",22,27887,0,"U","U",0.122875000000001,-4.27521428571429,0.473179271608599,0.642934233116594,0.729648602972913,-7.00071551165619,0.122875000000001
"27446",27446,3,8,26,15,"IMAGE:1285561","","Homo sapiens","cDNA_clone","DNA","Experimental","57724","gene","DNA","J",20,11098,0,"U","U",0.0796666666666667,0.0831428571428571,0.473081944771314,0.643002062625127,0.729702209428823,-7.0007636042631,0.0796666666666667
