"","GSM283173","GSM283177","GSM283187","GSM283189","GSM283192","GSM283196","GSM283203","GSM283222","GSM283225","GSM283230","GSM283252","GSM283255","GSM283258","GSM283277","GSM283278","GSM283280","GSM283378","GSM283396","GSM283397","GSM283398","GSM283400","GSM283401","GSM283403","GSM283405"
"41427",-2.0085072923545,-1.03334672538989,-1.29607202377113,-0.606122253697868,-0.911451654519313,-1.29843891835114,-1.10435356279023,-0.772988321588658,-0.163512967235774,-0.567068493127683,-0.177714334715841,-0.254638408566205,0.804546915988807,0.138266091715654,0.177319852285839,0.167852273965794,0.748924893358544,1.13946249906039,1.44479189988184,1.35603335313142,1.29212719947111,0.902773041059272,0.885021331709188,1.13709560448038
"16453",-1.59693976740276,-0.348051771057763,-0.766831636180609,-0.8234637887595,-1.10811487145866,-1.07830847536451,-0.218393948048198,-0.902450738409004,-0.720631722234673,-0.514967589185019,-0.31228409574478,-0.771302595594732,-0.500064391137942,-0.0470071705068201,0.0170765810956084,-0.21094234902466,1.23466786154175,1.19144858720523,1.10202939892277,1.50739638580325,1.17803570896286,0.353888856959535,1.15270027228283,2.18251125733581
"23650",-0.470571809633749,-0.871929079275114,-0.99033382693504,-0.689098218917876,-0.665591394014803,-0.600294658172932,-1.15662284754567,-0.992945696368715,0.0387427299328433,-1.2854750729403,-0.584623441570883,-0.257269139216971,-0.634248960810705,0.407886943225553,-0.202419881109799,-0.877152818142464,1.10960919773952,0.742206230735931,1.41171542890125,1.4961658739234,0.578529079558975,0.820562313746176,1.49964836650163,2.17351068038974
"9069",-1.13930236696962,-0.896691733464751,-0.864595385063328,-1.19499897154856,-1.02696514756464,-1.01658103484654,-0.714497755774321,-0.992036768421919,-0.636144905264966,-0.44545483535063,-0.606880587604845,0.625996795108633,-0.337837667181153,0.632604866838338,-0.278365021613811,-0.253820755189193,0.842175141694687,0.809134783046164,1.26037168116029,1.65591197469547,0.331465598013224,0.754382188714325,1.17635476916833,2.31577513741884
"12302",-1.35102262476804,-0.352035164450029,0.0114852724990266,-1.20302448249871,-1.19099963343932,-0.750705160188051,-1.03190163049979,-0.534257877119148,-0.672081147107467,-0.46303377115203,-1.11515058552629,-0.304860756601678,-0.747930195020501,0.307481557037697,0.425880070853166,-0.757180078912335,1.58581551088908,1.28149433084776,1.00769776764949,1.50441653264095,0.760725867737537,0.874499439607089,0.912423963563606,1.80226279395799
"36236",-0.704351169225137,-1.05556399936911,-0.728612581833766,0.363150985554568,0.121692164830587,-0.409748301834634,-1.29124629328151,-1.12026109965879,-0.0816415789369762,-0.909995523717331,-0.554161472124096,-1.35363278284656,-0.772514185601763,-0.382020973139057,-0.905374302268068,-0.124387877342657,1.65709299134815,1.00896668308904,1.20883451076966,1.64900585381194,1.2931718022187,0.953512025697888,0.709742594249277,1.42834252960964
"12391",-0.889914967929823,-0.503812608477185,-0.838307226814867,-0.842130022453012,-0.582179919059156,-0.815370452985997,-0.991219052340664,-0.855509807186519,-0.521015188848837,-0.383394545875619,-0.123444442481764,-1.18618162988606,-0.886092172291679,0.197670391122411,-0.377660352418402,-0.331786804760663,0.910621777636442,0.713747802271978,0.706102210995688,1.57961101431181,0.774912532482297,1.23173661124062,1.55858563830201,2.455031215447
"36254",-1.60811461602874,-1.71843786743805,-0.575804192127352,-0.297369319522908,-0.981636152668736,0.12028298938376,-0.630965817832006,-1.42424253034656,-0.483868149286262,-0.6821873274149,0.273947518132439,-0.578430936208526,-0.322323388294061,0.0138998540962124,-0.255341414224123,-0.391932106445172,1.24584282816682,0.646945177659148,1.56893235015122,1.56367886198888,1.32070503448028,1.06853760268758,0.766462033352566,1.36141956773848
"36029",-1.02447131889578,-0.93951410353569,-1.16577770770899,-0.468781777611925,-1.15970933518327,-0.0648015494710891,-1.46486178219094,-1.49607055518036,-0.625692552919847,-0.687243188537871,0.510826930111562,-0.396828217664094,0.100778329445005,0.650399498203138,-0.345680506375877,-0.551138261889564,1.26243821294011,1.16707807325022,0.405930776452675,1.54938554237062,1.17314644577594,1.08125394752931,0.769166217635101,1.72016688345162
"37829",-1.86423629159043,-1.41454190876063,-0.577059123074996,-0.86322827578487,-1.31993088276267,-0.596915758160987,-1.21947966997471,-0.844539678056878,-0.716055568676934,-0.36214024920309,-0.390173145795078,0.668068700552456,0.219542355080653,0.578129823986495,0.0828819841947135,0.210198056216657,0.990447011360313,0.568785525122499,0.655220289614461,1.14462794261625,0.873643275560365,1.16915672713423,0.881819537066361,2.12577932333581
