,,,,,RNA-Seq,,,,,,,,,,,,,,Microarray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UP,,,,,,,,,,,,DOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kera,,,,,,,Colon,,,,,,,,Entrenz,,,,,,,,Gene Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Fibroblast,,,Monocyte,,,,,Fibroblast,,,,,Monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clade IIa,,Clade IIb,,Clade I,,,Clade IIa,,Clade IIb,,Clade I,,,,Zaire,,,Zaire,,,,Zaire,,,,,Zaire,,,,,,,,Keratinocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UP,,,,,,,,,,,DOWN,,,
UP,Down,UP,Down,UP,Down,,UP,Down,UP,Down,UP,Down,,,UP,Down,,UP,Down,,,,UP,,Down,,,UP,,Down,,,,,1510,,"396 elements included exclusively in ""clade IIb"":",,"19 common elements in ""clade IIa"", ""clade IIb"", ""clade I"" and ""Zaire"":",,"11 common elements in ""clade IIa"", ""clade I"" and ""Zaire"":",,,,,,"402 elements included exclusively in ""clade IIb"":",,,"8 common elements in ""clade IIa"", ""clade IIb"", ""clade I"" and ""Zaire"":",,,"3 common elements in ""clade IIa"", ""clade I"" and ""Zaire"":",,,,,,,,402+5,,,,,,,,,,,,,,,,,,,,,,,
DOT1L,RPA3,DLX2,IL1A,USP42,FBXL4,,,,,,,,,,19732,,,,,,,,,,,,,,,,,,,,THAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL163051.1,,,,,,,,,,,,,,,
SF3A2,BLVRA,SLC1A4,NCL,PLOD3,ACOT13,,,,,,,,,,11807,,,,,,,,,,,,,,,,,,,,DNAJB1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC007066.2,,,,,,,,,,,,,,,
AMH,POLD2,ATF2,ITGB6,CLDN15,RPS12,,,,,,,,,,1688,,,,,,,,,,,,,,,,,,,,ZSWIM4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC005674.2,,,,,,,,,,,,,,,
OAZ1,NMRK1,AAK1,REEP6,EZH2,PEX7,,,,,,,,,,41331,,,,,,,,,,,,,,,,,,,,ARFIP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC092120.1,,,,,,,,,,,,,,,
DMPK,TMEM245,C2orf42,IFIH1,ANKMY2,FIG4,,,,,,,,,,16635,,,,,,,,,,,,,,,,,,,,PER2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC007406.5,,,,,,,,,,,,,,,
TBC1D17,TRIM14,ARID3A,RPS15,URGCP,PERP,,,,,,,,,,14470,,,,,,,,,,,,,,,,,,,,KDM6B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC004771.3,,,,,,,,,,,,,,,
CCDC130,CORO2A,BCL9,SPTBN1,AEBP1,CCND3,,,,,,,,,,19142,,,,,,,,,,,,,,,,,,,,KHDC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC01569,,,,,,,,,,,,,,,
PTOV1,PTGR1,CACYBP,POLE4,YKT6,PPP2R5D,,,,,,,,,,15358,,,,,,,,,,,,,,,,,,,,RBM38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC004771.5,,,,,,,,,,,,,,,
NOVA2,PLGRKT,LRRC42,LANCL1,CLIP2,MRPL2,,,,,,,,,,2585,,,,,,,,,,,,,,,,,,,,OSER1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC015727.1,,,,,,,,,,,,,,,
SGTA,KANK1,PHF13,EFEMP1,KDM4C,DNPH1,,,,,,,,,,10686,,,,,,,,,,,,,,,,,,,,CASP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC005154.3,,,,,,,,,,,,,,,
TIMM44,CA9,ASH1L,FN1,TESK1,EXOC2,,,,,,,,,,42190,,,,,,,,,,,,,,,,,,,,ZMYM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC090772.1,,,,,,,,,,,,,,,
PPP6R1,TYRP1,SFPQ,STAT1,FUBP3,SLC29A1,,,,,,,,,,16989,,,,,,,,,,,,,,,,,,,,SLC41A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC005726.5,,,,,,,,,,,,,,,
MED26,DDX58,ARHGEF2,CHMP3,MPDZ,NUDT12,,,,,,,,,,34132,,,,,,,,,,,,,,,,,,,,WDR74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC093484.3,,,,,,,,,,,,,,,
AURKC,EDF1,DLEU2L,PPP1R7,NPDC1,MRPS27,,,,,,,,,,42226,,,,,,,,,,,,,,,,,,,,MED10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC008735.1,,,,,,,,,,,,,,,
DYRK1B,PDLIM1,CTH,SDC1,SETX,SPARC,,,,,,,,,,11628,,,,,,,,,,,,,,,,,,,,ATP13A3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC092068.1,,,,,,,,,,,,,,,
CNTD2,VSIR,RRAGC,RND3,ZFAND5,POLR3G,,,,,,,,,,36002,,,,,,,,,,,,,,,,,,,,ARNTL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LINC01764,,,,,,,,,,,,,,,
PRX,LIPA,RLF,PCYOX1,HPS1,RAD50,,,,,,,,,,36557,,,,,,,,,,,,,,,,,,,,RRAS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC011477.2,,,,,,,,,,,,,,,
PIAS4,NPM3,AKT3,EPHA4,MAPK8,C5orf15,,,,,,,,,,37305,,,,,,,,,,,,,,,,,,,,ZFC3H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MZF1-AS1,,,,,,,,,,,,,,,
NUMBL,CUEDC2,KIF17,FARSB,SFXN3,TXNDC15,,,,,,,,,,28731,,,,,,,,,,,,,,,,,,,,NUMB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ARL14EPL,,,,,,,,,,,,,,,
YJU2,ACBD5,PRPF3,DHCR24,GBF1,ERGIC1,,,,,,,,,,31511,,,,,,,,,,,,,,,,,,,,PRPF38B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC022150.2,,,,,,,,,,,,,,,
PRKD2,LHPP,SLC2A1,SCP2,ARHGAP21,ATP6V0E1,,,,,,,,,,28867,,,,,,,,,,,,,,,,,,,,FKBP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC024075.2,,,,,,,,,,,,,,,
CACTIN,SH3PXD2A,FAAH,TMEM59,LARP4B,EHHADH,,,,,,,,,,18927,,,,,,,,,,,,,,,,,,,,LPIN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC007292.3,,,,,,,,,,,,,,,
CCDC9,STN1,TMED5,ICMT,PITRM1,TIMMDC1,,,,,,,,,,829,,,,,,,,,,,,,,,,,,,,IL6ST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL606834.1,,,,,,,,,,,,,,,
FZR1,CCDC6,CNN3,RPL22,UBE2S,BCL6,,,,,,,,,,30602,,,,,,,,,,,,,,,,,,,,PUM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC009108.3,,,,,,,,,,,,,,,
BBC3,RPL28,PTBP2,PARK7,PPIF,CLDN16,,,,,,,,,,12454,,,,,,,,,,,,,,,,,,,,DHX34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL021878.2,,,,,,,,,,,,,,,
TGFB1,CYP2C18,SYF2,MECR,PBLD,FAM162A,,,,,,,,,,33989,,,,,,,,,,,,,,,,,,,,ETS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC027020.2,,,,,,,,,,,,,,,
CD79A,RPL19,RSRP1,ATP5PB,NUFIP2,PRKAR2A,,,,,,,,,,18785,,,,,,,,,,,,,,,,,,,,CEMIP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL158163.1,,,,,,,,,,,,,,,
ICAM5,RAPGEFL1,KMT2A,LAMTOR2,WNT3,GNAI2,,,,,,,,,,34215,,,,,,,,,,,,,,,,,,,,MSI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCL5,,,,,,,,,,,,,,,
TYK2,PNPO,SLC8A2,SRM,KRT37,UMPS,,,,,,,,,,23531,,,,,,,,,,,,,,,,,,,,DMTF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC018638.7,,,,,,,,,,,,,,,
MEIS3,CBX1,KPTN,C1orf21,INTS2,UPK1B,,,,,,,,,,39492,,,,,,,,,,,,,,,,,,,,KCP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC026740.1,,,,,,,,,,,,,,,
CYTH2,GALK1,USP35,NCF2,CAMTA2,MRPL3,,,,,,,,,,4428,,,,,,,,,,,,,,,,,,,,PHF21A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC013472.3,,,,,,,,,,,,,,,
GRWD1,RNF167,PLAGL1,PLA2G4A,MED13,MAPKAPK3,,,,,,,,,,40905,,,,,,,,,,,,,,,,,,,,ITGA7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL512413.1,,,,,,,,,,,,,,,
ZNF175,SLC25A11,FBXO30,WLS,ENO3,AADAC,,,,,,,,,,41415,,,,,,,,,,,,,,,,,,,,ESPL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC008906.2,,,,,,,,,,,,,,,
PLA2G4C,C1QBP,ZNF430,RGS2,RASD1,ABHD14B,,,,,,,,,,4432,,,,,,,,,,,,,,,,,,,,MICAL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC137630.3,,,,,,,,,,,,,,,
TMEM205,SMARCD2,TGIF2,MRPS15,AKAP10,SPCS1,,,,,,,,,,40387,,,,,,,,,,,,,,,,,,,,STX11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL596325.2,,,,,,,,,,,,,,,
PLPPR2,HSD17B1,STBD1,MYCL,DDX5,EEF1B2,,,,,,,,,,27142,,,,,,,,,,,,,,,,,,,,SLC9A5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GAS6-DT,,,,,,,,,,,,,,,
FAM83E,MLX,KLF12,SIPA1L2,CYTH1,DGUOK,,,,,,,,,,40427,,,,,,,,,,,,,,,,,,,,RC3H1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC004982.2,,,,,,,,,,,,,,,
BCAT2,VAT1,SATB2,ADGRL2,PSMD11,ITGB6,,,,,,,,,,12050,,,,,,,,,,,,,,,,,,,,SERPINE2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC005046.1,,,,,,,,,,,,,,,
MIER2,EFTUD2,UBE2B,GBP3,EZH1,SNX17,,,,,,,,,,5329,,,,,,,,,,,,,,,,,,,,SLC41A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL359921.2,,,,,,,,,,,,,,,
PLEKHA4,DHRS7B,CTNNAL1,GBP1,COL1A1,IFIH1,,,,,,,,,,7085,,,,,,,,,,,,,,,,,,,,VEZF1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL162591.2,,,,,,,,,,,,,,,
MAST1,SLC9A3R1,PHF19,ID3,LUC7L3,RPS15,,,,,,,,,,36678,,,,,,,,,,,,,,,,,,,,SKIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AF129075.2,,,,,,,,,,,,,,,
ARRDC2,FOXN1,DCAF4,CDC20,SMURF2,CLIP4,,,,,,,,,,7268,,,,,,,,,,,,,,,,,,,,ZNF189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AP000350.6,,,,,,,,,,,,,,,
PDE4C,ALDOC,ABCD4,AKR1A1,DPH1,SPTBN1,,,,,,,,,,27805,,,,,,,,,,,,,,,,,,,,DNAJB5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC083880.1,,,,,,,,,,,,,,,
ISYNA1,CWH43,RBM25,TSPAN1,WSB1,POLE4,,,,,,,,,,24231,,,,,,,,,,,,,,,,,,,,KLC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC116447.1,,,,,,,,,,,,,,,
ELL,SULT1E1,DNMT3A,F3,IFT20,MRPL19,,,,,,,,,,19688,,,,,,,,,,,,,,,,,,,,ZSCAN9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC026367.3,,,,,,,,,,,,,,,
PBX4,NMU,EPCAM,ABCD3,SUPT6H,LANCL1,,,,,,,,,,1728,,,,,,,,,,,,,,,,,,,,TJAP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC037198.1,,,,,,,,,,,,,,,
ERF,RPL34,PYROXD2,DPH5,RAB34,EFEMP1,,,,,,,,,,23472,,,,,,,,,,,,,,,,,,,,IER3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL442125.1,,,,,,,,,,,,,,,
GSK3A,CLCN3,SMNDC1,PRDX6,DCUN1D4,FANCL,,,,,,,,,,26890,,,,,,,,,,,,,,,,,,,,ATAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC009118.3,,,,,,,,,,,,,,,
GRIK5,SH3D19,GNA13,DARS2,CHIC2,STAT1,,,,,,,,,,8928,,,,,,,,,,,,,,,,,,,,MTCH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC016876.3,,,,,,,,,,,,,,,
RUNDC3B,KLF3,KANSL1,STMN1,LAMTOR3,TXNDC9,,,,,,,,,,42230,,,,,,,,,,,,,,,,,,,,VARS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC004801.6,,,,,,,,,,,,,,,
DNAJC2,HTATIP2,DUSP1,NEK2,NFKB1,PDCL3,,,,,,,,,,12749,,,,,,,,,,,,,,,,,,,,MYO7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL035252.3,,,,,,,,,,,,,,,
TFPI2,CTSC,MTHFD1L,CENPF,UBE2D3,CHMP3,,,,,,,,,,14329,,,,,,,,,,,,,,,,,,,,IL18BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ZNF8,,,,,,,,,,,,,,,
HBP1,MTCH2,CYSTM1,TXNDC12,DHX15,GORASP2,,,,,,,,,,37871,,,,,,,,,,,,,,,,,,,,CREBZF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC068506.1,,,,,,,,,,,,,,,
SP4,SC5D,WDR55,MESD,FBXW7,DARS,,,,,,,,,,7125,,,,,,,,,,,,,,,,,,,,CTDSPL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BX539320.1,,,,,,,,,,,,,,,
CBLL1,VWA5A,GORAB,RCN2,NSD2,SDC1,,,,,,,,,,5289,,,,,,,,,,,,,,,,,,,,PARP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AP000866.6,,,,,,,,,,,,,,,
MET,SIAE,KIAA1217,CTSD,MFSD10,COX7A2L,,,,,,,,,,14656,,,,,,,,,,,,,,,,,,,,FNBP1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CCDC163,,,,,,,,,,,,,,,
HOXA1,CCND1,EPC1,RPS25,RAPGEF2,PCYOX1,,,,,,,,,,14466,,,,,,,,,,,,,,,,,,,,THUMPD2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N4BP2L2-IT2,,,,,,,,,,,,,,,
DNAJB6,CCDC86,MTRF1,NRP2,ZPR1,EPHA4,,,,,,,,,,36065,,,,,,,,,,,,,,,,,,,,FBXO11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL358472.4,,,,,,,,,,,,,,,
GRB10,PRPF19,UFM1,KLF7,FNBP4,FARSB,,,,,,,,,,16125,,,,,,,,,,,,,,,,,,,,DUSP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC106858.1,,,,,,,,,,,,,,,
STX1A,TMEM109,ELF1,ATP10B,B3GAT1,DHCR24,,,,,,,,,,8888,,,,,,,,,,,,,,,,,,,,MYPN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AP000547.3,,,,,,,,,,,,,,,
CCL24,PANX1,HSPH1,ELOVL4,HSPA8,SCP2,,,,,,,,,,10727,,,,,,,,,,,,,,,,,,,,AOX1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL157827.2,,,,,,,,,,,,,,,
BUD31,RNF141,EGR1,HMGN3,ATG2A,ICMT,,,,,,,,,,18008,,,,,,,,,,,,,,,,,,,,SEMA7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC007317.1,,,,,,,,,,,,,,,
CYP3A5,GALNT18,SOCS2,SGK1,KMT5B,PARK7,,,,,,,,,,36405,,,,,,,,,,,,,,,,,,,,GPAT3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC083855.2,,,,,,,,,,,,,,,
ZKSCAN1,NECTIN1,CLU,ARG1,PPP6R3,SCAMP3,,,,,,,,,,42229,,,,,,,,,,,,,,,,,,,,MAPK8IP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC234775.4,,,,,,,,,,,,,,,
SNX8,RPS13,TNFRSF10B,RPN2,HPX,LAMTOR2,,,,,,,,,,5863,,,,,,,,,,,,,,,,,,,,GABARAPL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC073840.1,,,,,,,,,,,,,,,
FSCN3,NDUFS8,PTK2B,PPL,TRIM3,SRM,,,,,,,,,,13847,,,,,,,,,,,,,,,,,,,,CLSTN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC025370.2,,,,,,,,,,,,,,,
USP42,MLEC,PPP3CC,NDUFB3,CHORDC1,FBXO2,,,,,,,,,,10729,,,,,,,,,,,,,,,,,,,,VAMP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC113410.4,,,,,,,,,,,,,,,
PLOD3,ATP5F1B,PDLIM2,C1orf198,UBE4A,C1orf21,,,,,,,,,,24191,,,,,,,,,,,,,,,,,,,,GAS2L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC092943.2,,,,,,,,,,,,,,,
CLDN15,LTA4H,TENT4B,PTPA,CBL,KIAA2013,,,,,,,,,,4392,,,,,,,,,,,,,,,,,,,,TDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL513218.2,,,,,,,,,,,,,,,
EZH2,ELK3,ADCY7,NDUFA8,FBXO3,SLC35D1,,,,,,,,,,4746,,,,,,,,,,,,,,,,,,,,NUP58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL138889.3,,,,,,,,,,,,,,,
ANKMY2,ARPC3,TSHZ3,HSDL2,MDK,PLA2G4A,,,,,,,,,,23453,,,,,,,,,,,,,,,,,,,,SLC7A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC008149.2,,,,,,,,,,,,,,,
URGCP,VPS29,PILRB,IFI27L2,MADD,WLS,,,,,,,,,,16380,,,,,,,,,,,,,,,,,,,,N4BP2L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL353748.3,,,,,,,,,,,,,,,
AEBP1,MANSC1,PIK3CA,NPC2,CARS,UCHL5,,,,,,,,,,31660,,,,,,,,,,,,,,,,,,,,RAB15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC010332.3,,,,,,,,,,,,,,,
YKT6,SCNN1A,ZSCAN20,LTBP2,TCIRG1,CRYZ,,,,,,,,,,10539,,,,,,,,,,,,,,,,,,,,BAHD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRIPAK,,,,,,,,,,,,,,,
CLIP2,OAS3,LRIF1,SLIRP,CHKA,MRPS15,,,,,,,,,,23469,,,,,,,,,,,,,,,,,,,,MAN2C1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FSD1L,OAS2,CLCC1,EIF2B2,SELPLG,TSNAX,,,,,,,,,,14190,,,,,,,,,,,,,,,,,,,,DNAJA4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDM4C,ARHGDIB,POLK,FAM98A,KCTD10,GBP3,,,,,,,,,,37866,,,,,,,,,,,,,,,,,,,,HAPLN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TESK1,ENDOU,UBL3,LGALSL,IL23A,GBP1,,,,,,,,,,11946,,,,,,,,,,,,,,,,,,,,DHX38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FUBP3,VDR,ZC3H7A,TCTN3,RSRC2,ID3,,,,,,,,,,17192,,,,,,,,,,,,,,,,,,,,TXNL4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPDZ,RAB5B,SHLD2,AVPI1,PRR4,ERI3,,,,,,,,,,13429,,,,,,,,,,,,,,,,,,,,CMTM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RAPGEF1,MRPL51,CCDC18,MSX2,AKAP3,AKR1A1,,,,,,,,,,1692,,,,,,,,,,,,,,,,,,,,MAP1LC3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPDC1,GAPDH,ZMIZ2,MOB3B,STX2,DPH5,,,,,,,,,,10853,,,,,,,,,,,,,,,,,,,,OSGIN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETX,COPS7A,INHBA,LRP11,NOP2,PRDX6,,,,,,,,,,14469,,,,,,,,,,,,,,,,,,,,RHOT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZFAND5,USP5,PLAU,PLEKHG1,CHD4,DARS2,,,,,,,,,,28868,,,,,,,,,,,,,,,,,,,,TCF25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CCNJ,TPI1,CHST3,ACAT2,ENO2,IRF6,,,,,,,,,,789,,,,,,,,,,,,,,,,,,,,CTRL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPS1,SPSB2,P4HA1,TP53AIP1,ATN1,NEK2,,,,,,,,,,36275,,,,,,,,,,,,,,,,,,,,SGSM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAPK8,LPCAT3,ACADS,PDZD11,NT5DC3,NENF,,,,,,,,,,10357,,,,,,,,,,,,,,,,,,,,TAF4B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GBF1,LDHB,RASSF8,PLXDC2,HCFC2,TXNDC12,,,,,,,,,,23490,,,,,,,,,,,,,,,,,,,,GATA6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGAP21,RWDD1,ACOT9,TAF12,RIC8B,CD3EAP,,,,,,,,,,10055,,,,,,,,,,,,,,,,,,,,GREB1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LARP4B,TMEM14C,PKN1,ALG5,FGFR1OP2,MESD,,,,,,,,,,19145,,,,,,,,,,,,,,,,,,,,ZMYND15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EDRF1,PAK1IP1,ATF1,TGFBI,COL12A1,CTSD,,,,,,,,,,7208,,,,,,,,,,,,,,,,,,,,SAT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PITRM1,ADTRP,MMP19,SIL1,GCNT2,IFT46,,,,,,,,,,13745,,,,,,,,,,,,,,,,,,,,ASGR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBE2S,ASF1A,NR4A1,TMPO,SERINC1,RPS25,,,,,,,,,,22152,,,,,,,,,,,,,,,,,,,,CSNK1D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPIF,HDDC2,LRP1,EPHX2,ULBP1,MREG,,,,,,,,,,7266,,,,,,,,,,,,,,,,,,,,ZCCHC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PBLD,TPD52L1,HOXC11,SCPEP1,SRSF3,KLF7,,,,,,,,,,13427,,,,,,,,,,,,,,,,,,,,PMAIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NUFIP2,HINT3,IKZF4,PLBD1,MRPL18,ATP10B,,,,,,,,,,20590,,,,,,,,,,,,,,,,,,,,BRD4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNT3,MAPK14,SLC36A1,CSTA,CD83,HMGN3,,,,,,,,,,6190,,,,,,,,,,,,,,,,,,,,PGGHG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INTS2,KCTD20,LPGAT1,B4GALT4,RBM24,RAB32,,,,,,,,,,11727,,,,,,,,,,,,,,,,,,,,COL6A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAMTA2,MCM3,G0S2,CAT,ZNF451,RNF146,,,,,,,,,,22390,,,,,,,,,,,,,,,,,,,,COL6A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MED13,RNF8,COQ8B,GJB6,BAG2,FBXL5,,,,,,,,,,3527,,,,,,,,,,,,,,,,,,,,EMP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ENO3,RAB23,AGO2,TNFSF10,E2F3,VAMP8,,,,,,,,,,12630,,,,,,,,,,,,,,,,,,,,CAPN10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RASD1,FBXL4,SLC12A4,TMEM54,MED23,STBD1,,,,,,,,,,3487,,,,,,,,,,,,,,,,,,,,ZNF473,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DDX5,ACOT13,SDC4,GPSM2,CRYBG1,PPL,,,,,,,,,,12948,,,,,,,,,,,,,,,,,,,,EPHA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CYTH1,RPS12,PARD6B,RPL21,C6orf62,NDUFB3,,,,,,,,,,6036,,,,,,,,,,,,,,,,,,,,CNKSR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
