,,,,,RNA-Seq,,,,,,,,,,,,,,Microarray,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UP,,,,,,,,,,,,DOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kera,,,,,,,Colon,,,,,,,,Entrenz,,,,,,,,Gene Id,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,Fibroblast,,,Monocyte,,,,,Fibroblast,,,,,Monocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clade IIa,,Clade IIb,,Clade I,,,Clade IIa,,Clade IIb,,Clade I,,,,Zaire,,,Zaire,,,,Zaire,,,,,Zaire,,,,,,,,Keratinocyte,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UP,,,,,,,,,,,DOWN,,,
UP,Down,UP,Down,UP,Down,,UP,Down,UP,Down,UP,Down,,,UP,Down,,UP,Down,,,,UP,,Down,,,UP,,Down,,,,,1510,,"396 elements included exclusively in ""clade IIb"":",,"19 common elements in ""clade IIa"", ""clade IIb"", ""clade I"" and ""Zaire"":",,"11 common elements in ""clade IIa"", ""clade I"" and ""Zaire"":",,,,,,"402 elements included exclusively in ""clade IIb"":",,,"8 common elements in ""clade IIa"", ""clade IIb"", ""clade I"" and ""Zaire"":",,,"3 common elements in ""clade IIa"", ""clade I"" and ""Zaire"":",,,,,,,,402+5,,,,,,,,,,,,,,,,,,,,,,,
PFDN2,EBP,CHD7,PRDX2,RAPGEF6,ARF6,,,,,,,,,,35600,,,,,,,,,,,,,,,,,,,,AC037459.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USP21,NSDHL,ASXL1,ATP5PD,SYNJ1,NUDT5,,,,,,,,,,40428,,,,,,,,,,,,,,,,,,,,TUG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PRCC,ZNF185,DLK2,TK1,PAXBP1,ATP5F1C,,,,,,,,,,19062,,,,,,,,,,,,,,,,,,,,AC091185.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RRNAD1,CETN2,ZNF274,GSDMA,SON,PRDX3,,,,,,,,,,26341,,,,,,,,,,,,,,,,,,,,AC100797.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ABL2,RPL10,PIK3CD,KRT24,UBE2Z,SLC39A2,,,,,,,,,,23782,,,,,,,,,,,,,,,,,,,,AC091564.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RGS16,CCDC25,ENC1,FAM234A,CIART,CASP7,,,,,,,,,,3982,,,,,,,,,,,,,,,,,,,,AP002336.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOR1AIP1,MRPS28,RGS19,MLST8,CCDC24,TRUB1,,,,,,,,,,1872,,,,,,,,,,,,,,,,,,,,AC105219.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SF3B4,LACTB2,NHLH1,BSCL2,MORC3,UBTD1,,,,,,,,,,26743,,,,,,,,,,,,,,,,,,,,AC080023.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SETDB1,RPL7,FBXL14,POLR2G,SPRR2G,PACSIN3,,,,,,,,,,16126,,,,,,,,,,,,,,,,,,,,AC105219.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MCL1,MAL2,CYP4F11,ATG16L2,RSPRY1,IFI27,,,,,,,,,,27047,,,,,,,,,,,,,,,,,,,,AP000911.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PIP5K1A,TATDN1,JMJD1C,RPSA,CCDC17,AMOTL1,,,,,,,,,,11320,,,,,,,,,,,,,,,,,,,,AP006284.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POGZ,GSDMC,SYNPO,ENTPD3,GPBP1L1,HTRA1,,,,,,,,,,20209,,,,,,,,,,,,,,,,,,,,AC136475.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DYRK3,AK3,LAMB2,SAC3D1,ATP6V0D1,GPT2,,,,,,,,,,23747,,,,,,,,,,,,,,,,,,,,AP002807.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DUSP10,CDKN2B,ISG20,SCARA3,ZYX,DPCD,,,,,,,,,,7518,,,,,,,,,,,,,,,,,,,,EID3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TP53BP2,CDKN2A,CFAP53,PBK,CCDC117,API5,,,,,,,,,,15681,,,,,,,,,,,,,,,,,,,,AP000941.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
S100A7,IFNK,GTPBP2,COPS6,ZNF222,HPS6,,,,,,,,,,34654,,,,,,,,,,,,,,,,,,,,AP001922.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UBAP2L,SIGMAR1,BANP,RAB4A,NPR2,ALKBH3,,,,,,,,,,8178,,,,,,,,,,,,,,,,,,,,LINC02757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC39A1,MFSD14B,EFEMP2,VASN,UBE2J2,WBP1L,,,,,,,,,,23548,,,,,,,,,,,,,,,,,,,,EBLN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GATAD2B,STOM,MUS81,RNF187,RSPH1,BORCS7,,,,,,,,,,4516,,,,,,,,,,,,,,,,,,,,CCND2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ILF2,GSN,NAA16,NT5DC2,PKNOX1,ANAPC16,,,,,,,,,,33159,,,,,,,,,,,,,,,,,,,,ZNF432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIT1,ALAD,ZNF621,FILIP1L,PDXK,CYB5A,,,,,,,,,,33303,,,,,,,,,,,,,,,,,,,,AC027290.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDE2,SURF1,LVRN,DTYMK,FTCD,C11orf74,,,,,,,,,,27801,,,,,,,,,,,,,,,,,,,,AP000763.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARF1,REXO4,PHF8,SCNN1B,PCNT,PPFIBP2,,,,,,,,,,18786,,,,,,,,,,,,,,,,,,,,POLG2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CDC42BPA,RPL7A,RELA,HR,DIP2A,SERPINB7,,,,,,,,,,4963,,,,,,,,,,,,,,,,,,,,AC068888.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WNT9A,PTGES2,EVC2,REEP4,ZNF714,AKIP1,,,,,,,,,,37967,,,,,,,,,,,,,,,,,,,,LBX2-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLEKHA6,SH3GLB2,HECTD4,PHYHIP,GPSM1,TMX3,,,,,,,,,,15394,,,,,,,,,,,,,,,,,,,,LINC00641,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARL8A,PTGES,HSPA6,FEN1,PKN3,A2ML1,,,,,,,,,,33753,,,,,,,,,,,,,,,,,,,,AC005519.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASXL2,PAXX,NOC3L,CAVIN2,BRSK1,TMED3,,,,,,,,,,15587,,,,,,,,,,,,,,,,,,,,HIF1A-AS3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
THNSL2,COMMD3,RAPH1,SERINC2,COX6B2,BEX3,,,,,,,,,,36576,,,,,,,,,,,,,,,,,,,,AL132711.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RABL2A,MSRB2,PARP14,TRAPPC11,TMEM190,PPIB,,,,,,,,,,10667,,,,,,,,,,,,,,,,,,,,AL135999.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC20A1,MINDY3,MAP3K11,SLC20A2,TAOK1,CIAO2A,,,,,,,,,,14898,,,,,,,,,,,,,,,,,,,,MC1R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AMMECR1L,RSU1,TRIB1,NDUFS5,DEDD2,CHP2,,,,,,,,,,3912,,,,,,,,,,,,,,,,,,,,CEP95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GULP1,CDHR1,PEAK1,TSPAN5,SIK3,NAB2,,,,,,,,,,24113,,,,,,,,,,,,,,,,,,,,AC004846.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HSPD1,ADIRF,TNFRSF10D,NSG1,PCSK7,MRPL16,,,,,,,,,,6543,,,,,,,,,,,,,,,,,,,,AL355075.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KANSL1L,MKI67,MOB1B,PLA2G4F,SAFB,MAPRE2,,,,,,,,,,14547,,,,,,,,,,,,,,,,,,,,AC090607.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HES6,GSTO1,NABP1,INPP5D,CHTOP,PDIA3,,,,,,,,,,38836,,,,,,,,,,,,,,,,,,,,AC108449.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKMY1,ITPRIP,CHD2,TMEM129,VPS11,PHB,,,,,,,,,,21043,,,,,,,,,,,,,,,,,,,,AC009996.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Mar,RGS10,LRFN4,PPIC,IL6R,SNRPD1,,,,,,,,,,18826,,,,,,,,,,,,,,,,,,,,AL138976.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STK11IP,PGAP2,RCE1,ATP5ME,CRTC2,ACSF2,,,,,,,,,,918,,,,,,,,,,,,,,,,,,,,NORAD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EAF1,C11orf49,PLK3,KLK7,PAQR6,ENDOG,,,,,,,,,,37401,,,,,,,,,,,,,,,,,,,,AC051619.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CSRNP1,ENDOD1,PHC3,IRS1,CCDC12,TBC1D2B,,,,,,,,,,9478,,,,,,,,,,,,,,,,,,,,LINC02137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFKBIZ,RPS3,HOXB2,SLC25A6,AZGP1,POP5,,,,,,,,,,12163,,,,,,,,,,,,,,,,,,,,KDM7A-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYH15,AASDHPPT,RBM4,PCSK9,LY6K,ATP5MG,,,,,,,,,,24146,,,,,,,,,,,,,,,,,,,,LINC02533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RABL3,PLCH2,KLHL15,MN1,IER2,STIM1,,,,,,,,,,22822,,,,,,,,,,,,,,,,,,,,AC027373.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TRPC1,EI24,ADCY6,APEX2,ZNF394,RRM1,,,,,,,,,,4870,,,,,,,,,,,,,,,,,,,,SCX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RUBCN,MPZL2,TNK1,NSMCE1,PTGER1,VKORC1,,,,,,,,,,16992,,,,,,,,,,,,,,,,,,,,AC132872.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UCN2,COMMD7,GOLT1A,SLC50A1,PWWP3A,TPM4,,,,,,,,,,15968,,,,,,,,,,,,,,,,,,,,AL118516.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCAF1,TRPT1,AKIRIN1,ADRB2,ZNF333,GPX4,,,,,,,,,,12105,,,,,,,,,,,,,,,,,,,,AC092803.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLIT2,FAU,MSL2,PGM2,SQSTM1,TRAPPC2L,,,,,,,,,,9457,,,,,,,,,,,,,,,,,,,,AC009041.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EIF2B5,TM7SF2,ZNF266,SPRR1B,MFSD12,RPL13,,,,,,,,,,4741,,,,,,,,,,,,,,,,,,,,FBXL19-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC26A1,TMEM219,RESF1,SPRR1A,DVL3,TUBA1A,,,,,,,,,,27052,,,,,,,,,,,,,,,,,,,,AC135050.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CENPC,MPP7,DENND6A,MUC15,SAP30BP,SPINT2,,,,,,,,,,33588,,,,,,,,,,,,,,,,,,,,CAPN10-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PDGFC,TMEM218,KCTD13,CLIC3,SRSF2,C19orf33,,,,,,,,,,15625,,,,,,,,,,,,,,,,,,,,AL390195.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Mar,EEF1AKMT1,KLC2,CKAP2L,KLHL10,YIF1B,,,,,,,,,,12069,,,,,,,,,,,,,,,,,,,,BX255925.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NKD2,LYPD6B,CTBP2,BUB1,ITGA5,LY6D,,,,,,,,,,29489,,,,,,,,,,,,,,,,,,,,AC105046.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MYO10,PDCD4,VCPIP1,CENPX,MPP3,TLCD3A,,,,,,,,,,4850,,,,,,,,,,,,,,,,,,,,AC234775.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BDP1,PRSS23,ZNF654,MT1E,SHANK1,MFSD3,,,,,,,,,,11256,,,,,,,,,,,,,,,,,,,,AC012181.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FEM1C,DLAT,TVP23C,GPS1,FMNL3,GGT6,,,,,,,,,,11280,,,,,,,,,,,,,,,,,,,,AC012181.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATG12,TIMM8B,CSRP2,DCXR,LARP4,KLK5,,,,,,,,,,36989,,,,,,,,,,,,,,,,,,,,AC010168.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF300,IL18,DDIT3,UGP2,GRASP,KRT1,,,,,,,,,,2549,,,,,,,,,,,,,,,,,,,,AC124068.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
N4BP3,UEVLD,GOLGA8A,PCDH7,RAVER1,ACER1,,,,,,,,,,23588,,,,,,,,,,,,,,,,,,,,TBILA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FAM193B,TMEM86A,NRIP3,ROBO1,WDR90,SPRYD3,,,,,,,,,,16362,,,,,,,,,,,,,,,,,,,,AC007728.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RNF44,TWF1,PPP2R2D,SF3B5,ZNF75A,NDUFV1,,,,,,,,,,28143,,,,,,,,,,,,,,,,,,,,AC144831.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DOK3,FAM177A1,CLCF1,IFFO2,NEU3,NUDT8,,,,,,,,,,36037,,,,,,,,,,,,,,,,,,,,AC108134.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPP1R18,NDUFC2,FOSL1,TMEM154,UBXN1,PRDX2,,,,,,,,,,23207,,,,,,,,,,,,,,,,,,,,DLGAP1-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NFKBIE,CDC123,LYSMD3,TRAPPC1,LBHD1,MRPL58,,,,,,,,,,13313,,,,,,,,,,,,,,,,,,,,AC007952.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PHIP,THYN1,KCNE5,GLB1,NXF1,ATP5PD,,,,,,,,,,18061,,,,,,,,,,,,,,,,,,,,AC099684.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PNLDC1,AKR1C2,YES1,FAXDC2,STX5,EVPL,,,,,,,,,,36150,,,,,,,,,,,,,,,,,,,,AC090617.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WTAP,MFSD6,CCDC57,CRTAP,FGF19,FAM234A,,,,,,,,,,29278,,,,,,,,,,,,,,,,,,,,AC135050.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZMYM4,TMEM45B,SPHK1,STX8,PLPP3,MLST8,,,,,,,,,,23583,,,,,,,,,,,,,,,,,,,,AC027796.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CREB5,ACSL1,BNIP3,CDK1,KLHL21,POLR2G,,,,,,,,,,16086,,,,,,,,,,,,,,,,,,,,AC090617.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PURB,DST,CDC26,TMED10,CAMK2N1,RPSA,,,,,,,,,,14864,,,,,,,,,,,,,,,,,,,,AC125421.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF92,MZT2B,EID2B,SLC30A1,SCNN1D,FADD,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,AC009831.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GIGYF1,GEMIN6,VPS37D,KRT78,MXRA8,SCARA3,,,,,,,,,,1854,,,,,,,,,,,,,,,,,,,,AC016866.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TLK2,ATP5F1A,SYNE3,SDR9C7,MYSM1,RAB4A,,,,,,,,,,16265,,,,,,,,,,,,,,,,,,,,OTUD7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CLTRN,HAUS1,AC008969.1,KRT75,FUBP1,FAM83B,,,,,,,,,,20176,,,,,,,,,,,,,,,,,,,,AP001020.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
KDM6A,ZFP36L2,MIR7-3HG,KRT6C,DNAJB4,RNF187,,,,,,,,,,33648,,,,,,,,,,,,,,,,,,,,NARF-IT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAF1,TMEM123,PNMA1,PYM1,NTNG1,IRF2BP2,,,,,,,,,,36574,,,,,,,,,,,,,,,,,,,,AC055811.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NONO,GJA1,ANKLE2,KRT4,C1orf52,NT5DC2,,,,,,,,,,20173,,,,,,,,,,,,,,,,,,,,AC005546.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGT,SLC30A6,FUT2,NUDT9,GBP2,DEGS2,,,,,,,,,,29919,,,,,,,,,,,,,,,,,,,,AC087289.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IL2RG,PELO,SMCR8,PA2G4,ATXN7L2,FEN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL050343.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GCNA,ANKRD22,MTHFR,ELOVL6,SLC30A7,TRAPPC11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UXT-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF711,IFIT5,DEAF1,SMAGP,ZNF281,TMEM223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC022098.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATP6V1B2,PANK1,PHETA2,EMB,DDR2,SLC20A2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PARD6G-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HMBOX1,MARVELD2,ZBTB34,POLH,PEA15,NDUFS5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC090236.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GNRH1,RAD17,ULK1,SDR16C5,FAM71A,NSG1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC020916.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIN3,CENPH,HIC1,TRIAP1,ATF3,VAMP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC067852.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF7,SCOC,TGIF1,MTSS1,RBM15,PLA2G4F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KF456478.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARHGAP39,TMEM87B,MIEF2,RPS9,IER5,INPP5D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LIN37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UHRF2,ADGRF4,ERICH5,GSTA4,B3GALNT2,TMEM129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC026803.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZNF462,NMRAL1,NR2C2,NDUFA3,MAPKAPK2,PPIC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC009955.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NR6A1,LURAP1L,SLC25A22,C9orf16,WDR26,FEM1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTOV1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLC25A25,PID1,TENM3-AS1,SHCBP1,REL,COMMD8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NBPF12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIGA2,HS2ST1,TSSK6,KRT15,TRIM17,ATP5ME,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC022154.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LCN2,IMPACT,ZNF518B,KRT13,FRZB,IRS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC005261.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LRSAM1,SDHAF4,PLEC,KRT9,WDCP,SLC25A6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SCGB1C2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
INPP5E,C16orf74,WDR6,ZNF524,H3F3A,PCSK9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC073389.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOTCH1,CERS3,ZNF354B,HOPX,NEURL3,APEX2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC008687.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ZEB1,ENAH,ZFAND2A,LPAR3,MSX1,NSMCE1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC016586.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HERC4,DIPK1A,P4HTM,RRM2,ERCC3,RGS14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL118506.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANKRD1,ATP5MC3,DTX3,RPS21,CDC42EP3,PRELID1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC010319.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TCF7L2,MRPL39,CPNE7,RPS7,LCE3D,SLC50A1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IKBKG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPRC1,ATP5PF,TAF7,CYP4F22,CCNYL1,ADRB2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PTOV1-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIN7C,TSEN2,GAK,PPIH,HELQ,GPRIN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AC008982.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TUT1,APCDD1,TRIML2,QARS,CGGBP1,PGM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EGLN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DGKZ,PROM2,SAMD4B,KRCC1,YY1AP1,SPRR1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RMRP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
