ID,logFC,common,gene_id,gene_name,gene_name_old
21093,-0.270458333,,,,
14889,-0.293291667,,,,
22876,0.470583333,,,,
32898,-0.220625,,,,
20573,0.455875,,,,
21785,-0.207375,,,,
42625,-0.172583333,,,,
11973,-0.14525,,,,
23157,0.855291667,,,,
22141,-0.182083333,,,,
6662,-0.317458333,,,,
6695,-0.2165,,,,
40149,-0.141083333,,,,
35807,-0.547208333,,,,
32258,0.252541667,,,,
16557,0.218583333,,,,
23689,-0.265208333,,,,
35333,-0.214833333,,,,
12213,-0.221208333,,,,
16845,0.182083333,,,,
10326,-0.208541667,,,,
14255,-0.262666667,,,,
13197,-0.196541667,,,,
6431,0.242791667,,,,
14403,0.305,,,,
11810,0.211625,,,,
32514,0.154833333,,,,
20091,0.270333333,,,,
34851,-0.277375,,,,
9616,-0.409791667,,,,
26869,0.235375,,,,
29488,-0.215541667,,,,
13195,-0.204583333,,,,
30752,0.377125,,,,
416,-0.252291667,,,,
9217,0.241958333,,,,
22303,0.499416667,,,,
6133,-0.22175,,,,
22606,0.425541667,,,,
42754,-0.15125,,,,
27730,0.152958333,,,,
31247,-0.367791667,,,,
4383,-0.17525,,,,
20924,-0.171041667,,,,
23225,-0.29325,,,,
32854,0.168416667,,,,
33747,0.185958333,,,,
27431,-0.29625,,,,
24020,0.138208333,,,,
35197,0.190166667,,,,
30479,-0.148916667,,,,
32609,0.175958333,,,,
20243,0.293166667,,,,
29085,-0.275375,,,,
38420,-0.197708333,,,,
43062,-0.412041667,,,,
41941,-0.240125,,,,
18689,-0.269375,,,,
13598,0.242791667,,,,
20308,-0.52975,,,,
42912,-0.2465,,,,
27739,-0.343625,,,,
18226,-0.284958333,,,,
14944,-0.2595,,,,
30855,0.213416667,,,,
16893,0.326958333,,,,
12367,-0.17875,,,,
24638,0.278666667,,,,
34543,-0.334458333,,,,
577,0.2325,,,,
20530,-0.177583333,,,,
36196,-0.164416667,,,,
15067,-0.320166667,,,,
25952,-0.138,,,,
42054,-0.260458333,,,,
6372,-0.262375,,,,
32110,-0.283458333,,,,
2015,-0.222041667,,,,
10445,-0.262625,,,,
42846,0.173875,,,,
6664,-0.311375,,,,
36372,-0.257375,,,,
28541,-0.292125,,,,
12417,-0.917916667,,,,
5137,-0.140125,,,,
13540,-0.175958333,,,,
14568,-0.225166667,,,,
4286,-0.28875,,,,
37906,-0.180958333,,,,
38194,-0.178333333,,,,
10077,-0.348791667,,,,
16614,-0.171458333,,,,
36935,0.300708333,,,,
36773,0.496333333,,,,
38026,0.192541667,,,,
18229,-0.17525,,,,
31704,-0.26025,,,,
24105,-0.217708333,,,,
9170,-0.161291667,,,,
15802,-0.148166667,,,,
32152,-0.265291667,,,,
31657,0.182791667,,,,
34729,0.268875,,,,
34222,-0.174666667,,,,
10032,0.198291667,,,,
15697,-0.19425,,,,
21609,-0.150625,,,,
31819,-0.321833333,,,,
37328,-0.349875,,,,
31271,-0.204291667,,,,
5799,-0.329333333,,,,
13776,-0.301458333,,,,
10512,0.248666667,,,,
19865,-0.160875,,,,
39171,-0.280541667,,,,
33138,-0.205125,,,,
1378,-0.270208333,,,,
35677,0.160458333,,,,
12936,-0.234083333,,,,
39952,-0.132541667,,,,
37372,-0.189083333,,,,
37529,-0.209291667,,,,
21275,0.273875,,,,
11756,0.179291667,,,,
25703,-0.241125,,,,
11401,-0.478958333,,,,
37170,-0.167083333,,,,
15787,0.257875,,,,
9215,-0.206333333,,,,
42702,-0.258958333,,,,
15986,-0.264916667,,,,
31191,0.219083333,,,,
23647,0.202666667,,,,
11835,0.2095,,,,
29560,-0.148208333,,,,
33732,0.187875,,,,
10045,-0.324416667,,,,
9383,-0.129208333,,,,
37143,0.294708333,,,,
35222,-0.286166667,,,,
26730,-0.189916667,,,,
1074,-0.308583333,,,,
10085,0.301125,,,,
10919,0.363541667,,,,
9261,-0.274583333,,,,
24953,-0.299375,,,,
17709,-0.17575,,,,
4539,0.586791667,,,,
25316,-0.492916667,,,,
27561,-0.277458333,,,,
24017,-0.245791667,,,,
13921,-0.185875,,,,
5266,-0.349166667,,,,
38844,0.270833333,,,,
6434,-0.318708333,,,,
11494,-0.310708333,,,,
12129,0.270583333,,,,
38120,-0.159166667,,,,
31118,-0.308541667,,,,
26114,0.295333333,,,,
30770,-0.241875,,,,
37854,0.20025,,,,
26693,-0.545333333,,,,
32043,-0.190041667,,,,
38848,-0.224125,,,,
40039,-0.173208333,,,,
42635,-0.188916667,,,,
1086,-0.253583333,,,,
21622,-0.179458333,,,,
29151,-0.416875,,,,
4798,0.221916667,,,,
11349,-0.1765,,,,
29793,-0.1605,,,,
70,0.253583333,,,,
24558,-0.220166667,,,,
31541,-0.1685,,,,
36309,0.174708333,,,,
4907,-0.175375,,,,
38944,0.183791667,,,,
33600,-0.168916667,,,,
25291,-0.27525,,,,
5660,-0.288958333,,,,
21065,-0.269125,,,,
25041,-0.3045,,,,
38221,-0.224791667,,,,
36529,0.203041667,,,,
22849,-0.110583333,,,,
23701,-0.146125,,,,
34765,0.220875,,,,
16786,-0.255875,,,,
34056,0.178375,,,,
16238,-0.234583333,,,,
26372,-0.418041667,,,,
21424,-0.27325,,,,
9643,-0.242708333,,,,
17185,0.442958333,,,,
22546,-0.237958333,,,,
13572,-0.25775,,,,
29093,-0.262,,,,
34671,-0.199458333,,,,
26168,-0.1435,,,,
1311,-1.146791667,,,,
24830,-0.304208333,,,,
33819,-0.125208333,,,,
39033,-0.279291667,,,,
25576,0.7615,,,,
35139,-0.156166667,,,,
214,0.579833333,,,,
19022,-0.177541667,,,,
13669,-0.188625,,,,
35583,-0.155875,,,,
5705,-0.281041667,,,,
39615,0.16875,,,,
15694,0.33,,,,
38522,-0.160458333,,,,
36954,0.1265,,,,
26406,-0.409958333,,,,
26760,-0.212916667,,,,
14257,-0.161666667,,,,
30510,0.508291667,,,,
22129,-0.279458333,,,,
25688,-0.282958333,,,,
309,-0.2495,,,,
4008,-0.383916667,,,,
36222,0.170708333,,,,
30707,0.244208333,,,,
8863,-0.198375,,,,
33857,0.313083333,,,,
15783,0.218666667,,,,
15053,-0.232791667,,,,
31011,-0.206375,,,,
10808,0.232333333,,,,
38734,-0.15125,,,,
17561,-0.321791667,,,,
35660,-0.246625,,,,
26629,-0.317791667,,,,
3783,-0.667375,,,,
38449,-0.224,,,,
1241,-0.265541667,,,,
17400,-0.220458333,,,,
41849,-0.223958333,,,,
24082,-0.218375,,,,
10889,0.186166667,,,,
34710,-0.260666667,,,,
31252,-0.239208333,,,,
17705,-0.300458333,,,,
17662,-0.20425,,,,
32255,0.263541667,,,,
15325,0.1835,,,,
35413,-0.612416667,,,,
35822,-0.338125,,,,
12781,0.198541667,,,,
30369,-0.231375,,,,
34784,-0.203,,,,
11096,0.185583333,,,,
29143,0.139375,,,,
24005,0.158791667,,,,
21300,0.276791667,,,,
39812,0.744333333,,,,
23008,-0.252708333,,,,
22960,0.5095,,,,
29418,-0.235208333,,,,
95,0.300833333,,,,
24062,0.26025,,,,
38550,0.261833333,,,,
31370,0.137916667,,,,
6040,0.199708333,,,,
33137,-0.226541667,,,,
22999,-0.158958333,,,,
42312,-0.159958333,,,,
30827,-0.191416667,,,,
38765,-0.244708333,,,,
24181,-0.154958333,,,,
20305,-0.178541667,,,,
15737,0.295,,,,
23852,0.210791667,,,,
30120,0.164666667,,,,
17601,-0.320625,,,,
31048,0.16575,,,,
35526,-0.2045,,,,
32480,-0.399875,,,,
6037,0.238125,,,,
10989,-0.281083333,,,,
34510,-0.153875,,,,
18085,0.699416667,,,,
14767,-0.181625,,,,
28098,-0.282666667,,,,
5859,0.635625,,,,
37174,-0.923083333,,,,
30248,0.159833333,,,,
12340,0.33275,,,,
36139,-0.169791667,,,,
24497,0.1905,,,,
28567,-0.279166667,,,,
28242,-0.570875,,,,
23995,-0.223916667,,,,
38832,-0.362375,,,,
7563,-0.31075,,,,
27335,-0.219416667,,,,
41227,-0.307083333,,,,
14808,0.376625,,,,
10552,-0.187833333,,,,
39006,-0.258208333,,,,
39162,0.176583333,,,,
5818,-0.172041667,,,,
32107,0.172583333,,,,
2127,-0.199166667,,,,
4238,-0.216875,,,,
32655,0.287166667,,,,
38170,-0.256291667,,,,
32140,-0.229791667,,,,
25067,-0.361083333,,,,
36680,0.243541667,,,,
18064,0.243333333,,,,
33461,-0.181458333,,,,
17422,-0.172125,,,,
12633,0.227458333,,,,
41109,0.160291667,,,,
22382,-0.192541667,,,,
12128,0.179833333,,,,
555,-0.263875,,,,
37030,-0.196208333,,,,
22183,-0.217375,,,,
10846,0.249708333,,,,
4728,-0.270708333,,,,
35504,0.216208333,,,,
28847,-0.167625,,,,
4281,-0.5145,,,,
32016,0.243791667,,,,
24083,0.197375,,,,
19651,0.224458333,,,,
27219,-0.152416667,,,,
32223,-0.204166667,,,,
9709,-1.126375,,,,
35523,-0.2255,,,,
35541,-0.854291667,,,,
29912,-0.140833333,,,,
27034,0.188291667,,,,
39313,-0.388625,,,,
29052,0.1765,,,,
19100,-0.162375,,,,
28313,-0.473,,,,
16010,-0.283,,,,
21982,0.323083333,,,,
13781,-0.362958333,,,,
11255,0.366916667,,,,
26400,0.257833333,,,,
22515,-0.21025,,,,
14026,-0.293958333,,,,
2172,-0.336375,,,,
15409,0.249,,,,
26596,-0.162791667,,,,
35441,0.208083333,,,,
16533,0.212333333,,,,
5685,0.181666667,,,,
31898,-0.222458333,,,,
24874,0.214958333,,,,
3992,-0.646458333,,,,
8635,-0.282875,,,,
16911,-0.211916667,,,,
31091,0.224125,,,,
5551,0.148125,,,,
40031,-0.180416667,,,,
1397,-0.258166667,,,,
16285,0.50575,,,,
4899,-0.190958333,,,,
13807,-0.277541667,,,,
3695,-0.161875,,,,
30270,-0.189583333,,,,
4324,-0.265083333,,,,
19434,-0.436166667,,,,
32904,-0.206041667,,,,
39188,0.218416667,,,,
2163,-0.223333333,,,,
35302,-0.245375,,,,
33612,-0.185791667,,,,
20716,-0.168166667,,,,
5405,-0.1805,,,,
8676,-0.232708333,,,,
19952,-0.450916667,,,,
3609,0.243333333,,,,
20231,-0.363833333,,,,
13754,0.159875,,,,
28429,-0.390833333,,,,
21767,-0.160708333,,,,
22599,-0.150208333,,,,
12253,-0.184875,,,,
36657,-0.23975,,,,
6009,-0.209083333,,,,
11075,-0.178,,,,
1428,-0.434625,,,,
11294,0.393208333,,,,
7650,-0.156291667,,,,
11569,-0.238875,,,,
25048,0.417625,,,,
17164,0.313,,,,
32747,0.252583333,,,,
22143,-0.5095,,,,
17775,-0.412291667,,,,
19552,-0.173916667,,,,
4806,-0.227375,,,,
13653,-0.2435,,,,
28172,-0.308916667,,,,
23275,-0.169125,,,,
740,-0.237625,,,,
31340,-0.178958333,,,,
42755,-0.186791667,,,,
30609,-0.146875,,,,
23829,-0.16475,,,,
36635,-0.225166667,,,,
28173,-0.279541667,,,,
2548,-0.545583333,,,,
39939,-0.236208333,,,,
27907,0.141166667,,,,
20350,0.217791667,,,,
24705,-0.174583333,,,,
38215,-0.178375,,,,
25270,-0.17775,,,,
27065,0.273708333,,,,
37008,-0.118791667,,,,
5498,0.218083333,,,,
36366,-0.166166667,,,,
35314,0.243666667,,,,
18415,-0.144041667,,,,
37055,0.256625,,,,
14520,-0.188208333,,,,
2195,-0.436625,,,,
35204,-0.204083333,,,,
17412,0.21175,,,,
11997,0.314666667,,,,
9480,0.583333333,,,,
15151,0.262541667,,,,
31633,0.145166667,,,,
26665,0.177583333,,,,
5613,-0.248416667,,,,
26585,0.195541667,,,,
540,-0.2765,,,,
17372,-0.24475,,,,
39190,-0.349666667,,,,
17741,-0.149791667,,,,
21950,-0.232291667,,,,
31855,-0.375958333,,,,
19416,-0.162916667,,,,
34883,-0.266125,,,,
9311,-0.232208333,,,,
28352,-0.221958333,,,,
42145,-0.480541667,,,,
34369,-0.187791667,,,,
38542,-0.267333333,,,,
23412,-0.197333333,,,,
35422,-0.290708333,,,,
9944,-0.260708333,,,,
23150,-0.169083333,,,,
18393,-0.165916667,,,,
22021,-0.190666667,,,,
6936,-0.165083333,,,,
40200,-0.224708333,,,,
8396,-0.248583333,,,,
19469,-0.577541667,,,,
34728,-0.271625,,,,
28011,-0.369416667,,,,
26170,-0.128833333,,,,
38428,-0.235666667,,,,
35243,-0.503916667,,,,
39230,-0.309291667,,,,
6783,0.349833333,,,,
7241,-0.177083333,,,,
36606,0.192875,,,,
27499,-0.184083333,,,,
22709,-0.162541667,,,,
16820,-0.259,,,,
6345,0.185083333,,,,
12732,-0.184708333,,,,
29442,-0.258208333,,,,
24337,-0.313916667,,,,
16639,0.252375,,,,
30853,-0.285041667,,,,
13550,-0.152208333,,,,
12950,-0.183708333,,,,
5165,-0.146666667,,,,
8341,-0.234375,,,,
19926,0.253708333,,,,
42512,-0.179875,,,,
31287,-0.192541667,,,,
5949,-0.257166667,,,,
4801,0.28175,,,,
33445,-0.195333333,,,,
27362,0.257875,,,,
24081,-0.251,,,,
4948,-0.150208333,,,,
31884,-0.165,,,,
7516,-0.282291667,,,,
9695,0.177125,,,,
35826,-0.282625,,,,
29129,-0.198041667,,,,
1103,-0.205291667,,,,
27119,0.318625,,,,
35242,-0.361625,,,,
39822,0.166125,,,,
30898,-0.32625,,,,
35791,0.251416667,,,,
12346,-0.179458333,,,,
40833,-0.144208333,,,,
33683,0.139958333,,,,
26514,0.181791667,,,,
18680,0.214875,,,,
27243,-0.268375,,,,
39353,-0.345083333,,,,
13621,-0.306708333,,,,
38770,-0.168625,,,,
17437,-0.182458333,,,,
24197,0.7895,,,,
35315,-0.258208333,,,,
19755,0.587,,,,
589,-0.144458333,,,,
4719,0.253083333,,,,
19283,-0.233041667,,,,
6392,-0.32375,,,,
15154,-0.302375,,,,
34617,-0.164333333,,,,
39321,-0.535416667,,,,
6391,-0.253041667,,,,
2076,-0.168166667,,,,
11150,-0.21825,,,,
22855,0.2045,,,,
30285,-0.217666667,,,,
29902,-0.1795,,,,
28228,-0.2925,,,,
31237,-0.180291667,,,,
15849,-0.179125,,,,
1551,-0.226833333,,,,
36690,0.610125,,,,
7289,-0.165833333,,,,
11483,-0.153958333,,,,
30717,-0.240625,,,,
42775,-0.226875,,,,
31577,-0.236625,,,,
31183,-0.211125,,,,
17963,-0.692333333,,,,
9521,-0.349916667,,,,
35371,-0.198958333,,,,
38096,-0.465,,,,
35770,0.802375,,,,
38058,-0.309,,,,
24622,0.34375,,,,
35403,0.21225,,,,
26575,0.185916667,,,,
100,-0.345166667,,,,
19403,0.598,,,,
5943,-0.327333333,,,,
15648,0.319833333,,,,
1965,-0.18325,,,,
18675,-0.24825,,,,
20801,-0.337125,,,,
29557,0.207125,,,,
33533,0.223,,,,
27180,-0.247416667,,,,
35835,-0.222791667,,,,
150,0.668041667,,,,
28523,-0.218208333,,,,
34512,-0.347458333,,,,
35405,-0.239375,,,,
3920,-0.173958333,,,,
30818,-0.1655,,,,
13161,-0.288458333,,,,
29204,-0.330541667,,,,
9740,-0.225625,,,,
39004,0.16075,,,,
13533,0.284416667,,,,
39344,-0.25975,,,,
8605,-0.177875,,,,
34342,-0.1785,,,,
7867,-0.380625,,,,
21511,-0.797541667,,,,
27298,-0.182333333,,,,
10985,-0.316833333,,,,
40808,-0.192375,,,,
3058,-1.165708333,,,,
15828,-0.1375,,,,
11434,-0.136416667,,,,
11337,-0.195,,,,
11896,-0.195041667,,,,
36402,-0.177541667,,,,
14581,-0.299833333,,,,
34424,-0.203833333,,,,
27767,0.37775,,,,
32774,0.649916667,,,,
220,-0.3205,,,,
34633,0.168291667,,,,
935,-0.463791667,,,,
11375,-0.221791667,,,,
24143,-0.335333333,,,,
22610,-0.24525,,,,
33169,-0.27825,,,,
29726,-0.17625,,,,
37013,0.258333333,,,,
21278,-0.260416667,,,,
24945,0.246666667,,,,
23734,-0.159958333,,,,
36572,-0.161541667,,,,
4276,-0.346,,,,
25049,-0.282083333,,,,
33532,-0.188708333,,,,
41151,-0.365625,,,,
5860,0.500166667,,,,
32996,0.264708333,,,,
38457,-0.288291667,,,,
29989,0.343291667,,,,
1268,-0.2135,,,,
37952,-0.726708333,,,,
26221,-0.14675,,,,
3044,-0.521333333,,,,
8119,-0.305416667,,,,
13708,-0.210708333,,,,
8554,-0.180166667,,,,
34485,-0.268333333,,,,
41047,-0.171291667,,,,
35320,-0.194916667,,,,
42141,-0.920541667,,,,
40857,-0.316083333,,,,
39425,0.160208333,,,,
8351,-0.180833333,,,,
19270,-0.355541667,,,,
10487,0.186875,,,,
19986,-0.192,,,,
33881,0.146041667,,,,
21557,-0.236958333,,,,
1018,-0.22725,,,,
29897,-0.158833333,,,,
19397,0.221708333,,,,
23581,0.709083333,,,,
5443,-0.205416667,,,,
18020,-0.169666667,,,,
27140,-0.243708333,,,,
31882,-0.17325,,,,
38240,0.169125,,,,
20516,0.161666667,,,,
20098,-0.298541667,,,,
23922,-0.288333333,,,,
30612,0.266625,,,,
34705,-0.187166667,,,,
23280,-0.157833333,,,,
39890,-0.325375,,,,
4097,-0.19075,,,,
9404,-0.188916667,,,,
24051,0.153083333,,,,
3756,-0.2875,,,,
26826,0.200041667,,,,
13981,-0.405666667,,,,
30976,0.364916667,,,,
18241,-0.300083333,,,,
40341,0.264416667,,,,
37357,-0.384916667,,,,
38037,0.207541667,,,,
21066,-0.232083333,,,,
10762,-0.424333333,,,,
33993,-0.21675,,,,
34764,-0.2805,,,,
33442,-0.424291667,,,,
26483,-0.163333333,,,,
32449,-0.253541667,,,,
7543,-0.29275,,,,
24897,0.173875,,,,
3358,-0.35225,,,,
21077,-0.209083333,,,,
4557,0.150833333,,,,
24426,-0.15125,,,,
32401,0.432916667,,,,
5593,-0.163958333,,,,
31158,-0.178875,,,,
38802,-0.191916667,,,,
30131,0.226416667,,,,
31927,-0.172291667,,,,
38333,-0.245291667,,,,
38397,0.19325,,,,
31195,-0.260833333,,,,
42784,0.196083333,,,,
24764,0.207541667,,,,
3948,-0.283375,,,,
39236,-0.225875,,,,
28909,-0.263625,,,,
33009,-0.214416667,,,,
29402,0.164791667,,,,
5721,-0.300125,,,,
8528,-0.155041667,,,,
41010,-0.348583333,,,,
35440,-0.169083333,,,,
31928,-0.155083333,,,,
19762,0.536041667,,,,
31328,0.204416667,,,,
17737,0.263333333,,,,
25865,-0.227125,,,,
4740,0.287583333,,,,
22666,-0.2095,,,,
1094,-0.481541667,,,,
40450,0.501791667,,,,
15712,-0.162833333,,,,
23634,0.254333333,,,,
32634,0.132958333,,,,
27417,-0.28125,,,,
5760,-0.132958333,,,,
15994,-0.240083333,,,,
29702,-0.163833333,,,,
19913,-0.187541667,,,,
30186,-0.122708333,,,,
14534,-0.167916667,,,,
25648,0.234125,,,,
32572,-0.186916667,,,,
17676,-0.180625,,,,
20333,0.252208333,,,,
30891,-0.262375,,,,
14967,-0.219833333,,,,
21799,0.228875,,,,
8153,0.189625,,,,
15892,-0.159666667,,,,
15539,-0.136916667,,,,
34540,-0.214291667,,,,
5629,0.605833333,,,,
39104,-0.163666667,,,,
24006,0.133166667,,,,
41000,-0.525625,,,,
6937,-0.1445,,,,
28490,-0.185458333,,,,
33030,-0.180708333,,,,
35135,0.203625,,,,
24989,-0.238916667,,,,
8575,-0.355541667,,,,
32640,-0.141291667,,,,
38997,-0.257375,,,,
37044,0.175458333,,,,
2239,-0.28775,,,,
3697,-0.236625,,,,
412,-0.281791667,,,,
42992,-0.828,,,,
37619,0.200208333,,,,
36782,-0.13825,,,,
23711,0.159875,,,,
42344,-0.172791667,,,,
17861,0.344291667,,,,
19440,-0.307625,,,,
31021,-0.219708333,,,,
27244,-0.991583333,,,,
4580,-0.145125,,,,
32630,-0.289333333,,,,
40823,-0.239083333,,,,
38265,-0.299416667,,,,
10413,-0.350916667,,,,
5413,-0.156208333,,,,
16415,0.613083333,,,,
11235,-0.219458333,,,,
24976,-0.299916667,,,,
12187,0.372291667,,,,
34380,-0.261083333,,,,
31308,0.246958333,,,,
28114,-0.153583333,,,,
24765,-0.256916667,,,,
11325,-0.172125,,,,
21005,-0.1715,,,,
41049,0.193125,,,,
29729,-0.209958333,,,,
28078,-0.358375,,,,
11932,-0.35775,,,,
225,-0.179458333,,,,
43067,-0.183333333,,,,
5788,-0.253041667,,,,
18600,-0.20775,,,,
26771,-0.172958333,,,,
27509,-0.228958333,,,,
531,-0.181083333,,,,
39317,-0.257708333,,,,
16344,-0.153625,,,,
34774,-0.186375,,,,
1089,-0.39475,,,,
39081,-0.173833333,,,,
34813,0.210958333,,,,
17409,0.170416667,,,,
17738,0.151916667,,,,
7234,-0.198041667,,,,
11026,0.168333333,,,,
35881,-0.28925,,,,
7263,0.182916667,,,,
35651,-0.153791667,,,,
25261,-0.191458333,,,,
32435,0.183083333,,,,
37622,-0.260541667,,,,
17767,-0.322166667,,,,
27267,-0.207875,,,,
29545,0.230583333,,,,
42847,-0.189583333,,,,
42511,-0.339916667,,,,
28449,-0.235916667,,,,
964,-0.271291667,,,,
38909,-0.547625,,,,
31223,-0.262625,,,,
395,-0.28075,,,,
29400,0.186041667,,,,
38099,-0.251208333,,,,
38835,-0.225625,,,,
12342,-0.204416667,,,,
33536,-0.219083333,,,,
20395,-0.14375,,,,
19826,0.464666667,,,,
16931,-0.205833333,,,,
29276,-0.143125,,,,
30204,0.194208333,,,,
38562,0.1665,,,,
39636,0.261625,,,,
11178,0.176458333,,,,
10474,-0.2475,,,,
39477,-0.232875,,,,
33114,-0.146875,,,,
19846,0.556375,,,,
17421,-0.159083333,,,,
32161,-0.168,,,,
12771,-0.420458333,,,,
36609,-0.183916667,,,,
28013,-0.282791667,,,,
38291,-0.225541667,,,,
30680,0.197791667,,,,
29761,-0.164333333,,,,
360,-0.218958333,,,,
6330,0.344666667,,,,
2313,-0.388458333,,,,
19278,-0.14275,,,,
3336,-0.25775,,,,
37580,-0.2205,,,,
9345,-0.136333333,,,,
4734,-0.361041667,,,,
33639,0.141458333,,,,
40872,0.517083333,,,,
28484,-0.277041667,,,,
15378,-0.16025,,,,
12236,-0.376208333,,,,
35882,-0.165666667,,,,
33677,-0.122291667,,,,
28336,-0.223583333,,,,
23796,0.140208333,,,,
3009,-0.206041667,,,,
21873,-0.224333333,,,,
35556,-0.1575,,,,
1293,-0.412083333,,,,
29843,-0.150458333,,,,
9573,-0.176791667,,,,
11055,0.306,,,,
23245,-0.164875,,,,
3340,0.293666667,,,,
39439,-0.585208333,,,,
33703,0.139875,,,,
34426,0.3495,,,,
19507,0.191458333,,,,
42941,-0.324666667,,,,
7056,-0.494666667,,,,
27909,-0.135166667,,,,
28528,-0.2175,,,,
8320,0.308875,,,,
42152,-0.2655,,,,
40004,-0.216541667,,,,
30687,0.576333333,,,,
24024,-0.183708333,,,,
42815,0.476291667,,,,
36181,0.281875,,,,
42753,0.14575,,,,
15638,-0.154791667,,,,
5716,-0.229458333,,,,
28517,-0.488625,,,,
36424,-0.242833333,,,,
34952,-0.207791667,,,,
17773,-0.125583333,,,,
19284,-0.138875,,,,
6703,-0.1715,,,,
28414,-0.150375,,,,
15753,-0.162333333,,,,
37957,0.120375,,,,
12946,-0.155583333,,,,
30290,0.160416667,,,,
21404,-0.335041667,,,,
12611,0.232375,,,,
12414,-0.55875,,,,
10877,0.209125,,,,
37015,0.156916667,,,,
1458,0.825208333,,,,
24137,-0.232833333,,,,
28452,-0.19475,,,,
12369,-0.204625,,,,
41270,-0.646041667,,,,
34730,-0.568375,,,,
9108,0.249458333,,,,
23828,0.173625,,,,
28899,0.233541667,,,,
24340,-0.169458333,,,,
20227,0.233083333,,,,
37885,0.568416667,,,,
23062,-0.1805,,,,
29211,0.198833333,,,,
4024,-0.210416667,,,,
917,-0.317125,,,,
3135,-0.175833333,,,,
34005,0.256583333,,,,
42402,-0.228458333,,,,
39339,0.316791667,,,,
12828,-0.2045,,,,
7399,-0.120541667,,,,
23628,-0.147208333,,,,
17502,-0.184,,,,
9334,-0.203666667,,,,
5518,-0.369458333,,,,
42091,-0.420416667,,,,
20324,-0.448958333,,,,
19424,-0.2615,,,,
22910,-0.135625,,,,
16531,-0.251833333,,,,
24695,-0.187375,,,,
31987,-0.315458333,,,,
27643,0.196875,,,,
33866,-0.178,,,,
27138,-0.265875,,,,
39163,-0.290291667,,,,
41817,-0.136,,,,
11119,-0.123125,,,,
33898,-0.2725,,,,
15552,-0.524333333,,,,
38549,0.22075,,,,
15085,0.163625,,,,
28054,-0.151833333,,,,
28255,-0.287708333,,,,
26489,-0.119958333,,,,
11771,0.164291667,,,,
336,-0.358833333,,,,
1509,-0.746583333,,,,
31290,-0.271166667,,,,
15346,0.219291667,,,,
16303,-0.1865,,,,
35260,-0.272375,,,,
24741,-0.247125,,,,
14911,-0.209541667,,,,
36672,-0.202375,,,,
34340,0.192166667,,,,
23172,-0.172375,,,,
38960,-0.224916667,,,,
37286,0.143958333,,,,
12813,0.31225,,,,
27395,-0.150041667,,,,
34006,0.171708333,,,,
19019,-0.334,,,,
32666,-0.146,,,,
25686,-0.272291667,,,,
13895,-0.215541667,,,,
24580,-0.213666667,,,,
38125,-0.221166667,,,,
38224,-0.206625,,,,
32143,-0.283583333,,,,
39453,0.16475,,,,
25690,-0.328833333,,,,
39316,-0.223958333,,,,
36481,0.373,,,,
22619,-0.1695,,,,
4847,0.284166667,,,,
11211,-0.170666667,,,,
36457,0.198833333,,,,
17547,-0.18125,,,,
26169,-0.121958333,,,,
28662,-0.191958333,,,,
5068,-0.408416667,,,,
34497,-0.189458333,,,,
13293,0.198166667,,,,
41073,-0.136625,,,,
41528,-0.686208333,,,,
9641,-0.138291667,,,,
42705,-0.159375,,,,
32500,0.161416667,,,,
33567,0.182416667,,,,
10851,0.35025,,,,
10008,0.320125,,,,
39431,-0.259166667,,,,
12137,0.293541667,,,,
34573,0.465208333,,,,
20406,0.382958333,,,,
22967,0.255791667,,,,
41725,-0.239458333,,,,
23994,0.161833333,,,,
38442,-0.220875,,,,
12269,0.24475,,,,
37903,-0.117,,,,
22543,-0.380875,,,,
25798,-0.214291667,,,,
35423,-0.144541667,,,,
42085,-0.315166667,,,,
2480,-0.173083333,,,,
5749,-0.157333333,,,,
23090,-0.165625,,,,
10152,0.556833333,,,,
9431,-0.195375,,,,
30787,-0.175916667,,,,
223,-0.3685,,,,
34913,-0.155958333,,,,
29229,0.213541667,,,,
33527,-0.280875,,,,
4805,-0.142166667,,,,
24850,-0.27475,,,,
8547,-0.149375,,,,
24967,-0.156541667,,,,
27660,-0.265458333,,,,
34484,0.179208333,,,,
37603,-0.453291667,,,,
16553,0.171,,,,
29419,-0.186666667,,,,
21947,0.172083333,,,,
42836,-0.356666667,,,,
33358,-0.175791667,,,,
29502,-0.212958333,,,,
26376,-0.212333333,,,,
4953,-0.175625,,,,
33790,0.160666667,,,,
34737,-0.298416667,,,,
25977,-0.196541667,,,,
31539,-0.176791667,,,,
41422,-0.27125,,,,
9461,-0.333125,,,,
34783,-0.260916667,,,,
12042,0.184208333,,,,
17702,-0.279583333,,,,
17566,-0.326666667,,,,
31330,-0.204125,,,,
37883,0.648833333,,,,
16759,-0.243541667,,,,
32871,-0.204208333,,,,
26498,-0.157125,,,,
24685,-0.348416667,,,,
23618,-0.246291667,,,,
39197,0.143,,,,
34409,-0.207625,,,,
41520,-0.187791667,,,,
42162,-0.731208333,,,,
17878,-0.259625,,,,
13113,-0.202333333,,,,
22256,-0.135541667,,,,
19322,-0.171333333,,,,
7404,-0.1525,,,,
28970,-0.166708333,,,,
26262,-0.224125,,,,
20065,-0.146625,,,,
41208,-0.298333333,,,,
21466,-0.201833333,,,,
14860,0.282333333,,,,
40965,-0.231291667,,,,
40991,0.273916667,,,,
14774,-0.22525,,,,
30756,-0.170666667,,,,
23048,-0.472458333,,,,
