ID,logFC,common,gene_id,gene_name,gene_name_old
35020,1.737875,,,,
36790,1.094625,,,,
10107,-0.714166667,,,,
34007,-0.899041667,,,,
12893,-0.69425,,,,
22315,-0.497458333,,,,
14025,-0.822583333,,,,
7161,3.941833333,,,,
11907,-0.501375,,,,
31451,1.869958333,,,,
21447,-0.708166667,,,,
466,-0.718041667,,,,
24395,1.039458333,,,,
6444,-1.207166667,,,,
28343,0.874458333,,,,
20517,-0.875666667,,,,
33225,2.979833333,,,,
7807,-0.430625,,,,
19938,-0.6345,,,,
16098,1.756583333,,,,
18515,-0.58775,,,,
13397,4.47775,,,,
16001,-0.817041667,,,,
24979,-1.019875,,,,
30375,-0.933,,,,
1463,-0.526583333,,,,
268,-0.624541667,,,,
20359,-0.925791667,,,,
37127,1.022333333,,,,
4825,-0.683833333,,,,
36926,0.658833333,,,,
12409,-0.979458333,,,,
30007,-0.604041667,,,,
4217,-0.719958333,,,,
5121,-0.753791667,,,,
2309,-0.930166667,,,,
349,-0.854666667,,,,
3773,-0.702291667,,,,
11046,-0.899958333,,,,
32219,-0.75925,,,,
5036,-0.861708333,,,,
7441,-0.797583333,,,,
6156,0.557375,,,,
35896,1.425291667,,,,
1328,-0.46175,,,,
41207,-1.016333333,,,,
21631,0.987416667,,,,
27479,0.985416667,,,,
11557,-0.647208333,,,,
16208,1.204791667,,,,
14525,-0.508166667,,,,
57,-0.838291667,,,,
11985,-0.660375,,,,
11001,-0.562166667,,,,
2383,-0.569041667,,,,
2874,-0.600083333,,,,
6774,-0.726583333,,,,
32650,0.798916667,,,,
24230,5.360208333,,,,
26057,6.368666667,,,,
4732,-0.841916667,,,,
1309,-0.536333333,,,,
16095,3.986375,,,,
22080,-0.722958333,,,,
7260,-0.547083333,,,,
36404,1.440708333,,,,
12122,-0.579416667,,,,
4865,-0.507458333,,,,
5276,-0.693541667,,,,
34121,3.576833333,,,,
36252,0.692208333,,,,
6446,-0.955916667,,,,
6031,-0.623041667,,,,
3495,2.98125,,,,
5021,-0.675875,,,,
27930,1.015166667,,,,
15448,-0.567916667,,,,
3777,-0.878041667,,,,
20054,0.790583333,,,,
26029,5.825875,,,,
12667,-0.793083333,,,,
18028,1.369416667,,,,
1136,-0.774666667,,,,
13637,-0.813375,,,,
3511,0.946166667,,,,
10219,-0.785541667,,,,
35704,-0.965625,,,,
8754,-0.585,,,,
1141,-0.661291667,,,,
17843,-1.280958333,,,,
4924,-0.589208333,,,,
36694,1.14875,,,,
26482,-0.7195,,,,
12907,-0.574041667,,,,
299,-0.385,,,,
201,-0.8265,,,,
15132,-1.108333333,,,,
14483,2.053875,,,,
33546,1.064916667,,,,
19288,-0.520166667,,,,
344,-0.765,,,,
8269,-0.725541667,,,,
2438,-0.854,,,,
1097,-0.736291667,,,,
25905,-1.049,,,,
32622,0.676375,,,,
9731,-1.107125,,,,
38052,0.765291667,,,,
4715,-0.535583333,,,,
3326,-0.926583333,,,,
5243,-0.581458333,,,,
36493,0.778958333,,,,
25150,2.650291667,,,,
40101,0.7345,,,,
18653,-0.939125,,,,
25873,-0.548125,,,,
19002,-0.612916667,,,,
4538,-0.603125,,,,
36129,0.729666667,,,,
18862,4.972791667,,,,
11187,-0.80325,,,,
23325,3.425166667,,,,
3388,-0.538416667,,,,
25394,-0.687458333,,,,
7448,-0.562458333,,,,
12322,-0.531,,,,
5556,-0.559708333,,,,
3889,-0.815,,,,
14596,-0.570875,,,,
6099,-0.932166667,,,,
41029,-0.850083333,,,,
7987,3.592416667,,,,
28108,-0.46025,,,,
11139,1.227291667,,,,
1313,-0.535416667,,,,
27797,2.200625,,,,
22275,0.820416667,,,,
12251,-0.384041667,,,,
6972,-0.596166667,,,,
59,-0.678291667,,,,
11190,-0.901833333,,,,
36552,1.521,,,,
19244,-0.780125,,,,
27847,1.284875,,,,
26126,1.25575,,,,
4723,-0.473583333,,,,
19684,-0.542291667,,,,
608,-0.542958333,,,,
9949,-0.623,,,,
1147,-0.747625,,,,
22519,-0.599416667,,,,
1493,-0.656875,,,,
22833,-0.657416667,,,,
7798,-0.567875,,,,
68,1.180041667,,,,
3221,-0.658625,,,,
7046,-0.779791667,,,,
3048,-0.756458333,,,,
29425,-0.496416667,,,,
18140,-0.719291667,,,,
23600,0.680625,,,,
30538,3.053708333,,,,
19147,1.339458333,,,,
14106,-0.739708333,,,,
22746,-0.488,,,,
4369,-0.770541667,,,,
173,-0.588166667,,,,
7944,-1.214291667,,,,
12426,-1.034666667,,,,
33609,-0.484291667,,,,
4931,-0.597625,,,,
13311,-0.885958333,,,,
8608,-0.618333333,,,,
16023,0.591708333,,,,
7929,-0.665166667,,,,
3088,-0.865833333,,,,
26059,6.530541667,,,,
18812,4.83975,,,,
33361,-0.810291667,,,,
37878,1.247833333,,,,
21856,0.794,,,,
4272,-0.508541667,,,,
29933,-0.722083333,,,,
4794,-0.751916667,,,,
1610,-0.595916667,,,,
6548,1.504041667,,,,
2778,-0.718541667,,,,
11448,-0.607083333,,,,
1634,-0.964333333,,,,
26009,2.345083333,,,,
10824,0.940333333,,,,
112,-0.623833333,,,,
23853,1.709,,,,
9389,-0.669666667,,,,
19370,-0.70475,,,,
34315,0.731041667,,,,
37071,-0.549833333,,,,
16746,0.793541667,,,,
22588,1.4685,,,,
653,-0.47775,,,,
4915,-0.497708333,,,,
11783,-0.733125,,,,
458,-0.553958333,,,,
30703,-0.581166667,,,,
683,-0.690375,,,,
591,-0.635958333,,,,
17825,-0.451041667,,,,
26305,-0.561666667,,,,
22672,-0.915666667,,,,
23888,0.704375,,,,
10973,-0.458166667,,,,
33196,2.419958333,,,,
7981,-0.74175,,,,
676,-1.229333333,,,,
24114,0.967875,,,,
17957,4.269291667,,,,
18663,-0.795666667,,,,
32908,-0.625708333,,,,
27648,-0.711166667,,,,
31962,0.969333333,,,,
21417,-0.706625,,,,
25695,-0.95175,,,,
35376,0.596541667,,,,
40360,0.588166667,,,,
13558,-0.584875,,,,
18144,-0.820791667,,,,
11861,-0.940291667,,,,
19081,0.899333333,,,,
3735,-0.652875,,,,
5212,-0.944083333,,,,
10580,-1.194416667,,,,
40000,-0.418083333,,,,
10970,-0.729958333,,,,
42678,0.902875,,,,
1202,-0.584625,,,,
174,-0.622583333,,,,
26148,-0.733666667,,,,
18361,-0.603541667,,,,
26013,2.887791667,,,,
7016,-0.863083333,,,,
12115,-0.667833333,,,,
16038,-0.652583333,,,,
1581,-0.489666667,,,,
3348,-0.9115,,,,
11340,-0.618708333,,,,
7628,-0.800666667,,,,
8371,-0.586416667,,,,
26053,2.435791667,,,,
679,-0.8795,,,,
10826,0.986333333,,,,
7734,-0.755416667,,,,
21540,4.451958333,,,,
6864,-0.688916667,,,,
30732,0.837458333,,,,
28730,4.805666667,,,,
14435,-0.540125,,,,
28572,-0.640041667,,,,
19076,-0.59725,,,,
12288,-0.594125,,,,
27973,-1.118291667,,,,
424,-0.485708333,,,,
7730,-0.621958333,,,,
7830,-0.627208333,,,,
20657,4.722083333,,,,
1388,-0.590833333,,,,
13980,-1.06275,,,,
30651,0.722458333,,,,
10315,-0.865958333,,,,
7076,-0.832041667,,,,
7985,5.365916667,,,,
36195,0.86275,,,,
7662,0.77025,,,,
31398,3.165166667,,,,
7235,-0.53525,,,,
7010,-0.97875,,,,
39177,-0.720708333,,,,
14296,3.3485,,,,
12892,-0.741833333,,,,
36516,-0.692875,,,,
3208,-1.005791667,,,,
31648,-0.796625,,,,
6385,-0.546916667,,,,
20424,-0.961666667,,,,
7462,-0.667708333,,,,
39191,0.767416667,,,,
9760,-0.625,,,,
15615,-0.602041667,,,,
32545,-0.635041667,,,,
22525,-0.666458333,,,,
39945,-0.431166667,,,,
11108,-0.735083333,,,,
30517,6.381833333,,,,
10050,-0.736291667,,,,
22437,1.882125,,,,
22212,-0.914958333,,,,
8207,-0.724625,,,,
18729,-0.791916667,,,,
33656,0.57125,,,,
5270,-0.880833333,,,,
42322,-0.709,,,,
23149,-0.843208333,,,,
19296,-0.790625,,,,
4960,-0.6835,,,,
41617,-0.680083333,,,,
25002,-0.837416667,,,,
30065,-0.455125,,,,
11701,1.680541667,,,,
18193,-0.804916667,,,,
10604,-1.016833333,,,,
30800,0.951625,,,,
9703,-0.693166667,,,,
1028,-0.5035,,,,
33197,4.982291667,,,,
2234,-0.605875,,,,
33978,-0.64225,,,,
12476,-0.731,,,,
32613,0.708541667,,,,
4930,-1.010375,,,,
24484,1.215666667,,,,
38462,0.808416667,,,,
3766,-0.454541667,,,,
12925,0.921041667,,,,
4796,-0.454375,,,,
20076,-0.539458333,,,,
26499,-0.420833333,,,,
19453,-0.530708333,,,,
7326,-0.654708333,,,,
14542,0.680375,,,,
2444,-0.947,,,,
21,-0.518916667,,,,
20942,1.407791667,,,,
29571,-0.484958333,,,,
25428,-0.6035,,,,
22189,-0.598916667,,,,
4291,0.969,,,,
2101,-0.5415,,,,
29701,-0.590833333,,,,
6314,0.956375,,,,
6866,-0.772291667,,,,
632,-0.574416667,,,,
27701,-0.806291667,,,,
3770,-0.661458333,,,,
35963,3.823,,,,
5109,-0.705708333,,,,
5169,-0.547708333,,,,
36439,1.286291667,,,,
40398,2.805166667,,,,
15129,-0.725166667,,,,
23577,1.438333333,,,,
8357,-0.667708333,,,,
16384,-0.851208333,,,,
16563,-0.543458333,,,,
483,-1.010291667,,,,
2252,-0.6135,,,,
3790,-0.499958333,,,,
20891,-0.708375,,,,
25334,-0.876,,,,
16601,-0.567041667,,,,
39922,-0.62025,,,,
4958,0.853083333,,,,
6789,-0.732958333,,,,
18078,1.080791667,,,,
4178,-0.7785,,,,
7100,5.417583333,,,,
5789,-0.742333333,,,,
8869,-0.854416667,,,,
38128,0.60775,,,,
4802,-0.570791667,,,,
10881,1.718833333,,,,
4843,-0.785125,,,,
26187,-0.586666667,,,,
11979,-0.445208333,,,,
4656,-0.457375,,,,
718,-0.991625,,,,
5766,-0.756125,,,,
39844,-0.508625,,,,
15148,0.980375,,,,
20468,-0.923458333,,,,
2870,-0.497916667,,,,
15724,-0.725375,,,,
5091,-0.69975,,,,
30693,0.970833333,,,,
40430,3.354541667,,,,
13264,-0.881958333,,,,
16710,-1.107041667,,,,
15447,-0.765625,,,,
1150,-0.8985,,,,
1036,-0.660291667,,,,
29773,-0.488916667,,,,
4979,-0.693,,,,
37125,-0.692625,,,,
17505,-0.425208333,,,,
6946,-0.595333333,,,,
39673,0.839333333,,,,
14640,-0.929083333,,,,
4628,-0.602375,,,,
4161,1.370208333,,,,
1177,-0.618958333,,,,
34160,4.172875,,,,
2236,-0.500458333,,,,
11969,-0.651833333,,,,
31619,-0.877458333,,,,
17888,5.895,,,,
23819,0.579791667,,,,
15664,-0.6705,,,,
19758,2.73175,,,,
20761,0.407666667,,,,
7467,-0.622416667,,,,
21119,-1.058958333,,,,
5158,-0.894916667,,,,
426,-0.865833333,,,,
31897,-0.825583333,,,,
7664,1.001166667,,,,
10964,-0.799708333,,,,
36207,0.714416667,,,,
14916,-0.743166667,,,,
6776,-0.741833333,,,,
13767,-0.928416667,,,,
1160,-0.689833333,,,,
25215,0.724041667,,,,
4820,-0.913916667,,,,
32592,0.682,,,,
22001,-0.615875,,,,
11993,-0.765458333,,,,
7452,1.097041667,,,,
7850,-0.662083333,,,,
7924,-0.492375,,,,
18300,-0.688458333,,,,
41191,-0.858333333,,,,
39051,-0.61,,,,
7502,-0.593041667,,,,
11063,-0.419,,,,
27005,1.085833333,,,,
7777,-0.667166667,,,,
34154,5.312458333,,,,
31411,1.418166667,,,,
18965,0.557666667,,,,
37696,2.454458333,,,,
29357,0.746916667,,,,
36505,0.814333333,,,,
36531,0.814833333,,,,
18230,-0.594,,,,
606,-0.80575,,,,
14211,-1.004958333,,,,
19613,-0.835166667,,,,
34821,-0.959,,,,
35335,-0.864666667,,,,
19617,0.952041667,,,,
26017,5.902625,,,,
5787,-0.624125,,,,
4132,-0.806833333,,,,
9340,-0.706458333,,,,
35019,1.312375,,,,
29796,1.20275,,,,
30518,5.566375,,,,
29026,-0.499,,,,
23287,3.403333333,,,,
29768,-0.4295,,,,
3329,-0.991375,,,,
6350,-0.612291667,,,,
35871,-0.990333333,,,,
18239,-0.551208333,,,,
18214,0.809708333,,,,
36840,3.00525,,,,
20018,-0.8,,,,
36951,0.72025,,,,
23530,0.693541667,,,,
7723,-0.630708333,,,,
7074,-1.328041667,,,,
36421,0.7665,,,,
7816,-0.93025,,,,
18177,-0.600458333,,,,
1575,-1.338041667,,,,
4573,-0.552083333,,,,
9301,-0.474708333,,,,
35618,0.799875,,,,
24978,-1.063458333,,,,
23729,0.64625,,,,
8764,-0.839583333,,,,
18936,-0.756,,,,
264,-0.655791667,,,,
15652,-0.5215,,,,
3110,-0.854333333,,,,
226,-0.785833333,,,,
14176,-0.482208333,,,,
30250,-0.754041667,,,,
10811,0.549541667,,,,
26123,-0.399958333,,,,
24004,-0.707958333,,,,
8683,-0.548416667,,,,
2934,-0.4255,,,,
10297,1.312,,,,
18983,-0.714,,,,
36235,0.69275,,,,
239,-0.67125,,,,
30348,-0.674041667,,,,
526,-0.823125,,,,
742,-0.642125,,,,
29524,-0.780791667,,,,
19635,-0.796958333,,,,
30639,0.6185,,,,
4681,1.044375,,,,
31113,-0.603333333,,,,
39987,-0.658416667,,,,
7018,-0.666708333,,,,
19065,0.845625,,,,
24479,-0.44675,,,,
17138,-0.490791667,,,,
23195,-0.630166667,,,,
12007,0.842833333,,,,
11344,-0.793583333,,,,
16206,1.119875,,,,
21942,-0.787833333,,,,
7972,-0.730583333,,,,
4163,-0.8695,,,,
8852,-0.745458333,,,,
11367,-0.767041667,,,,
3477,-0.783833333,,,,
3867,-0.680875,,,,
11061,-0.48325,,,,
22706,-0.893791667,,,,
40719,-0.6435,,,,
9517,-0.912166667,,,,
5077,-0.514833333,,,,
30557,6.08825,,,,
3206,-0.705416667,,,,
171,-0.503416667,,,,
30048,-0.592666667,,,,
7465,-0.658625,,,,
19904,-0.800416667,,,,
41199,-0.876458333,,,,
9372,-0.909708333,,,,
38045,-0.956875,,,,
22924,-0.411875,,,,
14980,-0.696458333,,,,
4657,-0.695916667,,,,
320,-0.782041667,,,,
29311,-0.752208333,,,,
18903,0.82525,,,,
2241,-0.850041667,,,,
3764,-0.735375,,,,
41318,2.621291667,,,,
16290,0.849916667,,,,
28690,4.710583333,,,,
36450,0.705625,,,,
32846,1.175833333,,,,
38875,-0.635958333,,,,
7470,-0.504791667,,,,
4248,-0.833375,,,,
1466,-0.40325,,,,
9075,1.258875,,,,
12527,2.9965,,,,
12193,-0.754625,,,,
22863,-0.526708333,,,,
33304,0.596958333,,,,
12238,-0.799,,,,
40863,-0.587416667,,,,
23502,0.551583333,,,,
1923,-0.656,,,,
1700,5.325166667,,,,
35924,3.975916667,,,,
22227,-0.807541667,,,,
11561,-0.724875,,,,
31652,-0.648291667,,,,
1139,-0.720958333,,,,
11770,0.654416667,,,,
36957,0.74175,,,,
6819,-0.884958333,,,,
10199,-0.532291667,,,,
4952,1.260166667,,,,
19527,-0.409875,,,,
20434,-0.903291667,,,,
5521,-0.481166667,,,,
5274,-0.606833333,,,,
9609,-0.573166667,,,,
2928,-1.021875,,,,
11423,-0.727916667,,,,
27251,-0.412708333,,,,
7221,-0.581583333,,,,
5883,-0.506125,,,,
25370,-0.649041667,,,,
25366,-0.74825,,,,
29239,-0.395625,,,,
4990,-0.514041667,,,,
15498,1.163666667,,,,
22834,-0.799958333,,,,
7526,-0.638,,,,
40867,-0.598916667,,,,
17449,-0.576958333,,,,
40421,1.315416667,,,,
6566,-0.572875,,,,
9303,-0.703958333,,,,
40818,-0.493416667,,,,
38547,0.518625,,,,
29852,-0.859791667,,,,
32017,-0.970625,,,,
23015,-0.7455,,,,
24775,-0.815333333,,,,
18470,-0.660916667,,,,
18795,4.923,,,,
39884,-0.667583333,,,,
21408,-1.062041667,,,,
23358,6.05625,,,,
12945,-0.480208333,,,,
2806,-0.775875,,,,
17273,-0.821416667,,,,
8778,-0.56825,,,,
8640,-0.655291667,,,,
37698,2.15875,,,,
3317,-1.044083333,,,,
19380,-0.475708333,,,,
90,-0.4715,,,,
38259,0.54525,,,,
16755,1.216541667,,,,
9742,-0.652166667,,,,
1532,-0.851625,,,,
1565,-0.536875,,,,
20079,0.560125,,,,
17576,-1.237375,,,,
32295,4.400625,,,,
7904,-0.671,,,,
4199,-0.622541667,,,,
30523,2.059208333,,,,
23532,0.66,,,,
19373,-0.654166667,,,,
2364,-1.120708333,,,,
42609,-0.717875,,,,
21710,-0.652708333,,,,
4624,-0.450833333,,,,
4184,-0.672375,,,,
3147,-1.53075,,,,
22535,-0.932333333,,,,
780,-0.609,,,,
14361,2.009916667,,,,
781,-0.695541667,,,,
1533,-0.599208333,,,,
980,1.037416667,,,,
8935,4.949041667,,,,
26207,-0.497208333,,,,
14931,-0.686625,,,,
38769,-0.668041667,,,,
6898,-0.975708333,,,,
32583,1.139291667,,,,
19086,-0.749375,,,,
11310,-0.906916667,,,,
1522,-0.85575,,,,
13790,-0.923375,,,,
2791,-0.570833333,,,,
509,-0.702541667,,,,
5430,1.663416667,,,,
590,-1.084916667,,,,
34644,1.042166667,,,,
25667,-0.774833333,,,,
19398,1.442,,,,
15713,-0.693541667,,,,
8146,-0.542875,,,,
441,-0.607083333,,,,
11971,-0.466916667,,,,
14878,-0.739291667,,,,
23909,-0.9055,,,,
22660,-0.468958333,,,,
28712,3.387333333,,,,
11267,-0.793875,,,,
11991,-0.783791667,,,,
16078,-0.456625,,,,
6062,-0.541541667,,,,
6358,-0.544041667,,,,
1216,-0.734166667,,,,
20613,3.818875,,,,
32207,1.376333333,,,,
9077,-0.950333333,,,,
4228,-0.541958333,,,,
200,-0.624083333,,,,
15642,-0.76975,,,,
17776,-1.229291667,,,,
9096,-0.528083333,,,,
42862,-0.772625,,,,
38257,0.909333333,,,,
22318,-0.399166667,,,,
17812,-1.055,,,,
19341,0.58725,,,,
9542,-0.918708333,,,,
19626,-0.775875,,,,
19896,-0.638375,,,,
11452,-0.616666667,,,,
2818,-0.684208333,,,,
13849,1.089958333,,,,
22520,1.261375,,,,
17876,-0.74075,,,,
36055,0.564375,,,,
1312,-0.780291667,,,,
25413,0.844208333,,,,
21723,-0.656208333,,,,
23671,-0.604791667,,,,
26401,-0.669,,,,
4266,-0.724375,,,,
38845,0.776625,,,,
649,-0.703458333,,,,
105,-0.552916667,,,,
9168,-0.828291667,,,,
25305,-0.71325,,,,
184,0.967416667,,,,
38176,1.019291667,,,,
630,-0.76775,,,,
10488,-0.961666667,,,,
20162,-0.513583333,,,,
18500,1.530916667,,,,
20780,-0.960416667,,,,
7034,-0.68575,,,,
3381,-0.700958333,,,,
836,4.978416667,,,,
7447,-0.607458333,,,,
19925,-0.749208333,,,,
19937,-0.832625,,,,
29707,-1.231,,,,
18158,-0.560041667,,,,
14784,1.513083333,,,,
26870,-1.34225,,,,
667,-0.61425,,,,
6346,-0.630416667,,,,
3176,-0.740041667,,,,
10642,-0.82675,,,,
17723,-1.073708333,,,,
1626,-0.904458333,,,,
18471,-0.659666667,,,,
25675,0.969833333,,,,
23403,0.679041667,,,,
7561,-0.896,,,,
3032,-0.674208333,,,,
30497,4.975083333,,,,
6101,-0.904708333,,,,
7000,-0.84675,,,,
14160,-1.22725,,,,
11383,-0.657125,,,,
26960,2.188375,,,,
19219,-0.708541667,,,,
11923,0.75275,,,,
15306,-0.39325,,,,
11983,-0.412416667,,,,
11138,-0.70075,,,,
14179,-1.177958333,,,,
2967,-0.793375,,,,
2891,-0.439458333,,,,
6356,-0.791708333,,,,
20908,-0.521041667,,,,
8694,-0.44375,,,,
39550,0.549458333,,,,
19194,-0.515875,,,,
37040,1.459333333,,,,
6686,-0.584416667,,,,
6442,-0.899166667,,,,
13821,-1.153166667,,,,
5209,-1.082416667,,,,
79,1.487541667,,,,
4939,-0.633291667,,,,
1586,-0.801333333,,,,
9513,-0.684166667,,,,
10843,-0.478,,,,
29914,-0.611625,,,,
12376,-1.13775,,,,
37831,0.891916667,,,,
18495,-0.572333333,,,,
2295,-0.685208333,,,,
1576,-0.859791667,,,,
14639,-0.802083333,,,,
12435,-0.693958333,,,,
19801,1.049458333,,,,
5242,-0.892083333,,,,
38843,-1.07625,,,,
3793,-0.785333333,,,,
34347,0.626958333,,,,
23329,5.871333333,,,,
6826,-0.807833333,,,,
17020,4.409375,,,,
21191,-0.726333333,,,,
5272,-0.672791667,,,,
25435,-0.552958333,,,,
9511,-0.673708333,,,,
7302,-0.457125,,,,
7079,-0.780791667,,,,
1954,-0.457541667,,,,
11830,-0.739833333,,,,
454,-0.525083333,,,,
17209,-0.854625,,,,
285,-0.667583333,,,,
30102,-0.581958333,,,,
27443,1.544708333,,,,
13096,-0.692916667,,,,
26180,-0.595041667,,,,
7374,-0.494916667,,,,
14765,-0.614291667,,,,
7218,-0.660333333,,,,
13719,-0.631583333,,,,
25406,-0.681416667,,,,
13614,-0.890375,,,,
21862,-0.538916667,,,,
39979,0.78775,,,,
2521,-0.726875,,,,
11260,1.489083333,,,,
2289,-0.610375,,,,
10563,-0.6535,,,,
7458,-0.504083333,,,,
6098,-0.880416667,,,,
26810,-0.867291667,,,,
24664,-0.544,,,,
7338,-0.874875,,,,
2166,-0.629916667,,,,
26627,-0.99875,,,,
40309,-0.790125,,,,
10829,0.805166667,,,,
29825,-0.754,,,,
17809,-1.013583333,,,,
18622,-0.543375,,,,
4532,1.249833333,,,,
15825,-0.607416667,,,,
27433,-0.421541667,,,,
40377,-0.499666667,,,,
5790,-0.7625,,,,
15368,-0.576666667,,,,
181,-0.664791667,,,,
35909,1.076083333,,,,
33764,1.20075,,,,
2274,-1.159333333,,,,
19824,-1.090333333,,,,
10576,-0.716583333,,,,
20272,-0.899375,,,,
18123,-0.46475,,,,
2954,-0.674583333,,,,
25019,-0.693166667,,,,
1235,-0.727666667,,,,
39948,-0.626958333,,,,
28865,0.875166667,,,,
36647,1.572333333,,,,
23087,-0.859458333,,,,
22829,-0.705041667,,,,
6979,-0.978458333,,,,
14204,-0.797916667,,,,
4125,-0.898875,,,,
14743,-0.724708333,,,,
33607,-0.438166667,,,,
22586,1.344,,,,
43123,1.017583333,,,,
3056,-0.584416667,,,,
38548,1.1935,,,,
19565,-0.449666667,,,,
5199,-0.892458333,,,,
34843,1.101958333,,,,
25484,-0.747208333,,,,
15323,-0.648166667,,,,
19753,5.520458333,,,,
4905,0.988583333,,,,
1048,-0.647333333,,,,
1944,-0.613166667,,,,
8271,-0.563125,,,,
9366,-0.45775,,,,
17141,-0.852458333,,,,
23912,0.6355,,,,
30408,-0.551333333,,,,
37868,0.982291667,,,,
4639,-0.659291667,,,,
2118,-0.584,,,,
38663,1.148916667,,,,
35129,0.960916667,,,,
24738,-0.554041667,,,,
479,-0.898333333,,,,
11788,1.272625,,,,
3749,1.069,,,,
21011,-0.527541667,,,,
21343,-0.611958333,,,,
12967,-0.543833333,,,,
35347,1.161333333,,,,
26913,5.343375,,,,
1938,-0.713166667,,,,
19908,-0.693916667,,,,
6534,-1.052875,,,,
39613,0.838083333,,,,
3124,-0.526041667,,,,
2852,-1.045041667,,,,
14349,1.679125,,,,
23033,-0.401083333,,,,
3020,-0.877458333,,,,
15704,-0.6445,,,,
28830,0.862125,,,,
27148,0.629833333,,,,
14188,-0.815541667,,,,
23318,5.445333333,,,,
40750,0.448791667,,,,
10105,-0.89725,,,,
30407,-0.868,,,,
19521,-0.747083333,,,,
8612,-0.66025,,,,
2849,-0.972416667,,,,
36707,0.738,,,,
35351,0.849458333,,,,
8606,-0.804,,,,
14657,-0.648125,,,,
12312,-0.584125,,,,
9084,1.111708333,,,,
14789,-0.585083333,,,,
11300,-0.597583333,,,,
21857,-0.573291667,,,,
1524,-0.545416667,,,,
6779,-0.948333333,,,,
25875,-0.657958333,,,,
2311,-1.156125,,,,
13742,0.992416667,,,,
33508,-0.511583333,,,,
32788,0.923458333,,,,
9683,-0.790875,,,,
4588,-0.722041667,,,,
7738,-0.587291667,,,,
16990,3.04275,,,,
24093,1.779041667,,,,
7541,-1.069708333,,,,
17882,-0.641833333,,,,
19679,-0.927833333,,,,
22251,-0.646666667,,,,
25822,-0.511166667,,,,
3883,-0.561375,,,,
13770,-1.198041667,,,,
30624,0.807833333,,,,
8607,-0.696791667,,,,
25855,-0.4295,,,,
11960,-0.634583333,,,,
10229,-0.619291667,,,,
12727,-0.528,,,,
2900,-1.413041667,,,,
15310,1.164083333,,,,
1266,-0.713458333,,,,
8900,3.826333333,,,,
18935,-0.715041667,,,,
4717,-0.508416667,,,,
22715,-0.568208333,,,,
2843,-0.483291667,,,,
17323,-0.644916667,,,,
4154,-0.773083333,,,,
37147,-0.716583333,,,,
34912,0.598333333,,,,
22037,-0.596416667,,,,
4972,-0.531916667,,,,
3294,-0.847833333,,,,
3148,-0.539958333,,,,
8933,4.788416667,,,,
26127,1.260083333,,,,
10070,-0.70975,,,,
19504,1.295875,,,,
20256,-0.445708333,,,,
5847,0.798208333,,,,
32656,0.458583333,,,,
1470,-0.756083333,,,,
35009,1.003916667,,,,
2943,-0.914833333,,,,
41284,-0.409916667,,,,
18198,-0.720208333,,,,
5236,-0.804625,,,,
1894,-0.764958333,,,,
30981,1.232833333,,,,
14662,-0.571291667,,,,
319,-0.599458333,,,,
2866,-0.663416667,,,,
13825,-1.12425,,,,
31132,1.218666667,,,,
9468,-0.682541667,,,,
2165,-0.512625,,,,
11202,-0.466333333,,,,
1554,-0.635791667,,,,
39786,1.316916667,,,,
32217,-0.808833333,,,,
16542,-0.7975,,,,
34817,-0.699333333,,,,
2727,-0.565791667,,,,
7984,-0.805833333,,,,
11209,-0.662166667,,,,
35203,0.624666667,,,,
33057,-0.619125,,,,
26411,-0.6945,,,,
20246,-0.696541667,,,,
4219,-0.673208333,,,,
2394,-0.390875,,,,
35543,0.628875,,,,
11600,4.529708333,,,,
21989,-0.626083333,,,,
753,-0.781208333,,,,
5708,-0.680833333,,,,
6116,-0.9245,,,,
15332,0.971208333,,,,
8810,-0.546833333,,,,
15058,-0.632125,,,,
32772,1.077541667,,,,
38623,1.240208333,,,,
13699,-0.516375,,,,
388,-0.5625,,,,
40671,-0.755416667,,,,
26612,-0.584125,,,,
17803,-1.238791667,,,,
38385,0.413583333,,,,
17945,5.230208333,,,,
25158,2.78675,,,,
22842,-0.738625,,,,
18390,-0.678875,,,,
14825,-0.480833333,,,,
12795,-0.731125,,,,
16008,-0.845708333,,,,
25088,3.8255,,,,
21858,-0.583625,,,,
39804,-0.416375,,,,
27123,-0.62325,,,,
35130,1.049333333,,,,
14731,-1.193208333,,,,
32651,0.609333333,,,,
19673,-0.673,,,,
22516,-0.627125,,,,
367,-0.7195,,,,
12124,-0.615166667,,,,
19671,-0.675125,,,,
5163,-0.7545,,,,
23985,0.992625,,,,
28031,-0.529166667,,,,
31302,-0.603625,,,,
1231,-0.586375,,,,
6010,-0.593416667,,,,
29543,-0.717375,,,,
21607,1.123416667,,,,
19222,-0.42375,,,,
23111,-0.673208333,,,,
29920,-0.594208333,,,,
41597,-0.390291667,,,,
3861,-0.512166667,,,,
14168,-0.414375,,,,
21400,-0.998208333,,,,
7513,-0.616916667,,,,
24966,-0.758833333,,,,
8593,-0.498708333,,,,
12171,-0.698375,,,,
30440,-0.753125,,,,
9428,-0.616416667,,,,
29713,-0.736208333,,,,
9256,0.88925,,,,
6595,-0.73275,,,,
36915,0.827083333,,,,
20225,-0.803916667,,,,
21053,-0.904333333,,,,
25297,-0.537916667,,,,
11343,-0.611625,,,,
6793,-0.981041667,,,,
5078,1.344125,,,,
19678,-0.576541667,,,,
8763,-0.751875,,,,
23197,-0.879333333,,,,
11838,0.782708333,,,,
