"","category","ID","term","count","genes","logFC","adj_pval","zscore"
"1","BP","GO:0043066","negative regulation of apoptotic process",17,"SERPINB2",-1.643285132,0.037807731,-4.12310562561766
"2","BP","GO:0043066","negative regulation of apoptotic process",17,"MSX2",-1.108137438,0.037807731,-4.12310562561766
"3","BP","GO:0043066","negative regulation of apoptotic process",17,"CBX4",-1.274258813,0.037807731,-4.12310562561766
"4","BP","GO:0043066","negative regulation of apoptotic process",17,"BCL11B",-1.688387658,0.037807731,-4.12310562561766
"5","BP","GO:0043066","negative regulation of apoptotic process",17,"CITED2",-1.957983703,0.037807731,-4.12310562561766
"6","BP","GO:0043066","negative regulation of apoptotic process",17,"PLK2",-1.969957039,0.037807731,-4.12310562561766
"7","BP","GO:0043066","negative regulation of apoptotic process",17,"TENT5B",-1.687621541,0.037807731,-4.12310562561766
"8","BP","GO:0043066","negative regulation of apoptotic process",17,"THBS1",-2.628866139,0.037807731,-4.12310562561766
"9","BP","GO:0043066","negative regulation of apoptotic process",17,"DKK1",-2.26967081,0.037807731,-4.12310562561766
"10","BP","GO:0043066","negative regulation of apoptotic process",17,"AURKA",-2.157863191,0.037807731,-4.12310562561766
"11","BP","GO:0043066","negative regulation of apoptotic process",17,"HSP90B1",-1.080957784,0.037807731,-4.12310562561766
"12","BP","GO:0043066","negative regulation of apoptotic process",17,"MIEN1",-1.055515865,0.037807731,-4.12310562561766
"13","BP","GO:0043066","negative regulation of apoptotic process",17,"CTSH",-2.030209213,0.037807731,-4.12310562561766
"14","BP","GO:0043066","negative regulation of apoptotic process",17,"BIRC5",-4.82778078,0.037807731,-4.12310562561766
"15","BP","GO:0043066","negative regulation of apoptotic process",17,"NAA38",-1.422779801,0.037807731,-4.12310562561766
"16","BP","GO:0043066","negative regulation of apoptotic process",17,"CRYAB",-1.075511568,0.037807731,-4.12310562561766
"17","BP","GO:0043066","negative regulation of apoptotic process",17,"PPARD",-1.395993315,0.037807731,-4.12310562561766
"18","BP","GO:0015031","protein transport",18,"BTF3",-1.086859698,0.003157091,-4.24264068711929
"19","BP","GO:0015031","protein transport",18,"SLC15A1",-2.162547782,0.003157091,-4.24264068711929
"20","BP","GO:0015031","protein transport",18,"NBAS",-1.196777922,0.003157091,-4.24264068711929
"21","BP","GO:0015031","protein transport",18,"PRAF2",-1.067179941,0.003157091,-4.24264068711929
"22","BP","GO:0015031","protein transport",18,"COMMD1",-1.05381083,0.003157091,-4.24264068711929
"23","BP","GO:0015031","protein transport",18,"COPZ1",-1.261227883,0.003157091,-4.24264068711929
"24","BP","GO:0015031","protein transport",18,"HSP90B1",-1.080957784,0.003157091,-4.24264068711929
"25","BP","GO:0015031","protein transport",18,"SCAMP2",-1.113366368,0.003157091,-4.24264068711929
"26","BP","GO:0015031","protein transport",18,"TOM1L2",-1.524092373,0.003157091,-4.24264068711929
"27","BP","GO:0015031","protein transport",18,"SCAMP4",-1.207976491,0.003157091,-4.24264068711929
"28","BP","GO:0015031","protein transport",18,"LMAN1",-1.068518332,0.003157091,-4.24264068711929
"29","BP","GO:0015031","protein transport",18,"CENPF",-2.275729701,0.003157091,-4.24264068711929
"30","BP","GO:0015031","protein transport",18,"VPS51",-1.037365547,0.003157091,-4.24264068711929
"31","BP","GO:0015031","protein transport",18,"NACA",-1.176857262,0.003157091,-4.24264068711929
"32","BP","GO:0015031","protein transport",18,"VPS52",-1.240656472,0.003157091,-4.24264068711929
"33","BP","GO:0015031","protein transport",18,"CHMP2A",-1.145093747,0.003157091,-4.24264068711929
"34","BP","GO:0015031","protein transport",18,"KIF20A",-2.786504036,0.003157091,-4.24264068711929
"35","BP","GO:0015031","protein transport",18,"VPS35L",-1.154688929,0.003157091,-4.24264068711929
"36","BP","GO:0006412","translation",9,"MRPS9",-1.026417912,0.046467076,-3
"37","BP","GO:0006412","translation",9,"RPL41",-1.123259734,0.046467076,-3
"38","BP","GO:0006412","translation",9,"NACA",-1.176857262,0.046467076,-3
"39","BP","GO:0006412","translation",9,"RPS4Y1",-1.425424457,0.046467076,-3
"40","BP","GO:0006412","translation",9,"RPL18",-1.850670338,0.046467076,-3
"41","BP","GO:0006412","translation",9,"RPL39",-1.273886373,0.046467076,-3
"42","BP","GO:0006412","translation",9,"RPS10",-1.567035363,0.046467076,-3
"43","BP","GO:0006412","translation",9,"MRPL21",-1.395459458,0.046467076,-3
"44","BP","GO:0006412","translation",9,"MRPL11",-1.381028276,0.046467076,-3
"45","BP","GO:0009410","response to xenobiotic stimulus",12,"BCHE",-1.165708466,0.012500432,-3.46410161513775
"46","BP","GO:0009410","response to xenobiotic stimulus",12,"HDAC5",-1.39987283,0.012500432,-3.46410161513775
"47","BP","GO:0009410","response to xenobiotic stimulus",12,"CENPF",-2.275729701,0.012500432,-3.46410161513775
"48","BP","GO:0009410","response to xenobiotic stimulus",12,"ABCD3",-1.132374803,0.012500432,-3.46410161513775
"49","BP","GO:0009410","response to xenobiotic stimulus",12,"SEMA3C",-1.670859906,0.012500432,-3.46410161513775
"50","BP","GO:0009410","response to xenobiotic stimulus",12,"ARG1",-1.909387625,0.012500432,-3.46410161513775
"51","BP","GO:0009410","response to xenobiotic stimulus",12,"SCNN1B",-3.408094776,0.012500432,-3.46410161513775
"52","BP","GO:0009410","response to xenobiotic stimulus",12,"XRCC1",-1.282590157,0.012500432,-3.46410161513775
"53","BP","GO:0009410","response to xenobiotic stimulus",12,"BLMH",-1.846850819,0.012500432,-3.46410161513775
"54","BP","GO:0009410","response to xenobiotic stimulus",12,"TYMS",-3.302288382,0.012500432,-3.46410161513775
"55","BP","GO:0009410","response to xenobiotic stimulus",12,"ADD3",-1.05761241,0.012500432,-3.46410161513775
"56","BP","GO:0009410","response to xenobiotic stimulus",12,"THBS1",-2.628866139,0.012500432,-3.46410161513775
"57","BP","GO:0055085","transmembrane transport",11,"SLC44A5",-1.858769027,0.017172512,-3.3166247903554
"58","BP","GO:0055085","transmembrane transport",11,"PSMB6",-1.149097968,0.017172512,-3.3166247903554
"59","BP","GO:0055085","transmembrane transport",11,"SLC35B2",-1.498663292,0.017172512,-3.3166247903554
"60","BP","GO:0055085","transmembrane transport",11,"SLC44A3",-2.149740043,0.017172512,-3.3166247903554
"61","BP","GO:0055085","transmembrane transport",11,"SLC44A2",-1.389592046,0.017172512,-3.3166247903554
"62","BP","GO:0055085","transmembrane transport",11,"PSMA2",-1.33808643,0.017172512,-3.3166247903554
"63","BP","GO:0055085","transmembrane transport",11,"GJA5",-4.546904872,0.017172512,-3.3166247903554
"64","BP","GO:0055085","transmembrane transport",11,"GJA9",-2.323995898,0.017172512,-3.3166247903554
"65","BP","GO:0055085","transmembrane transport",11,"ABCA12",-1.40790804,0.017172512,-3.3166247903554
"66","BP","GO:0055085","transmembrane transport",11,"GPR155",-2.69242839,0.017172512,-3.3166247903554
"67","BP","GO:0055085","transmembrane transport",11,"GSDME",-1.223861174,0.017172512,-3.3166247903554
"68","BP","GO:0071222","cellular response to lipopolysaccharide",10,"HADHB",-1.751065051,0.01028209,-3.16227766016838
"69","BP","GO:0071222","cellular response to lipopolysaccharide",10,"IL1A",-1.70651281,0.01028209,-3.16227766016838
"70","BP","GO:0071222","cellular response to lipopolysaccharide",10,"HDAC5",-1.39987283,0.01028209,-3.16227766016838
"71","BP","GO:0071222","cellular response to lipopolysaccharide",10,"ARG1",-1.909387625,0.01028209,-3.16227766016838
"72","BP","GO:0071222","cellular response to lipopolysaccharide",10,"PDCD1LG2",-5.420435633,0.01028209,-3.16227766016838
"73","BP","GO:0071222","cellular response to lipopolysaccharide",10,"CD68",-1.452604628,0.01028209,-3.16227766016838
"74","BP","GO:0071222","cellular response to lipopolysaccharide",10,"GBP2",-1.961905339,0.01028209,-3.16227766016838
"75","BP","GO:0071222","cellular response to lipopolysaccharide",10,"B2M",-2.436091153,0.01028209,-3.16227766016838
"76","BP","GO:0071222","cellular response to lipopolysaccharide",10,"PPARD",-1.395993315,0.01028209,-3.16227766016838
"77","BP","GO:0071222","cellular response to lipopolysaccharide",10,"IL1F10",-2.238672501,0.01028209,-3.16227766016838
"78","BP","GO:0001666","response to hypoxia",9,"DPP4",-2.491068494,0.015034382,-3
"79","BP","GO:0001666","response to hypoxia",9,"IL1A",-1.70651281,0.015034382,-3
"80","BP","GO:0001666","response to hypoxia",9,"CITED2",-1.957983703,0.015034382,-3
"81","BP","GO:0001666","response to hypoxia",9,"XRCC1",-1.282590157,0.015034382,-3
"82","BP","GO:0001666","response to hypoxia",9,"THBS1",-2.628866139,0.015034382,-3
"83","BP","GO:0001666","response to hypoxia",9,"CRYAB",-1.075511568,0.015034382,-3
"84","BP","GO:0001666","response to hypoxia",9,"HIF1A",-1.025051181,0.015034382,-3
"85","BP","GO:0001666","response to hypoxia",9,"TM9SF4",-1.355452534,0.015034382,-3
"86","BP","GO:0001666","response to hypoxia",9,"HSP90B1",-1.080957784,0.015034382,-3
"87","BP","GO:0071456","cellular response to hypoxia",7,"CCNA2",-2.514501424,0.035193816,-2.64575131106459
"88","BP","GO:0071456","cellular response to hypoxia",7,"EDN1",-2.600547604,0.035193816,-2.64575131106459
"89","BP","GO:0071456","cellular response to hypoxia",7,"SDHD",-1.073238405,0.035193816,-2.64575131106459
"90","BP","GO:0071456","cellular response to hypoxia",7,"HIF1A",-1.025051181,0.035193816,-2.64575131106459
"91","BP","GO:0071456","cellular response to hypoxia",7,"AQP3",-1.796641483,0.035193816,-2.64575131106459
"92","BP","GO:0071456","cellular response to hypoxia",7,"VASN",-1.609665567,0.035193816,-2.64575131106459
"93","BP","GO:0071456","cellular response to hypoxia",7,"PPARD",-1.395993315,0.035193816,-2.64575131106459
"94","BP","GO:0009615","response to virus",7,"PSMA2",-1.33808643,0.014964615,-2.64575131106459
"95","BP","GO:0009615","response to virus",7,"STMN1",-1.190750809,0.014964615,-2.64575131106459
"96","BP","GO:0009615","response to virus",7,"IFI44",-1.889240071,0.014964615,-2.64575131106459
"97","BP","GO:0009615","response to virus",7,"ISG15",-2.361451804,0.014964615,-2.64575131106459
"98","BP","GO:0009615","response to virus",7,"DDX60",-2.117877531,0.014964615,-2.64575131106459
"99","BP","GO:0009615","response to virus",7,"IFIT1",-3.244996513,0.014964615,-2.64575131106459
"100","BP","GO:0009615","response to virus",7,"OASL",-1.756696805,0.014964615,-2.64575131106459
"101","BP","GO:0051301","cell division",27,"CDCA5",-2.598041784,8.63e-09,-5.19615242270663
"102","BP","GO:0051301","cell division",27,"NCAPG2",-1.982152002,8.63e-09,-5.19615242270663
"103","BP","GO:0051301","cell division",27,"NCAPG",-3.081687148,8.63e-09,-5.19615242270663
"104","BP","GO:0051301","cell division",27,"BUB1B",-2.431458242,8.63e-09,-5.19615242270663
"105","BP","GO:0051301","cell division",27,"KIF11",-2.72901755,8.63e-09,-5.19615242270663
"106","BP","GO:0051301","cell division",27,"SKA3",-4.726603201,8.63e-09,-5.19615242270663
"107","BP","GO:0051301","cell division",27,"SKA1",-2.186731221,8.63e-09,-5.19615242270663
"108","BP","GO:0051301","cell division",27,"AURKA",-2.157863191,8.63e-09,-5.19615242270663
"109","BP","GO:0051301","cell division",27,"CDC20",-1.821017204,8.63e-09,-5.19615242270663
"110","BP","GO:0051301","cell division",27,"CCNB2",-1.603112433,8.63e-09,-5.19615242270663
"111","BP","GO:0051301","cell division",27,"CCNB1",-2.684593035,8.63e-09,-5.19615242270663
"112","BP","GO:0051301","cell division",27,"CDC23",-1.342356163,8.63e-09,-5.19615242270663
"113","BP","GO:0051301","cell division",27,"BUB1",-2.28040653,8.63e-09,-5.19615242270663
"114","BP","GO:0051301","cell division",27,"SAC3D1",-1.954837022,8.63e-09,-5.19615242270663
"115","BP","GO:0051301","cell division",27,"CDT1",-2.35889532,8.63e-09,-5.19615242270663
"116","BP","GO:0051301","cell division",27,"UBE2C",-1.563087107,8.63e-09,-5.19615242270663
"117","BP","GO:0051301","cell division",27,"SMC1A",-1.119516728,8.63e-09,-5.19615242270663
"118","BP","GO:0051301","cell division",27,"NDC80",-2.0257484,8.63e-09,-5.19615242270663
"119","BP","GO:0051301","cell division",27,"CCNA2",-2.514501424,8.63e-09,-5.19615242270663
"120","BP","GO:0051301","cell division",27,"ASPM",-2.052538855,8.63e-09,-5.19615242270663
"121","BP","GO:0051301","cell division",27,"TPX2",-1.131678158,8.63e-09,-5.19615242270663
"122","BP","GO:0051301","cell division",27,"CENPF",-2.275729701,8.63e-09,-5.19615242270663
"123","BP","GO:0051301","cell division",27,"WEE1",-1.286557803,8.63e-09,-5.19615242270663
"124","BP","GO:0051301","cell division",27,"PRC1",-1.59537456,8.63e-09,-5.19615242270663
"125","BP","GO:0051301","cell division",27,"BIRC5",-4.82778078,8.63e-09,-5.19615242270663
"126","BP","GO:0051301","cell division",27,"MCM5",-1.96770465,8.63e-09,-5.19615242270663
"127","BP","GO:0051301","cell division",27,"KIF2C",-1.573249981,8.63e-09,-5.19615242270663
"128","BP","GO:0010595","positive regulation of endothelial cell migration",5,"SCARB1",-1.170384899,0.034730526,-2.23606797749979
"129","BP","GO:0010595","positive regulation of endothelial cell migration",5,"EDN1",-2.600547604,0.034730526,-2.23606797749979
"130","BP","GO:0010595","positive regulation of endothelial cell migration",5,"NRP2",-2.21298347,0.034730526,-2.23606797749979
"131","BP","GO:0010595","positive regulation of endothelial cell migration",5,"THBS1",-2.628866139,0.034730526,-2.23606797749979
"132","BP","GO:0010595","positive regulation of endothelial cell migration",5,"RHOB",-1.290393131,0.034730526,-2.23606797749979
"133","BP","GO:0030216","keratinocyte differentiation",5,"FLG",-1.861645474,0.033143241,-2.23606797749979
"134","BP","GO:0030216","keratinocyte differentiation",5,"SPRR3",-2.395550882,0.033143241,-2.23606797749979
"135","BP","GO:0030216","keratinocyte differentiation",5,"CDSN",-1.461986019,0.033143241,-2.23606797749979
"136","BP","GO:0030216","keratinocyte differentiation",5,"MAFB",-1.064133743,0.033143241,-2.23606797749979
"137","BP","GO:0030216","keratinocyte differentiation",5,"TGM3",-3.110713324,0.033143241,-2.23606797749979
"138","BP","GO:0007346","regulation of mitotic cell cycle",5,"CDC20",-1.821017204,0.033143241,-2.23606797749979
"139","BP","GO:0007346","regulation of mitotic cell cycle",5,"CDC23",-1.342356163,0.033143241,-2.23606797749979
"140","BP","GO:0007346","regulation of mitotic cell cycle",5,"GMNN",-2.486087765,0.033143241,-2.23606797749979
"141","BP","GO:0007346","regulation of mitotic cell cycle",5,"BIRC5",-4.82778078,0.033143241,-2.23606797749979
"142","BP","GO:0007346","regulation of mitotic cell cycle",5,"DLGAP5",-2.765225513,0.033143241,-2.23606797749979
"143","BP","GO:0042776","mitochondrial ATP synthesis coupled proton transport",5,"NDUFA11",-1.064419922,0.030098628,-2.23606797749979
"144","BP","GO:0042776","mitochondrial ATP synthesis coupled proton transport",5,"ATP5PB",-1.697656649,0.030098628,-2.23606797749979
"145","BP","GO:0042776","mitochondrial ATP synthesis coupled proton transport",5,"NDUFB11",-1.77577287,0.030098628,-2.23606797749979
"146","BP","GO:0042776","mitochondrial ATP synthesis coupled proton transport",5,"NDUFS3",-1.156225535,0.030098628,-2.23606797749979
"147","BP","GO:0042776","mitochondrial ATP synthesis coupled proton transport",5,"SDHD",-1.073238405,0.030098628,-2.23606797749979
"148","BP","GO:0030855","epithelial cell differentiation",8,"EHF",-1.789242368,0.002404082,-2.82842712474619
"149","BP","GO:0030855","epithelial cell differentiation",8,"DHRS9",-1.18783787,0.002404082,-2.82842712474619
"150","BP","GO:0030855","epithelial cell differentiation",8,"KRT4",-4.458252913,0.002404082,-2.82842712474619
"151","BP","GO:0030855","epithelial cell differentiation",8,"DLX5",-1.977683911,0.002404082,-2.82842712474619
"152","BP","GO:0030855","epithelial cell differentiation",8,"KRT15",-2.668777092,0.002404082,-2.82842712474619
"153","BP","GO:0030855","epithelial cell differentiation",8,"KRT24",-4.182758059,0.002404082,-2.82842712474619
"154","BP","GO:0030855","epithelial cell differentiation",8,"KRT23",-2.325895748,0.002404082,-2.82842712474619
"155","BP","GO:0030855","epithelial cell differentiation",8,"KRT9",-2.829013809,0.002404082,-2.82842712474619
"156","BP","GO:0045109","intermediate filament organization",6,"KRT80",-2.12731786,0.007746691,-2.44948974278318
"157","BP","GO:0045109","intermediate filament organization",6,"KRT4",-4.458252913,0.007746691,-2.44948974278318
"158","BP","GO:0045109","intermediate filament organization",6,"KRT15",-2.668777092,0.007746691,-2.44948974278318
"159","BP","GO:0045109","intermediate filament organization",6,"KRT24",-4.182758059,0.007746691,-2.44948974278318
"160","BP","GO:0045109","intermediate filament organization",6,"KRT23",-2.325895748,0.007746691,-2.44948974278318
"161","BP","GO:0045109","intermediate filament organization",6,"KRT9",-2.829013809,0.007746691,-2.44948974278318
"162","BP","GO:0007059","chromosome segregation",9,"CDT1",-2.35889532,0.000379,-3
"163","BP","GO:0007059","chromosome segregation",9,"CENPF",-2.275729701,0.000379,-3
"164","BP","GO:0007059","chromosome segregation",9,"HJURP",-3.64232181,0.000379,-3
"165","BP","GO:0007059","chromosome segregation",9,"BIRC5",-4.82778078,0.000379,-3
"166","BP","GO:0007059","chromosome segregation",9,"SKA3",-4.726603201,0.000379,-3
"167","BP","GO:0007059","chromosome segregation",9,"BUB1",-2.28040653,0.000379,-3
"168","BP","GO:0007059","chromosome segregation",9,"NDC80",-2.0257484,0.000379,-3
"169","BP","GO:0007059","chromosome segregation",9,"SKA1",-2.186731221,0.000379,-3
"170","BP","GO:0007059","chromosome segregation",9,"DLGAP5",-2.765225513,0.000379,-3
"171","BP","GO:0045333","cellular respiration",4,"COX7B",-1.363199979,0.040128413,-2
"172","BP","GO:0045333","cellular respiration",4,"COX4I1",-1.116529179,0.040128413,-2
"173","BP","GO:0045333","cellular respiration",4,"COX7A2",-1.337102314,0.040128413,-2
"174","BP","GO:0045333","cellular respiration",4,"COX6A1",-1.399900045,0.040128413,-2
"175","BP","GO:0031424","keratinization",9,"LCE2B",-1.284258893,0.000245,-3
"176","BP","GO:0031424","keratinization",9,"IL1A",-1.70651281,0.000245,-3
"177","BP","GO:0031424","keratinization",9,"SPRR3",-2.395550882,0.000245,-3
"178","BP","GO:0031424","keratinization",9,"KRT80",-2.12731786,0.000245,-3
"179","BP","GO:0031424","keratinization",9,"KRT4",-4.458252913,0.000245,-3
"180","BP","GO:0031424","keratinization",9,"CNFN",-1.717754922,0.000245,-3
"181","BP","GO:0031424","keratinization",9,"ABCA12",-1.40790804,0.000245,-3
"182","BP","GO:0031424","keratinization",9,"TGM3",-3.110713324,0.000245,-3
"183","BP","GO:0031424","keratinization",9,"SPRR2D",-2.390796129,0.000245,-3
"184","BP","GO:0050919","negative chemotaxis",4,"DPP4",-2.491068494,0.035450796,-2
"185","BP","GO:0050919","negative chemotaxis",4,"SEMA4A",-2.671254889,0.035450796,-2
"186","BP","GO:0050919","negative chemotaxis",4,"NRP2",-2.21298347,0.035450796,-2
"187","BP","GO:0050919","negative chemotaxis",4,"SEMA3C",-1.670859906,0.035450796,-2
"188","BP","GO:0000281","mitotic cytokinesis",7,"KIF4A",-2.267898968,0.001433171,-2.64575131106459
"189","BP","GO:0000281","mitotic cytokinesis",7,"STMN1",-1.190750809,0.001433171,-2.64575131106459
"190","BP","GO:0000281","mitotic cytokinesis",7,"BIRC5",-4.82778078,0.001433171,-2.64575131106459
"191","BP","GO:0000281","mitotic cytokinesis",7,"KIF20A",-2.786504036,0.001433171,-2.64575131106459
"192","BP","GO:0000281","mitotic cytokinesis",7,"CEP55",-5.160597801,0.001433171,-2.64575131106459
"193","BP","GO:0000281","mitotic cytokinesis",7,"RHOB",-1.290393131,0.001433171,-2.64575131106459
"194","BP","GO:0000281","mitotic cytokinesis",7,"ZNF365",-1.332327732,0.001433171,-2.64575131106459
"195","BP","GO:0048538","thymus development",5,"CCNB2",-1.603112433,0.010965937,-2.23606797749979
"196","BP","GO:0048538","thymus development",5,"MAFB",-1.064133743,0.010965937,-2.23606797749979
"197","BP","GO:0048538","thymus development",5,"BCL11B",-1.688387658,0.010965937,-2.23606797749979
"198","BP","GO:0048538","thymus development",5,"CITED2",-1.957983703,0.010965937,-2.23606797749979
"199","BP","GO:0048538","thymus development",5,"EPHB3",-1.444204795,0.010965937,-2.23606797749979
"200","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process",5,"PSMB6",-1.149097968,0.010194233,-2.23606797749979
"201","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process",5,"CDC20",-1.821017204,0.010194233,-2.23606797749979
"202","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process",5,"CDC23",-1.342356163,0.010194233,-2.23606797749979
"203","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process",5,"PSMA2",-1.33808643,0.010194233,-2.23606797749979
"204","BP","GO:0031145","anaphase-promoting complex-dependent catabolic process",5,"UBE2C",-1.563087107,0.010194233,-2.23606797749979
"205","BP","GO:0002052","positive regulation of neuroblast proliferation",4,"ASPM",-2.052538855,0.028998244,-2
"206","BP","GO:0002052","positive regulation of neuroblast proliferation",4,"ID4",-2.318190195,0.028998244,-2
"207","BP","GO:0002052","positive regulation of neuroblast proliferation",4,"WDR62",-1.504383964,0.028998244,-2
"208","BP","GO:0002052","positive regulation of neuroblast proliferation",4,"HIF1A",-1.025051181,0.028998244,-2
"209","BP","GO:0001916","positive regulation of T cell mediated cytotoxicity",4,"RAET1L",-1.123282974,0.026999407,-2
"210","BP","GO:0001916","positive regulation of T cell mediated cytotoxicity",4,"HLA-A",-1.295197926,0.026999407,-2
"211","BP","GO:0001916","positive regulation of T cell mediated cytotoxicity",4,"B2M",-2.436091153,0.026999407,-2
"212","BP","GO:0001916","positive regulation of T cell mediated cytotoxicity",4,"HLA-E",-1.132489067,0.026999407,-2
"213","BP","GO:0008544","epidermis development",10,"COL17A1",-1.96877789,2.54e-05,-3.16227766016838
"214","BP","GO:0008544","epidermis development",10,"LCE2B",-1.284258893,2.54e-05,-3.16227766016838
"215","BP","GO:0008544","epidermis development",10,"SPRR3",-2.395550882,2.54e-05,-3.16227766016838
"216","BP","GO:0008544","epidermis development",10,"CDSN",-1.461986019,2.54e-05,-3.16227766016838
"217","BP","GO:0008544","epidermis development",10,"KRT15",-2.668777092,2.54e-05,-3.16227766016838
"218","BP","GO:0008544","epidermis development",10,"YBX1",-1.211529865,2.54e-05,-3.16227766016838
"219","BP","GO:0008544","epidermis development",10,"GRHL1",-1.733399076,2.54e-05,-3.16227766016838
"220","BP","GO:0008544","epidermis development",10,"TGM5",-3.147235824,2.54e-05,-3.16227766016838
"221","BP","GO:0008544","epidermis development",10,"KRT9",-2.829013809,2.54e-05,-3.16227766016838
"222","BP","GO:0008544","epidermis development",10,"SPRR2D",-2.390796129,2.54e-05,-3.16227766016838
"223","BP","GO:0000278","mitotic cell cycle",18,"CDT1",-2.35889532,2.98e-09,-4.24264068711929
"224","BP","GO:0000278","mitotic cell cycle",18,"CDCA5",-2.598041784,2.98e-09,-4.24264068711929
"225","BP","GO:0000278","mitotic cell cycle",18,"PLK2",-1.969957039,2.98e-09,-4.24264068711929
"226","BP","GO:0000278","mitotic cell cycle",18,"DCTN3",-1.250277975,2.98e-09,-4.24264068711929
"227","BP","GO:0000278","mitotic cell cycle",18,"NOLC1",-1.3825692,2.98e-09,-4.24264068711929
"228","BP","GO:0000278","mitotic cell cycle",18,"KIF11",-2.72901755,2.98e-09,-4.24264068711929
"229","BP","GO:0000278","mitotic cell cycle",18,"SKA3",-4.726603201,2.98e-09,-4.24264068711929
"230","BP","GO:0000278","mitotic cell cycle",18,"NDC80",-2.0257484,2.98e-09,-4.24264068711929
"231","BP","GO:0000278","mitotic cell cycle",18,"SKA1",-2.186731221,2.98e-09,-4.24264068711929
"232","BP","GO:0000278","mitotic cell cycle",18,"AURKA",-2.157863191,2.98e-09,-4.24264068711929
"233","BP","GO:0000278","mitotic cell cycle",18,"TPX2",-1.131678158,2.98e-09,-4.24264068711929
"234","BP","GO:0000278","mitotic cell cycle",18,"CENPF",-2.275729701,2.98e-09,-4.24264068711929
"235","BP","GO:0000278","mitotic cell cycle",18,"WEE1",-1.286557803,2.98e-09,-4.24264068711929
"236","BP","GO:0000278","mitotic cell cycle",18,"TUBB2A",-1.393593431,2.98e-09,-4.24264068711929
"237","BP","GO:0000278","mitotic cell cycle",18,"CDC23",-1.342356163,2.98e-09,-4.24264068711929
"238","BP","GO:0000278","mitotic cell cycle",18,"PBK",-1.950818524,2.98e-09,-4.24264068711929
"239","BP","GO:0000278","mitotic cell cycle",18,"BIRC5",-4.82778078,2.98e-09,-4.24264068711929
"240","BP","GO:0000278","mitotic cell cycle",18,"MYBL2",-2.627598643,2.98e-09,-4.24264068711929
"241","BP","GO:0032465","regulation of cytokinesis",5,"PRC1",-1.59537456,0.006863402,-2.23606797749979
"242","BP","GO:0032465","regulation of cytokinesis",5,"PLK2",-1.969957039,0.006863402,-2.23606797749979
"243","BP","GO:0032465","regulation of cytokinesis",5,"CALM3",-1.072241542,0.006863402,-2.23606797749979
"244","BP","GO:0032465","regulation of cytokinesis",5,"KIF20A",-2.786504036,0.006863402,-2.23606797749979
"245","BP","GO:0032465","regulation of cytokinesis",5,"AURKA",-2.157863191,0.006863402,-2.23606797749979
"246","BP","GO:0007080","mitotic metaphase plate congression",5,"CCNB1",-2.684593035,0.006863402,-2.23606797749979
"247","BP","GO:0007080","mitotic metaphase plate congression",5,"CDC23",-1.342356163,0.006863402,-2.23606797749979
"248","BP","GO:0007080","mitotic metaphase plate congression",5,"CDCA5",-2.598041784,0.006863402,-2.23606797749979
"249","BP","GO:0007080","mitotic metaphase plate congression",5,"CHMP2A",-1.145093747,0.006863402,-2.23606797749979
"250","BP","GO:0007080","mitotic metaphase plate congression",5,"KIF2C",-1.573249981,0.006863402,-2.23606797749979
"251","BP","GO:0000086","G2/M transition of mitotic cell cycle",7,"CCNA2",-2.514501424,0.000616,-2.64575131106459
"252","BP","GO:0000086","G2/M transition of mitotic cell cycle",7,"WEE1",-1.286557803,0.000616,-2.64575131106459
"253","BP","GO:0000086","G2/M transition of mitotic cell cycle",7,"CCNB1",-2.684593035,0.000616,-2.64575131106459
"254","BP","GO:0000086","G2/M transition of mitotic cell cycle",7,"BIRC5",-4.82778078,0.000616,-2.64575131106459
"255","BP","GO:0000086","G2/M transition of mitotic cell cycle",7,"CALM3",-1.072241542,0.000616,-2.64575131106459
"256","BP","GO:0000086","G2/M transition of mitotic cell cycle",7,"FOXM1",-2.905928005,0.000616,-2.64575131106459
"257","BP","GO:0000086","G2/M transition of mitotic cell cycle",7,"AURKA",-2.157863191,0.000616,-2.64575131106459
"258","BP","GO:0090307","mitotic spindle assembly",5,"CDC20",-1.821017204,0.006297896,-2.23606797749979
"259","BP","GO:0090307","mitotic spindle assembly",5,"TPX2",-1.131678158,0.006297896,-2.23606797749979
"260","BP","GO:0090307","mitotic spindle assembly",5,"MYBL2",-2.627598643,0.006297896,-2.23606797749979
"261","BP","GO:0090307","mitotic spindle assembly",5,"KIF11",-2.72901755,0.006297896,-2.23606797749979
"262","BP","GO:0090307","mitotic spindle assembly",5,"SMC1A",-1.119516728,0.006297896,-2.23606797749979
"263","BP","GO:0051445","regulation of meiotic cell cycle",3,"CDC20",-1.821017204,0.050063299,-1.73205080756888
"264","BP","GO:0051445","regulation of meiotic cell cycle",3,"ASPM",-2.052538855,0.050063299,-1.73205080756888
"265","BP","GO:0051445","regulation of meiotic cell cycle",3,"CDC23",-1.342356163,0.050063299,-1.73205080756888
"266","BP","GO:0051231","spindle elongation",2,"KIF4A",-2.267898968,0.053311026,-1.41421356237309
"267","BP","GO:0051231","spindle elongation",2,"KIF11",-2.72901755,0.053311026,-1.41421356237309
