"","category","ID","term","count","genes","logFC","adj_pval","zscore"
"464","CC","GO:0005634","nucleus",147,"ID4",-2.318190195,3.96e-05,-12.1243556529821
"465","CC","GO:0005634","nucleus",147,"CALM3",-1.072241542,3.96e-05,-12.1243556529821
"466","CC","GO:0005634","nucleus",147,"BLMH",-1.846850819,3.96e-05,-12.1243556529821
"467","CC","GO:0005634","nucleus",147,"HPSE",-1.202283221,3.96e-05,-12.1243556529821
"468","CC","GO:0005634","nucleus",147,"COPS8",-1.104877039,3.96e-05,-12.1243556529821
"469","CC","GO:0005634","nucleus",147,"MCM7",-1.091952331,3.96e-05,-12.1243556529821
"470","CC","GO:0005634","nucleus",147,"CITED2",-1.957983703,3.96e-05,-12.1243556529821
"471","CC","GO:0005634","nucleus",147,"ZFAS1",-1.664785082,3.96e-05,-12.1243556529821
"472","CC","GO:0005634","nucleus",147,"HSPB8",-1.089837736,3.96e-05,-12.1243556529821
"473","CC","GO:0005634","nucleus",147,"TECR",-1.324569629,3.96e-05,-12.1243556529821
"474","CC","GO:0005634","nucleus",147,"NCAPG2",-1.982152002,3.96e-05,-12.1243556529821
"475","CC","GO:0005634","nucleus",147,"ZBTB8OS",-1.224379697,3.96e-05,-12.1243556529821
"476","CC","GO:0005634","nucleus",147,"MCM10",-2.71408145,3.96e-05,-12.1243556529821
"477","CC","GO:0005634","nucleus",147,"YBX1",-1.211529865,3.96e-05,-12.1243556529821
"478","CC","GO:0005634","nucleus",147,"KIF11",-2.72901755,3.96e-05,-12.1243556529821
"479","CC","GO:0005634","nucleus",147,"FOXM1",-2.905928005,3.96e-05,-12.1243556529821
"480","CC","GO:0005634","nucleus",147,"NAT14",-1.802976909,3.96e-05,-12.1243556529821
"481","CC","GO:0005634","nucleus",147,"EXO1",-4.482640167,3.96e-05,-12.1243556529821
"482","CC","GO:0005634","nucleus",147,"PBK",-1.950818524,3.96e-05,-12.1243556529821
"483","CC","GO:0005634","nucleus",147,"IDH3B",-1.237215398,3.96e-05,-12.1243556529821
"484","CC","GO:0005634","nucleus",147,"TIMP3",-1.66846169,3.96e-05,-12.1243556529821
"485","CC","GO:0005634","nucleus",147,"MYBL2",-2.627598643,3.96e-05,-12.1243556529821
"486","CC","GO:0005634","nucleus",147,"DLGAP5",-2.765225513,3.96e-05,-12.1243556529821
"487","CC","GO:0005634","nucleus",147,"ZNF385A",-2.022756251,3.96e-05,-12.1243556529821
"488","CC","GO:0005634","nucleus",147,"ZHX3",-1.441465967,3.96e-05,-12.1243556529821
"489","CC","GO:0005634","nucleus",147,"ARG1",-1.909387625,3.96e-05,-12.1243556529821
"490","CC","GO:0005634","nucleus",147,"COMMD1",-1.05381083,3.96e-05,-12.1243556529821
"491","CC","GO:0005634","nucleus",147,"SMC1A",-1.119516728,3.96e-05,-12.1243556529821
"492","CC","GO:0005634","nucleus",147,"TENT5B",-1.687621541,3.96e-05,-12.1243556529821
"493","CC","GO:0005634","nucleus",147,"REXO2",-1.240819995,3.96e-05,-12.1243556529821
"494","CC","GO:0005634","nucleus",147,"RHOB",-1.290393131,3.96e-05,-12.1243556529821
"495","CC","GO:0005634","nucleus",147,"CCNA2",-2.514501424,3.96e-05,-12.1243556529821
"496","CC","GO:0005634","nucleus",147,"ASPM",-2.052538855,3.96e-05,-12.1243556529821
"497","CC","GO:0005634","nucleus",147,"IL1A",-1.70651281,3.96e-05,-12.1243556529821
"498","CC","GO:0005634","nucleus",147,"MN1",-1.6765374,3.96e-05,-12.1243556529821
"499","CC","GO:0005634","nucleus",147,"ARL4A",-1.073056787,3.96e-05,-12.1243556529821
"500","CC","GO:0005634","nucleus",147,"TUBB2A",-1.393593431,3.96e-05,-12.1243556529821
"501","CC","GO:0005634","nucleus",147,"PSMA2",-1.33808643,3.96e-05,-12.1243556529821
"502","CC","GO:0005634","nucleus",147,"PELI1",-1.065135426,3.96e-05,-12.1243556529821
"503","CC","GO:0005634","nucleus",147,"BIRC5",-4.82778078,3.96e-05,-12.1243556529821
"504","CC","GO:0005634","nucleus",147,"MCM5",-1.96770465,3.96e-05,-12.1243556529821
"505","CC","GO:0005634","nucleus",147,"NAA38",-1.422779801,3.96e-05,-12.1243556529821
"506","CC","GO:0005634","nucleus",147,"KIF2C",-1.573249981,3.96e-05,-12.1243556529821
"507","CC","GO:0005634","nucleus",147,"PABPC1",-1.395569488,3.96e-05,-12.1243556529821
"508","CC","GO:0005634","nucleus",147,"SGK1",-1.289630285,3.96e-05,-12.1243556529821
"509","CC","GO:0005634","nucleus",147,"PFDN5",-1.124167798,3.96e-05,-12.1243556529821
"510","CC","GO:0005634","nucleus",147,"CRYAB",-1.075511568,3.96e-05,-12.1243556529821
"511","CC","GO:0005634","nucleus",147,"PPARD",-1.395993315,3.96e-05,-12.1243556529821
"512","CC","GO:0005634","nucleus",147,"HDAC5",-1.39987283,3.96e-05,-12.1243556529821
"513","CC","GO:0005634","nucleus",147,"ATF6B",-1.246812951,3.96e-05,-12.1243556529821
"514","CC","GO:0005634","nucleus",147,"NXN",-1.063158904,3.96e-05,-12.1243556529821
"515","CC","GO:0005634","nucleus",147,"TYMS",-3.302288382,3.96e-05,-12.1243556529821
"516","CC","GO:0005634","nucleus",147,"AURKA",-2.157863191,3.96e-05,-12.1243556529821
"517","CC","GO:0005634","nucleus",147,"PSMB6",-1.149097968,3.96e-05,-12.1243556529821
"518","CC","GO:0005634","nucleus",147,"PPP1R7",-1.32746383,3.96e-05,-12.1243556529821
"519","CC","GO:0005634","nucleus",147,"POLR2F",-1.359421471,3.96e-05,-12.1243556529821
"520","CC","GO:0005634","nucleus",147,"TNNI2",-4.967354523,3.96e-05,-12.1243556529821
"521","CC","GO:0005634","nucleus",147,"CKB",-1.620763286,3.96e-05,-12.1243556529821
"522","CC","GO:0005634","nucleus",147,"GBP2",-1.961905339,3.96e-05,-12.1243556529821
"523","CC","GO:0005634","nucleus",147,"FILIP1L",-2.589443978,3.96e-05,-12.1243556529821
"524","CC","GO:0005634","nucleus",147,"RPL18",-1.850670338,3.96e-05,-12.1243556529821
"525","CC","GO:0005634","nucleus",147,"BUB1",-2.28040653,3.96e-05,-12.1243556529821
"526","CC","GO:0005634","nucleus",147,"POLR2K",-1.016799002,3.96e-05,-12.1243556529821
"527","CC","GO:0005634","nucleus",147,"RRM2",-2.568059954,3.96e-05,-12.1243556529821
"528","CC","GO:0005634","nucleus",147,"ATP5PB",-1.697656649,3.96e-05,-12.1243556529821
"529","CC","GO:0005634","nucleus",147,"NAP1L1",-1.12538441,3.96e-05,-12.1243556529821
"530","CC","GO:0005634","nucleus",147,"SSRP1",-1.192686714,3.96e-05,-12.1243556529821
"531","CC","GO:0005634","nucleus",147,"GRHL1",-1.733399076,3.96e-05,-12.1243556529821
"532","CC","GO:0005634","nucleus",147,"CENPF",-2.275729701,3.96e-05,-12.1243556529821
"533","CC","GO:0005634","nucleus",147,"WEE1",-1.286557803,3.96e-05,-12.1243556529821
"534","CC","GO:0005634","nucleus",147,"PSMC5",-1.209862249,3.96e-05,-12.1243556529821
"535","CC","GO:0005634","nucleus",147,"PRC1",-1.59537456,3.96e-05,-12.1243556529821
"536","CC","GO:0005634","nucleus",147,"KRT15",-2.668777092,3.96e-05,-12.1243556529821
"537","CC","GO:0005634","nucleus",147,"CDK2AP2",-1.306678576,3.96e-05,-12.1243556529821
"538","CC","GO:0005634","nucleus",147,"TRIP13",-1.921303468,3.96e-05,-12.1243556529821
"539","CC","GO:0005634","nucleus",147,"PFKM",-1.413282314,3.96e-05,-12.1243556529821
"540","CC","GO:0005634","nucleus",147,"SSBP3",-1.395013855,3.96e-05,-12.1243556529821
"541","CC","GO:0005634","nucleus",147,"CDKN3",-2.049376083,3.96e-05,-12.1243556529821
"542","CC","GO:0005737","cytoplasm",142,"SCARB1",-1.170384899,2.02e-05,-11.916375287813
"543","CC","GO:0005737","cytoplasm",142,"FAM89B",-2.065784604,2.02e-05,-11.916375287813
"544","CC","GO:0005737","cytoplasm",142,"GMNN",-2.486087765,2.02e-05,-11.916375287813
"545","CC","GO:0005737","cytoplasm",142,"MT1M",-2.056889318,2.02e-05,-11.916375287813
"546","CC","GO:0005737","cytoplasm",142,"CTNND1",-1.41642079,2.02e-05,-11.916375287813
"547","CC","GO:0005737","cytoplasm",142,"TESK2",-1.716306795,2.02e-05,-11.916375287813
"548","CC","GO:0005737","cytoplasm",142,"BUB1B",-2.431458242,2.02e-05,-11.916375287813
"549","CC","GO:0005737","cytoplasm",142,"MT1X",-1.60863761,2.02e-05,-11.916375287813
"550","CC","GO:0005737","cytoplasm",142,"ABCA12",-1.40790804,2.02e-05,-11.916375287813
"551","CC","GO:0005737","cytoplasm",142,"IFIT1",-3.244996513,2.02e-05,-11.916375287813
"552","CC","GO:0005737","cytoplasm",142,"AQP3",-1.796641483,2.02e-05,-11.916375287813
"553","CC","GO:0005737","cytoplasm",142,"IPO4",-1.134928104,2.02e-05,-11.916375287813
"554","CC","GO:0005737","cytoplasm",142,"RGS2",-2.817782122,2.02e-05,-11.916375287813
"555","CC","GO:0005737","cytoplasm",142,"MT2A",-1.969428476,2.02e-05,-11.916375287813
"556","CC","GO:0005737","cytoplasm",142,"CDC23",-1.342356163,2.02e-05,-11.916375287813
"557","CC","GO:0005737","cytoplasm",142,"SESN3",-1.155057082,2.02e-05,-11.916375287813
"558","CC","GO:0005737","cytoplasm",142,"LAMP1",-1.142189529,2.02e-05,-11.916375287813
"559","CC","GO:0005737","cytoplasm",142,"RASSF5",-1.662901138,2.02e-05,-11.916375287813
"560","CC","GO:0005737","cytoplasm",142,"STMN1",-1.190750809,2.02e-05,-11.916375287813
"561","CC","GO:0005737","cytoplasm",142,"CHP1",-1.070573012,2.02e-05,-11.916375287813
"562","CC","GO:0005737","cytoplasm",142,"TGM5",-3.147235824,2.02e-05,-11.916375287813
"563","CC","GO:0005737","cytoplasm",142,"RPS10",-1.567035363,2.02e-05,-11.916375287813
"564","CC","GO:0005737","cytoplasm",142,"TGM3",-3.110713324,2.02e-05,-11.916375287813
"565","CC","GO:0005737","cytoplasm",142,"FST",-2.404934922,2.02e-05,-11.916375287813
"566","CC","GO:0005737","cytoplasm",142,"SLC30A1",-1.854810717,2.02e-05,-11.916375287813
"567","CC","GO:0005737","cytoplasm",142,"DNAAF5",-1.290488311,2.02e-05,-11.916375287813
"568","CC","GO:0005737","cytoplasm",142,"LMO7",-1.657564928,2.02e-05,-11.916375287813
"569","CC","GO:0005737","cytoplasm",142,"JMJD8",-1.595740804,2.02e-05,-11.916375287813
"570","CC","GO:0005737","cytoplasm",142,"INPP4B",-2.59563884,2.02e-05,-11.916375287813
"571","CC","GO:0005737","cytoplasm",142,"OLFM2",-1.116971634,2.02e-05,-11.916375287813
"572","CC","GO:0005737","cytoplasm",142,"NCL",-1.298388981,2.02e-05,-11.916375287813
"573","CC","GO:0005737","cytoplasm",142,"PSME1",-1.975073203,2.02e-05,-11.916375287813
"574","CC","GO:0005737","cytoplasm",142,"MT1F",-1.803003006,2.02e-05,-11.916375287813
"575","CC","GO:0005737","cytoplasm",142,"GEMIN4",-1.045195773,2.02e-05,-11.916375287813
"576","CC","GO:0005737","cytoplasm",142,"PSME2",-1.422399127,2.02e-05,-11.916375287813
"577","CC","GO:0005737","cytoplasm",142,"MT1H",-1.769156201,2.02e-05,-11.916375287813
"578","CC","GO:0005737","cytoplasm",142,"SPATA18",-2.607111824,2.02e-05,-11.916375287813
"579","CC","GO:0005737","cytoplasm",142,"MT1E",-2.340707108,2.02e-05,-11.916375287813
"580","CC","GO:0005737","cytoplasm",142,"CEMIP",-2.552323128,2.02e-05,-11.916375287813
"581","CC","GO:0005737","cytoplasm",142,"DLX5",-1.977683911,2.02e-05,-11.916375287813
"582","CC","GO:0005737","cytoplasm",142,"CDCA5",-2.598041784,2.02e-05,-11.916375287813
"583","CC","GO:0005737","cytoplasm",142,"NOLC1",-1.3825692,2.02e-05,-11.916375287813
"584","CC","GO:0005737","cytoplasm",142,"NCAPG",-3.081687148,2.02e-05,-11.916375287813
"585","CC","GO:0005737","cytoplasm",142,"HMMR",-2.168856182,2.02e-05,-11.916375287813
"586","CC","GO:0005737","cytoplasm",142,"DDX60",-2.117877531,2.02e-05,-11.916375287813
"587","CC","GO:0005737","cytoplasm",142,"MTMR4",-1.106603349,2.02e-05,-11.916375287813
"588","CC","GO:0005737","cytoplasm",142,"HIF1A",-1.025051181,2.02e-05,-11.916375287813
"589","CC","GO:0005737","cytoplasm",142,"C12ORF57",-1.225694921,2.02e-05,-11.916375287813
"590","CC","GO:0005737","cytoplasm",142,"CCNB2",-1.603112433,2.02e-05,-11.916375287813
"591","CC","GO:0005737","cytoplasm",142,"CCNB1",-2.684593035,2.02e-05,-11.916375287813
"592","CC","GO:0005737","cytoplasm",142,"PDZD2",-1.477018252,2.02e-05,-11.916375287813
"593","CC","GO:0005737","cytoplasm",142,"EIF4EBP3",-1.113263999,2.02e-05,-11.916375287813
"594","CC","GO:0005737","cytoplasm",142,"SAC3D1",-1.954837022,2.02e-05,-11.916375287813
"595","CC","GO:0005737","cytoplasm",142,"SPRR2D",-2.390796129,2.02e-05,-11.916375287813
"596","CC","GO:0005737","cytoplasm",142,"MFAP3L",-2.010162163,2.02e-05,-11.916375287813
"597","CC","GO:0005737","cytoplasm",142,"FANCI",-1.54434662,2.02e-05,-11.916375287813
"598","CC","GO:0005737","cytoplasm",142,"BTF3",-1.086859698,2.02e-05,-11.916375287813
"599","CC","GO:0005737","cytoplasm",142,"RPL41",-1.123259734,2.02e-05,-11.916375287813
"600","CC","GO:0005737","cytoplasm",142,"TPRG1",-4.368723737,2.02e-05,-11.916375287813
"601","CC","GO:0005737","cytoplasm",142,"PLK2",-1.969957039,2.02e-05,-11.916375287813
"602","CC","GO:0005737","cytoplasm",142,"IFI44",-1.889240071,2.02e-05,-11.916375287813
"603","CC","GO:0005737","cytoplasm",142,"ISG15",-2.361451804,2.02e-05,-11.916375287813
"604","CC","GO:0005737","cytoplasm",142,"CNFN",-1.717754922,2.02e-05,-11.916375287813
"605","CC","GO:0005737","cytoplasm",142,"MT4",-3.622877963,2.02e-05,-11.916375287813
"606","CC","GO:0005737","cytoplasm",142,"EEF2",-1.450918315,2.02e-05,-11.916375287813
"607","CC","GO:0005737","cytoplasm",142,"MRPL21",-1.395459458,2.02e-05,-11.916375287813
"608","CC","GO:0005737","cytoplasm",142,"NDC80",-2.0257484,2.02e-05,-11.916375287813
"609","CC","GO:0005737","cytoplasm",142,"IL1F10",-2.238672501,2.02e-05,-11.916375287813
"610","CC","GO:0005737","cytoplasm",142,"TPX2",-1.131678158,2.02e-05,-11.916375287813
"611","CC","GO:0005737","cytoplasm",142,"DIAPH3",-1.641180252,2.02e-05,-11.916375287813
"612","CC","GO:0005737","cytoplasm",142,"NACA",-1.176857262,2.02e-05,-11.916375287813
"613","CC","GO:0005737","cytoplasm",142,"KIF4A",-2.267898968,2.02e-05,-11.916375287813
"614","CC","GO:0005737","cytoplasm",142,"ID4",-2.318190195,2.02e-05,-11.916375287813
"615","CC","GO:0005737","cytoplasm",142,"CALM3",-1.072241542,2.02e-05,-11.916375287813
"616","CC","GO:0005737","cytoplasm",142,"BLMH",-1.846850819,2.02e-05,-11.916375287813
"617","CC","GO:0005737","cytoplasm",142,"COPS8",-1.104877039,2.02e-05,-11.916375287813
"618","CC","GO:0005737","cytoplasm",142,"GSDME",-1.223861174,2.02e-05,-11.916375287813
"619","CC","GO:0005737","cytoplasm",142,"CITED2",-1.957983703,2.02e-05,-11.916375287813
"620","CC","GO:0005737","cytoplasm",142,"ZFAS1",-1.664785082,2.02e-05,-11.916375287813
"621","CC","GO:0005737","cytoplasm",142,"HSPB8",-1.089837736,2.02e-05,-11.916375287813
"622","CC","GO:0005737","cytoplasm",142,"QPRT",-4.054029095,2.02e-05,-11.916375287813
"623","CC","GO:0005737","cytoplasm",142,"ZBTB8OS",-1.224379697,2.02e-05,-11.916375287813
"624","CC","GO:0005737","cytoplasm",142,"YBX1",-1.211529865,2.02e-05,-11.916375287813
"625","CC","GO:0005737","cytoplasm",142,"KIF11",-2.72901755,2.02e-05,-11.916375287813
"626","CC","GO:0005737","cytoplasm",142,"SIPA1L2",-1.718076971,2.02e-05,-11.916375287813
"627","CC","GO:0005737","cytoplasm",142,"OASL",-1.756696805,2.02e-05,-11.916375287813
"628","CC","GO:0005737","cytoplasm",142,"ROBO1",-1.505322395,2.02e-05,-11.916375287813
"629","CC","GO:0005737","cytoplasm",142,"MMP28",-3.341369093,2.02e-05,-11.916375287813
"630","CC","GO:0005737","cytoplasm",142,"GET3",-1.499379814,2.02e-05,-11.916375287813
"631","CC","GO:0005737","cytoplasm",142,"DLGAP5",-2.765225513,2.02e-05,-11.916375287813
"632","CC","GO:0005737","cytoplasm",142,"ZNF385A",-2.022756251,2.02e-05,-11.916375287813
"633","CC","GO:0005737","cytoplasm",142,"CEP55",-5.160597801,2.02e-05,-11.916375287813
"634","CC","GO:0005737","cytoplasm",142,"ZNF365",-1.332327732,2.02e-05,-11.916375287813
"635","CC","GO:0005737","cytoplasm",142,"EDN1",-2.600547604,2.02e-05,-11.916375287813
"636","CC","GO:0005737","cytoplasm",142,"SERPINB2",-1.643285132,2.02e-05,-11.916375287813
"637","CC","GO:0005737","cytoplasm",142,"MIOS",-1.025466198,2.02e-05,-11.916375287813
"638","CC","GO:0005737","cytoplasm",142,"ARG1",-1.909387625,2.02e-05,-11.916375287813
"639","CC","GO:0005737","cytoplasm",142,"GAB1",-1.4096689,2.02e-05,-11.916375287813
"640","CC","GO:0005737","cytoplasm",142,"COMMD1",-1.05381083,2.02e-05,-11.916375287813
"641","CC","GO:0005737","cytoplasm",142,"TENT5B",-1.687621541,2.02e-05,-11.916375287813
"642","CC","GO:0005737","cytoplasm",142,"REXO2",-1.240819995,2.02e-05,-11.916375287813
"643","CC","GO:0005737","cytoplasm",142,"CCNA2",-2.514501424,2.02e-05,-11.916375287813
"644","CC","GO:0005737","cytoplasm",142,"ASPM",-2.052538855,2.02e-05,-11.916375287813
"645","CC","GO:0005737","cytoplasm",142,"ARL4A",-1.073056787,2.02e-05,-11.916375287813
"646","CC","GO:0005737","cytoplasm",142,"MRPS9",-1.026417912,2.02e-05,-11.916375287813
"647","CC","GO:0005737","cytoplasm",142,"TUBB2A",-1.393593431,2.02e-05,-11.916375287813
"648","CC","GO:0005737","cytoplasm",142,"PSMA2",-1.33808643,2.02e-05,-11.916375287813
"649","CC","GO:0005737","cytoplasm",142,"BIRC5",-4.82778078,2.02e-05,-11.916375287813
"650","CC","GO:0005737","cytoplasm",142,"NAA38",-1.422779801,2.02e-05,-11.916375287813
"651","CC","GO:0005737","cytoplasm",142,"KIF2C",-1.573249981,2.02e-05,-11.916375287813
"652","CC","GO:0005737","cytoplasm",142,"PABPC1",-1.395569488,2.02e-05,-11.916375287813
"653","CC","GO:0005737","cytoplasm",142,"SGK1",-1.289630285,2.02e-05,-11.916375287813
"654","CC","GO:0005737","cytoplasm",142,"PFDN5",-1.124167798,2.02e-05,-11.916375287813
"655","CC","GO:0005737","cytoplasm",142,"CRYAB",-1.075511568,2.02e-05,-11.916375287813
"656","CC","GO:0005737","cytoplasm",142,"HDAC5",-1.39987283,2.02e-05,-11.916375287813
"657","CC","GO:0005737","cytoplasm",142,"SPRR3",-2.395550882,2.02e-05,-11.916375287813
"658","CC","GO:0005737","cytoplasm",142,"KRT80",-2.12731786,2.02e-05,-11.916375287813
"659","CC","GO:0005737","cytoplasm",142,"OAT",-1.22191538,2.02e-05,-11.916375287813
"660","CC","GO:0005737","cytoplasm",142,"ACSS2",-1.212451338,2.02e-05,-11.916375287813
"661","CC","GO:0005737","cytoplasm",142,"TUFT1",-1.486962552,2.02e-05,-11.916375287813
"662","CC","GO:0005737","cytoplasm",142,"TYMS",-3.302288382,2.02e-05,-11.916375287813
"663","CC","GO:0005737","cytoplasm",142,"PHYHIP",-1.773612269,2.02e-05,-11.916375287813
"664","CC","GO:0005737","cytoplasm",142,"PSMB6",-1.149097968,2.02e-05,-11.916375287813
"665","CC","GO:0005737","cytoplasm",142,"LMAN1",-1.068518332,2.02e-05,-11.916375287813
"666","CC","GO:0005737","cytoplasm",142,"PPP1R7",-1.32746383,2.02e-05,-11.916375287813
"667","CC","GO:0005737","cytoplasm",142,"GBP2",-1.961905339,2.02e-05,-11.916375287813
"668","CC","GO:0005737","cytoplasm",142,"FILIP1L",-2.589443978,2.02e-05,-11.916375287813
"669","CC","GO:0005737","cytoplasm",142,"RPL18",-1.850670338,2.02e-05,-11.916375287813
"670","CC","GO:0005737","cytoplasm",142,"FNIP2",-1.063407667,2.02e-05,-11.916375287813
"671","CC","GO:0005737","cytoplasm",142,"KLK13",-2.6597064,2.02e-05,-11.916375287813
"672","CC","GO:0005737","cytoplasm",142,"NAP1L1",-1.12538441,2.02e-05,-11.916375287813
"673","CC","GO:0005737","cytoplasm",142,"SHCBP1",-2.814046264,2.02e-05,-11.916375287813
"674","CC","GO:0005737","cytoplasm",142,"CENPF",-2.275729701,2.02e-05,-11.916375287813
"675","CC","GO:0005737","cytoplasm",142,"WEE1",-1.286557803,2.02e-05,-11.916375287813
"676","CC","GO:0005737","cytoplasm",142,"PSMC5",-1.209862249,2.02e-05,-11.916375287813
"677","CC","GO:0005737","cytoplasm",142,"KITLG",-1.676600062,2.02e-05,-11.916375287813
"678","CC","GO:0005737","cytoplasm",142,"NLRP10",-1.513244708,2.02e-05,-11.916375287813
"679","CC","GO:0005737","cytoplasm",142,"PRC1",-1.59537456,2.02e-05,-11.916375287813
"680","CC","GO:0005737","cytoplasm",142,"CDK2AP2",-1.306678576,2.02e-05,-11.916375287813
"681","CC","GO:0005737","cytoplasm",142,"NUCB1",-2.171160267,2.02e-05,-11.916375287813
"682","CC","GO:0005737","cytoplasm",142,"PFKM",-1.413282314,2.02e-05,-11.916375287813
"683","CC","GO:0005737","cytoplasm",142,"CDKN3",-2.049376083,2.02e-05,-11.916375287813
"684","CC","GO:0005654","nucleoplasm",101,"EHF",-1.789242368,0.000518,-10.0498756211209
"685","CC","GO:0005654","nucleoplasm",101,"GMNN",-2.486087765,0.000518,-10.0498756211209
"686","CC","GO:0005654","nucleoplasm",101,"HJURP",-3.64232181,0.000518,-10.0498756211209
"687","CC","GO:0005654","nucleoplasm",101,"TESK2",-1.716306795,0.000518,-10.0498756211209
"688","CC","GO:0005654","nucleoplasm",101,"AQP3",-1.796641483,0.000518,-10.0498756211209
"689","CC","GO:0005654","nucleoplasm",101,"IPO4",-1.134928104,0.000518,-10.0498756211209
"690","CC","GO:0005654","nucleoplasm",101,"CDC20",-1.821017204,0.000518,-10.0498756211209
"691","CC","GO:0005654","nucleoplasm",101,"CDC23",-1.342356163,0.000518,-10.0498756211209
"692","CC","GO:0005654","nucleoplasm",101,"RPS10",-1.567035363,0.000518,-10.0498756211209
"693","CC","GO:0005654","nucleoplasm",101,"C17ORF49",-1.459654068,0.000518,-10.0498756211209
"694","CC","GO:0005654","nucleoplasm",101,"LMO7",-1.657564928,0.000518,-10.0498756211209
"695","CC","GO:0005654","nucleoplasm",101,"MYCL",-2.084860976,0.000518,-10.0498756211209
"696","CC","GO:0005654","nucleoplasm",101,"SCNN1G",-2.232669958,0.000518,-10.0498756211209
"697","CC","GO:0005654","nucleoplasm",101,"OLFM2",-1.116971634,0.000518,-10.0498756211209
"698","CC","GO:0005654","nucleoplasm",101,"LTB4R2",-1.63746286,0.000518,-10.0498756211209
"699","CC","GO:0005654","nucleoplasm",101,"NCL",-1.298388981,0.000518,-10.0498756211209
"700","CC","GO:0005654","nucleoplasm",101,"RBP1",-5.622330943,0.000518,-10.0498756211209
"701","CC","GO:0005654","nucleoplasm",101,"HAT1",-1.007231052,0.000518,-10.0498756211209
"702","CC","GO:0005654","nucleoplasm",101,"PSME1",-1.975073203,0.000518,-10.0498756211209
"703","CC","GO:0005654","nucleoplasm",101,"GEMIN4",-1.045195773,0.000518,-10.0498756211209
"704","CC","GO:0005654","nucleoplasm",101,"PSME2",-1.422399127,0.000518,-10.0498756211209
"705","CC","GO:0005654","nucleoplasm",101,"KIF20A",-2.786504036,0.000518,-10.0498756211209
"706","CC","GO:0005654","nucleoplasm",101,"SNRPF",-1.013021811,0.000518,-10.0498756211209
"707","CC","GO:0005654","nucleoplasm",101,"PSMD13",-1.110225223,0.000518,-10.0498756211209
"708","CC","GO:0005654","nucleoplasm",101,"CDCA5",-2.598041784,0.000518,-10.0498756211209
"709","CC","GO:0005654","nucleoplasm",101,"NOLC1",-1.3825692,0.000518,-10.0498756211209
"710","CC","GO:0005654","nucleoplasm",101,"RPS4Y1",-1.425424457,0.000518,-10.0498756211209
"711","CC","GO:0005654","nucleoplasm",101,"HIF1A",-1.025051181,0.000518,-10.0498756211209
"712","CC","GO:0005654","nucleoplasm",101,"CCNB1",-2.684593035,0.000518,-10.0498756211209
"713","CC","GO:0005654","nucleoplasm",101,"COMMD9",-1.905964913,0.000518,-10.0498756211209
"714","CC","GO:0005654","nucleoplasm",101,"NTHL1",-2.231204467,0.000518,-10.0498756211209
"715","CC","GO:0005654","nucleoplasm",101,"MFAP3L",-2.010162163,0.000518,-10.0498756211209
"716","CC","GO:0005654","nucleoplasm",101,"FANCI",-1.54434662,0.000518,-10.0498756211209
"717","CC","GO:0005654","nucleoplasm",101,"CDT1",-2.35889532,0.000518,-10.0498756211209
"718","CC","GO:0005654","nucleoplasm",101,"TFAP2C",-1.18423657,0.000518,-10.0498756211209
"719","CC","GO:0005654","nucleoplasm",101,"CBX4",-1.274258813,0.000518,-10.0498756211209
"720","CC","GO:0005654","nucleoplasm",101,"UBE2C",-1.563087107,0.000518,-10.0498756211209
"721","CC","GO:0005654","nucleoplasm",101,"XRCC1",-1.282590157,0.000518,-10.0498756211209
"722","CC","GO:0005654","nucleoplasm",101,"ISG15",-2.361451804,0.000518,-10.0498756211209
"723","CC","GO:0005654","nucleoplasm",101,"NDC80",-2.0257484,0.000518,-10.0498756211209
"724","CC","GO:0005654","nucleoplasm",101,"TPX2",-1.131678158,0.000518,-10.0498756211209
"725","CC","GO:0005654","nucleoplasm",101,"POLA2",-2.339056029,0.000518,-10.0498756211209
"726","CC","GO:0005654","nucleoplasm",101,"TBL3",-1.136749303,0.000518,-10.0498756211209
"727","CC","GO:0005654","nucleoplasm",101,"KIF4A",-2.267898968,0.000518,-10.0498756211209
"728","CC","GO:0005654","nucleoplasm",101,"ID4",-2.318190195,0.000518,-10.0498756211209
"729","CC","GO:0005654","nucleoplasm",101,"CALM3",-1.072241542,0.000518,-10.0498756211209
"730","CC","GO:0005654","nucleoplasm",101,"GPR107",-1.086831661,0.000518,-10.0498756211209
"731","CC","GO:0005654","nucleoplasm",101,"HPSE",-1.202283221,0.000518,-10.0498756211209
"732","CC","GO:0005654","nucleoplasm",101,"COPS8",-1.104877039,0.000518,-10.0498756211209
"733","CC","GO:0005654","nucleoplasm",101,"MCM7",-1.091952331,0.000518,-10.0498756211209
"734","CC","GO:0005654","nucleoplasm",101,"CITED2",-1.957983703,0.000518,-10.0498756211209
"735","CC","GO:0005654","nucleoplasm",101,"COX4I1",-1.116529179,0.000518,-10.0498756211209
"736","CC","GO:0005654","nucleoplasm",101,"HSPB8",-1.089837736,0.000518,-10.0498756211209
"737","CC","GO:0005654","nucleoplasm",101,"NCAPG2",-1.982152002,0.000518,-10.0498756211209
"738","CC","GO:0005654","nucleoplasm",101,"ZBTB8OS",-1.224379697,0.000518,-10.0498756211209
"739","CC","GO:0005654","nucleoplasm",101,"MCM10",-2.71408145,0.000518,-10.0498756211209
"740","CC","GO:0005654","nucleoplasm",101,"YBX1",-1.211529865,0.000518,-10.0498756211209
