,category,ID,term,count,genes,logFC,adj_pval,zscore
934,CC,GO:0005783,endoplasmic reticulum,29,VEGFA,1.775883712,0.028186671,5.385164807
935,CC,GO:0005783,endoplasmic reticulum,29,CCDC88A,1.649283327,0.028186671,5.385164807
936,CC,GO:0005783,endoplasmic reticulum,29,CREB3,1.188280539,0.028186671,5.385164807
937,CC,GO:0005783,endoplasmic reticulum,29,SELENOS,1.086601231,0.028186671,5.385164807
938,CC,GO:0005783,endoplasmic reticulum,29,P4HA1,1.889195711,0.028186671,5.385164807
939,CC,GO:0005783,endoplasmic reticulum,29,CERS2,1.652787092,0.028186671,5.385164807
940,CC,GO:0005783,endoplasmic reticulum,29,CDS2,1.092451805,0.028186671,5.385164807
941,CC,GO:0098944,postsynaptic recycling endosome membrane,2,ABHD17A,1.012078369,0.032283048,1.414213562
942,CC,GO:0098944,postsynaptic recycling endosome membrane,2,RAB11FIP3,1.53727149,0.032283048,1.414213562
943,CC,GO:0005769,early endosome,11,ANKRD13B,1.588150668,0.032812649,3.31662479
944,CC,GO:0005769,early endosome,11,PTP4A2,1.316284249,0.032812649,3.31662479
945,CC,GO:0005769,early endosome,11,PHETA2,1.36773852,0.032812649,3.31662479
946,CC,GO:0005769,early endosome,11,PXK,1.197684457,0.032812649,3.31662479
947,CC,GO:0005769,early endosome,11,PTP4A3,4.08549018,0.032812649,3.31662479
948,CC,GO:0005769,early endosome,11,ITCH,1.074303954,0.032812649,3.31662479
949,CC,GO:0005769,early endosome,11,LRP1,1.124225932,0.032812649,3.31662479
950,CC,GO:0005769,early endosome,11,TRIM27,1.360869388,0.032812649,3.31662479
951,CC,GO:0005769,early endosome,11,RAB17,2.481924269,0.032812649,3.31662479
952,CC,GO:0005769,early endosome,11,ATP9A,1.38320085,0.032812649,3.31662479
953,CC,GO:0005769,early endosome,11,C1ORF210,1.022553985,0.032812649,3.31662479
954,CC,GO:0005654,nucleoplasm,81,MUS81,1.084181337,0.036589815,9
955,CC,GO:0005654,nucleoplasm,81,PDCD7,1.023862243,0.036589815,9
956,CC,GO:0005654,nucleoplasm,81,CHD7,1.021629009,0.036589815,9
957,CC,GO:0005654,nucleoplasm,81,CEP164,1.025218524,0.036589815,9
958,CC,GO:0005654,nucleoplasm,81,SMC5,1.462494949,0.036589815,9
959,CC,GO:0005654,nucleoplasm,81,CELSR1,1.410772692,0.036589815,9
960,CC,GO:0005654,nucleoplasm,81,LIMD1,1.60682939,0.036589815,9
961,CC,GO:0005654,nucleoplasm,81,ALDH1L2,2.061335122,0.036589815,9
962,CC,GO:0005654,nucleoplasm,81,DCAF4,1.57726861,0.036589815,9
963,CC,GO:0005654,nucleoplasm,81,PTPDC1,1.297343275,0.036589815,9
964,CC,GO:0005654,nucleoplasm,81,CDC73,1.027492233,0.036589815,9
965,CC,GO:0005654,nucleoplasm,81,LIMD2,3.835951731,0.036589815,9
966,CC,GO:0005654,nucleoplasm,81,UCHL1,2.13984649,0.036589815,9
967,CC,GO:0005654,nucleoplasm,81,SNAPC2,1.496589132,0.036589815,9
968,CC,GO:0005654,nucleoplasm,81,ZMIZ2,1.212084178,0.036589815,9
969,CC,GO:0005654,nucleoplasm,81,CASP3,1.05470245,0.036589815,9
970,CC,GO:0005654,nucleoplasm,81,SCMH1,1.252215628,0.036589815,9
971,CC,GO:0005654,nucleoplasm,81,ENC1,1.381408849,0.036589815,9
972,CC,GO:0005654,nucleoplasm,81,DGCR8,1.009551556,0.036589815,9
973,CC,GO:0005654,nucleoplasm,81,TRIM27,1.360869388,0.036589815,9
974,CC,GO:0005654,nucleoplasm,81,ACADS,1.454670576,0.036589815,9
975,CC,GO:0005654,nucleoplasm,81,EID2B,2.23367179,0.036589815,9
976,CC,GO:0005654,nucleoplasm,81,TGIF1,1.132479571,0.036589815,9
977,CC,GO:0005654,nucleoplasm,81,CDKL2,2.79006747,0.036589815,9
978,CC,GO:0005654,nucleoplasm,81,KLF12,2.767188072,0.036589815,9
979,CC,GO:0005654,nucleoplasm,81,PARP4,1.441891917,0.036589815,9
980,CC,GO:0005654,nucleoplasm,81,SPHK2,1.411713019,0.036589815,9
981,CC,GO:0005654,nucleoplasm,81,KRT8,2.767720339,0.036589815,9
982,CC,GO:0005654,nucleoplasm,81,HUS1,1.466218523,0.036589815,9
983,CC,GO:0005654,nucleoplasm,81,TRAF2,1.147132307,0.036589815,9
984,CC,GO:0005654,nucleoplasm,81,CGRRF1,1.453796583,0.036589815,9
985,CC,GO:0005654,nucleoplasm,81,SAP30,1.566837245,0.036589815,9
986,CC,GO:0005654,nucleoplasm,81,ANO1,1.617218379,0.036589815,9
987,CC,GO:0005654,nucleoplasm,81,CREB3,1.188280539,0.036589815,9
988,CC,GO:0005654,nucleoplasm,81,HOXB2,1.17038667,0.036589815,9
989,CC,GO:0005654,nucleoplasm,81,TRIB3,1.61216085,0.036589815,9
990,CC,GO:0005654,nucleoplasm,81,UPRT,1.567362336,0.036589815,9
991,CC,GO:0005654,nucleoplasm,81,NEIL1,2.332397251,0.036589815,9
992,CC,GO:0005654,nucleoplasm,81,BCORL1,1.267301586,0.036589815,9
993,CC,GO:0005654,nucleoplasm,81,TRIM11,1.196391419,0.036589815,9
994,CC,GO:0005654,nucleoplasm,81,KDM7A,1.214637146,0.036589815,9
995,CC,GO:0005654,nucleoplasm,81,TRIM56,1.14757533,0.036589815,9
996,CC,GO:0005654,nucleoplasm,81,L3MBTL1,1.863367877,0.036589815,9
997,CC,GO:0005654,nucleoplasm,81,KDM3A,1.211597239,0.036589815,9
998,CC,GO:0005654,nucleoplasm,81,RNF34,1.211244319,0.036589815,9
999,CC,GO:0005654,nucleoplasm,81,CBFB,1.165740464,0.036589815,9
1000,CC,GO:0005654,nucleoplasm,81,CTBP1,1.142562066,0.036589815,9
1001,CC,GO:0005654,nucleoplasm,81,HELZ2,1.086484217,0.036589815,9
1002,CC,GO:0005654,nucleoplasm,81,MNT,1.110262551,0.036589815,9
1003,CC,GO:0005654,nucleoplasm,81,MED30,1.714866217,0.036589815,9
1004,CC,GO:0005654,nucleoplasm,81,DEAF1,1.220831697,0.036589815,9
1005,CC,GO:0005654,nucleoplasm,81,ATXN7,1.205168273,0.036589815,9
1006,CC,GO:0005654,nucleoplasm,81,TNRC18,1.026136974,0.036589815,9
1007,CC,GO:0005654,nucleoplasm,81,RAB11FIP2,1.145348483,0.036589815,9
1008,CC,GO:0005654,nucleoplasm,81,ZNF224,1.473187991,0.036589815,9
1009,CC,GO:0005654,nucleoplasm,81,RAB11FIP3,1.53727149,0.036589815,9
1010,CC,GO:0005654,nucleoplasm,81,PDLIM7,1.407161692,0.036589815,9
1011,CC,GO:0005654,nucleoplasm,81,PLK3,1.176796238,0.036589815,9
1012,CC,GO:0005654,nucleoplasm,81,XBP1,1.502808348,0.036589815,9
1013,CC,GO:0005654,nucleoplasm,81,KDM4B,1.387031438,0.036589815,9
1014,CC,GO:0005654,nucleoplasm,81,SMAD4,1.111311315,0.036589815,9
1015,CC,GO:0005654,nucleoplasm,81,FKRP,1.089941806,0.036589815,9
1016,CC,GO:0005654,nucleoplasm,81,TXNRD1,3.743775923,0.036589815,9
1017,CC,GO:0005654,nucleoplasm,81,BNIP3,1.675952671,0.036589815,9
1018,CC,GO:0005654,nucleoplasm,81,ATP2B1,1.208471061,0.036589815,9
1019,CC,GO:0005654,nucleoplasm,81,SMARCA1,1.929628541,0.036589815,9
1020,CC,GO:0005654,nucleoplasm,81,PLEKHA8,1.169680519,0.036589815,9
1021,CC,GO:0005654,nucleoplasm,81,KLF8,1.351097239,0.036589815,9
1022,CC,GO:0005654,nucleoplasm,81,ITCH,1.074303954,0.036589815,9
1023,CC,GO:0005654,nucleoplasm,81,NOL4L,3.384262524,0.036589815,9
1024,CC,GO:0005654,nucleoplasm,81,SHLD3,1.260460477,0.036589815,9
1025,CC,GO:0005654,nucleoplasm,81,SHLD2,1.297977248,0.036589815,9
1026,CC,GO:0005654,nucleoplasm,81,CAPRIN2,1.313527779,0.036589815,9
1027,CC,GO:0005654,nucleoplasm,81,RPA4,2.864628838,0.036589815,9
1028,CC,GO:0005654,nucleoplasm,81,PTPN9,1.185751214,0.036589815,9
1029,CC,GO:0005654,nucleoplasm,81,SPIRE1,1.304672153,0.036589815,9
1030,CC,GO:0005654,nucleoplasm,81,PKN1,1.987067782,0.036589815,9
1031,CC,GO:0005654,nucleoplasm,81,BCOR,1.147086185,0.036589815,9
1032,CC,GO:0005654,nucleoplasm,81,RBAK,1.428049258,0.036589815,9
1033,CC,GO:0005654,nucleoplasm,81,RCOR1,1.350458626,0.036589815,9
1034,CC,GO:0005654,nucleoplasm,81,TNRC6A,1.077306321,0.036589815,9
1035,CC,GO:0055038,recycling endosome membrane,6,ABHD17A,1.012078369,0.037504762,2.449489743
1036,CC,GO:0055038,recycling endosome membrane,6,RAB17,2.481924269,0.037504762,2.449489743
1037,CC,GO:0055038,recycling endosome membrane,6,LZTR1,1.487543375,0.037504762,2.449489743
1038,CC,GO:0055038,recycling endosome membrane,6,RAB11FIP2,1.145348483,0.037504762,2.449489743
1039,CC,GO:0055038,recycling endosome membrane,6,RAB11FIP3,1.53727149,0.037504762,2.449489743
1040,CC,GO:0055038,recycling endosome membrane,6,ATP9A,1.38320085,0.037504762,2.449489743
1041,CC,GO:0005768,endosome,11,ACE,3.63583652,0.041577469,3.31662479
1042,CC,GO:0005768,endosome,11,SLC6A9,1.685787623,0.041577469,3.31662479
1043,CC,GO:0005768,endosome,11,SNX25,1.047242918,0.041577469,3.31662479
1044,CC,GO:0005768,endosome,11,DGKQ,2.456190221,0.041577469,3.31662479
1045,CC,GO:0005768,endosome,11,SNX10,2.834422686,0.041577469,3.31662479
1046,CC,GO:0005768,endosome,11,PKN1,1.987067782,0.041577469,3.31662479
1047,CC,GO:0005768,endosome,11,TRIM27,1.360869388,0.041577469,3.31662479
1048,CC,GO:0005768,endosome,11,RAB17,2.481924269,0.041577469,3.31662479
1049,CC,GO:0005768,endosome,11,RAB11FIP2,1.145348483,0.041577469,3.31662479
1050,CC,GO:0005768,endosome,11,RAB11FIP3,1.53727149,0.041577469,3.31662479
1051,CC,GO:0005768,endosome,11,ATP9A,1.38320085,0.041577469,3.31662479
1052,CC,GO:0043231,intracellular membrane-bounded organelle,25,ANKRD13B,1.588150668,0.043088895,5
1053,CC,GO:0043231,intracellular membrane-bounded organelle,25,EIF5A2,1.917835879,0.043088895,5
1054,CC,GO:0043231,intracellular membrane-bounded organelle,25,CEP164,1.025218524,0.043088895,5
1055,CC,GO:0043231,intracellular membrane-bounded organelle,25,CTSZ,1.494860669,0.043088895,5
1056,CC,GO:0043231,intracellular membrane-bounded organelle,25,FAM241B,3.161351783,0.043088895,5
1057,CC,GO:0043231,intracellular membrane-bounded organelle,25,SNX25,1.047242918,0.043088895,5
1058,CC,GO:0043231,intracellular membrane-bounded organelle,25,CLCC1,1.083136732,0.043088895,5
1059,CC,GO:0043231,intracellular membrane-bounded organelle,25,RAB11FIP2,1.145348483,0.043088895,5
1060,CC,GO:0043231,intracellular membrane-bounded organelle,25,RAB11FIP3,1.53727149,0.043088895,5
1061,CC,GO:0043231,intracellular membrane-bounded organelle,25,IQSEC1,1.391872072,0.043088895,5
1062,CC,GO:0043231,intracellular membrane-bounded organelle,25,SPHK2,1.411713019,0.043088895,5
1063,CC,GO:0043231,intracellular membrane-bounded organelle,25,ATP2B1,1.208471061,0.043088895,5
1064,CC,GO:0043231,intracellular membrane-bounded organelle,25,SMARCA1,1.929628541,0.043088895,5
1065,CC,GO:0043231,intracellular membrane-bounded organelle,25,CGRRF1,1.453796583,0.043088895,5
1066,CC,GO:0043231,intracellular membrane-bounded organelle,25,SPART,1.033024879,0.043088895,5
1067,CC,GO:0043231,intracellular membrane-bounded organelle,25,SLC7A5,1.055899473,0.043088895,5
1068,CC,GO:0043231,intracellular membrane-bounded organelle,25,ITCH,1.074303954,0.043088895,5
1069,CC,GO:0043231,intracellular membrane-bounded organelle,25,PITPNM1,1.161897792,0.043088895,5
1070,CC,GO:0043231,intracellular membrane-bounded organelle,25,P4HA1,1.889195711,0.043088895,5
1071,CC,GO:0043231,intracellular membrane-bounded organelle,25,ABHD17A,1.012078369,0.043088895,5
1072,CC,GO:0043231,intracellular membrane-bounded organelle,25,UPRT,1.567362336,0.043088895,5
1073,CC,GO:0043231,intracellular membrane-bounded organelle,25,DSG2,2.098334684,0.043088895,5
1074,CC,GO:0043231,intracellular membrane-bounded organelle,25,DENND6A,1.371974756,0.043088895,5
1075,CC,GO:0043231,intracellular membrane-bounded organelle,25,SEC24D,1.066444445,0.043088895,5
1076,CC,GO:0043231,intracellular membrane-bounded organelle,25,TNRC6A,1.077306321,0.043088895,5
1077,CC,GO:0035861,site of double-strand break,5,SHLD3,1.260460477,0.055511892,2.236067977
1078,CC,GO:0035861,site of double-strand break,5,SHLD2,1.297977248,0.055511892,2.236067977
1079,CC,GO:0035861,site of double-strand break,5,RPA4,2.864628838,0.055511892,2.236067977
1080,CC,GO:0035861,site of double-strand break,5,HUS1,1.466218523,0.055511892,2.236067977
1081,CC,GO:0035861,site of double-strand break,5,SMC5,1.462494949,0.055511892,2.236067977
1082,CC,GO:0016327,apicolateral plasma membrane,3,CLDN7,2.214630701,0.057605564,1.732050808
1083,CC,GO:0016327,apicolateral plasma membrane,3,KRT8,2.767720339,0.057605564,1.732050808
1084,CC,GO:0016327,apicolateral plasma membrane,3,EPPK1,1.027001296,0.057605564,1.732050808
1085,CC,GO:0032154,cleavage furrow,4,PITPNM1,1.161897792,0.060309918,2
1086,CC,GO:0032154,cleavage furrow,4,SPIRE1,1.304672153,0.060309918,2
1087,CC,GO:0032154,cleavage furrow,4,PKN1,1.987067782,0.060309918,2
1088,CC,GO:0032154,cleavage furrow,4,RAB11FIP3,1.53727149,0.060309918,2
1089,CC,GO:0015629,actin cytoskeleton,9,VASP,1.660345002,0.071293617,3
1090,CC,GO:0015629,actin cytoskeleton,9,CFL2,1.217922611,0.071293617,3
1091,CC,GO:0015629,actin cytoskeleton,9,SHLD2,1.297977248,0.071293617,3
1092,CC,GO:0015629,actin cytoskeleton,9,SPRY2,1.94607256,0.071293617,3
1093,CC,GO:0015629,actin cytoskeleton,9,SYNPO,1.246254702,0.071293617,3
1094,CC,GO:0015629,actin cytoskeleton,9,DBN1,1.747094039,0.071293617,3
1095,CC,GO:0015629,actin cytoskeleton,9,PDLIM7,1.407161692,0.071293617,3
1096,CC,GO:0015629,actin cytoskeleton,9,LIMD2,3.835951731,0.071293617,3
1097,CC,GO:0015629,actin cytoskeleton,9,SNCA,1.721141724,0.071293617,3
1098,CC,GO:0005856,cytoskeleton,15,VASP,1.660345002,0.072479625,3.872983346
1099,CC,GO:0005856,cytoskeleton,15,FAAH,2.546457935,0.072479625,3.872983346
1100,CC,GO:0005856,cytoskeleton,15,LRP1,1.124225932,0.072479625,3.872983346
1101,CC,GO:0005856,cytoskeleton,15,CDC42BPG,1.344976019,0.072479625,3.872983346
1102,CC,GO:0005856,cytoskeleton,15,CDC42BPB,1.025286988,0.072479625,3.872983346
1103,CC,GO:0005856,cytoskeleton,15,GAN,1.497592462,0.072479625,3.872983346
1104,CC,GO:0005856,cytoskeleton,15,DGKQ,2.456190221,0.072479625,3.872983346
1105,CC,GO:0005856,cytoskeleton,15,ENC1,1.381408849,0.072479625,3.872983346
1106,CC,GO:0005856,cytoskeleton,15,SPIRE1,1.304672153,0.072479625,3.872983346
1107,CC,GO:0005856,cytoskeleton,15,SPRY2,1.94607256,0.072479625,3.872983346
1108,CC,GO:0005856,cytoskeleton,15,EPPK1,1.027001296,0.072479625,3.872983346
1109,CC,GO:0005856,cytoskeleton,15,LRRFIP1,1.964244425,0.072479625,3.872983346
1110,CC,GO:0005856,cytoskeleton,15,DBN1,1.747094039,0.072479625,3.872983346
1111,CC,GO:0005856,cytoskeleton,15,TNS1,2.160138003,0.072479625,3.872983346
1112,CC,GO:0005856,cytoskeleton,15,CDC42SE2,1.075427024,0.072479625,3.872983346
1113,CC,GO:0001891,phagocytic cup,3,RAB11FIP2,1.145348483,0.075651042,1.732050808
1114,CC,GO:0001891,phagocytic cup,3,PEAR1,1.883842399,0.075651042,1.732050808
1115,CC,GO:0001891,phagocytic cup,3,CDC42SE2,1.075427024,0.075651042,1.732050808
1116,CC,GO:0017053,transcriptional repressor complex,4,CTBP2,1.25571814,0.080158505,2
1117,CC,GO:0017053,transcriptional repressor complex,4,CTBP1,1.142562066,0.080158505,2
1118,CC,GO:0017053,transcriptional repressor complex,4,ZNF224,1.473187991,0.080158505,2
1119,CC,GO:0017053,transcriptional repressor complex,4,RCOR1,1.350458626,0.080158505,2
1120,CC,GO:0055037,recycling endosome,6,PHETA2,1.36773852,0.080802269,2.449489743
1121,CC,GO:0055037,recycling endosome,6,DENND6A,1.371974756,0.080802269,2.449489743
1122,CC,GO:0055037,recycling endosome,6,RAB17,2.481924269,0.080802269,2.449489743
1123,CC,GO:0055037,recycling endosome,6,RAB11FIP3,1.53727149,0.080802269,2.449489743
1124,CC,GO:0055037,recycling endosome,6,ATP9A,1.38320085,0.080802269,2.449489743
1125,CC,GO:0055037,recycling endosome,6,C1ORF210,1.022553985,0.080802269,2.449489743
1126,CC,GO:0098978,glutamatergic synapse,12,LAMA5,1.153519405,0.089339581,3.464101615
1127,CC,GO:0098978,glutamatergic synapse,12,PPP3CC,1.798428499,0.089339581,3.464101615
1128,CC,GO:0098978,glutamatergic synapse,12,CTBP2,1.25571814,0.089339581,3.464101615
1129,CC,GO:0098978,glutamatergic synapse,12,ABHD17A,1.012078369,0.089339581,3.464101615
1130,CC,GO:0098978,glutamatergic synapse,12,CTBP1,1.142562066,0.089339581,3.464101615
1131,CC,GO:0098978,glutamatergic synapse,12,DGKQ,2.456190221,0.089339581,3.464101615
1132,CC,GO:0098978,glutamatergic synapse,12,DVL1,1.101623715,0.089339581,3.464101615
1133,CC,GO:0098978,glutamatergic synapse,12,DGCR8,1.009551556,0.089339581,3.464101615
1134,CC,GO:0098978,glutamatergic synapse,12,CAMK1,2.477262972,0.089339581,3.464101615
1135,CC,GO:0098978,glutamatergic synapse,12,ATP2B1,1.208471061,0.089339581,3.464101615
1136,CC,GO:0098978,glutamatergic synapse,12,RAB17,2.481924269,0.089339581,3.464101615
1137,CC,GO:0098978,glutamatergic synapse,12,DBN1,1.747094039,0.089339581,3.464101615
1138,CC,GO:0005813,centrosome,15,CDKL2,2.79006747,0.089554032,3.872983346
1139,CC,GO:0005813,centrosome,15,PLK3,1.176796238,0.089554032,3.872983346
1140,CC,GO:0005813,centrosome,15,SMAD4,1.111311315,0.089554032,3.872983346
1141,CC,GO:0005813,centrosome,15,CCDC57,1.645248793,0.089554032,3.872983346
1142,CC,GO:0005813,centrosome,15,CEP164,1.025218524,0.089554032,3.872983346
1143,CC,GO:0005813,centrosome,15,SLC1A4,1.253917931,0.089554032,3.872983346
1144,CC,GO:0005813,centrosome,15,SNX10,2.834422686,0.089554032,3.872983346
1145,CC,GO:0005813,centrosome,15,CCDC88A,1.649283327,0.089554032,3.872983346
1146,CC,GO:0005813,centrosome,15,KATNAL1,1.851539147,0.089554032,3.872983346
1147,CC,GO:0005813,centrosome,15,TRAF5,3.108006786,0.089554032,3.872983346
1148,CC,GO:0005813,centrosome,15,CAPRIN2,1.313527779,0.089554032,3.872983346
1149,CC,GO:0005813,centrosome,15,ACADS,1.454670576,0.089554032,3.872983346
1150,CC,GO:0005813,centrosome,15,NINL,2.318249822,0.089554032,3.872983346
1151,CC,GO:0005813,centrosome,15,RAB11FIP3,1.53727149,0.089554032,3.872983346
1152,CC,GO:0005813,centrosome,15,MAP3K11,1.469992671,0.089554032,3.872983346
1153,CC,GO:0005802,trans-Golgi network,7,PHETA2,1.36773852,0.090426911,2.645751311
1154,CC,GO:0005802,trans-Golgi network,7,ATP8B2,1.54747516,0.090426911,2.645751311
1155,CC,GO:0005802,trans-Golgi network,7,GOLT1A,1.8370928,0.090426911,2.645751311
1156,CC,GO:0005802,trans-Golgi network,7,CORO7,1.187762011,0.090426911,2.645751311
1157,CC,GO:0005802,trans-Golgi network,7,ATP9A,1.38320085,0.090426911,2.645751311
1158,CC,GO:0005802,trans-Golgi network,7,PLEKHA8,1.169680519,0.090426911,2.645751311
1159,CC,GO:0005802,trans-Golgi network,7,CHST3,1.319533019,0.090426911,2.645751311
1160,CC,GO:0098802,plasma membrane receptor complex,2,TRAF5,3.108006786,0.093764919,1.414213562
1161,CC,GO:0098802,plasma membrane receptor complex,2,TRAF2,1.147132307,0.093764919,1.414213562
1162,CC,GO:0098591,external side of apical plasma membrane,2,SLC7A5,1.055899473,0.093764919,1.414213562
1163,CC,GO:0098591,external side of apical plasma membrane,2,SLC38A1,1.071911154,0.093764919,1.414213562
1164,CC,GO:0005925,focal adhesion,12,VASP,1.660345002,0.097878439,3.464101615
1165,CC,GO:0005925,focal adhesion,12,MRC2,1.077459937,0.097878439,3.464101615
1166,CC,GO:0005925,focal adhesion,12,TES,1.185075415,0.097878439,3.464101615
1167,CC,GO:0005925,focal adhesion,12,SDC4,1.100705282,0.097878439,3.464101615
1168,CC,GO:0005925,focal adhesion,12,LRP1,1.124225932,0.097878439,3.464101615
1169,CC,GO:0005925,focal adhesion,12,SPRY4,1.001525635,0.097878439,3.464101615
1170,CC,GO:0005925,focal adhesion,12,KRAS,1.185149494,0.097878439,3.464101615
1171,CC,GO:0005925,focal adhesion,12,SLC4A2,1.088043828,0.097878439,3.464101615
1172,CC,GO:0005925,focal adhesion,12,LIMD1,1.60682939,0.097878439,3.464101615
1173,CC,GO:0005925,focal adhesion,12,HSPG2,1.023314262,0.097878439,3.464101615
1174,CC,GO:0005925,focal adhesion,12,PDLIM7,1.407161692,0.097878439,3.464101615
1175,CC,GO:0005925,focal adhesion,12,TNS1,2.160138003,0.097878439,3.464101615
1176,MF,GO:0005515,protein binding,251,FAAH,2.546457935,4.91E-05,15.84297952
1177,MF,GO:0005515,protein binding,251,TES,1.185075415,4.91E-05,15.84297952
1178,MF,GO:0005515,protein binding,251,TLNRD1,1.358987452,4.91E-05,15.84297952
1179,MF,GO:0005515,protein binding,251,SERPINE1,1.292521858,4.91E-05,15.84297952
1180,MF,GO:0005515,protein binding,251,SMC5,1.462494949,4.91E-05,15.84297952
1181,MF,GO:0005515,protein binding,251,DCAF4,1.57726861,4.91E-05,15.84297952
1182,MF,GO:0005515,protein binding,251,PTPDC1,1.297343275,4.91E-05,15.84297952
1183,MF,GO:0005515,protein binding,251,IL27RA,2.16184421,4.91E-05,15.84297952
1184,MF,GO:0005515,protein binding,251,RASSF1,1.375498834,4.91E-05,15.84297952
1185,MF,GO:0005515,protein binding,251,RASSF3,1.185213773,4.91E-05,15.84297952
1186,MF,GO:0005515,protein binding,251,ZMIZ2,1.212084178,4.91E-05,15.84297952
1187,MF,GO:0005515,protein binding,251,FTH1,1.363955007,4.91E-05,15.84297952
1188,MF,GO:0005515,protein binding,251,DZIP1L,2.652820923,4.91E-05,15.84297952
1189,MF,GO:0005515,protein binding,251,TRIM27,1.360869388,4.91E-05,15.84297952
1190,MF,GO:0005515,protein binding,251,SYNPO,1.246254702,4.91E-05,15.84297952
1191,MF,GO:0005515,protein binding,251,PDK1,2.072438177,4.91E-05,15.84297952
1192,MF,GO:0005515,protein binding,251,FBXO9,1.255067746,4.91E-05,15.84297952
1193,MF,GO:0005515,protein binding,251,TNS1,2.160138003,4.91E-05,15.84297952
1194,MF,GO:0005515,protein binding,251,KRT8,2.767720339,4.91E-05,15.84297952
1195,MF,GO:0005515,protein binding,251,HUS1,1.466218523,4.91E-05,15.84297952
1196,MF,GO:0005515,protein binding,251,FRS3,2.86450267,4.91E-05,15.84297952
1197,MF,GO:0005515,protein binding,251,HSPG2,1.023314262,4.91E-05,15.84297952
1198,MF,GO:0005515,protein binding,251,OVOL2,1.997308805,4.91E-05,15.84297952
1199,MF,GO:0005515,protein binding,251,SHTN1,1.063595032,4.91E-05,15.84297952
1200,MF,GO:0005515,protein binding,251,KATNAL1,1.851539147,4.91E-05,15.84297952
1201,MF,GO:0005515,protein binding,251,MTHFD2,1.008049755,4.91E-05,15.84297952
1202,MF,GO:0005515,protein binding,251,HSBP1L1,1.049550792,4.91E-05,15.84297952
1203,MF,GO:0005515,protein binding,251,DDIT4,3.420497782,4.91E-05,15.84297952
1204,MF,GO:0005515,protein binding,251,CLDN7,2.214630701,4.91E-05,15.84297952
1205,MF,GO:0005515,protein binding,251,ULK2,1.477697091,4.91E-05,15.84297952
1206,MF,GO:0005515,protein binding,251,HOXB2,1.17038667,4.91E-05,15.84297952
1207,MF,GO:0005515,protein binding,251,UPRT,1.567362336,4.91E-05,15.84297952
1208,MF,GO:0005515,protein binding,251,TRIB3,1.61216085,4.91E-05,15.84297952
1209,MF,GO:0005515,protein binding,251,NEIL1,2.332397251,4.91E-05,15.84297952
1210,MF,GO:0005515,protein binding,251,TRIM11,1.196391419,4.91E-05,15.84297952
1211,MF,GO:0005515,protein binding,251,KCTD15,1.260858288,4.91E-05,15.84297952
1212,MF,GO:0005515,protein binding,251,ZNF397,1.114297321,4.91E-05,15.84297952
1213,MF,GO:0005515,protein binding,251,L3MBTL1,1.863367877,4.91E-05,15.84297952
1214,MF,GO:0005515,protein binding,251,ZNF275,2.18759023,4.91E-05,15.84297952
1215,MF,GO:0005515,protein binding,251,SDC4,1.100705282,4.91E-05,15.84297952
1216,MF,GO:0005515,protein binding,251,CTBP2,1.25571814,4.91E-05,15.84297952
1217,MF,GO:0005515,protein binding,251,CTBP1,1.142562066,4.91E-05,15.84297952
1218,MF,GO:0005515,protein binding,251,EIF5A2,1.917835879,4.91E-05,15.84297952
1219,MF,GO:0005515,protein binding,251,FUT11,2.213718341,4.91E-05,15.84297952
1220,MF,GO:0005515,protein binding,251,SDC3,1.015089319,4.91E-05,15.84297952
1221,MF,GO:0005515,protein binding,251,HELZ2,1.086484217,4.91E-05,15.84297952
1222,MF,GO:0005515,protein binding,251,APH1B,1.245236665,4.91E-05,15.84297952
1223,MF,GO:0005515,protein binding,251,RAB11FIP2,1.145348483,4.91E-05,15.84297952
1224,MF,GO:0005515,protein binding,251,RAB11FIP3,1.53727149,4.91E-05,15.84297952
1225,MF,GO:0005515,protein binding,251,PCK2,1.009044142,4.91E-05,15.84297952
1226,MF,GO:0005515,protein binding,251,PPP1R26,2.076821211,4.91E-05,15.84297952
1227,MF,GO:0005515,protein binding,251,VASP,1.660345002,4.91E-05,15.84297952
1228,MF,GO:0005515,protein binding,251,PLK3,1.176796238,4.91E-05,15.84297952
1229,MF,GO:0005515,protein binding,251,XBP1,1.502808348,4.91E-05,15.84297952
1230,MF,GO:0005515,protein binding,251,PHETA2,1.36773852,4.91E-05,15.84297952
1231,MF,GO:0005515,protein binding,251,SRMS,2.270221283,4.91E-05,15.84297952
1232,MF,GO:0005515,protein binding,251,IQSEC1,1.391872072,4.91E-05,15.84297952
1233,MF,GO:0005515,protein binding,251,EIF2AK2,1.121911985,4.91E-05,15.84297952
1234,MF,GO:0005515,protein binding,251,PYCR2,1.005663497,4.91E-05,15.84297952
1235,MF,GO:0005515,protein binding,251,SMARCA1,1.929628541,4.91E-05,15.84297952
1236,MF,GO:0005515,protein binding,251,SPART,1.033024879,4.91E-05,15.84297952
1237,MF,GO:0005515,protein binding,251,AGO4,1.340650782,4.91E-05,15.84297952
1238,MF,GO:0005515,protein binding,251,CYSTM1,1.149805818,4.91E-05,15.84297952
1239,MF,GO:0005515,protein binding,251,CORO7,1.187762011,4.91E-05,15.84297952
1240,MF,GO:0005515,protein binding,251,RBAK,1.428049258,4.91E-05,15.84297952
1241,MF,GO:0005515,protein binding,251,RCOR1,1.350458626,4.91E-05,15.84297952
