Category,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,,FDR
KEGG_PATHWAY,hsa04216:Ferroptosis,8,0.64051241,0.009759015,"MAP1LC3B, SAT2, ACSL4, SLC3A2, SLC7A11, GCLM, SLC39A14, SAT1",512,41,8586,3.272103659,0.944046944,0.056257852,,0.045924777
KEGG_PATHWAY,hsa04014:Ras signaling pathway,24,1.92153723,0.013195626,"NGFR, CHUK, CSF1, PLA2G4C, PIK3CD, RRAS2, RASAL2, ETS1, ELK1, RELA, NFKB1, RAP1B, IKBKB, AFDN, MAPK8, FGF19, RASA2, AKT3, REL, NF1, ABL2, IKBKG, EPHA2, FGFR1",512,236,8586,1.705376059,0.97986585,0.074606042,,0.060902891
KEGG_PATHWAY,hsa05224:Breast cancer,17,1.361088871,0.013798991,"GADD45B, AXIN1, PIK3CD, BRAF, FOS, WNT9A, DLL1, GADD45G, LRP6, NFKB2, WNT6, FGF19, AKT3, DVL3, E2F3, WNT3, FGFR1",512,147,8586,1.939333546,0.983179453,0.076545345,,0.062485996
KEGG_PATHWAY,hsa05142:Chagas disease,13,1.040832666,0.017636412,"TGFB1, CXCL8, CHUK, PIK3CD, FOS, RELA, NFKB1, NFKBIA, IKBKB, MAPK8, PPP2R2D, AKT3, IKBKG",512,102,8586,2.137293199,0.994653821,0.096020463,,0.078384051
KEGG_PATHWAY,hsa05010:Alzheimer disease,34,2.722177742,0.020401101,"CSF1, PIK3CD, IRS2, AGER, RELA, LRP6, CASP9, IKBKB, KLC4, WNT6, MAPK8, KLC2, RB1CC1, AKT3, KIF5A, DVL3, APBB1, IKBKG, WNT3, CHUK, CSNK2A2, AXIN1, BRAF, SLC39A13, CSNK1E, WNT9A, COX6B2, SLC39A14, NFKB1, DDIT3, ATG2A, PPIF, ULK1, ATF4",512,384,8586,1.484802246,0.997665485,0.107236482,,0.087539986
KEGG_PATHWAY,hsa05211:Renal cell carcinoma,10,0.800640512,0.020425997,"RAP1B, FLCN, TGFB1, EGLN2, AKT3, TFE3, PIK3CD, BRAF, ETS1, CRKL",512,69,8586,2.430366848,0.997682863,0.107236482,,0.087539986
KEGG_PATHWAY,hsa04912:GnRH signaling pathway,12,0.960768615,0.021730758,"EGR1, MAP3K3, MAPK8, LHB, PRKCD, PLA2G4C, PTK2B, GNRH1, ADCY7, ELK1, ADCY6, ATF4",512,93,8586,2.163810484,0.998434081,0.108820087,,0.088832724
KEGG_PATHWAY,hsa05323:Rheumatoid arthritis,12,0.960768615,0.021730758,"CXCL6, IL11, TGFB1, CXCL8, CSF1, MMP1, CCL20, CXCL1, FOS, CXCL3, CXCL2, ATP6V1C1",512,93,8586,2.163810484,0.998434081,0.108820087,,0.088832724
KEGG_PATHWAY,hsa04934:Cushing syndrome,17,1.361088871,0.021838045,"ATF2, KMT2D, KMT2A, AXIN1, BRAF, WNT9A, ADCY7, ADCY6, RAP1B, WNT6, NR4A1, RASD1, DVL3, E2F3, WNT3, CREB5, ATF4",512,155,8586,1.839238911,0.998483768,0.108820087,,0.088832724
KEGG_PATHWAY,hsa05165:Human papillomavirus infection,30,2.401921537,0.022738086,"PXN, PIK3CD, RELA, IKBKB, WNT6, PARD6B, AKT3, DVL3, IKBKG, ATP6V1C1, WNT3, HES4, LAMB3, CHUK, LAMB2, AXIN1, WNT9A, HLA-F, NFKB1, TRAF3, IRF1, COL6A2, MFNG, COL6A1, PPP2R2D, ITGA7, TBPL1, ITGA5, CRB3, CREB5",512,331,8586,1.519897092,0.998843285,0.111098182,,0.090692394
KEGG_PATHWAY,hsa04218:Cellular senescence,17,1.361088871,0.023050983,"TGFB1, CXCL8, GADD45B, LIN37, PIK3CD, RRAS2, NFATC1, HLA-F, ETS1, SIRT1, RELA, NFKB1, GADD45G, AKT3, E2F3, E2F4, SQSTM1",512,156,8586,1.827448918,0.998947218,0.111098182,,0.090692394
KEGG_PATHWAY,hsa04068:FoxO signaling pathway,15,1.200960769,0.023577527,"GABARAPL1, TGFB1, GADD45B, HOMER1, CHUK, PIK3CD, BRAF, IRS2, CSNK1E, NLK, SIRT1, GADD45G, IKBKB, MAPK8, AKT3",512,131,8586,1.920175334,0.99910153,0.111803111,,0.091267846
KEGG_PATHWAY,hsa01523:Antifolate resistance,6,0.480384307,0.030339504,"IKBKB, CHUK, MTHFR, IKBKG, RELA, NFKB1",512,30,8586,3.35390625,0.999883536,0.136955024,,0.11180002
KEGG_PATHWAY,hsa05231:Choline metabolism in cancer,12,0.960768615,0.03067694,"MAPK8, CHKB, SLC44A4, DGKD, CHKA, AKT3, PLA2G4C, PIP5K1A, PIK3CD, FOS, DGKZ, DGKH",512,98,8586,2.05341199,0.999894864,0.136955024,,0.11180002
KEGG_PATHWAY,hsa04115:p53 signaling pathway,10,0.800640512,0.030728818,"CASP9, GADD45B, GORAB, SESN2, SIAH1, PMAIP1, TNFRSF10B, MDM4, RCHY1, GADD45G",512,74,8586,2.266152872,0.999896505,0.136955024,,0.11180002
KEGG_PATHWAY,hsa05210:Colorectal cancer,11,0.880704564,0.03097634,"CASP9, MAPK8, TGFB1, GADD45B, AKT3, AXIN1, PMAIP1, PIK3CD, BRAF, FOS, GADD45G",512,86,8586,2.144940044,0.999903992,0.136955024,,0.11180002
KEGG_PATHWAY,hsa05226:Gastric cancer,16,1.28102482,0.031482144,"TGFB1, ABCB1, GADD45B, TERC, AXIN1, PIK3CD, BRAF, WNT9A, GADD45G, LRP6, WNT6, FGF19, AKT3, DVL3, E2F3, WNT3",512,149,8586,1.800755034,0.999917654,0.136955024,,0.11180002
KEGG_PATHWAY,hsa05169:Epstein-Barr virus infection,20,1.601281025,0.031676672,"GADD45B, CHUK, PIK3CD, HLA-F, RELA, NFKB1, GADD45G, RELB, NFKB2, CASP9, NFKBIA, IKBKB, MAPK8, TRAF3, AKT3, E2F3, IKBKG, VIM, NFKBIE, MAP3K14",512,202,8586,1.660349629,0.999922376,0.136955024,,0.11180002
KEGG_PATHWAY,hsa00310:Lysine degradation,9,0.720576461,0.032294771,"KMT2D, SETD2, KMT2A, KMT2C, NSD2, KMT2B, PLOD3, KMT5B, ASH1L",512,63,8586,2.395647321,0.999935662,0.137603807,,0.112329639
KEGG_PATHWAY,hsa04061:Viral protein interaction with cytokine and cytokine receptor,12,0.960768615,0.034902447,"CCL24, CXCL6, CXCL8, CSF1, CCL20, TNFRSF10B, CXCL1, IL6ST, CXCL3, IL6R, CXCL2, TNFRSF10D",512,100,8586,2.01234375,0.999970897,0.146590277,,0.119665532
KEGG_PATHWAY,hsa04140:Autophagy - animal,17,1.361088871,0.036366877,"GABARAPL1, PRKCD, PIK3CD, RRAS2, IRS2, MAP1LC3B, MAPK8, UBB, RRAGC, TP53INP2, RB1CC1, AKT3, UBC, ATG2A, SMCR8, ULK1, SQSTM1",512,165,8586,1.727769886,0.999981377,0.150589605,,0.122930289
KEGG_PATHWAY,hsa04120:Ubiquitin mediated proteolysis,15,1.200960769,0.042848807,"UBE2I, SMURF2, UBE2B, MGRN1, SIAH1, UBE2D3, NEDD4L, CBL, RCHY1, UBE2J2, SOCS3, SOCS1, UBB, CDC26, UBC",512,142,8586,1.771429357,0.99999744,0.173035828,,0.141253737
KEGG_PATHWAY,hsa04926:Relaxin signaling pathway,14,1.120896717,0.042964678,"ATF2, TGFB1, MMP1, PIK3CD, FOS, ADCY7, ADCY6, RELA, NFKB1, NFKBIA, MAPK8, AKT3, CREB5, ATF4",512,129,8586,1.819949128,0.999997529,0.173035828,,0.141253737
KEGG_PATHWAY,hsa04130:SNARE interactions in vesicular transport,6,0.480384307,0.043718744,"VAMP1, STX4, STX3, STX2, STX11, STX1A",512,33,8586,3.049005682,0.99999804,0.17369339,,0.141790522
KEGG_PATHWAY,hsa04141:Protein processing in endoplasmic reticulum,17,1.361088871,0.04582326,"PPP1R15A, HSPA8, HSP90AB1, HSPA1L, HSPA6, UBE2D3, YOD1, UBE2J2, DNAJA1, DNAJB1, MAPK8, HSPH1, BAG2, DDIT3, HSPA1B, HSPA1A, ATF4",512,170,8586,1.676953125,0.999998975,0.17847693,,0.145695453
KEGG_PATHWAY,hsa04658:Th1 and Th2 cell differentiation,11,0.880704564,0.046136893,"NFKBIA, IKBKB, MAPK8, CHUK, NFATC1, FOS, IKBKG, NFKBIE, DLL1, RELA, NFKB1",512,92,8586,2.005052649,0.999999069,0.17847693,,0.145695453
KEGG_PATHWAY,hsa05164:Influenza A,17,1.361088871,0.047906157,"CXCL8, CHUK, PIK3CD, TNFRSF10B, RELA, NFKB1, CASP9, NFKBIA, IKBKB, DNAJB1, NXF1, SOCS3, XPO1, PABPN1, TRAF3, AKT3, IKBKG",512,171,8586,1.667146382,0.999999461,0.181832511,,0.148434703
