,ID,GSM283161,GSM283162,GSM283163,GSM283164,GSM283165,GSM283166,GSM283167,GSM283168,GSM283169,GSM283170,GSM283171,GSM283172,GSM283173,GSM283175,GSM283177,GSM283186,GSM283187,GSM283188,GSM283189,GSM283190,GSM283192,GSM283194,GSM283196,GSM283199,GSM283203,GSM283221,GSM283222,GSM283223,GSM283225,GSM283227,GSM283230,GSM283235,GSM283252,GSM283253,GSM283255,GSM283257,GSM283258,GSM283277,GSM283278,GSM283280,GSM283319,GSM283320,GSM283321,GSM283322,GSM283323,GSM283324,GSM283325,GSM283326,GSM283327,GSM283328,GSM283329,GSM283330,GSM283331,GSM283332,GSM283333,GSM283334,GSM283335,GSM283336,GSM283337,GSM283338,GSM283339,GSM283340,GSM283341,GSM283342,GSM283343,GSM283344,GSM283345,GSM283346,GSM283347,GSM283348,GSM283349,GSM283350,GSM283351,GSM283352,GSM283353,GSM283354,GSM283355,GSM283356,GSM283357,GSM283358,GSM283359,GSM283360,GSM283363,GSM283364,GSM283365,GSM283366,GSM283367,GSM283368,GSM283369,GSM283370,GSM283371,GSM283372,GSM283373,GSM283374,GSM283375,GSM283376,GSM283377,GSM283378,GSM283379,GSM283380,GSM283381,GSM283382,GSM283383,GSM283384,GSM283396,GSM283397,GSM283398,GSM283399,GSM283400,GSM283401,GSM283402,GSM283403,GSM283404,GSM283405,GSM283406,GSM283407,GSM283408,GSM283409,GSM283410,GSM283411,GSM283412,GSM283413,GSM283414,GSM283416
5016,OVGP1,0.024164597,0.718455868,0.921603448,0.256235075,-0.696886984,0.854552539,-0.960532531,-0.841509208,-0.923039078,-0.934111246,-0.461253099,-0.461009358,-0.647282753,-0.58411194,-0.611466056,-0.693523951,-0.556821591,-0.550462623,-1.078619795,-1.206457616,-0.501513628,-0.55278863,-0.467856843,-0.600521285,-0.765800866,-0.556219521,-0.332340756,-0.695277154,-0.133212406,-0.844842352,-0.787092613,-0.617612521,-0.38893427,-0.302983764,-0.592427592,-0.611795934,-0.542128062,0.789752787,0.046607299,-0.481526799,0.138382903,-0.375570958,-0.173539813,0.213045208,-0.209451888,-1.118242693,1.508790844,-0.279146946,0.819281785,0.342389414,1.181910645,-0.931656323,0.280921359,0.070538388,0.716238244,1.018954583,0.212021733,-0.187728098,0.143650273,0.456358698,0.465443756,0.521561719,0.33734365,0.45706124,-0.046685839,-0.349946841,NA,-0.608570925,-0.014336035,-0.905770025,-0.204138005,-0.080675359,0.031245541,3.680139645,-0.43156562,-0.585440199,-0.068899006,-0.047315607,0.278646433,-0.395739616,0.234349152,0.363619538,-0.900833103,0.762600205,0.515793591,0.260526632,-0.279621816,-0.314178514,-0.479200853,1.067989273,0.246954593,0.947714899,0.580815426,0.803870683,0.270152136,0.906999271,0.078313522,0.097643653,0.032820774,0.645376826,-0.423623604,0.716922851,-0.402202024,-0.772304895,0.266863858,0.557449294,-0.00783663,-0.783737439,0.038883966,0.199383129,-0.591684736,1.093070127,-0.291498874,0.681351843,-0.4219618,-1.091212945,-0.642169793,2.112099058,-0.902110036,0.38120668,-0.817001667,-0.787443496,-0.54879582,-0.761454564
5325,PLAGL1,-2.662542681,-5.949094453,-2.779315137,-3.179304555,0.614639463,-2.465446791,1.315151905,1.975977214,1.735000834,2.504172826,-3.387705552,-3.946258614,-3.385041686,3.46075668,-2.994171563,3.074889113,-3.860899949,2.836688983,-2.632434377,2.939176764,-3.110799795,2.992681171,-2.80808467,-3.214698441,-3.332831932,-2.996575165,-3.479277744,-3.1577896,-3.489328917,-3.29233249,-3.168933869,-3.296014065,-2.425229541,-3.163302,-1.234968938,-3.220640208,0.20720817,0.980224577,2.135943099,1.721041476,-3.186647453,-2.749789471,-1.175310988,-2.472208332,-2.743695011,-3.352331981,-1.320866749,-2.327842193,-2.868997453,-2.963750563,1.732595318,-3.559028369,1.711468947,-1.957482894,1.834048246,0.41922334,3.108531931,0.424084238,1.217413897,-2.493117105,1.131638224,1.593702622,2.628834057,2.045727807,1.91978323,2.120323476,0.164098408,-3.311954929,1.767052122,-3.155154409,1.962917544,2.397866401,2.514156209,-1.237248704,-1.755123107,-2.853883017,-1.026182212,-1.220597844,2.262970965,-0.798943689,2.151564899,2.356848541,-3.488287348,-3.042833703,-1.067659929,-0.70610873,4.186436291,-0.838875521,-1.482625647,1.11207716,2.711315239,1.644964111,-2.44845644,-0.482517516,3.211168209,2.369242518,1.498698898,-3.24424779,2.495107388,2.634968546,-3.303530438,3.031862707,-3.67549718,-3.312185165,-3.543499706,1.395733544,2.750663258,-3.030394464,3.824540744,3.074952403,-3.789240845,3.312271874,-3.568458696,3.269635164,-1.243133376,NA,-0.405168553,NA,-0.217856419,0.254250763,0.377184278,-1.087756229,-3.541375426,-3.249319025
6543,SLC8A2,-0.143239799,-1.57537872,-0.174811959,-0.128636323,-1.123434993,0.509634955,-1.470586171,-0.374273535,-0.243945229,-1.17870765,-0.698496196,-0.578303998,-1.921354239,-0.417558204,-0.16589825,-0.615688967,-0.567892579,-0.463053019,0.219388245,-2.23362219,-1.105339671,-1.877509355,-0.132251676,-1.312739774,-1.363685532,-1.406220766,-1.279146988,-1.495861475,-1.870471987,-0.603540827,-0.983541351,-0.729415659,-0.145622496,NA,0.703782835,-0.989640163,0.155607863,0.615175191,0.611014957,-0.02455258,-0.23086803,0.63459476,0.506276012,1.082482326,-0.769987455,1.240916816,2.13682167,-4.494302073,0.129508539,-0.753148268,1.226399595,-1.514036337,1.550510626,NA,1.558826867,1.070795918,1.483711187,0.435693798,1.076574088,0.535160719,0.887864577,1.242609387,1.359799782,1.839679825,-0.379516816,0.698381647,-0.17727315,0.339970265,-0.661862132,-0.997350431,-0.402359841,-0.907674078,-2.267239946,-0.557128008,-0.985704286,-1.107666961,-0.380772792,-1.356355445,0.385196808,-0.046030288,-3.778698235,-0.21499182,-0.021019505,-0.778055976,0.793648496,0.349495981,0.095478876,-0.433853169,-3.127548612,0.48959984,0.013830841,0.904063417,-0.268804189,1.400564936,0.37768123,0.925051077,-1.602989187,0.399979612,0.809228427,1.438078587,-0.590202686,0.365404679,-0.096073151,-0.455649274,NA,0.11148215,-0.227963948,-0.389240886,-0.185378083,0.365367945,-0.826367285,0.702152409,-0.584303674,1.270109891,-1.411919612,NA,-1.466237298,0.150816467,-0.758732153,-0.789554376,-0.712425424,-1.392736875,-0.43755852,-0.786168605
7087,ICAM5,-2.96483667,-4.806311267,-2.997556416,-3.351565053,0.652956226,-2.66895229,1.215677402,2.628787609,2.40896088,2.739751671,-4.313833959,-4.422726156,-3.263158744,3.319244054,-3.783495906,3.584802375,-3.794727932,3.35740975,-3.558107744,3.446480561,-3.373668416,3.847485553,-2.902627537,-4.264271582,-3.841196074,-4.069272967,-3.994817259,-3.94872627,-3.735318615,-4.227247906,-3.705225686,-4.161398157,-2.241484149,-3.29926445,-1.688390775,-3.048753993,-0.241240073,0.807835879,1.528035701,0.816660053,-3.24745867,-3.771613034,-1.765037616,-3.729008462,NA,-4.51830841,-1.280132235,-3.485398553,-3.944826488,NA,0.487690733,-5.734569665,0.564899876,-3.742198428,1.330888346,-2.648295107,2.242921873,0.17662354,1.773839046,-2.933856077,0.853896408,2.146336403,1.642968044,2.994176004,2.649207772,2.377262608,-0.798061597,-3.263305801,2.15809974,-3.616343387,1.801964694,2.183315466,2.613634983,-3.928593991,-3.47364521,-4.705047978,-1.341362963,-0.939184596,3.139707289,-1.26263648,0.663321966,1.949879205,-2.784745266,-3.459615171,-1.258614367,-1.572363645,2.640856834,-1.287415372,-2.000316005,1.050522449,2.74163768,2.702106994,-2.73171821,-0.484837519,2.892583984,2.888840857,1.760757849,-3.261922233,3.094429474,2.608625691,-2.980535777,4.075500284,-4.049109891,-3.455635268,-4.843278093,1.042024801,2.241941808,-3.194643078,3.971785403,3.484425574,-4.320509867,4.672174775,-3.292702921,2.941139078,-1.051157762,-3.483399386,-0.899070278,-5.333551311,-0.781278232,-0.441855213,0.335025413,-1.602141879,-3.674703184,-3.482873093
7518,XRCC4,-0.122809265,-0.116481217,-0.322945965,-0.780905395,1.33432228,0.024289542,0.77737728,0.952872339,0.590787822,0.45039405,1.229671515,1.70783255,-1.001660163,1.170577179,-0.415677851,0.778664101,0.156128866,0.673635704,-1.069230202,0.86508367,-0.220501063,0.747071483,-1.830886535,1.423936751,-0.914766369,1.003356534,-0.579417232,1.388247161,-0.520614067,0.920541674,-0.503003103,1.823991908,-0.55710142,0.648436081,-0.427903607,0.670687143,-0.501629349,-0.206752424,-0.330407898,-0.637169647,0.36532021,0.314137741,0.411155119,0.498584617,0.437626228,0.156815967,1.000502289,0.798049614,0.341944201,0.54922503,1.981218809,0.492171425,-0.296388562,1.180624692,0.74844566,1.420671757,0.930096497,0.264310942,0.2629557,0.989276826,-0.098229171,0.60046454,0.79947341,0.290500554,0.780579882,-0.072416943,0.827358572,1.347212533,0.87402002,0.849956713,0.305282825,0.373402733,0.511272294,0.266719383,0.757373389,0.494910246,0.295244672,1.520994611,1.202751225,0.445376792,0.710113328,0.782871021,-0.350098632,-0.606221007,0.041721905,1.5638271,0.474465776,-0.094280832,0.460605794,0.100816965,0.693570967,0.11220969,0.007823713,0.501020563,0.49292209,-0.560528378,0.362595091,-0.258790647,-0.106677954,0.358905238,0.756390182,0.650701745,1.422376538,0.836729183,0.582697001,0.289434385,-0.109009903,0.561288514,-0.144509086,0.151677685,0.930423729,0.286399443,0.878128163,0.920172248,0.888031369,-0.586048529,0.822127928,-0.476234705,0.660171223,-0.283320161,1.01809675,1.254747242,1.359832826,1.563042169
7988,ZNF212,-1.464096897,-1.821017756,-2.123735529,-2.46658447,-2.108348586,-1.596850723,-0.174174503,0.443142735,0.534293088,0.887919251,-2.78819099,-3.520617758,-0.971962378,1.934376101,-2.284321348,3.359285679,-2.255318397,3.325549555,-1.362051413,3.860572702,-2.584925429,3.474127244,-1.971764182,-2.695159325,-2.094105134,-2.188204485,-2.666957698,-2.540406356,-2.467478241,-1.870691696,-2.923471731,-1.961876148,-1.75510067,-1.600885552,-1.851527608,-2.841664538,-1.459070457,-0.163134349,-0.232951498,-0.266561303,-1.070243892,-1.729048007,-5.00136579,-1.523024252,-1.061910905,-1.900660308,-0.536551656,0.249802454,1.40653139,-0.682387376,0.691623518,-1.394176398,0.823384945,-1.098525894,1.541804258,0.272284604,1.432307759,-0.515465631,0.95428988,0.48940965,2.568622198,2.332476486,0.252513945,2.153494326,1.617883356,2.279654163,-0.345484713,-2.282786722,-0.137241044,-2.307547126,0.920722619,0.952726546,0.620323989,-0.530665277,-1.058023216,-0.982543097,-2.504056897,-0.706501467,2.072540392,-2.219395203,2.461368567,1.378727481,-2.272716993,-2.637626782,-1.76828541,-0.243014037,2.786876341,-0.945433926,-1.329440928,-0.59000134,3.846450779,2.203056794,-2.281771867,0.283871041,2.770413483,2.338605835,1.368843319,-1.951791945,3.183438109,2.118815125,-2.591986189,3.914664844,-1.571048098,-2.092434328,-1.971141204,0.034990604,1.007324462,-2.4394961,3.195233973,3.288883943,-2.489942777,3.823330547,-2.224946071,3.561109008,-2.039455046,NA,-1.717152678,-1.209041504,-1.178877143,-0.780443226,-1.091096876,-1.630450756,-2.977528429,-2.067942446
8178,ELL,0.196548673,-0.399928508,0.056392021,0.170897373,0.259864823,-0.32069244,-0.048206943,0.115429597,0.507598147,0.35102792,-0.006451527,0.104539454,-0.783868577,-0.597405239,0.820989884,0.301844566,-0.29666204,1.064775477,-1.226935133,1.023080157,-0.436732585,1.28694507,-0.833871605,-0.235802549,-0.367826189,0.217829733,-0.567947847,-0.280459103,-0.545829412,0.087241203,-0.736884055,-0.070568928,-0.386999834,-0.109761812,0.154988206,0.107944097,-0.448861516,0.213929659,-0.203760542,-0.366809286,1.021727614,0.388787237,1.535292565,2.395555735,-0.873285467,0.498493752,2.029863053,0.212111958,1.704172256,0.958972763,3.226444961,-0.135935667,1.851379786,0.395610662,0.740267782,2.475981702,1.369175668,0.681435109,0.671436757,1.803101631,1.221044538,1.439070024,1.208509365,0.27539222,1.138662753,0.849855317,2.036406051,-0.213833265,1.073223455,-0.138532887,0.381049937,0.300993454,1.049185829,0.835228794,1.430513973,0.016249741,1.269892901,1.076996518,2.171767576,0.280408446,1.025803382,0.879614219,-0.381818903,-0.851797895,0.175393242,1.808850101,0.157463659,-0.35931318,0.766008088,0.876917122,0.352951684,0.64699667,1.167785199,0.670709909,-0.225959309,1.686633277,0.369106652,0.620805744,0.608794886,0.772403166,0.123625183,0.859016111,0.670368502,-0.323370553,-0.146870632,0.315683747,0.417435866,-0.361484864,0.063423756,0.860018224,-0.359257192,1.261332249,-0.523371967,2.047954878,-0.234864896,-0.202498909,-0.524943922,0.056571344,-0.500364079,1.433421264,0.013671605,-0.754271715,-0.444504925,-0.205655059
9785,DHX38,-1.733235841,-4.057477634,-1.546622691,-2.114184376,0.665127763,-2.103687136,1.616670811,2.404713564,2.348642177,3.112355167,-3.293620654,-3.851838567,-0.667776423,3.130975417,-2.121436719,3.724848591,-2.53872709,3.35740975,-2.03305136,3.747347698,-2.765853889,3.827671519,-2.452109612,-3.058754544,-2.856144946,-3.345240517,-2.813974271,-2.779284385,-2.782474714,-3.358504828,-2.690933969,-2.927440164,-2.709053337,-2.683319743,-1.699729104,-2.915805507,-1.265510197,0.196027641,0.836593447,-0.357909853,-1.284185256,-1.716889642,0.356787906,-2.092030855,-2.417345775,-2.298980751,-1.69978185,-2.666454554,-3.390521668,NA,1.05846665,-1.936352006,2.476680485,-1.011973781,2.20484718,-1.345084287,3.450495818,0.813230872,1.60131628,-2.288948114,0.90853573,3.267953595,2.117652013,3.020875538,2.307780798,2.335120912,0.212119606,-2.534891948,4.126320069,-3.078021035,2.874082969,2.820475431,3.450590014,-2.740390207,-2.99806668,-2.956793669,-1.10650397,-1.937173847,3.014063213,-1.383463432,2.404453686,2.094827079,-2.436924638,-2.280532963,-0.144297689,-1.811339505,4.089260427,-0.472201429,-2.360604524,1.556855273,3.162129247,2.459238048,-1.035712835,-1.1534002,2.81321707,2.433037415,1.364256086,-2.296139162,3.692551478,2.278771363,-3.30176832,4.007978859,-2.936988008,-2.597799107,-2.078186902,0.106241496,1.882080698,-2.696103416,3.552734133,3.764283683,-3.198979127,3.196672626,-2.582573561,3.566266105,-1.042015294,-1.622261304,-1.691951044,NA,-1.188350601,-0.225335037,0.059769407,-2.504505788,-3.432372335,-3.18165145
10376,TUBA1B,0.732012255,1.246403774,0.607490711,1.546333196,1.386411753,1.235464503,1.20410845,1.328496326,0.618787019,0.497015135,0.983339958,0.926752198,1.723338633,1.16604214,1.680232478,0.438925868,1.898584927,0.717449436,1.397428465,0.477224776,1.795937112,0.657401853,1.081996259,1.412239943,2.67125133,1.070727527,2.282491006,1.096268209,1.71659305,1.036852461,1.67537292,1.007266601,1.559398515,1.270579911,1.316659451,1.115659134,1.614879432,1.339419631,1.737442255,2.066549318,0.600312229,0.578874778,0.911112669,-0.079455657,0.802806734,0.749639562,0.08763549,0.829902379,0.090351656,0.622201026,0.259522485,0.662684711,0.585060173,0.162060097,0.670244312,0.004756149,0.465531968,0.283151269,-0.503420871,0.104430906,-0.068131529,0.064581825,-0.719031929,-0.935107349,-0.72976377,-0.301656701,-0.8003448,1.52780261,-0.258880344,1.513696048,-0.439078587,-0.243484745,-0.840357079,0.375071943,0.173502639,-0.603985309,0.726994974,0.66378774,-0.007437101,0.561931066,0.169863033,-0.131885995,1.346882575,1.285878852,1.308480565,0.889438486,-0.156442108,1.505581573,1.151778697,1.434545555,0.01990444,0.545324535,0.629902656,-0.954540143,0.62560261,0.674943978,0.210942491,1.058410482,0.582653665,0.001874392,1.277234753,0.346059289,1.403486139,1.258636091,1.192832623,0.855801981,1.840448355,1.210434085,0.991325286,0.503805156,1.277283036,0.263173864,1.337272224,-0.772188053,1.251197527,1.209636223,1.18625469,0.958947033,0.777007146,0.81188708,0.946057971,1.09975924,1.035986061,1.076944258
10632,ATP5MG,-0.831002679,-0.460001945,-0.248684567,0.420983479,-1.844663374,0.808575905,-1.954510084,-1.902080289,-1.673084556,-1.11150437,-1.749394638,-1.514044565,-0.325609294,-2.574583386,-0.823010926,-2.513415957,-0.286187086,-2.205267596,-0.673692703,-1.760629832,-0.485348121,-1.161474559,0.423248873,-1.45172529,0.558411191,-1.421682144,1.465160934,-1.296068162,-0.402026511,-1.440768222,-0.460547996,-1.179319981,-0.622237595,-1.150859118,-0.5169625,-1.256636737,-0.242471262,-0.107466079,0.37779398,1.058443668,-1.376296651,-1.242672891,-1.417933206,-1.494705753,-1.496139624,-1.097309771,-1.519672676,-1.561155553,-1.933044875,-0.99484845,-2.432258323,-1.690660154,-2.250428933,-0.824138447,-2.546436797,-1.817235292,-1.319635688,-1.312740952,-2.054699654,-1.841955982,-1.747175358,-1.398639952,-2.701329459,-1.578072758,-2.865587089,-2.372657849,-2.507110623,-1.197249004,-2.3523549,-1.349424572,-2.381465498,-2.456841844,-1.325933222,-1.451613693,-2.26426311,-2.369337191,-2.326341047,-1.34352405,-1.343823005,-1.912879407,-1.783914514,-2.152973198,-0.511931421,-0.635828261,-0.721812137,-1.180908132,-1.99836479,-1.113525652,-1.27132224,-0.701709415,-1.691267425,-0.731882844,-1.350485285,-1.522776438,-1.273074513,-0.430710979,-1.957326222,-1.087136807,-1.817491792,-1.953206766,-1.474255998,-1.500527803,-1.427753576,-1.44195551,-0.867725332,-0.956528583,-0.834973231,-1.166813123,-1.094151147,-0.838071039,-0.408828076,-1.034948381,-0.395150429,-2.73240185,-2.010042425,-0.742149553,-2.070349439,-0.980123455,-3.008935285,-0.607368135,-2.362089734,-0.713201245,-1.420720506,-1.303771639
10725,NFAT5,-2.905206238,NA,-3.991118403,-3.036887392,0.564693195,-3.187404774,1.2879693,2.922948043,2.293804626,2.338679177,-4.931094986,-4.171946582,-7.000342,3.397081583,-2.877647192,3.609315464,-3.644719315,2.9136414,-2.909111563,3.243962971,-2.883763965,4.279751342,-2.801475805,-2.752227905,-2.687841869,-3.901695181,-3.143042076,-3.273845158,-3.251093978,-5.160322535,-2.892944772,-3.563980826,-1.967894249,-3.641881247,-1.548339235,-3.625122354,0.196596758,1.503271334,2.420927186,1.994140047,-4.744719469,-3.651506514,NA,-3.186066505,NA,-4.362376223,-2.61760972,NA,-3.02674135,NA,0.127112891,NA,0.621324104,NA,1.371171569,-2.089654203,2.489140515,0.823965946,1.87037225,-3.793686035,0.996744912,2.690166685,2.449670088,2.613015706,2.451633764,2.582389144,-1.168939069,-2.297257869,3.073165158,-3.021555809,2.908771599,2.264529101,2.916179481,-2.756069121,-2.26426311,-3.689589847,-1.441164969,-0.879642131,3.086513731,-0.777175127,2.620072701,2.325418199,-2.097696029,-2.289691468,-1.25420508,-1.172640845,2.683345798,-0.990890809,-2.060546344,1.414019664,3.334465963,2.259167005,-1.877024723,-0.355779583,3.11472278,2.701971073,0.473796735,-3.246575429,3.42678471,1.968499543,-3.71640659,3.433375606,-2.919275592,-2.310896571,-3.577934151,0.765818884,1.930444049,-2.537478897,4.078328841,4.137785432,-3.223060977,4.112748485,-2.556178828,2.976687345,-0.480883156,-8.732540323,-0.248998285,NA,0.080416456,-0.878155523,0.834971488,-0.982837182,-3.351352103,-3.141773422
11054,OGFR,0.818793399,0.189005629,0.68558887,-0.097539204,-0.598033195,-0.479039753,-0.466697127,-0.85596877,-0.479729969,-0.865889158,-0.349061467,-0.396398078,-0.643777171,-0.506467559,-0.871221803,-1.012932192,-0.255562547,0.230887225,-1.098625606,0.040967605,0.921482531,-0.01847729,-0.12681035,-0.370493884,-1.129899917,-0.88479935,-0.721690459,-0.174179784,-0.771190205,-0.160606938,-0.995183241,-0.93358273,-0.207442996,-0.317488023,-0.037158219,-0.64775963,-0.021291227,0.814021355,0.219654735,-0.153502435,1.07416726,0.000327528,1.400610385,0.197778373,0.573599888,0.035821682,2.254387958,-0.018639117,1.506351325,1.561585846,1.811160899,1.296508481,2.094871077,0.81825054,1.708874428,2.140374617,1.527171754,-0.274352086,1.236440481,3.021521105,3.067009242,1.276080067,0.576777013,0.969299257,0.483671492,0.628422094,-0.05018135,-0.672782802,0.871789139,-0.656177107,-0.491960918,-0.40885853,0.516665783,-0.364513787,0.478691151,1.165999636,-0.653503951,1.843277434,NA,0.224751823,0.977905759,0.20850794,-0.127821568,-0.433787159,0.444273053,-0.000113485,0.956136817,0.261154203,-0.175541856,1.41825595,0.361854952,0.949707864,1.547244968,2.063824525,1.48341422,1.158785708,2.077743124,-0.304465711,0.655002162,1.937229916,-0.466571359,1.154927145,-0.226189877,-0.299958258,-0.105160369,0.134918852,0.512902418,-0.922667406,0.6628919,0.59683882,-0.632367964,1.306687805,-0.410999922,1.514117111,-0.714265641,-0.283377327,-0.954909396,0.407158696,-0.42824643,0.04034139,-0.313608158,-0.866217084,-0.634186135,-0.176164875
22884,WDR37,0.965281594,0.65231296,1.092963934,0.205829376,-1.798006163,1.344794325,-1.04752471,-0.593511724,0.125363335,-0.602703336,-0.503162435,0.15906325,-0.823869151,-0.437715373,-1.001583138,-1.310954889,-1.40697722,-0.472538261,-0.372896575,-0.613376362,-1.264981337,-0.346477515,-0.531887311,0.031576489,-0.599392946,-0.562425653,-1.299662921,-0.658018388,-1.46077823,-0.381398761,-1.466891133,-0.367885784,0.242936668,-0.757328734,0.107898543,-0.194866257,-0.249474311,0.34926586,-0.011381762,-1.889143767,1.096241628,-0.742119691,0.364960494,0.992702364,0.952659072,0.629278913,2.344890379,2.179164884,0.830828758,1.118566511,0.902367264,1.630697855,2.212705807,0.814958135,1.966250756,2.526498507,1.262066211,0.165630477,1.965388856,0.633637866,1.591330239,1.902561283,0.542591234,1.283235059,0.96934025,0.84295143,1.43113465,-0.262027857,0.646416281,-0.75717126,0.851426593,1.709695389,0.543206,1.61981849,1.113850388,0.641355699,0.516647639,0.262983057,1.193312056,0.166734317,1.418047517,1.426340062,-1.062791198,NA,0.765422117,0.155116337,0.128482459,-0.818360733,0.853948194,1.67314683,1.278282941,0.739977538,2.110098996,1.005517475,0.081108648,1.102590123,0.332075962,1.190966115,0.883153656,1.136943774,-0.739634185,0.555360075,-0.75739831,0.060557875,-0.302843018,-0.005793658,1.152301935,-0.662894609,0.23066431,-0.095171766,-0.583869926,0.939454778,-0.287605372,1.460088199,-0.278587264,1.142286983,-0.483978605,1.38137598,-0.284316008,1.619384391,-0.486732872,-0.641104342,2.026804423,0.170973077
23466,CBX6,1.173490836,1.28830868,1.698321021,1.178466461,-0.247699076,0.754697682,0.380544344,-0.213186099,-0.290463859,-0.305418609,0.100710519,0.167759657,0.041028806,0.089404655,-0.236661489,0.329528641,0.077725596,0.38017463,0.157960396,-0.32008194,-0.576135083,0.45752934,0.286997135,-0.049893593,-0.95701281,0.245850745,-0.225829823,-0.076845543,-0.562233514,-0.444245315,-0.467449173,0.032277855,0.28157734,-0.478146412,0.654583945,0.141303471,-0.391162578,1.065964133,0.447664494,-1.104143992,0.877374446,1.243232229,0.767836064,1.851783006,0.357744055,0.704936607,1.253892447,1.171053053,1.47476047,0.843541516,1.086494655,0.352449586,0.68013651,-0.015743623,0.350182451,2.634862745,0.579851527,0.941966837,0.3853252,1.502849078,1.481900335,1.109498271,1.027106317,0.224090267,0.518618133,0.671836977,1.500916469,0.073795161,1.067004295,0.379102083,0.85302176,0.564625446,0.203021163,2.002235134,1.076614089,0.46662652,1.489044051,0.826069849,2.117675278,1.145540522,1.066458929,1.246613288,-0.191542476,-0.092930419,1.606352274,0.16685527,0.361226563,1.044749155,0.755404156,1.965485128,1.660742068,1.366571324,1.711002023,2.455680667,1.106663242,1.279554923,0.780925822,1.659675182,0.912823319,1.170946423,0.139406551,0.51681857,-0.015065457,-0.111052319,0.29851016,2.00468453,1.920002043,-0.384912746,0.951583644,0.836101091,-0.441170657,1.492317761,-0.047339987,1.15034706,0.067255404,1.266545154,-0.129969877,1.485779013,-0.655310678,1.683522067,-0.437656243,-0.236363725,-0.145029927,0.294535021
24146,CLDN15,1.501441968,0.56262009,1.881233457,0.110224674,-0.720121129,0.892797131,-1.150791901,-1.621015742,-0.697774664,-1.367271792,-0.763294809,0.369630408,0.704510786,-0.660906313,-0.357553429,-0.390975122,0.032986883,-0.196502829,-0.454939646,-0.902162146,-1.117704137,-0.42136244,-0.510142175,-1.558983141,-0.915778802,3.004793257,-1.050711793,-0.851054026,-1.005766485,0.286262373,-0.755033833,-0.296074673,-1.147197251,-0.241095076,0.822323357,-0.129574799,1.154495691,-0.587240539,0.195970301,-0.666439499,-0.432050429,0.381865798,0.098103318,0.026004257,-1.446232795,0.113457622,1.084319567,1.727174654,-0.455510711,-0.478909632,0.412073056,1.353146628,1.236234292,0.825389269,2.680099463,0.583767241,1.287541625,-0.502950865,0.401607075,2.026938103,1.18829732,-0.177781102,0.502393264,1.867482827,-0.254591135,0.548845698,-0.220680283,-0.386002686,0.504087577,-0.907451788,0.775636556,0.465040189,-0.010750945,0.262236669,-0.008349468,1.265276339,0.536149444,1.274987012,0.285001225,-0.899699491,1.181009078,1.32058007,-0.790414134,-0.63247338,0.796100808,1.231174801,0.11428508,0.024452932,-0.606975906,1.139326578,1.144660151,0.583835044,-0.524936384,0.498952673,0.505887867,0.995675716,0.489579542,0.791107772,0.64854864,0.875322449,-0.945596964,-0.003729515,-0.468344113,-0.926289284,0.37252223,0.134918852,0.538365779,-1.055273805,0.596823219,0.539249555,-1.067304387,0.445482915,-0.962460678,1.796037616,-0.573314626,2.218135107,-1.06048344,3.411384613,-0.344570324,1.376980915,-0.328657842,-0.870720876,-1.053776204,-1.004693523
26043,UBXN7,0.408192724,-0.067151201,-0.684744358,-0.067137496,0.002474946,-0.793553845,-0.404890545,-0.317869045,-0.166678989,-0.33306688,-0.310779604,-0.577311548,0.528802524,0.829161983,-0.643990574,1.665298381,-0.653639297,1.926897677,-0.655957393,2.183736813,-0.685719259,2.124538484,-0.579136611,-0.734518919,-0.834718936,-0.656769658,-1.135756545,-0.732898637,-0.872367635,0.199375181,-0.640684143,-0.439262487,0.092198601,0.116015476,0.029136622,-0.996747271,0.527418216,1.233379704,2.020783957,0.782583875,-0.91886463,-0.67910549,-0.736822433,-1.272251997,0.201917299,-1.858027142,-0.433835152,1.123668958,1.884546292,-2.077431792,0.68933426,-3.542372888,1.786953524,NA,2.119918239,0.593846129,1.446959997,0.337601244,1.513342384,1.076888926,-1.521252841,1.324807575,1.826607215,2.12542834,1.454765301,2.038877899,-1.038196401,-1.551950951,1.949061393,-1.06856343,1.65780504,2.410159744,2.25122011,0.856361321,-0.351159231,-0.37939591,-0.838674057,0.460203675,0.786519026,-0.670440884,1.88404555,1.797590353,-0.918210876,-1.305324065,-0.052039751,-0.510998176,1.54211704,-0.619487526,-1.147783137,0.219026276,0.37514522,0.284774941,0.201219982,4.415005466,0.538258946,1.042252573,0.9574276,-0.931230092,1.419573665,0.313295249,-0.195130141,1.33395369,-0.399448706,-0.64104183,-0.390902847,0.151635468,0.215311129,-1.476587374,1.50744581,2.036557508,-1.231789183,1.863917544,-1.018976994,2.285736104,-0.16805707,-0.343858645,-0.554867226,-0.523723572,0.467809985,-0.327726981,1.097247933,-0.121012383,-0.832410974,-0.319413016
