NAME	TITLE	SCORE	
MELTF	melanotransferrin [Source:HGNC Symbol;Acc:HGNC:7037]	2.1222217	
MZF1-AS1	MZF1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51271]	2.1213627	
TBC1D3L	TBC1 domain family member 3L [Source:HGNC Symbol;Acc:HGNC:51246]	2.1211557	
FAM133B	family with sequence similarity 133 member B [Source:HGNC Symbol;Acc:HGNC:28629]	2.12112	
YTHDC1	YTH domain containing 1 [Source:HGNC Symbol;Acc:HGNC:30626]	2.1202426	
PLEKHG2	pleckstrin homology and RhoGEF domain containing G2 [Source:HGNC Symbol;Acc:HGNC:29515]	2.1202192	
ARL13B	ADP ribosylation factor like GTPase 13B [Source:HGNC Symbol;Acc:HGNC:25419]	2.1201754	
TP53BP1	tumor protein p53 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11999]	2.1199446	
HECTD2	HECT domain E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:HGNC:26736]	2.1194754	
RIT1	Ras like without CAAX 1 [Source:HGNC Symbol;Acc:HGNC:10023]	2.1193275	
MSANTD2	Myb/SANT DNA binding domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26266]	2.1182718	
MKLN1	muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]	2.1177933	
TP53INP2	tumor protein p53 inducible nuclear protein 2 [Source:HGNC Symbol;Acc:HGNC:16104]	2.117155	
CCDC92	coiled-coil domain containing 92 [Source:HGNC Symbol;Acc:HGNC:29563]	2.117051	
STRC	stereocilin [Source:HGNC Symbol;Acc:HGNC:16035]	2.1162806	
DNAJB6	DnaJ heat shock protein family (Hsp40) member B6 [Source:HGNC Symbol;Acc:HGNC:14888]	2.1155574	
ADGRF3	adhesion G protein-coupled receptor F3 [Source:HGNC Symbol;Acc:HGNC:18989]	2.1154907	
YARS1	tyrosyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12840]	2.1154184	
MTF2	metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:29535]	2.115054	
ZNF326	zinc finger protein 326 [Source:HGNC Symbol;Acc:HGNC:14104]	2.114791	
BTN2A2	butyrophilin subfamily 2 member A2 [Source:HGNC Symbol;Acc:HGNC:1137]	2.1147768	
ITGAX	integrin subunit alpha X [Source:HGNC Symbol;Acc:HGNC:6152]	2.113221	
SH2D5	SH2 domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28819]	2.113114	
ARHGEF7	Rho guanine nucleotide exchange factor 7 [Source:HGNC Symbol;Acc:HGNC:15607]	2.1130564	
PPIF	peptidylprolyl isomerase F [Source:HGNC Symbol;Acc:HGNC:9259]	2.1124585	
ZNF764	zinc finger protein 764 [Source:HGNC Symbol;Acc:HGNC:28200]	2.1123898	
SAP25	Sin3A associated protein 25 [Source:HGNC Symbol;Acc:HGNC:41908]	2.1117895	
YAF2	YY1 associated factor 2 [Source:HGNC Symbol;Acc:HGNC:17363]	2.111747	
ZC3H4	zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]	2.1117394	
ELK1	ETS transcription factor ELK1 [Source:HGNC Symbol;Acc:HGNC:3321]	2.1113665	
KMT5C	lysine methyltransferase 5C [Source:HGNC Symbol;Acc:HGNC:28405]	2.1113002	
ZNF611	zinc finger protein 611 [Source:HGNC Symbol;Acc:HGNC:28766]	2.1108909	
HSPD1	heat shock protein family D (Hsp60) member 1 [Source:HGNC Symbol;Acc:HGNC:5261]	2.1103823	
GPCPD1	glycerophosphocholine phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:26957]	2.109796	
RNF112	ring finger protein 112 [Source:HGNC Symbol;Acc:HGNC:12968]	2.1093276	
HS3ST2	heparan sulfate-glucosamine 3-sulfotransferase 2 [Source:HGNC Symbol;Acc:HGNC:5195]	2.1085706	
RAP2C	RAP2C, member of RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:21165]	2.108273	
GGNBP2	gametogenetin binding protein 2 [Source:HGNC Symbol;Acc:HGNC:19357]	2.1080518	
ZNF808	zinc finger protein 808 [Source:HGNC Symbol;Acc:HGNC:33230]	2.106991	
LINC01068	long intergenic non-protein coding RNA 1068 [Source:HGNC Symbol;Acc:HGNC:49106]	2.106735	
LINC01348	long intergenic non-protein coding RNA 1348 [Source:HGNC Symbol;Acc:HGNC:50567]	2.1067169	
NOXRED1	NADP dependent oxidoreductase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:20487]	2.1065576	
SPTY2D1	SPT2 chromatin protein domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26818]	2.1056614	
BMT2	base methyltransferase of 25S rRNA 2 homolog [Source:HGNC Symbol;Acc:HGNC:26475]	2.105489	
ARID4A	AT-rich interaction domain 4A [Source:HGNC Symbol;Acc:HGNC:9885]	2.1048503	
FZD7	frizzled class receptor 7 [Source:HGNC Symbol;Acc:HGNC:4045]	2.104768	
NELFA	negative elongation factor complex member A [Source:HGNC Symbol;Acc:HGNC:12768]	2.104293	
CTNS-AS1	CTNS antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:56090]	2.1029158	
MICB	MHC class I polypeptide-related sequence B [Source:HGNC Symbol;Acc:HGNC:7091]	2.1028228	
ZNF8	zinc finger protein 8 [Source:HGNC Symbol;Acc:HGNC:13154]	2.1027787	
ATP6V0A1	ATPase H+ transporting V0 subunit a1 [Source:HGNC Symbol;Acc:HGNC:865]	2.1025906	
ZNF44	zinc finger protein 44 [Source:HGNC Symbol;Acc:HGNC:13110]	2.1022477	
AEBP1	AE binding protein 1 [Source:HGNC Symbol;Acc:HGNC:303]	2.10135	
PPME1	protein phosphatase methylesterase 1 [Source:HGNC Symbol;Acc:HGNC:30178]	2.1011255	
CYP4F11	cytochrome P450 family 4 subfamily F member 11 [Source:HGNC Symbol;Acc:HGNC:13265]	2.100462	
MED23	mediator complex subunit 23 [Source:HGNC Symbol;Acc:HGNC:2372]	2.100304	
PACSIN2	protein kinase C and casein kinase substrate in neurons 2 [Source:HGNC Symbol;Acc:HGNC:8571]	2.1003003	
B4GALT3	beta-1,4-galactosyltransferase 3 [Source:HGNC Symbol;Acc:HGNC:926]	2.1001863	
ZNF610	zinc finger protein 610 [Source:HGNC Symbol;Acc:HGNC:26687]	2.0996892	
AP2A2	adaptor related protein complex 2 subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:562]	2.0990133	
WASHC1	WASH complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:24361]	2.0986795	
ZMYM4	zinc finger MYM-type containing 4 [Source:HGNC Symbol;Acc:HGNC:13055]	2.0968454	
FAM171B	family with sequence similarity 171 member B [Source:HGNC Symbol;Acc:HGNC:29412]	2.0966866	
RICTOR	RPTOR independent companion of MTOR complex 2 [Source:HGNC Symbol;Acc:HGNC:28611]	2.0961645	
HMOX1	heme oxygenase 1 [Source:HGNC Symbol;Acc:HGNC:5013]	2.0959058	
AGAP9	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9 [Source:HGNC Symbol;Acc:HGNC:23463]	2.095858	
COL6A2	collagen type VI alpha 2 chain [Source:HGNC Symbol;Acc:HGNC:2212]	2.0956132	
RNF185	ring finger protein 185 [Source:HGNC Symbol;Acc:HGNC:26783]	2.0953243	
JRK	Jrk helix-turn-helix protein [Source:HGNC Symbol;Acc:HGNC:6199]	2.0952826	
UBE2L5	ubiquitin conjugating enzyme E2 L5 [Source:HGNC Symbol;Acc:HGNC:13477]	2.0936608	
MAD2L1BP	MAD2L1 binding protein [Source:HGNC Symbol;Acc:HGNC:21059]	2.0933247	
ZNF880	zinc finger protein 880 [Source:HGNC Symbol;Acc:HGNC:37249]	2.092476	
MAPK8IP2	mitogen-activated protein kinase 8 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6883]	2.0920086	
PCGF5	polycomb group ring finger 5 [Source:HGNC Symbol;Acc:HGNC:28264]	2.0915625	
TGFB1	transforming growth factor beta 1 [Source:HGNC Symbol;Acc:HGNC:11766]	2.0908132	
PARP6	poly(ADP-ribose) polymerase family member 6 [Source:HGNC Symbol;Acc:HGNC:26921]	2.0903373	
IL6R	interleukin 6 receptor [Source:HGNC Symbol;Acc:HGNC:6019]	2.0902991	
AHCYL1	adenosylhomocysteinase like 1 [Source:HGNC Symbol;Acc:HGNC:344]	2.089906	
IRGQ	immunity related GTPase Q [Source:HGNC Symbol;Acc:HGNC:24868]	2.08966	
PAPOLG	poly(A) polymerase gamma [Source:HGNC Symbol;Acc:HGNC:14982]	2.0885496	
BAIAP2L1	BAR/IMD domain containing adaptor protein 2 like 1 [Source:HGNC Symbol;Acc:HGNC:21649]	2.0881433	
VWA7	von Willebrand factor A domain containing 7 [Source:HGNC Symbol;Acc:HGNC:13939]	2.087562	
DHX38	DEAH-box helicase 38 [Source:HGNC Symbol;Acc:HGNC:17211]	2.0871701	
COQ10B	coenzyme Q10B [Source:HGNC Symbol;Acc:HGNC:25819]	2.0860608	
STRIP1	striatin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:25916]	2.0858119	
MROH1	maestro heat like repeat family member 1 [Source:HGNC Symbol;Acc:HGNC:26958]	2.0850718	
CDK3	cyclin dependent kinase 3 [Source:HGNC Symbol;Acc:HGNC:1772]	2.084968	
ARRDC3-AS1	ARRDC3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44145]	2.0841384	
ACVR2B	activin A receptor type 2B [Source:HGNC Symbol;Acc:HGNC:174]	2.0837255	
TRMT13	tRNA methyltransferase 13 homolog [Source:HGNC Symbol;Acc:HGNC:25502]	2.08275	
PPP6R2	protein phosphatase 6 regulatory subunit 2 [Source:HGNC Symbol;Acc:HGNC:19253]	2.0827034	
HNRNPD	heterogeneous nuclear ribonucleoprotein D [Source:HGNC Symbol;Acc:HGNC:5036]	2.0817614	
TTC28-AS1	TTC28 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:29336]	2.0817137	
PPM1E	protein phosphatase, Mg2+/Mn2+ dependent 1E [Source:HGNC Symbol;Acc:HGNC:19322]	2.0812445	
ERVK3-1	endogenous retrovirus group K3 member 1 [Source:HGNC Symbol;Acc:HGNC:30466]	2.0804293	
TOX4	TOX high mobility group box family member 4 [Source:HGNC Symbol;Acc:HGNC:20161]	2.0802438	
CPA4	carboxypeptidase A4 [Source:HGNC Symbol;Acc:HGNC:15740]	2.0795405	
MTA1	metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]	2.0791483	
AP3D1	adaptor related protein complex 3 subunit delta 1 [Source:HGNC Symbol;Acc:HGNC:568]	2.0788574	
POU2F1	POU class 2 homeobox 1 [Source:HGNC Symbol;Acc:HGNC:9212]	2.078274	
GSK3A	glycogen synthase kinase 3 alpha [Source:HGNC Symbol;Acc:HGNC:4616]	2.0781457	
G0S2	G0/G1 switch 2 [Source:HGNC Symbol;Acc:HGNC:30229]	2.0780935	
SEC22C	SEC22 homolog C, vesicle trafficking protein [Source:HGNC Symbol;Acc:HGNC:16828]	2.0777488	
GOLGA2	golgin A2 [Source:HGNC Symbol;Acc:HGNC:4425]	2.0776293	
PITRM1	pitrilysin metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:17663]	2.0773017	
CREBBP	CREB binding protein [Source:HGNC Symbol;Acc:HGNC:2348]	2.0772552	
CCAR1	cell division cycle and apoptosis regulator 1 [Source:HGNC Symbol;Acc:HGNC:24236]	2.076181	
TRA2A	transformer 2 alpha homolog [Source:HGNC Symbol;Acc:HGNC:16645]	2.074667	
ANKRD12	ankyrin repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:29135]	2.0741131	
VAMP2	vesicle associated membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:12643]	2.0736918	
RNASE7	ribonuclease A family member 7 [Source:HGNC Symbol;Acc:HGNC:19278]	2.0715275	
SPATS2	spermatogenesis associated serine rich 2 [Source:HGNC Symbol;Acc:HGNC:18650]	2.0715067	
HERPUD1	homocysteine inducible ER protein with ubiquitin like domain 1 [Source:HGNC Symbol;Acc:HGNC:13744]	2.071496	
SNX9	sorting nexin 9 [Source:HGNC Symbol;Acc:HGNC:14973]	2.070041	
PDXK	pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]	2.0699332	
ANKRD37	ankyrin repeat domain 37 [Source:HGNC Symbol;Acc:HGNC:29593]	2.069508	
PPP2R2A	protein phosphatase 2 regulatory subunit Balpha [Source:HGNC Symbol;Acc:HGNC:9304]	2.0685132	
DIO2	iodothyronine deiodinase 2 [Source:HGNC Symbol;Acc:HGNC:2884]	2.0675929	
PDXDC1	pyridoxal dependent decarboxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:28995]	2.0675068	
ANKRD50	ankyrin repeat domain containing 50 [Source:HGNC Symbol;Acc:HGNC:29223]	2.067345	
CLDN6	claudin 6 [Source:HGNC Symbol;Acc:HGNC:2048]	2.0672467	
KANSL3	KAT8 regulatory NSL complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25473]	2.0671742	
ABCA5	ATP binding cassette subfamily A member 5 [Source:HGNC Symbol;Acc:HGNC:35]	2.0666578	
MORF4L2	mortality factor 4 like 2 [Source:HGNC Symbol;Acc:HGNC:16849]	2.0661194	
LOXL3	lysyl oxidase like 3 [Source:HGNC Symbol;Acc:HGNC:13869]	2.0656345	
STARD3	StAR related lipid transfer domain containing 3 [Source:HGNC Symbol;Acc:HGNC:17579]	2.0655463	
TRRAP	transformation/transcription domain associated protein [Source:HGNC Symbol;Acc:HGNC:12347]	2.0653465	
ENSG00000268460	novel transcript	2.0645611	
NHS	NHS actin remodeling regulator [Source:HGNC Symbol;Acc:HGNC:7820]	2.0642836	
KIF5A	kinesin family member 5A [Source:HGNC Symbol;Acc:HGNC:6323]	2.0632539	
PRDM4	PR/SET domain 4 [Source:HGNC Symbol;Acc:HGNC:9348]	2.0631464	
FMR1	fragile X messenger ribonucleoprotein 1 [Source:HGNC Symbol;Acc:HGNC:3775]	2.062818	
FSCN3	fascin actin-bundling protein 3 [Source:HGNC Symbol;Acc:HGNC:3961]	2.062736	
MED9	mediator complex subunit 9 [Source:HGNC Symbol;Acc:HGNC:25487]	2.06185	
TIAM2	TIAM Rac1 associated GEF 2 [Source:HGNC Symbol;Acc:HGNC:11806]	2.0611324	
ARVCF	ARVCF delta catenin family member [Source:HGNC Symbol;Acc:HGNC:728]	2.0606246	
CHERP	calcium homeostasis endoplasmic reticulum protein [Source:HGNC Symbol;Acc:HGNC:16930]	2.0591986	
HNRNPH3	heterogeneous nuclear ribonucleoprotein H3 [Source:HGNC Symbol;Acc:HGNC:5043]	2.0586855	
NFYC-AS1	NFYC antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49451]	2.0586264	
ZMYM2	zinc finger MYM-type containing 2 [Source:HGNC Symbol;Acc:HGNC:12989]	2.0586233	
PCGF1	polycomb group ring finger 1 [Source:HGNC Symbol;Acc:HGNC:17615]	2.057684	
TRPC1	transient receptor potential cation channel subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:12333]	2.057071	
MED28	mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]	2.0568514	
MCM3AP	minichromosome maintenance complex component 3 associated protein [Source:HGNC Symbol;Acc:HGNC:6946]	2.0559664	
ADAM32	ADAM metallopeptidase domain 32 [Source:HGNC Symbol;Acc:HGNC:15479]	2.055922	
ZFAND3	zinc finger AN1-type containing 3 [Source:HGNC Symbol;Acc:HGNC:18019]	2.0552754	
ASPHD1	aspartate beta-hydroxylase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27380]	2.0537052	
SMTN	smoothelin [Source:HGNC Symbol;Acc:HGNC:11126]	2.0527792	
USP10	ubiquitin specific peptidase 10 [Source:HGNC Symbol;Acc:HGNC:12608]	2.051593	
H2AC15	H2A clustered histone 15 [Source:HGNC Symbol;Acc:HGNC:4726]	2.0514348	
CRTC1	CREB regulated transcription coactivator 1 [Source:HGNC Symbol;Acc:HGNC:16062]	2.0507586	
CHMP4B	charged multivesicular body protein 4B [Source:HGNC Symbol;Acc:HGNC:16171]	2.050305	
ZNF274	zinc finger protein 274 [Source:HGNC Symbol;Acc:HGNC:13068]	2.0501049	
PHF8	PHD finger protein 8 [Source:HGNC Symbol;Acc:HGNC:20672]	2.0494096	
AKNA	AT-hook transcription factor [Source:HGNC Symbol;Acc:HGNC:24108]	2.0493324	
GPR137	G protein-coupled receptor 137 [Source:HGNC Symbol;Acc:HGNC:24300]	2.0490947	
CCDC82	coiled-coil domain containing 82 [Source:HGNC Symbol;Acc:HGNC:26282]	2.0490572	
HSPH1	heat shock protein family H (Hsp110) member 1 [Source:HGNC Symbol;Acc:HGNC:16969]	2.0487487	
RUNX1	RUNX family transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:10471]	2.0483863	
PPP2R2D	protein phosphatase 2 regulatory subunit Bdelta [Source:HGNC Symbol;Acc:HGNC:23732]	2.048103	
PDIA2	protein disulfide isomerase family A member 2 [Source:HGNC Symbol;Acc:HGNC:14180]	2.0480924	
GLDC	glycine decarboxylase [Source:HGNC Symbol;Acc:HGNC:4313]	2.0480866	
ZNF783	zinc finger protein 783 [Source:HGNC Symbol;Acc:HGNC:27222]	2.048086	
ZNF300	zinc finger protein 300 [Source:HGNC Symbol;Acc:HGNC:13091]	2.048086	
ZNF529-AS1	ZNF529 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51275]	2.0466866	
REPIN1	replication initiator 1 [Source:HGNC Symbol;Acc:HGNC:17922]	2.0465918	
AOC2	amine oxidase copper containing 2 [Source:HGNC Symbol;Acc:HGNC:549]	2.046273	
CCDC183	coiled-coil domain containing 183 [Source:HGNC Symbol;Acc:HGNC:28236]	2.0456116	
ZPR1	ZPR1 zinc finger [Source:HGNC Symbol;Acc:HGNC:13051]	2.0452845	
ARNT	aryl hydrocarbon receptor nuclear translocator [Source:HGNC Symbol;Acc:HGNC:700]	2.0446503	
GGA1	golgi associated, gamma adaptin ear containing, ARF binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17842]	2.044121	
RIMOC1	RAB7A interacting MON1-CCZ1 complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27750]	2.0436842	
PIAS4	protein inhibitor of activated STAT 4 [Source:HGNC Symbol;Acc:HGNC:17002]	2.0432508	
ATXN7L3	ataxin 7 like 3 [Source:HGNC Symbol;Acc:HGNC:25416]	2.042804	
COL27A1	collagen type XXVII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:22986]	2.0421114	
NLGN3	neuroligin 3 [Source:HGNC Symbol;Acc:HGNC:14289]	2.042075	
ILF2	interleukin enhancer binding factor 2 [Source:HGNC Symbol;Acc:HGNC:6037]	2.0417683	
H3C7	H3 clustered histone 7 [Source:HGNC Symbol;Acc:HGNC:4773]	2.0412478	
ZSCAN26	zinc finger and SCAN domain containing 26 [Source:HGNC Symbol;Acc:HGNC:12978]	2.04031	
MAP3K3	mitogen-activated protein kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6855]	2.0402598	
MED1	mediator complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:9234]	2.0397549	
FAM131B-AS2	FAM131B antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:56141]	2.0397496	
ARHGAP17	Rho GTPase activating protein 17 [Source:HGNC Symbol;Acc:HGNC:18239]	2.0388756	
RAB15	RAB15, member RAS oncogene family [Source:HGNC Symbol;Acc:HGNC:20150]	2.038043	
ZNF586	zinc finger protein 586 [Source:HGNC Symbol;Acc:HGNC:25949]	2.0359442	
PGBD1	piggyBac transposable element derived 1 [Source:HGNC Symbol;Acc:HGNC:19398]	2.0357194	
SMC4	structural maintenance of chromosomes 4 [Source:HGNC Symbol;Acc:HGNC:14013]	2.03532	
SRC	SRC proto-oncogene, non-receptor tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:11283]	2.034785	
LRIF1	ligand dependent nuclear receptor interacting factor 1 [Source:HGNC Symbol;Acc:HGNC:30299]	2.0346177	
NECAP1	NECAP endocytosis associated 1 [Source:HGNC Symbol;Acc:HGNC:24539]	2.0342572	
IKBKB	inhibitor of nuclear factor kappa B kinase subunit beta [Source:HGNC Symbol;Acc:HGNC:5960]	2.034257	
FUBP3	far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]	2.033698	
MECP2	methyl-CpG binding protein 2 [Source:HGNC Symbol;Acc:HGNC:6990]	2.0335784	
RNASEH1	ribonuclease H1 [Source:HGNC Symbol;Acc:HGNC:18466]	2.0328665	
EDRF1	erythroid differentiation regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:24640]	2.0326138	
PHF12	PHD finger protein 12 [Source:HGNC Symbol;Acc:HGNC:20816]	2.0314755	
TERC	telomerase RNA component [Source:HGNC Symbol;Acc:HGNC:11727]	2.0314448	
DDA1	DET1 and DDB1 associated 1 [Source:HGNC Symbol;Acc:HGNC:28360]	2.0311596	
H2BC21	H2B clustered histone 21 [Source:HGNC Symbol;Acc:HGNC:4760]	2.0298815	
FAM229A	family with sequence similarity 229 member A [Source:HGNC Symbol;Acc:HGNC:44652]	2.0271482	
FBF1	Fas binding factor 1 [Source:HGNC Symbol;Acc:HGNC:24674]	2.0245316	
LSM14B	LSM family member 14B [Source:HGNC Symbol;Acc:HGNC:15887]	2.0242186	
POLR2B	RNA polymerase II subunit B [Source:HGNC Symbol;Acc:HGNC:9188]	2.023112	
OSBPL2	oxysterol binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:15761]	2.0230036	
FLII	FLII actin remodeling protein [Source:HGNC Symbol;Acc:HGNC:3750]	2.0221446	
IRF1	interferon regulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:6116]	2.021986	
CEP83	centrosomal protein 83 [Source:HGNC Symbol;Acc:HGNC:17966]	2.0211442	
YES1	YES proto-oncogene 1, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:12841]	2.0200465	
FAM13B	family with sequence similarity 13 member B [Source:HGNC Symbol;Acc:HGNC:1335]	2.0199554	
HUWE1	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:30892]	2.019826	
ZFR	zinc finger RNA binding protein [Source:HGNC Symbol;Acc:HGNC:17277]	2.0185661	
MARCHF6	membrane associated ring-CH-type finger 6 [Source:HGNC Symbol;Acc:HGNC:30550]	2.0178032	
TYW5	tRNA-yW synthesizing protein 5 [Source:HGNC Symbol;Acc:HGNC:26754]	2.0177248	
B3GNT5	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5 [Source:HGNC Symbol;Acc:HGNC:15684]	2.0173426	
SPEN-AS1	SPEN antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55937]	2.0172145	
ZNF547	zinc finger protein 547 [Source:HGNC Symbol;Acc:HGNC:26432]	2.0165563	
CCND2-AS1	CCND2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49398]	2.0165126	
BOD1	biorientation of chromosomes in cell division 1 [Source:HGNC Symbol;Acc:HGNC:25114]	2.0162022	
ZNF609	zinc finger protein 609 [Source:HGNC Symbol;Acc:HGNC:29003]	2.0148351	
RBBP6	RB binding protein 6, ubiquitin ligase [Source:HGNC Symbol;Acc:HGNC:9889]	2.0135217	
ZKSCAN5	zinc finger with KRAB and SCAN domains 5 [Source:HGNC Symbol;Acc:HGNC:12867]	2.0120428	
ZNF682	zinc finger protein 682 [Source:HGNC Symbol;Acc:HGNC:28857]	2.0110815	
SIK3	SIK family kinase 3 [Source:HGNC Symbol;Acc:HGNC:29165]	2.0110438	
LINS1	lines homolog 1 [Source:HGNC Symbol;Acc:HGNC:30922]	2.0109293	
SF3B4	splicing factor 3b subunit 4 [Source:HGNC Symbol;Acc:HGNC:10771]	2.0105197	
PBX4	PBX homeobox 4 [Source:HGNC Symbol;Acc:HGNC:13403]	2.0100238	
PIWIL2	piwi like RNA-mediated gene silencing 2 [Source:HGNC Symbol;Acc:HGNC:17644]	2.0094326	
HBS1L	HBS1 like translational GTPase [Source:HGNC Symbol;Acc:HGNC:4834]	2.0092893	
SETX	senataxin [Source:HGNC Symbol;Acc:HGNC:445]	2.0083942	
CXCL6	C-X-C motif chemokine ligand 6 [Source:HGNC Symbol;Acc:HGNC:10643]	2.0079339	
CFAP20	cilia and flagella associated protein 20 [Source:HGNC Symbol;Acc:HGNC:29523]	2.0078776	
ZFYVE26	zinc finger FYVE-type containing 26 [Source:HGNC Symbol;Acc:HGNC:20761]	2.0076349	
BIN3	bridging integrator 3 [Source:HGNC Symbol;Acc:HGNC:1054]	2.0072567	
SFSWAP	splicing factor SWAP [Source:HGNC Symbol;Acc:HGNC:10790]	2.0061677	
MKNK2	MAPK interacting serine/threonine kinase 2 [Source:HGNC Symbol;Acc:HGNC:7111]	2.005653	
MIF-AS1	MIF antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:27669]	2.005648	
ZNF20	zinc finger protein 20 [Source:HGNC Symbol;Acc:HGNC:12992]	2.0048287	
GAPVD1	GTPase activating protein and VPS9 domains 1 [Source:HGNC Symbol;Acc:HGNC:23375]	2.004309	
ATP6V1FNB	ATP6V1F neighbor [Source:HGNC Symbol;Acc:HGNC:52392]	2.0036569	
HIPK2	homeodomain interacting protein kinase 2 [Source:HGNC Symbol;Acc:HGNC:14402]	2.002698	
TTC4	tetratricopeptide repeat domain 4 [Source:HGNC Symbol;Acc:HGNC:12394]	2.0015724	
CHMP2B	charged multivesicular body protein 2B [Source:HGNC Symbol;Acc:HGNC:24537]	2.0010765	
NOL12	nucleolar protein 12 [Source:HGNC Symbol;Acc:HGNC:28585]	2.0004735	
ZBTB17	zinc finger and BTB domain containing 17 [Source:HGNC Symbol;Acc:HGNC:12936]	1.9999	
ILF3-DT	ILF3 divergent transcript [Source:HGNC Symbol;Acc:HGNC:27115]	1.9995928	
TRAF3IP2-AS1	TRAF3IP2 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40005]	1.9987793	
CDYL2	chromodomain Y like 2 [Source:HGNC Symbol;Acc:HGNC:23030]	1.9982291	
CAPN10-DT	CAPN10 divergent transcript [Source:HGNC Symbol;Acc:HGNC:48839]	1.9975312	
HDAC6	histone deacetylase 6 [Source:HGNC Symbol;Acc:HGNC:14064]	1.9971995	
FHIP2B	FHF complex subunit HOOK interacting protein 2B [Source:HGNC Symbol;Acc:HGNC:16492]	1.9969704	
SENP1	SUMO specific peptidase 1 [Source:HGNC Symbol;Acc:HGNC:17927]	1.9964409	
LINC00452	long intergenic non-protein coding RNA 452 [Source:HGNC Symbol;Acc:HGNC:42800]	1.9954197	
PSMD6	proteasome 26S subunit, non-ATPase 6 [Source:HGNC Symbol;Acc:HGNC:9564]	1.993477	
LCN10	lipocalin 10 [Source:HGNC Symbol;Acc:HGNC:20892]	1.9934142	
SMPD1	sphingomyelin phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:11120]	1.993051	
GRIK5	glutamate ionotropic receptor kainate type subunit 5 [Source:HGNC Symbol;Acc:HGNC:4583]	1.9929161	
INTS6L	integrator complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:27334]	1.9928832	
ZNF852	zinc finger protein 852 [Source:HGNC Symbol;Acc:HGNC:27713]	1.9899131	
SPOP	speckle type BTB/POZ protein [Source:HGNC Symbol;Acc:HGNC:11254]	1.9891117	
ADGRL1-AS1	ADGRL1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55309]	1.9890349	
DDR2	discoidin domain receptor tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:2731]	1.9881597	
PCF11	PCF11 cleavage and polyadenylation factor subunit [Source:HGNC Symbol;Acc:HGNC:30097]	1.9878336	
