Category,ID,Term,Count,%,PValue,Genes,List Total,Pop Hits,Pop Total,Fold Enrichment,Bonferroni,Benjamini,FDR
KEGG_PATHWAY,hsa04110,Cell cycle,6,60,2.20E-07,"CCNA2, CDC20, CCNB2, CCNB1, BUB1B, BUB1",10,157,8644,33.0343949,5.29E-06,5.29E-06,4.63E-06
KEGG_PATHWAY,hsa04914,Progesterone-mediated oocyte maturation,5,50,2.20E-06,"CCNA2, CCNB2, CCNB1, BUB1, AURKA",10,102,8644,42.37254902,5.28E-05,2.64E-05,2.31E-05
KEGG_PATHWAY,hsa04114,Oocyte meiosis,5,50,5.99E-06,"CDC20, CCNB2, CCNB1, BUB1, AURKA",10,131,8644,32.99236641,1.44E-04,4.79E-05,4.19E-05
KEGG_PATHWAY,hsa05166,Human T-cell leukemia virus 1 infection,4,40,0.001251983,"CCNA2, CDC20, CCNB2, BUB1B",10,222,8644,15.57477477,0.029618914,0.007511897,0.00657291
KEGG_PATHWAY,hsa04115,p53 signaling pathway,3,30,0.002503668,"CCNB2, CCNB1, RRM2",10,74,8644,35.04324324,0.058389308,0.012017604,0.010515404
KEGG_PATHWAY,hsa04218,Cellular senescence,3,30,0.010720216,"CCNA2, CCNB2, CCNB1",10,156,8644,16.62307692,0.227925475,0.042880864,0.037520756
