,baseMean,log2FoldChange,lfcSE,pvalue,padj
ENSG00000000003,783.0453988,0.120258862,0.873050999,0.807581206,0.999849957
ENSG00000000419,602.4676339,-0.399134602,0.666722309,0.432015033,0.999849957
ENSG00000000457,205.5071397,0.022538941,0.858681485,0.972635336,0.999849957
ENSG00000000460,32.20765634,0.94506474,1.831924197,0.003227017,0.072684727
ENSG00000000938,210.109659,0.2186206,0.853892266,0.660848801,0.999849957
ENSG00000000971,2121.204074,0.790096345,0.851806241,0.170881313,0.864756493
ENSG00000001036,1075.756435,0.928164995,0.790387416,0.105556281,0.691951119
ENSG00000001084,193.3098426,-0.281051148,0.8076432,0.577566816,0.999849957
ENSG00000001167,91.67603671,-0.64352387,1.358799137,0.002087896,0.052966826
ENSG00000001460,376.1707071,0.042083923,0.785880957,0.942992296,0.999849957
ENSG00000001461,1259.351267,-0.055707945,0.752322457,0.902954629,0.999849957
ENSG00000001497,1819.598837,-0.027059333,0.717798258,0.947356203,0.999849957
ENSG00000001561,56.73906698,0.3663941,0.96880142,0.41343737,0.999849957
ENSG00000001617,204.0409602,0.005416992,0.835629144,0.998375272,0.999849957
ENSG00000001626,137.2803719,-0.176155278,0.9648209,0.614558871,0.999849957
ENSG00000001629,441.9655416,-0.31583218,0.911395,0.496982316,0.999849957
ENSG00000001630,167.9348983,0.013535559,0.656072384,0.984707394,0.999849957
ENSG00000001631,428.0184724,-0.547342918,0.830871502,0.312314544,0.999849957
ENSG00000002016,133.6739331,0.133233357,0.760447569,0.800474668,0.999849957
ENSG00000002330,927.3367672,-0.015170008,0.457081149,0.964378594,0.999849957
ENSG00000002549,2543.394553,-0.098213519,0.581520569,0.832391072,0.999849957
ENSG00000002586,6873.718299,0.170492262,0.290041695,0.567697348,0.999849957
ENSG00000002587,49.98131643,-0.077319272,0.944097692,0.821810949,0.999849957
ENSG00000002726,96.26258245,-0.514198119,1.194278062,0.069739726,0.556968196
ENSG00000002745,287.6484211,-0.08370172,0.744186055,0.863112935,0.999849957
ENSG00000002746,20.09913326,0.212116705,0.994974834,0.517617965,0.999849957
ENSG00000002822,1303.933688,0.258700479,0.882368728,0.599561827,0.999849957
ENSG00000002834,458.7216588,0.32094999,0.807507643,0.541133293,0.999849957
ENSG00000002919,413.347578,0.583770547,1.031388284,0.244103239,0.982210086
ENSG00000002933,324.8693133,-0.896098531,1.288293385,0.101447285,0.680165312
ENSG00000003056,1624.882569,0.59570233,0.535178621,0.196492889,0.919328407
ENSG00000003096,117.2188293,0.363714148,1.119539553,2.64E-13,4.31E-11
ENSG00000003137,24.08005233,-0.128178402,0.806575002,0.792377188,0.999849957
ENSG00000003147,374.6457884,0.397792059,0.768852539,0.457331667,0.999849957
ENSG00000003249,127.7051479,0.364116056,1.119783745,NA,NA
ENSG00000003393,186.9857576,-0.277466184,0.897531718,0.550006278,0.999849957
