HALLMARK_OXIDATIVE_PHOSPHORYLATION,HALLMARK_E2F_TARGETS,HALLMARK_INTERFERON_ALPHA_RESPONSE,HALLMARK_BILE_ACID_METABOLISM,HALLMARK_KRAS_SIGNALING_DN,HALLMARK_ADIPOGENESIS,HALLMARK_FATTY_ACID_METABOLISM,HALLMARK_XENOBIOTIC_METABOLISM,HALLMARK_MYC_TARGETS_V1,HALLMARK_PEROXISOME,HALLMARK_INTERFERON_GAMMA_RESPONSE,HALLMARK_ESTROGEN_RESPONSE_LATE,HALLMARK_P53_PATHWAY,HALLMARK_PANCREAS_BETA_CELLS,HALLMARK_COAGULATION,HALLMARK_G2M_CHECKPOINT,HALLMARK_DNA_REPAIR,HALLMARK_APICAL_SURFACE,HALLMARK_CHOLESTEROL_HOMEOSTASIS,HALLMARK_COMPLEMENT,HALLMARK_ESTROGEN_RESPONSE_EARLY,HALLMARK_MYC_TARGETS_V2,HALLMARK_SPERMATOGENESIS,HALLMARK_ANGIOGENESIS,HALLMARK_GLYCOLYSIS,HALLMARK_NOTCH_SIGNALING,HALLMARK_APICAL_JUNCTION,HALLMARK_ALLOGRAFT_REJECTION,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,HALLMARK_PROTEIN_SECRETION,HALLMARK_ANDROGEN_RESPONSE,HALLMARK_MTORC1_SIGNALING,HALLMARK_APOPTOSIS,HALLMARK_MYOGENESIS,HALLMARK_INFLAMMATORY_RESPONSE,HALLMARK_MITOTIC_SPINDLE,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,HALLMARK_IL2_STAT5_SIGNALING,HALLMARK_KRAS_SIGNALING_UP,HALLMARK_IL6_JAK_STAT3_SIGNALING,HALLMARK_HEME_METABOLISM,HALLMARK_WNT_BETA_CATENIN_SIGNALING,HALLMARK_PI3K_AKT_MTOR_SIGNALING,HALLMARK_HEDGEHOG_SIGNALING,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,HALLMARK_HYPOXIA,HALLMARK_UV_RESPONSE_UP,HALLMARK_UV_RESPONSE_DN,HALLMARK_TGF_BETA_SIGNALING,HALLMARK_TNFA_SIGNALING_VIA_NFKB
ATP6V0B,CENPE,IFI35,CH25H,CDH16,BCL2L13,AQP7,ASL,DDX21,CRAT,CFH,CD9,CDKN1A,SCGN,COMP,CDKN1B,EDF1,NTNG1,FASN,CASP9,CCND1,NOP2,CRISP2,THBD,CAPN5,TCF7L2,CAP1,CD2,NQO1,COPB2,FKBP5,CFP,CASP7,CAV3,CCR7,BCR,COL4A2,CD81,CBR4,HAX1,BTG2,NOTCH1,EGFR,SLIT1,EDEM1,CCN2,CDC5L,CDON,PPM1A,CDKN1A
ATP6V0C,CENPM,IFI44,CROT,CDKAL1,BCL6,AUH,ATOH8,DEK,CTBP1,CIITA,CDC20,CDKN2A,SEC11A,CPB2,CDKN2C,EIF1B,PCSK9,FBXO6,CBLB,CD44,NOP56,CSNK2A2,TIMP1,CASP6,WNT2,CD209,CD247,OXSR1,COPE,GNAI3,COPS5,CASP8,CD36,CCRL2,BIN1,COL5A1,CD83,CBX8,HMOX1,BTRC,NOTCH4,EIF4E,THY1,EEF2,CCN5,CDK2,CELF2,PPP1CA,CEBPB
ATP6V0E1,CHEK1,IFI44L,CYP27A1,CELSR2,C3,BCKDHB,ATP2A2,DHX15,CTPS1,CMKLR1,CDC6,CDKN2AIP,SLC2A2,CPN1,CDKN3,ELL,PKHD1,FDFT1,CCL5,CELSR1,NPM1,CST8,TNFRSF21,CD44,WNT5A,CD274,CD28,PDLIM1,CTSC,GPD1L,CORO1A,CASP9,CDH13,CD14,BIRC5,COL5A2,CD86,CCL20,IFNAR1,C3,NUMB,FASLG,TLE1,EIF2AK3,CCNG2,CDKN1C,CITED2,PPP1R15A,CEBPD
ATP6V1C1,CHEK2,IFIH1,CYP39A1,CHRNG,CAT,BLVRA,BCAR1,DUT,DHCR24,CMPK2,CDH1,CDKN2B,SPCS1,CPQ,CENPA,ELOA,PLAUR,FDPS,CD36,CELSR2,PA2G4,DBF4,VAV2,CDK1,,CD276,CD3D,PFKP,DNM1L,GSR,CTH,CAV1,CDKN1A,CD40,BRCA2,COL5A3,CDC42SE2,CCND2,IFNGR1,CA1,PPARD,FGF17,TLE3,EIF2S1,CDKN1A,CDKN2B,COL11A1,RAB31,CFLAR
ATP6V1D,CIT,IFIT2,CYP46A1,CHST2,CAVIN1,BMPR1B,BCAT1,EEF1B2,DHRS3,CMTR1,CELSR2,CEBPA,SRP14,CRIP2,CENPE,ERCC1,RHCG,GLDC,CD40LG,CHPT1,PES1,DCC,VCAN,CENPA,,CD34,CD3E,PRDX1,DOP1A,GUCY1A1,CTSC,CCNA1,CFD,CD48,BUB1,COL6A2,CDC6,CCSER2,IFNGR2,CA2,PSEN2,FGF22,UNC5C,EIF4A1,CDKN1B,CDO1,COL1A1,RHOA,CLCF1
ATP6V1E1,CKS1B,IFIT3,CYP7A1,CKM,CAVIN2,BPHL,BLVRB,EIF1AX,DIO1,CSF2RB,CHPT1,CGRRF1,SRP9,CSRP1,CENPF,ERCC2,RTN4RL1,GNAI1,CD46,CISH,PHB1,DDX25,VEGFA,CHPF,,CD86,CD3G,PRDX2,DST,H1-0,CXCR4,CCND1,CHRNA1,CD55,CAPZB,COL6A3,CDCP1,CD37,IL10RB,CAST,PTCH1,FGF6,VEGFA,EIF4A2,CDKN1C,CEBPG,COL1A2,SERPINE1,CSF1
ATP6V1F,CKS2,IFITM1,CYP7B1,CLDN16,CCNG2,CA2,BPHL,EIF2S1,DLG4,CXCL10,CHST8,CLCA2,SRPRB,CTSB,CHAF1A,ERCC3,SCUBE1,GPX8,CD55,CLDN7,PLK1,DDX4,VTN,CHPF2,,CD99,CD4,PRDX4,EGFR,HERC3,CYB5B,CCND2,CHRNB1,CD69,CCDC88A,COL7A1,CDKN1C,CDADC1,IL12RB1,CAT,RBPJ,GNA14,VLDLR,EIF4A3,CHST2,CHKA,COL3A1,SKI,CSF2
ATP6V1G1,CNOT9,IFITM2,CYP8B1,CLDN8,CD151,CA4,CA2,EIF2S2,ECH1,CXCL11,CISH,COQ8A,SST,CTSE,CHEK1,ERCC4,SHROOM2,GSTM2,CD59,CLIC3,PLK4,DMC1,,CHST1,,CDH1,CD40,PRDX6,ERGIC3,HMGCR,CYP51A1,CD14,CHRNG,CD70,CCNB2,COL8A2,CISH,CFB,IL13RA1,CCDC28A,SKP2,GNGT1,,EIF4E,CHST3,CHRNA5,COL5A2,SKIL,CXCL1
ATP6V1H,CSE1L,IFITM3,DHCR24,CLPS,CD302,CA6,CASP6,EIF3B,ECI2,CXCL9,CKB,CSRNP2,STXBP1,CTSH,CHMP1A,ERCC5,SLC22A12,GUSB,CDA,CXCL12,PPAN,DMRT1,,CHST12,,CDH11,CD40LG,PRNP,GALC,HMGCS1,DAPP1,CD2,CKB,CD82,CD2AP,COLGALT1,CKAP4,CFH,IL15RA,CCND3,TCF7,GRB2,,EIF4EBP1,CITED2,CLCN2,DAB2,SLC20A1,CXCL10
BAX,CTCF,IL15,DIO1,CLSTN3,CD36,CBR1,CAT,EIF3D,EHHADH,DDX60,CLIC3,CTSD,SYT13,CTSK,CKS1B,ERCC8,SLC2A4,HMGCR,CDH13,CYP26B1,PPRC1,DNAJB8,,CHST2,,CDH15,CD47,PTPA,GBF1,HOMER2,DDIT3,CD38,CKM,CDKN1A,CDC27,COMP,COCH,CFHR2,IL17RA,CDC27,TP53,GRK2,,EIF4G1,COL5A1,CLTB,DBP,SMAD1,CXCL11
BCKDHA,CTPS1,IL4R,DIO2,CNTFR,CDKN2C,CBR3,CBR1,EIF3J,ELOVL5,DHX58,COX6C,CTSF,VDR,CTSO,CKS2,FEN1,SLC34A3,HMGCS1,CDK5R1,DEPTOR,PRMT3,DPEP3,,CHST4,,CDH3,CD7,SBNO2,GLA,HPGD,DDIT4,CD44,CKMT2,CHST2,CDC42,COPA,COL6A1,CIDEA,IL17RB,CDR2,WNT1,GSK3B,,ERN1,CP,CNP,DDAH1,SMAD3,CXCL2
BDH2,DCK,IL7,EFHC1,COL2A1,CHCHD10,CD1D,CCL25,EIF4A1,EPHX2,EIF2AK2,CPE,CYFIP2,,CTSV,CTCF,GMPR2,SRPX,HSD17B7,CEBPB,DHCR7,PUS1,ELOVL3,,CHST6,,CDH4,CD74,SCAF4,GNAS,HSD17B14,DDX39A,CD69,CLU,CLEC5A,CDC42BPA,CRLF1,CSF1,CLEC4A,IL18R1,CIR1,WNT5B,HRAS,,ERO1A,CSRP2,COL2A1,DLC1,SMAD6,CXCL3
CASP7,DCLRE1B,IRF1,EPHX2,COPZ2,CHUK,CD36,CD36,EIF4E,ERCC1,EIF4E3,CXCL12,DCXR,,DCT,CUL1,GPX4,SULF2,IDI1,CFB,DHRS2,RABEPK,EZH2,,CITED2,,CDH6,CD79A,SELENOS,GOLGA4,IDI1,DHCR24,CDC25B,CNN3,CMKLR1,CDC42EP1,CTHRC1,CSF2,CMKLR1,IL1B,CLCN3,WNT6,HSP90B1,,EXOC2,CXCR4,CREG1,DLG1,SMAD7,CXCL6
COX10,DCTPP1,IRF2,FADS1,COQ8A,CIDEA,CEL,CDA,EIF4G2,ERCC3,EPSTI1,CXCL14,DDB2,,DPP4,CUL3,GSDME,THY1,JAG1,CFH,DHRS3,RCL1,GAD1,,CLDN3,,CDH8,CD80,SOD1,GOSR2,INPP4B,DHCR7,CDK2,COL15A1,CSF1,CDC42EP2,CXCL1,CST7,CPE,IL1R1,CLIC2,,IL2RG,,EXOSC1,DCN,CTSV,DMAC2L,SMURF1,DENND5A
COX11,DDX39A,IRF7,FADS2,CPA2,CMBL,CIDEA,CDO1,EIF4H,ESR2,FAS,CYP26B1,DDIT3,,DUSP14,CUL4A,GTF2A2,TMEM8B,LDLR,CLU,DLC1,RRP12,GAPDHS,,CLDN9,,CDK8,CD86,SRXN1,ICA1,INSIG1,DHFR,CDKN1A,COL1A1,CSF3,CDC42EP4,CXCL12,CTLA4,CROT,IL1R2,CPOX,,IL4,,EXOSC10,DDIT3,CXCL2,DUSP1,SMURF2,DNAJB4
COX15,DEK,IRF9,FDXR,CPB1,CMPK1,CPOX,CES1,EPRS1,FABP6,FCGR1A,CYP4F11,DDIT4,,DUSP6,CUL5,GTF2B,,LGALS3,COL4A2,DYNLT3,RRP9,GFI1,,CLN6,,CDSN,CD8A,STK25,IGF2R,IQGAP2,EBP,CDKN1B,COL3A1,CSF3R,CDK1,CXCL6,CTSZ,CSF2,IL2RA,CTNS,,IRAK4,,EXOSC2,DDIT4,CYB5B,DYRK1A,SPTBN1,DRAM1
COX17,DEPDC1,ISG15,GC,CPEB3,COL15A1,CPT1A,CFB,ERH,FADS1,FGL2,DCXR,DEF6,,F10,DBF4,GTF2F1,,LGMN,CP,EEIG1,SLC19A1,GMCL1,,COG2,,CERCAM,CD8B,TXN,KIF1B,ITGAV,EDEM1,CFLAR,COL4A2,CX3CL1,CDK5RAP2,CXCL8,CXCL10,CSF2RA,IL2RG,CTSB,,ITPR2,,EXOSC4,DPYSL4,CYB5R1,EFEMP1,TGFB1,DUSP1
COX4I1,DIAPH3,ISG20,GCLM,CYP11B2,COL4A1,CPT2,CNDP2,ETF1,FDPS,FPR1,DHCR7,DGKA,,F11,DDX39A,GTF2H1,,LPL,CPM,EGR3,SLC29A2,GPR182,,COL5A1,,CLDN11,CD96,TXNRD1,KRT18,KLK2,EEF1E1,CLU,COL6A2,CXCL10,CENPE,DAB2,CYFIP1,CTSS,IL3RA,CTSE,,LCK,,EXOSC5,DTNA,CYP1A1,ERBB2,TGFBR1,DUSP2
COX5A,DLGAP5,LAMP3,GNMT,CYP39A1,COQ3,CRAT,COMT,EXOSC7,FIS1,GBP4,DHRS2,DNTTIP2,,F12,DKC1,GTF2H3,,LSS,CPQ,ELF1,SORD,GRM8,,COPB2,,CLDN14,CDKN2A,TXNRD2,LAMP2,KLK3,EGLN3,CREBBP,COL6A3,CXCL11,CENPF,DCN,DCPS,CXCL10,IL4R,DAAM1,,MAP2K3,,EXOSC9,DUSP1,DDX21,F3,TGIF1,DUSP4
COX5B,DNMT1,LAP3,GNPAT,DCC,COQ5,CRYZ,CROT,FAM120A,GNPAT,GBP6,DLG5,DRAM1,,F13B,DMD,GTF2H5,,MAL2,CR1,ELF3,SRM,GSG1,,CTH,,CLDN15,CFP,,LMAN1,KRT19,EIF2S2,CTH,COX6A2,CXCL6,CENPJ,DKK1,DENND5A,CXCR4,IL6,DCAF10,,MAP2K6,,FKBP14,EDN2,DGAT1,FBLN5,THBS1,DUSP5
COX6A1,DONSON,LGALS3BP,GSTK1,DLK2,COQ9,CYP1A1,CRP,FBL,GSTK1,GCH1,DNAJC1,EI24,,F2,DR1,GTF3C5,,MVD,CR2,ELOVL2,SUPV3L1,GSTM3,,CXCR4,,CLDN18,CRTAM,,M6PR,KRT8,ELOVL5,CTNNB1,COX7A1,CXCL8,CEP131,DPYSL3,DHRS3,DCBLD2,IL6ST,DCAF11,,MAP3K7,,FUS,EFNA1,DLG4,FHL2,TJP1,EDN1
COX6B1,DSCC1,LPAR6,HACL1,DTNB,COX6A1,CYP4A11,CSAD,G3BP1,HAO2,GPR18,DNAJC12,ELP1,,F2RL2,DTYMK,GUK1,,MVK,CSRP1,ELOVL5,TBRG4,H1-6,,CYB5A,,CLDN19,CSF1,,MAPK1,LIFR,ELOVL6,CYLD,CRAT,CXCL9,CEP192,DST,DRC1,DNMBP,IL7,DCUN1D1,,MAPK1,,GEMIN4,EFNA3,DNAJA1,FYN,TRIM33,EFNA1
COX6C,DUT,LY6E,HAO1,EDAR,COX7B,CYP4A22,CYB5A,GLO1,HMGCL,GZMA,DUSP2,EPHA2,,F3,E2F1,HCLS1,,NFIL3,CTSB,ENDOD1,TCOF1,HBZ,,DCN,,CLDN4,CSK,,MON2,LMAN1,ENO1,DAP,CRYAB,CXCR6,CEP250,ECM1,ECM1,DOCK2,IL9R,DMTN,,MAPK10,,GOSR2,EGFR,DNAJB1,FZD2,UBE2D3,EGR1
COX7A2,E2F8,MOV10,HSD17B11,EDN1,COX8A,D2HGDH,CYFIP2,GNL3,HRAS,HELZ2,DYNLT3,EPHX1,,F8,E2F2,HPRT1,,NIBAN1,CTSC,ESRP2,TFB2M,HOXB1,,DDIT4,,CLDN5,CTSS,,NAPA,MAF,EPRS1,DAP3,CSRP3,CYBB,CEP57,ECM2,EEF1AKMT1,DUSP6,INHBE,E2F2,,MAPK8,,H2AX,ENO1,E2F5,GCNT1,WWTR1,EGR2
COX7A2L,EED,MVB12A,HSD17B4,EDN2,CPT2,DECR1,CYP17A1,GOT2,HSD11B2,HERC6,EEIG1,EPS8L2,,F9,E2F3,IMPDH2,,NSDHL,CTSD,FARP1,TMEM97,HSPA1L,,DEPDC1,,CLDN6,CXCL13,,NAPG,MAK,ERO1A,DCN,CTF1,DCBLD2,CEP72,EDIL3,EMP1,EMP1,IRF1,EIF2AK1,,MAPK9,,HERPUD1,ENO2,EIF2S3,GJA1,XIAP,EGR3
COX7B,EIF2S1,MX1,HSD17B6,EFHD1,CRAT,DHCR24,CYP1A1,GSPT1,HSD17B11,HIF1A,EGR3,ERCC5,,FBN1,E2F4,ITPA,,PCYT2,CTSH,FASN,UNG,HSPA2,,DLD,,CLDN7,CXCL9,,OCRL,MAP7,ETF1,DDIT3,DAPK2,EBI3,CKAP5,EFEMP2,ENO3,ENG,IRF9,ELL2,,MAPKAP1,,HSP90B1,ENO3,EIF5,GRK5,,EHD1
COX7C,ESPL1,NCOA7,HSD3B1,EGF,CS,DLD,CYP1A2,H2AZ1,HSD17B4,HLA-A,ELOVL5,F2R,,FGA,EFNA5,LIG1,,PDK3,CTSL,FCMR,UTP20,HSPA4L,,DPYSL4,,CLDN8,CXCR3,,PAM,MERTK,FADS1,DFFA,DENND2B,EDN1,CLASP1,ELN,ENPP1,EPB41L3,ITGA4,ENDOD1,,MKNK1,,HSPA5,ERO1A,ENO2,HAS2,,EIF1
COX8A,EXOSC8,NMI,HSD3B7,ENTPD7,CYC1,DLST,CYP26A1,HDAC2,HSD3B7,HLA-B,EMP2,FAM162A,,FGG,EGF,MPC2,,PLAUR,CTSO,FDFT1,WDR43,HTR5A,,DSC2,,CLDN9,DARS1,,PPT1,MYL12A,FADS2,DIABLO,DES,EIF2AK2,CLIP1,EMP3,EOMES,EPHB2,ITGB3,EPB41,,MKNK2,,HSPA9,ERRFI1,EPCAM,ICA1,,ETS2
CPT1A,EZH2,NUB1,IDH1,EPHA5,CYP4B1,ECH1,CYP27A1,HDDC2,IDE,HLA-DMA,ETFB,FAS,,FN1,ESPL1,MPG,,PLSCR1,CTSS,FHL2,WDR74,IDE,,ECD,,CNN2,DEGS1,,RAB14,NCOA4,FDXR,DNAJA1,DMD,EMP3,CLIP2,ENO2,ETFBKMT,EREG,JUN,EPB42,,MYD88,,HYOU1,ETS1,EPHX1,ID1,,F2RL1
CS,GINS1,OAS1,IDH2,FGF16,DBT,ECHS1,CYP2C18,HDGF,IDH1,HLA-DQA1,FABP5,FBXW7,,FURIN,EWSR1,MRPL40,,PMVK,CTSV,FKBP4,,IFT88,,EFNA3,,CNTN1,DYRK3,,RAB22A,NDRG1,FGL2,DNAJC3,DMPK,EREG,CNTRL,FAP,ETV4,ERO1A,LEPR,EPOR,,NCK1,,IARS1,EXT1,FEN1,IGF1R,,F3
CYB5A,GINS3,OASL,IDI1,FGF22,DDT,ECI1,CYP2E1,HNRNPA1,IDH2,HLA-DRB1,FARP1,FDXR,,FYN,EXO1,NCBP2,,PNRC1,CXCL1,FKBP5,,IL12RB2,,EGFR,,COL16A1,EGFR,,RAB2A,NGLY1,FKBP2,DNM1L,DTNA,F3,CNTROB,FAS,F2RL2,ETS1,LTB,ERMAP,,NFKBIB,,IFIT1,F3,FGF18,IGFBP5,,FJX1
CYB5R3,GINS4,OGFR,ISOC1,FGFR3,DECR1,ECI2,CYP2J2,HNRNPA2B1,IDI1,HLA-G,FDFT1,FGF13,,GDA,EZH2,NELFB,,PPARG,DGKG,FLNB,,IL13RA2,,EGLN3,,COL17A1,EIF3A,,RAB5A,NKX3-1,G6PD,DPYD,EFS,FFAR2,CSNK1D,FBLN1,FAH,ETV1,LTBR,EZH1,,NGF,,IGFBP1,FAM162A,FKBP4,INPP4B,,FOS
CYC1,GSPT1,PARP12,KLF1,FGGY,DGAT1,EHHADH,CYP2S1,HNRNPA3,ISOC1,ICAM1,FGFR3,FOS,,GNB2,FANCC,NELFCD,,S100A11,DGKH,FOS,,IP6K1,,ELF3,,COL9A1,EIF3D,,RAB9A,PA2G4,GAPDH,EBP,EIF4A2,FPR1,CTTN,FBLN2,FGL2,ETV4,MAP3K8,FBXO34,,NOD1,,IMP3,FBP1,FMO1,INSIG1,,FOSB
CYCS,H2AX,PARP14,LCK,FSHB,DHCR7,ELOVL5,CYP4F2,HNRNPC,ITGB1BP1,IDO1,FKBP4,FOXO3,,GNG12,FBXO5,NELFE,,SC5D,DOCK10,FOXC1,,JAM3,,ENO1,,CRAT,EIF3J,,RER1,PDLIM5,GBE1,EGR3,ENO3,FZD5,CYTH2,FBLN5,FLT3LG,ETV5,MYD88,FBXO7,,PAK4,,KDELR3,FOS,FOS,IRS1,,FOSL1
DECR1,H2AZ1,PARP9,LIPE,GAMT,DHRS7,ENO2,DCXR,HNRNPD,LONP2,IFI27,FKBP5,FUCA1,,GP1BA,FOXN3,NFX1,,SCD,DOCK4,FRK,,KIF2C,,ENO2,,CRB3,EIF4G3,,RPS6KA3,PGM3,GCLC,EMP1,EPHB3,GABBR1,DLG1,FBN1,FURIN,EVI5,OSMR,FBXO9,,PDK1,,KHSRP,FOSL2,FOSB,ITGB3,,FOSL2
DLAT,HELLS,PLSCR1,LONP2,GDNF,DHRS7B,ENO3,DDAH2,HNRNPR,MLYCD,IFI30,FLNB,GADD45A,,GP9,G3BP1,NME1,,SEMA3B,DOCK9,GAB2,,LDHC,,ERO1A,,CTNNA1,EIF5A,,SCAMP1,PIAS1,GGA2,ENO2,ERBB3,GCH1,DLGAP5,FBN2,GABARAPL1,F13A1,PDGFC,FECH,,PFN1,,KIF5B,FOXO3,FURIN,KALRN,,FUT4
DLD,HMGA1,PNPT1,MLYCD,GP1BA,DLAT,EPHX1,DDC,HNRNPU,MSH2,IFI35,FOS,GLS2,,GSN,GINS2,NME3,,SQLE,DPP4,GFRA1,,LPIN1,,EXT1,,CTNND1,ELANE,,SCAMP3,PLPP1,GLA,ERBB2,FABP3,GNA15,DOCK2,FERMT2,GADD45B,F2RL1,PF4,FN3K,,PIK3R3,,LSM1,GAA,GAL,KCNMA1,,G0S2
DLST,HMGB2,PROCR,NEDD4,GP2,DLD,ERP29,DDT,HPRT1,MVP,IFI44,FOXC1,GM2A,,HMGCS2,GSPT1,NME4,,SREBF2,DUSP5,GJA1,,MAP7,,EXT2,,CX3CL1,ELF4,,SCRN1,PMEPA1,GLRX,ERBB3,FDPS,GNAI3,DOCK4,FGF2,GALM,FBXO4,PIK3R5,FOXJ2,,PIKFYVE,,LSM4,GALK1,GCH1,KIT,,GADD45A
ECH1,HMGB3,PSMA3,NPC1,GPR19,DNAJB9,ETFDH,DHPS,HSP90AB1,NR1I2,IFI44L,FRK,GPX2,,HNF4A,H2AX,NPR2,,STARD4,DUSP6,GLA,,MAST2,,FAM162A,,DHX16,EREG,,SEC22B,PTK2B,GMPS,EREG,FGF2,GP1BA,DST,FLNA,GATA1,FCER1G,PIM1,FOXO3,,PIN1,,MTHFD2,GAPDH,GGH,LAMC1,,GADD45B
ECHS1,HMMR,PSMB8,NR0B2,GPR3,DNAJC15,FABP1,DHRS1,HSPD1,NUDT19,IFIH1,GAL,H1-2,,HPN,H2AZ1,NT5C,,STX5,DYRK2,GREB1,,MEP1B,,FBP2,,DLG1,ETS1,,SEC24D,PTPN21,GOT1,ETF1,FHL1,GPC3,DYNC1H1,FMOD,GBP4,FGF9,PLA2G2A,FTCD,,PITX2,,MTREX,GAPDHS,GLS,LDLR,,GCH1
ECI1,HNRNPD,PSMB9,NR1H4,GPRC5C,DRAM2,FABP2,DHRS7,HSPE1,PABPC1,IFIT1,GALE,H2AC25,,HRG,H2AZ2,NT5C3A,,TM7SF2,EHD1,HES1,,MLF1,,FKBP4,,DMP1,F2,,SEC31A,RAB4A,GPI,F2,FKBP1B,GPR132,DYNLL2,FN1,GLIPR2,FLT4,PTPN1,GAPVD1,,PLA2G12A,,NABP1,GBE1,GPX3,LPAR1,,GEM
ETFA,HUS1,PSME1,NR1I2,GRID2,ECH1,FASN,ECH1,IARS1,PEX11A,IFIT2,GFUS,H2AJ,,HTRA1,H2BC12,NUDT21,,TMEM97,ERAP2,HR,,MLLT10,,FUT8,,DSC1,F2R,,SGMS1,RPS6KA3,GSK3B,F2R,FLII,GPR183,ECT2,FOXC2,GPR65,FUCA1,PTPN11,GATA1,,PLCB1,,NFYA,GCK,GRINA,LTBP1,,GFPT2
ETFB,ILF3,PSME2,NR3C2,GTF3C5,ECHS1,FH,ELOVL5,IFRD1,PEX11B,IFIT3,GINS2,HBEGF,,ISCU,HIF1A,NUDT9,,TNFRSF12A,F10,HSPB8,,MTNR1A,,G6PD,,DSC3,FAS,,SH3GL2,RRP12,GSR,FAS,FOXO4,HAS2,EPB41,FSTL1,GPR83,G0S2,PTPN2,GCLC,,PLCG1,,NFYB,GCNT2,GRPEL1,MAGI2,,GPR183
ETFDH,ING3,RIPK2,NUDT12,HNF1A,ELMOD3,FMO1,ENPEP,ILF2,PEX13,IFITM2,GJB3,HDAC3,,ITGA2,HIRA,PCNA,,TP53INP1,F2,IGF1R,,MTOR,,GAL3ST1,,EGFR,FASLG,,SNAP23,SAT1,GTF2H1,FASLG,FST,HBEGF,EPB41L2,FSTL3,GPX4,GABRA3,REG1A,GCLM,,PPP1CA,,NHP2,GLRX,H2AX,MAP1B,,HBEGF
FDX1,IPO7,RNF31,OPTN,HSD11B2,ELOVL6,G0S2,ENTPD5,IMPDH2,PEX14,IFITM3,GLA,HEXIM1,,ITGB3,HMGA1,PDE4B,,TRIB3,F3,IGFBP4,,NAA11,,GALE,,EPB41L2,FCGR2B,,SNX2,SCD,HK2,FDXR,FXYD1,HIF1A,ESPL1,FUCA1,GSTO1,GADD45G,SOCS1,GDE1,,PPP2R1B,,NOLC1,GPC1,HLA-F,MAP2K5,,HES1
FH,JPT1,RSAD2,PAOX,HTR1B,ENPP2,GABARAPL1,EPHA2,KARS1,PEX2,IFNAR2,GPER1,HINT1,,ITIH1,HMGB3,PDE6G,,,F5,IL17RB,,NCAPH,,GALK1,,EVL,FGR,,SOD1,SEC24D,HMBS,FEZ1,GAA,HPN,EZR,FZD8,GUCY1B1,GALNT3,SOCS3,GLRX5,,PRKAA2,,NOP14,GPC3,HMOX1,MAPK14,,ICAM1
FXN,KIF18B,RTP4,PECR,HTR1D,EPHX2,GAD2,EPHX1,KPNA2,PEX5,IL10RA,HMGCS2,HMOX1,,KLF7,HMGN2,PNP,,,F7,IL6ST,,NEFH,,GALK2,,EXOC4,FLNA,,SSPN,SELENOP,HMGCR,GADD45A,GABARAPL2,HRH1,FARP1,GADD45A,HIPK2,GFPT2,STAM2,GMPS,,PRKAG1,,NOP56,GPC4,HNRNPU,MET,,ICOSLG
GLUD1,KIF22,SAMD9,PEX1,IDUA,ESRRA,GAPDHS,ESR1,KPNB1,PEX6,IL15,HOMER2,HRAS,,KLK8,HMMR,POLA1,,,F8,INHBB,,NEK2,,GAPDHS,,FBN1,FYB1,,STAM,SGK1,HMGCS1,GADD45B,GADD45B,ICAM1,FBXO5,GADD45B,HK2,GLRX,STAT1,GYPA,,PRKAR2A,,NPM1,GPI,HSPA13,MGLL,,ID2
GOT2,KIF2C,SAMD9L,PEX11A,IFI44L,ESYT1,GCDH,ETFDH,LDHA,PRDX1,IL15RA,HPRT1,HSPA4L,,KLKB1,HNRNPD,POLA2,,,FCER1G,INPP5F,,NF2,,GCLC,,FLNC,GALNT1,,STX12,SLC26A2,HPRT1,GCH1,GJA5,ICAM4,FGD4,GAS1,HOPX,GNG11,STAT2,GYPB,,PRKCB,,PAIP1,GRHPR,HSPA2,MGMT,,IER2
GPI,KIF4A,SELL,PEX11G,IFNG,ETFB,GLUL,ETS2,LSM2,PRDX5,IL18BP,HR,IER3,,LAMP2,HNRNPU,POLB,,,FCN1,ISG20L2,,NOS1,,GFPT1,,FSCN1,GBP2,,STX16,SLC38A2,HSP90B1,GNA15,GNAO1,ICOSLG,FGD6,GEM,HUWE1,GPNMB,STAT3,GYPC,,PTEN,,PARN,GYS1,HTR7,MIOS,,IER3
GPX4,KPNA2,SLC25A28,PEX12,IGFBP2,FABP4,GPD1,F10,LSM7,RDH11,IL2RB,HSPA4L,IER5,,LEFTY2,HOXC10,POLD1,,,FDX1,ITPK1,,NPHP1,,GFUS,,FYB1,GCNT1,,STX7,SMS,HSPA4,GPX3,GPX3,IFITM1,FLNA,GJA1,HYCC2,GPRC5B,TGFB1,GYPE,,PTPN11,,PDIA5,HAS1,HYAL2,MMP16,,IER5
GRPEL1,LBR,SP110,PEX13,IL12B,FAH,GPD2,F11,MAD2L1,RETSAT,IL4R,HSPB8,IFI30,,LGMN,HSPA8,POLD3,,,FN1,JAK2,,NPY5R,,GLCE,,GAMT,GLMN,,TMED10,SORD,HSPA5,GPX4,GSN,IFNAR1,FLNB,GLIPR1,ICOS,GUCY1A1,TLR2,H1-0,,RAC1,,PDIA6,HDLBP,ICAM1,MRPS31,,IFIH1
