gene_name,gene_id.x,colon_mock_1,colon_mock_2,colon_mock_3,colon_west_Africa_1,colon_west_Africa_2,colon_west_Africa_3,colon_2022_1,colon_2022_2,colon_2022_3,colon_Congo_1,colon_Congo_2,colon_Congo_3,gene_id.y,skin_mock_1,skin_mock_2,skin_mock_3,skin_west_Africa_1,skin_west_Africa_2,skin_west_Africa_3,skin_2022_1,skin_2022_2,skin_2022_3,skin_Congo_1,skin_Congo_2,skin_Congo_3
2-Mar,ENSG00000117791,12.97800891,16.71660184,12.78389373,15.21369544,15.24457169,14.85256197,12.64769061,12.77987772,15.40208419,11.97794368,12.07668293,12.76770461,ENSG00000117791,0.114548428,0.500556803,0,0,0,0.677372393,0.978752278,1.390718255,0.452149065,0,0,0
3-Mar,ENSG00000173926,1.937398105,1.706913166,1.796159979,2.132648834,2.460278644,2.333933997,1.420161981,1.470530979,1.844335595,1.44054512,1.769836465,1.617084176,ENSG00000173926,4.104036156,3.481291828,3.140672876,4.666297876,4.152226048,5.35342698,5.156866843,1.953984071,2.382290773,4.836590272,3.824811067,6.402395456
4-Mar,ENSG00000144583,0.114568934,0.274554354,0.386932456,0.443577518,0.290979435,0.207027402,0.384378864,0,0.211898957,0.1379223,0.254174527,0.325131875,ENSG00000144583,1.031449837,0.742371782,0.887998352,13.77993786,11.6878854,9.328480267,11.1460581,11.78607484,12.93258833,13.97893456,15.97192712,13.51632778
5-Mar,ENSG00000198060,23.18295458,19.41548076,19.47140598,19.65896009,22.42662063,21.64047714,19.08111925,19.86566409,18.96942085,18.41083897,18.98408561,19.56484568,ENSG00000198060,38.88867157,43.20045319,41.55041123,214.6327507,244.4047982,220.8422812,99.95920039,93.6481065,107.0712043,205.7243228,194.5914271,235.589546
6-Mar,ENSG00000145495,42.93205203,34.20529397,37.85117402,41.50716802,42.75992044,44.85905182,40.77371603,43.41496145,38.76336424,40.89349998,41.47101407,43.92827981,ENSG00000145495,22.47375736,25.18760001,26.63163123,184.7577227,196.5325015,192.1341357,79.4318646,68.55768596,74.838602,176.5270178,160.4364195,190.5573337
7-Mar,ENSG00000136536,36.80556173,30.07835081,29.81864898,34.52983151,40.55624208,38.63495249,34.29598933,37.1900992,32.79734522,38.33922994,34.88141159,39.24459617,ENSG00000136536,97.78877983,100.3075393,96.93699568,146.5402037,150.5897752,129.5292648,202.5209372,181.3123121,208.7770983,162.3140716,140.9139959,148.8036138
8-Mar,ENSG00000165406,20.36612958,19.38792641,21.74951485,20.97889722,19.21907359,22.05859159,19.52239444,22.38366582,20.0434254,21.32347391,21.22350535,19.68260813,ENSG00000165406,7.441014682,7.748480781,6.597336524,12.81443096,12.34441998,13.34097366,12.68204331,10.09121893,14.37323885,13.48032227,10.8050482,10.28680783
9-Mar,ENSG00000139266,13.67852644,13.86820054,14.53013189,12.40242668,14.07431336,12.0839923,14.05321109,10.95678568,12.13048764,9.204470666,11.10100686,10.98845046,ENSG00000139266,9.881404001,9.155463954,10.87376603,13.28369666,8.859879735,9.665582998,34.28028522,32.77345892,35.19174191,10.79150615,10.50338736,12.61035253
A1BG,ENSG00000121410,1.755849856,1.430631407,2.134804759,2.084762573,1.872975466,2.199836558,2.625648314,1.430932838,1.883550704,2.451957751,2.648874842,2.471506327,ENSG00000121410,0.223167493,0.260054217,0.060485342,0.359467714,0,0,0.63561382,0.301049871,0,0,0.725277233,0.394566232
A1BG-AS1,ENSG00000268895,5.577357669,5.485899523,4.498233146,6.123644173,5.17982634,4.913822597,4.308955747,4.522663836,5.54265874,5.411467698,5.294147532,4.819217583,ENSG00000268895,0.617183128,0.693510027,0.931965471,0,0.808785702,0.521379996,3.390097363,7.849960163,6.264422109,1.324812173,0.429813819,0.467655708
A1CF,ENSG00000148584,43.34510372,34.27379254,38.72096705,34.76425054,31.31012805,33.78937429,36.55897533,36.7860751,33.02474378,32.07582512,33.41675091,37.25095103,ENSG00000148584,0,0,0,0,0,0,0,0,0,0,0,0
A2M,ENSG00000175899,727.8135942,636.0638013,658.2303528,657.1594682,628.8620745,625.8236014,714.4461766,749.229351,696.5735358,1136.588423,1101.599971,1110.441521,ENSG00000175899,0.186392398,0,0,0,0,0,0.199077355,0,0,0,0.454320748,0
A2M-AS1,ENSG00000245105,0.952733185,0.342471167,0.858041533,0.491827357,1.209864458,0.45909333,0.365305209,0.64702628,1.145372087,0.45877411,0.281822186,0.432597444,ENSG00000245105,0,0,0,0,0,0.596721881,0,0.816756062,0,0,0.491923958,0.535234179
A2ML1,ENSG00000166535,0.549485802,0.987595723,0.530220746,0.759803163,0.897152706,0.898362759,0.489098547,1.652611449,0.943699528,1.228483718,0.89977522,0.935621945,ENSG00000166535,471.6232991,475.2178283,509.2140196,125.5512323,129.845029,111.8511638,61.27220411,56.35913583,55.626656,259.2251611,245.2113067,188.5241976
A2ML1-AS1,ENSG00000256661,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000256661,0,0,0,0,0,0,0,0,0,0,0,0
A2ML1-AS2,ENSG00000256904,0,0,0,0.939058969,0,0,0,0,0,0,0,0.825969731,ENSG00000256904,0,0,0,0,0,0,0,0,0,0,0,0
A3GALT2,ENSG00000184389,0.274551068,0.657937439,1.236317908,0,0.697298225,0.330744657,0.526353741,0.74581954,0.507791099,0.330514681,0.203033188,0.623312446,ENSG00000184389,0,0.254143894,0,2.810383948,2.667490673,0,0,1.176831316,0,0,0,0
A4GALT,ENSG00000128274,4.767524523,5.311600652,5.743742287,4.749546615,2.974003926,4.634955952,6.65458157,4.998634473,4.950282731,3.826214328,4.948253742,3.228119937,ENSG00000128274,6.467005822,6.116482151,5.834529971,4.708941419,5.282155816,7.334099309,18.16666826,18.28434194,16.08535783,7.099330986,6.909788335,4.698839667
A4GNT,ENSG00000118017,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000118017,0,0,0,0,0,0,0,0,0,0,0,0
AAAS,ENSG00000094914,28.69857284,26.6978263,25.21747217,26.762088,24.37143593,21.75987783,25.74400937,23.56549922,22.25359309,26.32258915,23.72743674,23.94386127,ENSG00000094914,29.83003913,30.14048729,30.44618707,12.1642597,13.27763657,14.5137102,28.49935315,21.64826889,30.55435329,21.11870744,17.79376475,18.69277346
AACS,ENSG00000081760,6.006418718,7.092015084,6.74209117,7.2997066,8.138942794,7.636594924,7.285104645,8.134450374,7.400646063,6.766968173,7.174227493,6.857933105,ENSG00000081760,13.07593982,13.01648047,12.53214134,12.18913579,9.0173126,11.40658115,14.73840196,15.83780597,14.64219866,13.84162613,12.92957362,13.57604026
AADAC,ENSG00000114771,10.15384732,8.042196686,9.880884528,7.551599211,11.36442291,10.78081666,10.22809816,7.480131266,9.389934851,11.60203741,11.70874478,13.28434651,ENSG00000114771,14.76474491,11.62941902,17.78535915,0,0,1.077902026,1.557487541,0,0.719504364,0.912973095,1.777195866,4.834161642
AADACL2,ENSG00000197953,0.055386658,0,0,0,0,0,0,0,0,0,0,0,ENSG00000197953,12.49531119,10.20269207,11.35232706,2.551292153,0.807190778,2.428308566,1.002492474,0.474816973,0,4.994976443,2.859774851,0.933466985
AADACL2-AS1,ENSG00000242908,2.653849539,2.649881888,0.995868677,2.283318187,1.123363913,5.861212015,4.66382571,1.802299344,4.908380732,1.064933917,1.308365045,0,ENSG00000242908,0,0,0,0,0,0,0,0,0,0,0,0
AADACL3,ENSG00000188984,0.69264055,1.161896423,0.389874605,0.268170231,0.879575937,0.166881275,0.464761916,0.282234299,0.576477515,1.000591424,0.614657314,0.550374898,ENSG00000188984,0,0,0,0,0,0,0,0,0,0,0,0
AADACL4,ENSG00000204518,0.534982367,1.282038094,1.003772396,1.15071988,1.585191299,1.933438769,1.88033608,2.179923969,3.628046499,1.717417238,0.659374447,1.416996961,ENSG00000204518,0,0,0,0,0,0,0,0,0,0,0,0
AADAT,ENSG00000109576,13.23946263,12.23763636,12.77528505,16.47621646,14.89119099,16.06316553,15.13851844,15.41360382,12.50576634,11.49823852,13.0775932,12.13035277,ENSG00000109576,1.001623797,0.612769166,1.140179253,0.484010569,4.134610543,2.961508595,9.842062684,10.94453123,8.69800831,4.013392837,4.394520687,2.656347408
AAGAB,ENSG00000103591,49.27707331,45.95028393,46.9162927,47.1272349,49.13020398,49.55079299,47.88623366,51.53481447,50.90507595,46.90161474,45.77696741,43.68617382,ENSG00000103591,80.22963047,75.96107947,80.3152091,39.25538594,39.23783374,28.9079882,71.56162185,75.06181644,67.53673442,47.88938812,41.3539477,42.32566698
AAK1,ENSG00000115977,11.46390787,10.01084269,10.75470425,10.84089016,11.27015309,11.44046609,10.93479081,11.25587679,10.80008078,10.31648035,10.20832037,10.83153093,ENSG00000115977,5.448393184,5.651256684,5.61789117,31.30433771,29.27330228,31.58131881,21.94663763,24.90857771,24.67289158,26.56915977,26.0349215,27.62845094
AAMDC,ENSG00000087884,33.68076073,33.94794645,34.82465118,33.02027118,30.6554622,25.59841087,28.2670651,32.78861451,32.2162483,37.58783739,37.09363044,33.1459145,ENSG00000087884,5.05245231,5.084709072,3.983627536,3.69920584,3.511120636,3.62148452,5.232773376,3.098040236,3.626035374,0.766841014,3.731836919,4.872476665
AAMP,ENSG00000127837,151.2560418,171.697156,167.8617529,174.0811966,157.7744939,168.4216048,164.7961599,156.9684106,162.8721352,144.5071236,153.3959054,149.2585174,ENSG00000127837,153.7623314,142.9940618,160.843085,133.2215969,134.2695023,138.9381383,107.6630623,128.0579865,110.691851,136.1853471,121.4651116,165.8271398
AANAT,ENSG00000129673,0,0,0.721891107,0.165514503,0,0.154498532,0.122936045,0.174194838,0.237201048,0,0.09484153,0,ENSG00000129673,0,0,0,0,0,0,0,0,0,0,0,0
AAR2,ENSG00000131043,51.44525701,56.54135276,52.30719136,52.48373627,43.70649986,46.69931112,48.70622238,48.10103114,51.76276068,44.59518097,43.13469859,42.05067569,ENSG00000131043,49.88415971,46.69912488,48.12657392,66.28962551,67.3190862,61.83354902,70.49225778,72.9870706,71.18847176,53.81389041,64.53610838,65.12976656
AARD,ENSG00000205002,0.817828702,0.699948003,0.526103669,0.603122732,1.335279692,0.281490669,0.783947409,0.952129853,0.216085813,0.703237352,0.691191184,0.795734566,ENSG00000205002,0,0,0.100616009,0,0,0,3.171987937,0,0,0,0,0
AARS,ENSG00000090861,106.4017843,94.64579252,101.1549513,94.60820781,91.03043853,98.2408694,99.95864776,99.14583058,105.7880812,100.953865,105.2829542,105.1879247,ENSG00000090861,92.19437113,88.84024133,97.22557561,147.3305359,171.6902084,144.7043929,243.5580873,253.4663892,269.1490188,153.3697372,153.7886842,187.6746649
AARS2,ENSG00000124608,18.32431974,21.50691052,18.87961454,17.49458619,21.02449925,19.75117246,18.64373669,18.33930695,19.72044802,15.15783707,16.9189546,15.32692249,ENSG00000124608,11.57695205,11.30819122,15.78085893,4.113443503,2.08229146,2.684679291,6.303635191,7.808574364,6.048119094,5.684746626,4.149728615,4.816086563
AARSD1,ENSG00000266967,13.04236171,18.17143627,20.23127113,15.95132619,17.81414358,17.53875341,15.4821752,16.58190006,17.10998269,14.69674933,16.2618401,13.59995733,ENSG00000266967,17.42809182,15.51231478,16.52156149,13.19529893,14.73457321,8.548717576,22.98891978,14.95122248,19.33803953,17.2971922,20.75058499,18.31760947
AASDH,ENSG00000157426,7.36261724,6.507982377,8.084746086,8.100039377,10.57588952,8.360647877,6.884048712,8.852720888,9.710768283,8.064231539,7.051367905,8.083641879,ENSG00000157426,18.6006317,16.59148977,17.3588774,5.250901079,4.983920315,1.133951078,16.11166312,15.00346138,13.87681816,5.442528049,11.21764198,3.051317843
AASDHPPT,ENSG00000149313,12.63264211,6.783397464,11.53510558,9.298920767,10.75410889,10.14548079,8.924997135,10.54919062,8.956384381,7.772793535,8.54616506,9.400617018,ENSG00000149313,26.21491249,24.98980015,22.96720042,9.099688956,6.591408112,7.033027909,22.01809473,23.66483682,27.18942628,7.197932805,8.938380408,5.519786367
AASS,ENSG00000008311,52.00905264,38.68334482,48.34872189,45.52716835,45.27928628,55.34265383,43.30949794,48.14380404,44.39350728,36.88636092,39.55207752,40.857738,ENSG00000008311,6.919230419,5.383930081,5.553387654,41.20118178,53.84796654,51.21134521,17.92699945,14.27190523,14.27261718,76.9133252,53.75110763,71.97968029
AATBC,ENSG00000215458,0.057625306,0,0.129744893,0,0.146355372,0.069419734,0.165713955,0.078269736,0.053289936,0,0,0.065413278,ENSG00000215458,12.51207733,14.40235636,18.61003933,0.589869261,0.279938752,1.082767402,0.782258822,0.988016771,1.68642139,3.362678087,1.190145118,1.294928486
AATF,ENSG00000275700,26.48076152,25.48517474,25.64979561,26.98047097,25.31689016,25.11176135,26.02265643,23.29249937,25.44115572,21.81161577,24.46727317,24.96941246,ENSG00000275700,47.10938179,47.62261783,49.31552013,57.06625581,57.4028454,57.3095042,80.88854388,75.06508047,89.17569685,37.61094598,42.55147539,44.59568871
AATK,ENSG00000181409,3.644838889,4.750361233,4.439161904,5.006509122,5.142819157,3.723230535,5.046656664,4.487397561,5.144636365,3.746301263,5.028249322,3.919673615,ENSG00000181409,0.158031105,0.138113715,0.128494057,1.090924633,0.931911157,0.934503509,0.868041929,1.461817938,1.693131313,1.356884351,1.100547793,0.478977115
ABALON,ENSG00000281376,0.737955184,0.353688912,0.498457654,0.571429473,0.374848179,0.533397453,0.424429751,0.400931891,0.136487203,0.710702089,0.327435025,0.167537738,ENSG00000281376,0,0,0,0,0,0,0,0,0.617042103,0.782959585,1.524111221,0
ABAT,ENSG00000183044,37.96733455,31.49493615,38.9660662,36.04988698,33.2689433,33.72022314,34.59270704,33.77726319,35.4852816,36.51644479,37.59310075,35.71305014,ENSG00000183044,3.552758475,3.667097792,4.108961797,5.623950664,5.057054798,5.252233817,2.616925427,2.478942522,1.571605537,5.215592616,5.076343263,3.736334632
ABCA1,ENSG00000165029,121.0585211,102.8666552,119.7495835,105.6794821,107.912348,110.6011426,109.20735,117.5889385,108.7917635,96.83628281,103.1876521,104.8406665,ENSG00000165029,4.093550383,3.993087019,3.714967419,3.31811933,3.512803879,3.435812706,4.061856712,3.420166011,2.29342016,4.497429961,1.802440126,6.303636914
ABCA10,ENSG00000154263,0.935662201,0.560558001,0.865238669,0.948779151,0.806269221,0.885632274,0.960963493,0.499268726,0.80346387,0.64364834,0.939049629,1.100048206,ENSG00000154263,0.460115346,0.46399025,0.431673202,4.788854123,5.032369525,6.06959513,0.907252707,1.718831794,1.397062608,4.431802768,2.588087734,1.68956969
ABCA12,ENSG00000144452,46.36300541,42.60069636,46.2409774,45.43213005,47.52358666,47.37065758,45.05834943,47.21959294,45.6306078,29.40143642,28.47435918,28.91770373,ENSG00000144452,175.1970668,163.8521513,180.9703767,133.075217,150.5774069,141.8067903,96.89795174,97.79952969,96.36658573,131.7325023,139.6793875,99.78626783
ABCA13,ENSG00000179869,1.501877105,1.270276277,1.094019823,1.463208948,1.477157292,2.128556443,1.721942465,1.37995187,1.797380834,1.258520201,1.339316537,1.387282739,ENSG00000179869,0.046786202,0.081779042,0.025361036,2.939079643,2.50352565,1.936663603,0.999404849,0.568025474,1.10805558,2.030892496,0.98833519,0.744473564
ABCA2,ENSG00000107331,11.1301624,14.71079386,11.540722,13.26172911,13.60713223,12.49669839,13.26613151,12.92950473,12.14369593,10.07855792,10.83008347,9.919101867,ENSG00000107331,2.378410415,2.98240852,2.879784581,0.999399593,2.015743908,1.528753025,0.994020031,0.523115684,0.816359518,1.165355767,2.520538501,2.879575698
ABCA3,ENSG00000167972,10.25714207,11.60019412,10.97988604,12.8195267,12.11135715,12.61665419,11.69514982,12.17198705,11.24942077,9.271775374,8.756313534,9.396411163,ENSG00000167972,0.533668856,0.233204052,0.619889504,0.552605608,0.349672342,1.803317382,3.257072869,4.782272105,3.159771087,0,0.185826733,0.404374772
ABCA4,ENSG00000198691,3.647607051,3.504342457,4.180329759,3.689654651,4.047829659,4.037894234,4.126491397,3.61535302,4.315244048,3.955967226,3.134863772,3.879458159,ENSG00000198691,0,0.030418767,0.056600184,0,0,0,0,0,0,0.174326909,0.678690454,0.184611017
ABCA5,ENSG00000154265,7.470968994,5.166443985,5.478867116,5.92282291,7.291663123,6.814350425,5.626860704,5.537616558,5.704777132,5.113633321,5.919486743,5.258008558,ENSG00000154265,4.973863727,5.334935773,4.448637638,17.58924865,19.80578375,16.71165931,9.369072341,9.698528211,11.51206982,15.85317622,13.77671214,16.90832351
ABCA6,ENSG00000154262,0.099189767,0.07130986,0.200995532,0.20481806,0.151151876,0.191186204,0.247209295,0.269449565,0.256836563,0.095526633,0.249396113,0.270228266,ENSG00000154262,0.147081217,0.110180479,0.102506378,0.203067014,1.060081669,0.621251627,0.089766198,0.255099259,0.082937641,0.105238882,0.307287433,0.445789055
ABCA7,ENSG00000064687,53.7428056,61.37832075,55.55119018,65.41650661,63.51564276,62.51844853,61.55573954,58.40617375,58.70194372,54.71611885,55.50660907,51.93707935,ENSG00000064687,14.32835591,13.79648695,13.47155398,12.02650858,11.74116726,13.87629771,34.17649248,43.59761277,39.57609375,15.13656361,10.05272212,14.14369272
ABCA8,ENSG00000141338,1.473508699,0.83789614,1.096509327,0.773558802,0.983168176,0.812333112,1.220943169,1.255113614,1.039310121,0.541178849,0.738762052,0.765450519,ENSG00000141338,0.052904547,0.023118371,0.02150817,0,0.121325047,0,0,0,0,0.132489071,0.515807159,0.280610059
ABCA9,ENSG00000154258,1.92970701,1.379853169,1.226350917,1.285378589,1.34382906,1.61227025,0.895046339,1.099141629,1.20887369,0.674434545,1.150836385,1.059921264,ENSG00000154258,0.296691092,0.259297743,0.536083521,2.867376442,3.931178907,2.534216464,0.563346557,0.400232193,0,0.165112155,1.124927171,1.748526552
ABCA9-AS1,ENSG00000231749,1.033285342,0.900428093,0.528742985,0.848607804,0.477147883,0.339483396,0.450217289,0,0.260603826,0.452329791,0.347329349,0.106630206,ENSG00000231749,0,0,0,0,0.456328254,0,0,0,0,0,0,0
ABCB1,ENSG00000085563,5.514759678,5.042808299,7.079655466,9.239848569,5.897370316,8.158672034,6.90927676,6.044914899,7.157702985,5.881806475,6.15310154,5.656029033,ENSG00000085563,0,0,0,51.74644857,56.40047451,55.14343287,14.22823617,10.78241796,10.31446559,168.8600819,168.8476877,170.1251887
ABCB10,ENSG00000135776,34.08820404,32.64421038,37.56032582,29.64020384,35.09854212,36.86353791,35.89311976,32.89294836,34.20130099,30.73786534,34.60093675,33.83960057,ENSG00000135776,11.01269876,10.05112899,12.24139434,4.715360697,5.75435488,4.946024664,24.11989141,19.74528831,28.33781761,6.283856052,3.737607801,6.654561031
ABCB11,ENSG00000073734,5.824824221,4.056740762,5.163930838,5.262138348,4.900429356,6.227602515,4.082942687,4.598608243,5.218269319,4.075805087,4.926719378,4.87637969,ENSG00000073734,0.154235784,0,0.125408106,0,0,0,0,0.312092919,0,0.193126648,0,0
ABCB4,ENSG00000005471,0.726972287,1.045275009,0.736558753,1.125849915,1.292442757,1.620165139,0.940754283,1.481118265,1.378172775,0.656366996,1.155846627,0.949004694,ENSG00000005471,0,0,0,0.930187259,1.412627389,0.455321886,0,0.62321648,0.151964685,0.385653447,0,0.204202195
ABCB5,ENSG00000004846,0.424772648,0.327191855,0.204940027,0.156628179,0.154118199,0.292407289,0.203587509,0.24726371,0.224465937,0.146101985,0.246811328,0.309972869,ENSG00000004846,0,0,0,0,0.294786968,0,0,0,0,0,0,0
ABCB6,ENSG00000115657,49.21221086,52.24212869,53.70037685,52.85684197,48.58360076,49.79394177,52.50113118,52.62390907,53.49396304,43.97788342,43.77524247,44.16375254,ENSG00000115657,9.373120446,11.23872637,11.71065954,32.58911507,23.59230223,15.88461037,20.02201851,27.98688006,18.27333734,24.33191695,32.31935675,28.79878659
ABCB7,ENSG00000131269,10.05335993,10.3520274,10.66929217,10.6094056,9.574981,9.272504162,10.84147404,10.45461299,11.13704024,12.73294869,11.19055794,10.81767814,ENSG00000131269,12.92195533,11.48721872,13.30254678,8.57575773,12.97268744,13.11809176,18.48079176,11.89534249,12.25893789,14.44417388,19.73601852,24.70937924
ABCB8,ENSG00000197150,10.58962527,14.67113806,12.66649808,12.50187633,11.91949756,14.17047427,10.72767108,12.09512228,12.6306509,9.814650449,10.2116168,11.50854697,ENSG00000197150,11.05680666,9.384785939,10.54472151,24.9439637,23.09110901,24.87210432,38.25253462,45.77805749,33.83335173,27.45021418,34.79466251,34.6468963
ABCB9,ENSG00000150967,1.183393394,1.823077269,1.546327576,1.854519586,1.502777095,1.807461944,1.661037918,1.492536914,1.485205867,1.322854486,0.937640287,1.247375249,ENSG00000150967,0.626702543,0.82157449,0.855345841,1.838664782,1.026575487,1.323554364,0.860596532,0.724639793,1.148521901,2.466284402,1.309329766,0.356151612
ABCC1,ENSG00000103222,6.377413569,8.041298345,7.722090615,9.043974659,7.01564862,8.665379036,7.428258375,7.755637091,7.166289866,7.855908555,7.787146935,6.986777093,ENSG00000103222,29.72859099,30.2376882,28.06776204,42.31881714,35.48396454,31.58316969,80.02956972,73.90267626,74.09669654,59.20549165,50.34989445,54.99112542
ABCC10,ENSG00000124574,22.36645708,29.00518052,23.38080949,24.3384298,24.78637811,27.11165529,23.37077,25.33181093,25.01962156,20.48684236,22.13922884,18.72654262,ENSG00000124574,7.945612693,8.551641905,8.823403106,3.73287241,5.736407851,3.915475442,18.22994197,20.84157055,20.47317772,6.632743324,7.352277099,6.048470528
ABCC11,ENSG00000121270,1.589440367,1.625772946,1.571122012,1.400876375,0.886131782,1.541146845,1.672235644,1.158413703,1.326459688,0.980047881,1.003395898,1.188165153,ENSG00000121270,0.041060354,0.071770657,0.066771811,3.968285409,1.883259461,5.34175215,1.227932206,0.332339113,0.324149378,1.028276115,1.20098702,2.395662382
ABCC12,ENSG00000140798,0.193722779,0.077373261,0.181738306,0.166675141,0.164004158,0.233372883,0.185697164,0.131562258,0.179148279,0.155473741,0.071629941,0.183253429,ENSG00000140798,0,0,0,0.495750565,0.784240418,0.404445593,0,0.415185114,0,0.342561695,0.333415755,0
ABCC2,ENSG00000023839,36.62687116,30.316921,33.24475733,29.60126678,29.71854429,30.17837149,30.57479207,30.71559325,32.74445901,31.92627586,31.59141475,32.83032068,ENSG00000023839,3.644034415,4.080473652,3.79626755,4.03537713,3.656099408,4.040378959,4.540701205,5.376603963,3.595961073,6.654207372,4.811150631,4.228056343
ABCC3,ENSG00000108846,45.83238176,45.36134787,45.90731915,48.02864222,43.84624295,48.24548066,45.1656673,44.23896666,47.05757943,40.29969116,39.92044234,37.53605054,ENSG00000108846,9.993424078,9.599185354,9.33310537,10.31599437,14.61626754,12.44110818,71.77369107,66.73716758,63.01645958,19.68033859,17.19416207,18.37976915
ABCC4,ENSG00000125257,15.26550393,13.06515528,14.21729775,14.61836982,16.6987935,16.31177916,14.66427989,14.67766631,15.74243619,12.65634901,13.52753023,16.07238122,ENSG00000125257,4.447237519,4.218158357,4.316798726,2.16567946,1.897445562,0.611589792,7.511461527,6.41781528,7.076140728,2.417384317,2.857024111,1.279996815
ABCC5,ENSG00000114770,20.66025175,18.38875802,18.13944345,20.22087701,20.86970947,19.91705621,19.30685438,20.24078107,17.73466556,19.99245936,21.19977325,21.06793325,ENSG00000114770,12.66884449,13.58852501,14.23830283,18.9728736,16.0873276,16.71682353,26.50291514,23.30467716,21.49054759,16.64993009,19.39543842,16.52147583
ABCC5-AS1,ENSG00000223882,0,0,0,0,0,0,0,0,0,0,0,0,ENSG00000223882,0,0,0,0,0,0,0,0,0,0,0,0
ABCC6,ENSG00000091262,34.43564664,36.01444707,33.41929501,33.37908617,33.78662786,35.22542029,33.22245511,32.81118221,34.69312111,27.16010615,28.78588921,27.50591603,ENSG00000091262,0,0,0,0,0.360528862,0,0,0,0,0,0.191596225,0
ABCC8,ENSG00000006071,0.647053269,0.748568477,0.602837569,0.777476372,0.850019166,0.564457219,0.663022569,0.818250775,0.639640098,0.24174203,0.528002417,0.481225136,ENSG00000006071,0,0,0,0.228393929,0,0,0,0,0,0,0.115204308,0
ABCC9,ENSG00000069431,6.625104473,5.736392042,5.199032906,5.679301886,5.311946566,5.709103802,4.426904123,4.991905783,4.829785792,3.754909687,3.951648772,3.870026565,ENSG00000069431,0,0,0,5.4451189,7.987315822,6.9662759,0.437641127,0.72548976,1.41522346,8.465750515,6.741594236,4.890094091
ABCD1,ENSG00000101986,20.21332034,26.12553443,21.7109006,21.81018743,23.31218681,21.15696623,18.35947435,21.9638399,22.73755063,19.307267,19.70188443,19.1083946,ENSG00000101986,0.772134249,1.104248622,1.141486005,3.731152734,4.507291342,5.396123023,11.39560493,9.090313815,11.63702386,5.625189582,6.843755672,2.978518849
