"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000000003",33.9989193677397,0.906891848691962,1.25040323584897,0.725279511993764,0.468280572137774,0.665295524787968
"ENSG00000000419",135.329304022374,0.118569582755838,0.536031451980385,0.221198928379629,0.824937543624075,0.908672318048601
"ENSG00000000457",8.80705182452421,-0.292253585144297,0.566692764503436,-0.515717869453272,0.606051472188516,0.771484568527869
"ENSG00000000460",4.82162831997086,0.00573179222436184,0.621820898503156,0.00921775424106745,0.992645400355628,0.996723001092171
"ENSG00000000971",0.262780724680824,0.686368387560583,5.73465606596719,0.119687803359978,0.904730462410033,NA
"ENSG00000001036",177.624735793109,2.49789155838734,1.34826782293556,1.85266718963056,0.0639300755415451,0.205035578932824
"ENSG00000001084",38.7325750920819,-0.497982970230381,0.454349359805043,-1.0960353734053,0.273063294587631,0.48171573607109
"ENSG00000001167",47.3531040108432,0.333785029877806,0.319946643760089,1.04325216840872,0.296831517668621,0.506398130975498
"ENSG00000001460",5.72143623637132,-0.457053839464226,0.598612163657477,-0.76352247283393,0.445151865195681,0.646073014351189
"ENSG00000001461",19.3894331457766,0.0803667810031767,0.677182276377265,0.118678210884544,0.905530299724152,0.952449146836101
"ENSG00000001497",17.9867707632979,-0.809730463213989,0.358851168323585,-2.25645207453758,0.0240423335094707,0.116353536918185
"ENSG00000001561",9.27717050100057,5.52420355877406,2.51041038192752,2.2005181298416,0.0277701550819436,0.126444957763634
"ENSG00000001617",22.2827883952412,-2.90400367953531,1.16296585890357,-2.49706700957942,0.0125225290663167,0.0791326503092061
"ENSG00000001626",29.2785877632549,7.06615067570093,2.95517068242299,2.39111423165151,0.0167973257580152,0.0942426947904498
"ENSG00000001629",39.9323449810892,-0.0605138690661223,0.355683044218773,-0.170134253093328,0.864904556116939,0.930413463586883
"ENSG00000001630",279.261014421951,0.596870945319148,0.701650536191716,0.850666983821788,0.394954368525959,0.603188747825427
"ENSG00000001631",17.6172718686674,-0.157954202782206,0.381001068648793,-0.414576797231527,0.678451736716374,0.820063160203803
"ENSG00000002016",9.4604538437204,0.168168823505079,0.488915573261781,0.343962910371513,0.730874179332749,0.853713053127722
"ENSG00000002330",46.0093169387817,-0.474842683575914,0.513431111178361,-0.924842054245829,0.355048071741443,0.563554885346723
"ENSG00000002549",33.9171349873804,-0.610566210742202,0.743006051649375,-0.821751329463368,0.411218439078432,0.616296292342289
"ENSG00000002586",233.162552391039,2.83381248221813,1.22109615395266,2.3207119873772,0.0203023933226873,0.1055539040013
"ENSG00000002587",0.508916620337866,-2.41085478426492,1.99197176549987,-1.21028562051929,0.226169313431869,NA
"ENSG00000002726",1.50098550925485,2.70989032016522,2.08928791696485,1.29704015332742,0.194617371405066,NA
"ENSG00000002745",0.219958501216337,1.45155615251631,5.73153152130245,0.253257989966781,0.800068857192159,NA
"ENSG00000002746",0.397600180301324,1.1959243799438,3.06959666212285,0.389603101508695,0.696830058356156,NA
"ENSG00000002822",9.28114481501183,-0.315791997739002,0.454019769646302,-0.695546799614067,0.486712693027521,0.680382055979979
"ENSG00000002834",166.577498741452,1.06555008326912,0.830922547111835,1.2823699236142,0.199712909651687,0.400604660261583
"ENSG00000002919",20.1426473828145,-0.567765161076563,0.474333464732813,-1.1969747093353,0.231316412466497,0.437601028499077
"ENSG00000002933",6.88464723800202,5.03784327814618,2.66010022880852,1.8938546839653,0.0582443008796676,0.1949826631803
"ENSG00000003056",89.4464305028787,0.124711457033539,0.295939121137813,0.421409161972416,0.673456330073174,0.816717472966275
"ENSG00000003096",4.88913912220906,1.39947995744528,1.58707477222153,0.881798376447215,0.377885849791689,0.585985926004185
"ENSG00000003137",4.93038877768073,1.5793831411828,0.86086764784816,1.83464106838101,0.0665588894015946,0.210143894410247
"ENSG00000003147",13.5026188030479,0.055874742493054,0.749770772869494,0.0745224334088302,0.940594691516713,0.971915294934912
"ENSG00000003249",13.1383908621148,-0.232750638843801,0.575324053589921,-0.404555723668215,0.685804109847632,0.825846477660017
"ENSG00000003393",31.6323881240778,0.518564421955811,0.290238340782029,1.78668476590161,0.073988452663649,0.22298964113403
"ENSG00000003400",5.7892114564267,-0.659775048545998,0.698217167665376,-0.944942460741953,0.344688252401267,0.552842341511092
"ENSG00000003402",22.6304080602295,0.342223516689056,0.511164082488968,0.66949836346618,0.503177624308446,0.693160768427453
"ENSG00000003436",36.7287233777426,7.28583890490855,1.99516592233584,3.65174586401248,0.000260463571943064,0.00656245741027615
"ENSG00000003509",16.6198538136051,0.279643095390207,0.349405469253106,0.800339777130496,0.423513962794668,0.628147758528647
"ENSG00000003756",177.299205169079,2.43738566448183,0.93812143468945,2.59815581901579,0.0093725952271639,0.0660415115670792
"ENSG00000003987",0.489836513743944,1.4155186482353,2.33134984232157,0.607166982208781,0.54374010172894,NA
"ENSG00000003989",29.698098062955,7.25964995733904,2.64014672287971,2.74971458761226,0.0059647193384452,0.0513636801869944
"ENSG00000004059",143.801418381633,-0.514912926770586,0.192608570628125,-2.6733645605249,0.00750945928914573,0.0584847938936096
"ENSG00000004139",5.43932436346024,3.67090975735629,1.40802776527567,2.60712881371169,0.00913050045753307,0.0652385963460555
"ENSG00000004142",157.526907200923,-0.278813958143742,0.457095423957901,-0.609968823860773,0.541882459752351,0.723851921540698
"ENSG00000004399",9.78407834403539,5.00356521938855,1.61811599550331,3.09221664781344,0.00198667798218939,0.0261159907151741
"ENSG00000004455",38.7490682717708,-0.662525938205712,0.323738838464827,-2.04648271843878,0.0407089010333063,0.158846618538865
"ENSG00000004468",0.305514226411235,1.40785933748161,4.77285434147832,0.294972198344009,0.768015117787878,NA
"ENSG00000004478",257.71185841075,0.661500635825382,0.922914789622313,0.716751582338485,0.473527391732272,0.669065728527102
"ENSG00000004487",60.5644119255183,-0.136814780359649,0.270150371494925,-0.506439356727736,0.612548251672593,0.775734847350867
"ENSG00000004534",49.7907904770349,0.435939878099833,0.222408687671077,1.96008475507283,0.0499858847862405,0.178078140541354
"ENSG00000004660",2.47369798097721,-0.660320404344297,1.41165896563629,-0.467761988141849,0.639954806491706,0.795405023982956
"ENSG00000004700",270.525992532092,2.75856115034753,1.18440804088148,2.32906317344359,0.0198557192570257,0.104238785383625
"ENSG00000004766",9.89241063949432,-0.698957523175196,0.559360503554998,-1.24956538535165,0.211458354398263,0.415006701105903
"ENSG00000004776",0.964780168310431,2.12749126077909,1.79410510303374,1.18582309207059,0.235692170125012,NA
"ENSG00000004777",6.41939662620177,2.33357871663416,0.838442738139751,2.78322968341483,0.00538206902389471,0.0485428539293141
"ENSG00000004779",98.0201624802408,-0.647672228661357,0.405718368047938,-1.59635914877985,0.110408631244865,0.279086258914133
"ENSG00000004799",1.50597614440581,-0.153836138733491,1.33919489028528,-0.114872107002081,0.908546494099135,NA
"ENSG00000004838",1.6853830425158,2.80834407728807,1.3559162958456,2.07117805567539,0.0383421595397911,NA
"ENSG00000004848",0.207075674628358,-0.172802365238156,5.74709015962597,-0.0300678013461689,0.976012979917965,NA
"ENSG00000004864",44.6669435546168,-0.412404989831079,0.416363212667289,-0.99049334159266,0.32193304205832,0.531185336108759
"ENSG00000004866",12.9138637292762,-0.139740200904418,0.386104603311635,-0.361923167208731,0.717409446961441,0.846444730672686
"ENSG00000004897",33.9240218929669,-0.0448210106523274,0.364187509043729,-0.123071246375299,0.902050680223647,0.95055756523643
"ENSG00000004939",0.253173629696467,1.06927528058732,5.73741768462202,0.186368735790894,0.852155608112717,NA
"ENSG00000004948",0.757214451050503,1.40869422434658,1.85858065639312,0.757940861754354,0.448486386807442,NA
"ENSG00000004961",79.0021152162961,0.112105017710129,0.450204716658806,0.249008980941196,0.803353834401393,0.896382555835238
"ENSG00000004975",35.7525441598447,0.162428987991876,0.354503834669196,0.458186829328505,0.646818221384389,0.799523373983822
"ENSG00000005001",48.2310946408938,1.49979382929585,0.586193335663096,2.55853101366174,0.010511544350325,0.0708893259598638
"ENSG00000005007",78.5864006617377,0.526458863525449,0.407491966409205,1.29194906138782,0.196374785680107,0.39670724791662
"ENSG00000005020",11.6810680773405,-1.07777787631347,0.51048672534555,-2.11127502989214,0.0347486790133779,0.144112712655809
"ENSG00000005022",534.616699477658,-0.924967467573026,0.637287389603222,-1.45141341671442,0.146664775981426,0.330495884831692
"ENSG00000005059",5.83551244093096,-1.59620574988181,0.582039334927856,-2.74243621366186,0.00609852932592201,0.0521266170578176
"ENSG00000005073",0.245359548682283,-1.80366962200347,5.74377822833211,-0.314021459447473,0.753504740278549,NA
"ENSG00000005075",53.2874388150063,-0.434585583674139,0.329920168932687,-1.31724466885444,0.187756625427114,0.385596154625979
"ENSG00000005100",19.0112124844597,-0.204296950364847,0.412549459657904,-0.495205957933517,0.620454745436724,0.781415164798868
"ENSG00000005108",0.843897851115282,2.45930042857977,2.13112563750973,1.15399129234517,0.248503738900091,NA
"ENSG00000005156",8.41848831588838,-0.262720927202679,0.475654354197566,-0.552335797799838,0.580718308684268,0.752805005107732
"ENSG00000005175",20.3661631601653,-0.06608515163081,0.374514869886188,-0.17645534782342,0.859936225466206,0.927860246679179
"ENSG00000005187",0.786490422426438,0.235954272596852,1.67621718944965,0.140765930621629,0.888054858441305,NA
"ENSG00000005189",17.1706969694726,1.28340958622227,1.47097935975151,0.872486468089577,0.382943047155952,0.591523888694443
"ENSG00000005194",53.5433454146329,-0.153698054612244,0.207833622897347,-0.739524493051627,0.45958857251245,0.657710550000316
