,baseMean,log2FoldChange,lfcSE,pvalue,padj,
158,586.6491788,0.095214339,0.085029719,0.249077416,0.369219608,
159,96.88895903,-0.106358403,0.137993662,0.400487937,0.532451279,
160,20.31191913,-0.043294048,0.17934815,0.777675245,0.856521179,
161,0.142859634,-0.071774058,0.341864076,0.768019621,0.849889221,
162,68.68200737,-0.00167757,0.165568005,0.98911098,0.994129451,
163,328.6722596,-0.63381101,0.151650442,7.33E-06,7.60E-05,
164,1539.772346,0.089735764,0.101766849,0.356830957,0.487688284,
165,4149.558681,0.145179038,0.14300943,0.262937358,0.3855224,
166,14.60209911,-0.600211279,0.239053952,0.002847157,0.00964208,
167,118.5614337,-0.174526684,0.092382565,0.049539581,0.102613786,
168,23.03725396,1.385848157,0.224131468,2.98E-11,1.91E-09,
169,885.120302,0.218195378,0.075470114,0.002955616,0.009949354,
170,348.3441092,-0.514178139,0.161895313,0.000493795,0.002255092,
171,562.2440948,-0.323233851,0.149837696,0.017354829,0.043388362,
172,393.8837283,-0.64415944,0.180869226,8.85E-05,0.00054932,
173,213.5595438,0.080127009,0.124730561,0.490527253,0.619570766,
174,5.183241606,0.06782803,0.211591865,0.680046516,0.780919541,
175,1.351929758,0.027840284,0.289038475,0.857377778,0.910879364,
176,752.2497659,0.201496105,0.15187657,0.137128874,0.231013104,
177,0.322852129,0.085512965,0.326019239,0.624357611,0.736805228,
178,21.73793378,0.038446754,0.18946633,0.809172077,0.878851799,
179,0.622552068,0.16694286,0.332906425,0.315049955,0.444363473,
180,220.7630954,-0.562573545,0.171372143,0.00029737,0.001490657,
181,290.976918,-0.622153497,0.141201291,2.82E-06,3.50E-05,
182,48768.37739,0.038541049,0.194234713,0.814769557,0.882881124,
183,1011.308302,0.043554507,0.13862434,0.733339076,0.823698044,
184,5334.473119,0.068712143,0.184620663,0.662087956,0.766887047,
185,1143.243584,0.016972793,0.105541798,0.869748308,0.919554315,
186,137.1147593,0.09786871,0.166751685,0.502428994,0.62960574,
187,9.197339266,0.026621624,0.186728867,0.866139861,0.917159902,
188,2.31704498,-0.153169471,0.26337396,0.397208118,0.529212714,
189,41.92907221,-0.047342096,0.132434027,0.688390033,0.788024152,
190,0.683005366,-0.306720119,0.417166052,0.094495752,0.171834751,
191,0.272020896,-0.087737391,0.336977978,0.611343458,0.726860694,
192,0.526287604,1.790957301,1.687346278,0.037301079,0.081409665,
193,1090.330114,-0.12376257,0.120459421,0.270457393,0.394658253,
194,1132.652074,-0.255404712,0.089012657,0.002867255,0.009698442,
195,11.02857063,-0.032295702,0.233150462,0.849985389,0.906801874,
196,0.467150667,-0.177612029,0.339771362,0.308672476,0.437346613,
197,218.2598697,0.004097871,0.16612058,0.982316725,0.990256183,
198,182681.7309,-0.731223677,0.13105043,5.24E-09,1.93E-07,
199,34370.44776,-0.459753986,0.118156267,1.51E-05,0.000135665,
200,1.599714784,0.1076935,0.295732064,0.518338428,0.643641773,
201,12.50021573,-0.633040367,0.289667327,0.005790406,0.01745727,
202,378.974503,0.346780084,0.097540665,0.000197693,0.001068757,
203,0.11507226,0.061114517,0.351817416,0.733577725,NA,
204,7834.242537,0.018344504,0.124448555,0.884303059,0.929023336,
205,0.242465927,-0.338447522,0.561168623,0.239266765,0.357858748,
206,1.54212953,0.012626743,0.2723516,0.939374761,0.964098137,
207,2762.793286,-0.109380257,0.08140818,0.166187139,0.268418134,
208,1394.566917,-0.132584801,0.086337404,0.101258753,0.181266732,
209,3826.777334,-0.368034693,0.093535784,4.34E-05,0.000311393,
210,814.8762712,-0.247210119,0.110861594,0.018082311,0.04488721,
211,15507.08092,0.182439905,0.140233582,0.173607536,0.277659925,
212,14924.41584,0.004035314,0.115296433,0.975936831,0.98624561,
213,98.02541292,0.178053176,0.078676181,0.019809196,0.048382251,
214,44.79855374,-0.04644929,0.109024778,0.652566459,0.758938668,
215,161.3021678,-0.181516893,0.116464346,0.096509115,0.174433285,
216,401.4969698,-0.000606867,0.079404038,0.993184285,0.996497234,
217,334.2238928,0.174703671,0.052853785,0.000812016,0.003396105,
218,1.795614834,-0.303778992,0.256075345,0.111292126,0.195425677,
219,301.9317401,0.347514922,0.105982315,0.000538054,0.00241787,
220,929.5028025,0.135622716,0.155618562,0.327330373,0.457574075,
221,19.04252455,0.264933881,0.258913204,0.156167101,0.255394488,
222,89.20515151,-0.298021476,0.160995478,0.038471171,0.083465737,
223,43.56407551,-0.042511434,0.177690384,0.779592845,0.857679472,
224,56.24119586,-0.481780897,0.212964212,0.007828891,0.022384591,
225,69.35073076,-0.620925893,0.158179143,2.25E-05,0.000186198,
226,5.558663522,-0.055394984,0.236082271,0.748404277,0.834932168,
227,74.34263174,0.002318541,0.122995351,0.98496006,0.991755503,
228,71.44365106,-0.042671713,0.091133049,0.626885073,0.738618181,
229,340.9447538,0.088844536,0.170161363,0.548811433,0.671527281,
230,3095.199521,0.188309018,0.151342072,0.166609351,0.268955676,
231,0.198775095,0.012857378,0.339264595,0.929371544,0.958017253,
232,53.07094487,0.24817693,0.124765562,0.032256988,0.072303403,
233,4895.368167,0.176963824,0.126258561,0.130585644,0.222015638,
234,4.925443783,-0.469102417,0.249953479,0.018926695,0.046639499,
235,8.64269348,0.02324955,0.224228413,0.89238524,0.934742312,
236,1257.790368,-0.298570554,0.171808145,0.047895434,0.099883988,
237,1696.929885,0.951917451,0.279443522,4.83E-05,0.000339205,
238,3493.351945,0.141953173,0.14985266,0.29217722,0.419031587,
239,2.277515834,0.072480488,0.213403526,0.66649141,0.770080057,
240,0.564310405,0.175754427,0.3294007,0.330268651,0.460668865,
241,31.12656701,0.33397918,0.155181233,0.01618797,0.041037795,
242,16.59334277,-0.319963893,0.280260327,0.114624354,0.200253669,
243,218.4918253,-0.006131343,0.146412425,0.961471524,0.977628588,
244,0.678115366,-0.180835589,0.343359378,0.302635868,0.43078728,
245,1.027102999,0.305420536,0.415838081,0.108205775,0.191182459,
246,0.548106865,-0.254249478,0.355642602,0.196280587,0.306129355,
247,7593.731476,-0.621844324,0.151518695,1.02E-05,9.85E-05,
248,1129.648155,0.267008051,0.193607164,0.09700366,0.175233089,
249,10.61476074,-0.163988491,0.207088147,0.330491201,0.460892069,
250,44.28499133,0.260070241,0.22607689,0.138713676,0.233123153,
251,48.4156279,-0.58649783,0.275939556,0.007844194,0.022416927,
252,0.260962314,0.108501203,0.357725753,0.513027082,0.638883958,
253,7.494449447,-0.394819338,0.239049869,0.038857334,0.08414092,
254,3.748274647,0.18061615,0.277027382,0.317583922,0.447225732,
255,8.830967817,-0.239303249,0.207913686,0.162899166,0.264070102,
256,443.008965,0.169595558,0.316883019,0.324195059,0.45425617,
257,8.307908568,-0.116338488,0.315218895,0.028271616,0.064749385,
258,21.63484009,-0.021408771,0.11578831,0.845237679,0.90351143,
259,8.241076373,-0.492267343,0.401258642,0.048347427,0.100639631,
260,11.41725441,1.298429514,0.266419037,9.22E-08,2.19E-06,
261,6.256499277,-0.933866006,0.369769548,0.001430034,0.005426846,
262,0.738671353,-0.159266194,0.306093392,0.375740036,0.50727315,
263,0.215918327,-0.163249798,0.385276551,0.549482685,0.672006788,
264,1.974057518,-0.570404386,0.398262441,0.024774453,0.058265856,
265,0.116001439,0.069227093,0.3536102,0.740072358,NA,
266,1117.755835,-0.045463169,0.109530174,0.657708934,0.763442922,
267,8.570848343,-0.345055762,0.228042992,0.060872168,0.121175898,
268,865.3309576,-0.572597705,0.12388378,1.09E-06,1.64E-05,
269,541.2776524,-0.252591968,0.129144801,0.034106148,0.07577244,
270,18067.77348,0.626332708,0.142920254,3.04E-06,3.73E-05,
271,256.002195,0.012729602,0.15527017,0.933054598,0.96021108,
272,29.98042499,0.019294485,0.305516458,0.896977347,0.938151722,
273,525.7697708,0.389516174,0.099352883,3.96E-05,0.000290123,
274,119.2626512,0.031864652,0.146141469,0.814013848,0.882175785,
275,2.710520691,-0.969105612,0.445203874,0.002899551,0.009786059,
276,84.12393335,-0.563842135,0.180082602,0.000499675,0.002275772,
277,207.1472303,-0.582734964,0.149003102,2.62E-05,0.000209367,
278,65.94455642,-0.865155594,0.222155171,1.62E-05,0.000142482,
279,2.71220472,0.331888823,0.253969621,0.082027024,0.153463447,
280,6.373988008,0.784046998,0.330767827,0.001814883,0.006605924,
281,0.693020586,-0.155880827,0.312138984,0.369082175,0.500572345,
282,495.2220838,0.171146873,0.226245126,0.324067755,0.454191768,
283,273.5879664,0.010677316,0.131809089,0.930580311,0.958589947,
284,5.652851244,0.062321337,0.18062701,0.687968352,0.787813596,
285,24.17181758,-0.411494482,0.232695336,0.047352257,0.098959577,
286,2494.203956,0.384426792,0.158209173,0.006578357,0.019361366,
287,93.19237469,0.186244096,0.170549935,0.207605597,0.320203631,
288,0.181443862,-0.008767104,0.336344226,0.998370886,0.999142287,
289,0.091992374,0.038788112,0.344753159,0.86637686,NA,
290,4065.618857,-0.138496093,0.055572867,0.01114994,0.030136459,
291,53.76607779,-0.103635909,0.180352639,0.501255035,0.628640867,
292,6288.66878,0.417611625,0.157274198,0.003030837,0.010168008,
293,0.683652709,0.258089673,0.39668406,0.158372147,0.258302317,
294,45.51436256,-0.027428236,0.181625703,0.858382958,0.911774682,
295,11.97675193,0.229498271,0.218201175,0.18442194,0.291440322,
296,7.152597162,-0.258402436,0.205935681,0.130524563,0.221997232,
297,5.261960983,-0.356633679,0.277127904,0.080685237,0.151360452,
298,1.826663814,-0.297950503,0.374714719,0.144102504,0.240261787,
299,24.02199047,-0.369542295,0.274170538,0.071549203,0.137575138,
300,2039.886077,-0.528990004,0.226649052,0.005518966,0.01678316,
301,7262.774201,0.12872748,0.170401853,0.384692418,0.51633726,
302,2225.435351,-0.128465291,0.172803144,0.389111731,0.521022928,
303,18296.56994,-0.301879455,0.153629059,0.024220656,0.057207972,
304,0.679343047,0.044375265,0.290855704,0.774211899,0.854383271,
305,0.354943705,0.0235489,0.304676561,0.820729559,0.887532734,
306,6.349075999,0.643338092,0.190656819,0.000149224,0.000841192,
307,1.250636523,0.368426144,0.502618511,0.047340188,0.098958919,
308,754.6884886,0.040386702,0.211637853,0.812068667,0.880294355,
309,5.59409081,-0.462867818,0.43124004,0.059200607,0.118527921,
310,12033.54306,-0.620218088,0.216198731,0.000759461,0.003217869,
311,220.3242087,0.062322979,0.19669052,0.701588355,0.798792665,
312,3.962266087,-0.014131556,0.243482545,0.934653192,0.960845622,
313,0.177892953,0.192033244,0.427369154,0.900927669,0.941136145,
314,106.6520442,-0.310304233,0.200685369,0.066371429,0.129752946,
315,1.381222263,0.308685634,0.473136055,0.073456553,0.140520499,
316,0.080083384,0.02152332,0.343794466,0.895324418,NA,
317,0.346191827,-0.239006145,0.427612516,0.297317254,0.424981074,
318,1.551488704,-0.259856056,0.303510629,0.186417248,0.293793863,
319,0.604287355,0.480716547,0.65615356,0.039179471,0.084783952,
320,0.475229701,0.09235831,0.311016674,0.527115498,0.651609335,
321,1150.457761,0.065308282,0.070092159,0.341673487,0.472374762,
322,0.304277319,-0.024406263,0.322639369,0.88024524,0.926463893,
323,90.75899295,0.003107577,0.154170227,0.985439364,0.992038025,
324,1205.828168,-0.08632909,0.087102145,0.304547804,0.432813634,
325,2.701072013,-0.023127901,0.227233804,0.890760302,0.933621037,
326,7658.980227,0.03748538,0.143533179,0.780896013,0.858608271,
327,1627.635541,0.411812925,0.069703394,1.48E-09,6.20E-08,
328,1.911314979,-0.704667454,0.510347338,0.017671925,0.044056837,
329,314.8269652,-0.041634214,0.112732841,0.694091601,0.792294695,
330,2226.691532,-0.282529259,0.187271899,0.077739914,0.14678007,
331,35.09589182,0.013670777,0.147433189,0.919121381,0.952099579,
332,7.240953873,-0.718418882,0.244163974,0.000596471,0.002624346,
333,1584.38741,0.334122901,0.091005772,0.000137686,0.000785076,
334,313.0724181,0.378848452,0.118006816,0.000601834,0.002644488,
335,298.3310516,-0.04856,0.080226912,0.532284475,0.656601171,
336,2.545565622,-1.556472538,0.415570054,1.82E-05,0.000156987,
337,690.3878496,-0.667237641,0.157384362,5.19E-06,5.80E-05,
338,57.07878487,0.231625798,0.158167343,0.097739965,0.176298396,
339,199.9212564,0.070550332,0.195424004,0.662664456,0.767343657,
340,2602.108956,0.150545982,0.065594404,0.019421435,0.047607822,
341,380.9151089,0.15014982,0.138654552,0.235084803,0.353109538,
342,11.12542754,0.20105265,0.159293622,0.154081831,0.252671393,
343,239.595229,0.053610103,0.077874893,0.48044038,0.609386171,
344,811.4605888,-0.258925493,0.119975292,0.02107433,0.050918292,
345,8.741013188,-0.037478897,0.151414732,0.780729372,0.858481106,
346,19.0313426,0.350649609,0.244636216,0.059121495,0.118397685,
347,0.510627707,-0.417077323,0.492845379,0.085403001,0.158743797,
348,4.547226511,-0.10263789,0.243712456,0.561791082,0.683123405,
349,426.9401536,-0.299502344,0.123627764,0.009701815,0.026718869,
350,661.4992541,-0.559352756,0.129832102,4.88E-06,5.53E-05,
351,1020.124406,-0.061320396,0.0745275,0.401525218,0.533444975,
352,12.11582457,-0.606723673,0.174135714,0.000130856,0.000754672,
353,1475.224704,0.391044806,0.122460305,0.000609322,0.0026713,
354,64.45277307,-0.121212407,0.211389371,0.47423377,0.603657007,
355,44.91523163,-0.552264175,0.249970272,0.007136297,0.020660415,
356,323.5345021,0.217366174,0.099282636,0.021691064,0.05218376,
357,299.1450213,0.056293371,0.117525784,0.611176746,0.726849557,
358,117.9554427,-0.385334982,0.196139233,0.021979162,0.052733704,
359,10.66342457,0.060358031,0.147390271,0.648769324,0.756089277,
360,46.58576969,0.425642547,0.150717715,0.001776791,0.006488313,
361,255.5024525,0.499858394,0.225352136,0.006408073,0.018967786,
362,2015.426803,0.445561844,0.16595331,0.002400277,0.008333167,
363,59.59883981,1.230895279,0.27053279,2.81E-07,5.53E-06,
364,72.93627868,0.005093543,0.176576732,0.97495389,0.986060237,
365,1196.095372,0.587201014,0.163825307,6.99E-05,0.000456471,
366,30.59238413,0.059541563,0.097548308,0.526067265,0.650839133,
367,477.7248015,0.085878405,0.082438595,0.283431045,0.409192483,
368,123.2926044,-0.209486843,0.106368409,0.038186323,0.082986747,
369,2479.480224,0.205695563,0.099761062,0.030394857,0.068779546,
370,344.0236903,-0.098981229,0.102909498,0.312540366,0.441637687,
371,39.18836556,0.348025702,0.24521259,0.061740627,0.122405354,
372,4.299715449,0.511968502,0.302519308,0.020253089,0.049303208,
373,1302.306281,-0.306773786,0.102866054,0.001810954,0.006594472,
374,359.9595429,-0.789913023,0.17000734,6.48E-07,1.07E-05,
375,506.7495241,-0.100728518,0.14007581,0.430626084,0.562093833,
376,183.2024269,0.423839961,0.14002215,0.00093298,0.003807444,
377,274.5339833,-0.035518546,0.109033384,0.732067812,0.822593114,
378,54.01388446,-0.048279582,0.166401256,0.74016024,0.828699921,
379,20.52557251,0.282974626,0.162246646,0.048366395,0.10066667,
380,11.50277697,0.357618303,0.141727135,0.005948157,0.017840232,
381,0.300612189,0.012586259,0.327728193,0.975078349,0.986065184,
382,222.6955057,0.117832624,0.084639737,0.150010449,0.247701426,
383,1432.244584,-0.229194821,0.142608576,0.077602226,0.146602299,
384,5047.770502,0.058004656,0.194332671,0.721007914,0.813749666,
385,182.0078672,-0.516853242,0.207639443,0.003943694,0.012667668,
386,777.7177641,0.146506068,0.095423353,0.108783549,0.192021951,
387,298.938647,0.405031343,0.137491213,0.001298144,0.005022553,
388,349.7217743,0.220259946,0.117369738,0.045017732,0.095036181,
389,67.24490558,0.095216085,0.143422746,0.465236049,0.595765913,
390,0.787357155,0.027787313,0.29195585,0.852738062,0.908127474,
391,1353.352782,0.197763659,0.087144958,0.018531972,0.045847979,
392,1429.814985,0.288433128,0.143972286,0.026512253,0.061421754,
393,645.611963,0.406439577,0.096146398,1.01E-05,9.78E-05,
394,6759.624563,0.205435478,0.162002289,0.152746496,0.251068479,
395,2035.086287,0.013210502,0.087189596,0.88101551,0.927042817,
396,582.2683999,-0.90554761,0.209798699,2.54E-06,3.21E-05,
397,865.4464923,-0.080456424,0.105660125,0.420735368,0.552730133,
398,260.4587994,-0.002650078,0.113283528,0.980757985,0.989231687,
399,232.9853097,0.376080114,0.119319332,0.000745711,0.003169178,
400,730.9619893,0.438977625,0.100047988,4.36E-06,5.06E-05,
401,0.069815106,-0.042826486,0.343947645,0.93041653,NA,
402,63.72034591,0.20257961,0.263465953,0.268231654,0.391880402,
403,0.717028629,-0.122308918,0.302043485,0.469119718,0.599229086,
404,4142.694967,0.055124539,0.171798862,0.707946039,0.803677203,
405,4741.657093,-0.500316246,0.197118209,0.003505495,0.011467947,
406,5.285772203,0.313435133,0.199359641,0.05781031,0.116214184,
407,3004.034963,0.49323191,0.177323957,0.001571405,0.005852536,
408,779.4171637,-0.109461624,0.119918656,0.329662928,0.460118068,
409,1547.519459,-0.068177902,0.057764428,0.223367638,0.339528679,
410,236.9706427,0.263201409,0.130437062,0.028259732,0.06473097,
411,37.65667316,-0.190604917,0.148090725,0.155750871,0.254862309,
412,35.78940247,0.484317227,0.169119478,0.001276669,0.004953122,
413,8209.481753,0.429018846,0.198119019,0.010462761,0.028502178,
414,2.379574444,-0.80438675,0.361310027,0.003489214,0.011421343,
415,870.2747932,0.166837588,0.151247466,0.217465075,0.332173535,
