,baseMean,log2FoldChange,lfcSE,pvalue,padj,
3275,1610.009979,0.022840123,0.130299256,0.851666099,0.907743134,
3276,2.864657577,0.356628928,0.387481106,0.087671991,0.161969974,
3277,456.390929,0.025042054,0.065024535,0.698433107,0.796055892,
3278,133.0400014,-0.732205565,0.189535575,2.25E-05,0.000186198,
3279,3471.381943,-0.288594891,0.163707361,0.041857034,0.089553842,
3280,6.648775882,0.096921499,0.246420267,0.576952229,0.696995382,
3281,4.637610706,0.264857688,0.292285275,0.167760217,0.270413015,
3282,9882.433455,0.081176208,0.192363243,0.608750203,0.724749765,
3283,7.400595979,0.968087038,0.261605114,0.004600399,0.014407676,
3284,51.81259861,0.153374859,0.217468267,0.368073076,0.499888245,
3285,30.92849027,-0.070168567,0.153185367,0.607723968,0.723835056,
3286,22.55545312,1.327747525,0.23925983,1.77E-09,7.32E-08,
3287,57.04435828,0.09079052,0.151711852,0.504740415,0.631694597,
3288,87.7784826,0.777639875,0.19174926,6.07E-06,6.54E-05,
3289,70.7209561,-0.128984141,0.219074772,0.453489074,0.584853632,
3290,329.0915868,0.020856745,0.122751895,0.859473055,0.912357036,
3291,297.8048472,0.225524809,0.109759287,0.029213767,0.066545103,
3292,253.8541067,-0.158383476,0.123474762,0.16875815,0.271632705,
3293,1.220192938,0.182397331,0.350037499,0.286146189,0.412334577,
3294,2.372960085,-1.231483401,0.31726718,8.75E-06,8.75E-05,
3295,2.314496021,-0.093106512,0.25858891,0.594995923,0.712730378,
3296,1552.944823,0.116528049,0.090532027,0.184823009,0.29190405,
3297,736.1578853,0.179421117,0.084766998,0.028616711,0.065388543,
3298,2119.485934,0.279468329,0.126314569,0.016584094,0.041834154,
3299,434.8831119,-0.258779846,0.115237894,0.017134928,0.042946997,
3300,2.544473596,0.34135713,0.478497019,0.065577062,0.128423654,
3301,499.78073,0.602231515,0.117070899,5.73E-08,1.48E-06,
3302,3.802484514,-0.724225711,0.395172484,0.984143971,0.991267344,
3303,86.82436044,-0.037379741,0.104529495,0.707007895,0.803258158,
3304,7222.04123,0.40685189,0.201431912,0.01552735,0.039716035,
3305,2860.075382,0.270461429,0.128159951,0.02342876,0.055640826,
3306,720.8543894,-0.048940075,0.09773349,0.595146564,0.712787385,
3307,4712.564923,0.645562822,0.192193258,0.000136612,0.000781607,
3308,1185.614717,0.185363688,0.099221547,0.049402826,0.102406104,
3309,2750.592873,0.345252081,0.11275769,0.001121121,0.004429243,
3310,9.998427221,0.228980025,0.229881393,0.192985071,0.301968463,
3311,231.5610004,-0.254507167,0.118813048,0.022636731,0.054011234,
3312,310.9070881,-0.07697184,0.150935789,0.570549896,0.690996126,
3313,327.7310267,0.239257539,0.142711259,0.063457379,0.125101902,
3314,11.79905878,0.075961559,0.167723979,0.603510153,0.720293731,
3315,0.451841375,-0.351196848,0.494994461,0.425283257,0.556971459,
3316,50.31647715,0.287309273,0.178607157,0.060595752,0.120761187,
3317,2052.03031,-0.84260397,0.321666627,0.00129776,0.005022223,
3318,44.63335948,-1.752422067,0.446386844,9.76E-06,9.54E-05,
3319,32.9996892,-0.241304073,0.187979166,0.133574347,0.226224588,
3320,636.5176558,0.153936824,0.090472204,0.076390578,0.144898564,
3321,15.00876278,0.983631362,0.472168452,0.001805666,0.006576996,
3322,1102.468915,0.803743024,0.434316879,0.004425707,0.013939405,
3323,1.895373427,0.591309853,0.479617054,0.024762189,0.058248916,
3324,4849.335408,0.404519986,0.196749059,0.014282387,0.037032157,
3325,1796.769715,0.148102893,0.120711661,0.183723826,0.290637146,
3326,2286.280074,0.507745943,0.123176591,1.23E-05,0.000114859,
3327,0.099372933,0.005403489,0.340217313,0.939008677,NA,
3328,1.731727345,-0.318067776,0.327536996,0.123865635,0.213104074,
3329,2829.96171,0.288926152,0.14593633,0.027932363,0.06416441,
3330,541.1686664,-0.145004835,0.098678511,0.124451304,0.213805843,
3331,2.005442755,-0.001763428,0.241113163,0.991491192,0.995590794,
3332,2.521043128,0.481627456,0.435969746,0.037668858,0.082042199,
3333,1215.546328,-0.065528418,0.081041549,0.402121911,0.534069155,
3334,107.8000712,-0.916397012,0.206041656,1.39E-06,2.00E-05,
3335,0.498097779,-1.478186692,0.754295431,0.007920924,0.022582447,
3336,97.93577955,-0.021498417,0.108135201,0.833491722,0.895789469,
3337,0.143455237,-3.299307068,1.592737049,0.860785189,0.913404399,
3338,11.06949986,0.218677241,0.154679161,0.113705111,0.198895352,
3339,0.414475378,0.026556435,0.321394019,0.786676351,0.862485767,
3340,124.1236416,-0.081243857,0.167076554,0.578489254,0.698200994,
3341,2532.694836,-0.451612543,0.114686583,3.25E-05,0.000248263,
3342,136.276044,-0.659470944,0.148151993,2.08E-06,2.72E-05,
3343,2537.421222,-0.374668633,0.10580869,0.00019284,0.001046417,
3344,655.1292153,0.02006425,0.095623549,0.828404234,0.892315155,
3345,28.47209335,-0.179070291,0.137187973,0.153327655,0.251712712,
3346,197.8054612,0.467268852,0.1341596,0.000163032,0.000905983,
3347,447.419163,-0.093454082,0.082663087,0.245464747,0.365117969,
3348,0.256788432,0.053728296,0.332277439,0.759318101,0.843475273,
3349,0.025441985,-0.060177641,0.352615534,0.960716832,NA,
3350,0.544443754,0.104928847,0.314009895,0.51027761,0.636637107,
3351,1.517010205,0.412156368,0.415545984,0.065537099,0.128390189,
3352,4.819520951,0.276848985,0.272791963,0.144877309,0.241195185,
3353,38.79484101,0.181619269,0.254398855,0.002477501,0.008567707,
3354,0.075244216,-0.073532206,0.350699371,0.759799707,NA,
3355,2462.079506,0.207610684,0.123732011,0.070876606,0.136562569,
3356,34.57246233,-0.112822821,0.175550395,0.459400671,0.5904426,
3357,100.4257207,0.572528557,0.312518697,0.010453857,0.028482531,
3358,0.211276087,-0.123629459,0.358746427,0.700395651,0.797866313,
3359,0.996710363,-0.187833069,0.334035764,0.291589241,0.418423354,
3360,28.09359095,-0.310994035,0.161736341,0.030887555,0.069753844,
3361,319.4843123,-0.533290249,0.107512202,2.38E-07,4.82E-06,
3362,34.3146559,1.145215599,0.322564175,1.96E-05,0.00016675,
3363,187.5465181,0.412144423,0.161667917,0.004052687,0.012965828,
3364,259.7752012,-0.035373649,0.067908231,0.593889897,0.711885153,
3365,15.5105949,0.408993429,0.198136291,0.014489482,0.037459527,
3366,1745.101011,0.176939439,0.058821892,0.002280994,0.007993209,
3367,1087.729765,0.177900922,0.123602737,0.121447839,0.209737305,
3368,0.162894069,0.066749577,0.35364207,0.643577248,0.751859689,
3369,0.102374454,-0.04777566,0.343484176,0.898883393,NA,
3370,8974.603982,0.11997525,0.073884017,0.24603407,0.365674081,
3371,721.4500545,0.227023725,0.07447415,0.0017434,0.006385766,
3372,404.6584622,0.69689784,0.177055394,1.22E-05,0.000114311,
3373,2349.537692,-0.77017261,0.20383634,2.81E-05,0.000221086,
3374,0.286557332,-0.200825747,0.383128135,0.345439034,0.475982198,
3375,3964.050799,-0.088974284,0.147984842,0.50124028,0.628640867,
3376,17369.47344,-0.060114269,0.140260791,0.634706888,0.744752235,
3377,0.205076744,0.009839563,0.334117011,0.942160134,0.965673991,
3378,84367.16684,-0.488599806,0.166983674,0.001203132,0.004706861,
3379,1997.497551,0.52530271,0.252512169,0.007817395,0.022363114,
3380,5958.766641,0.805799826,0.284697001,0.000499239,0.002274403,
3381,5968.122834,-0.736107188,0.127521912,1.73E-09,7.18E-08,
3382,25.29791886,-0.201683603,0.128053193,0.089428049,0.164621132,
3383,1.95697277,0.037491697,0.302211986,0.803163035,0.873847195,
3384,0.125188902,0.005142721,0.337839532,0.89089158,0.933700512,
3385,1.542969525,0.204108591,0.389530958,0.146615898,0.243318543,
3386,4265.419717,0.206039383,0.088318581,0.015570175,0.039807189,
3387,37.6552827,-0.015192417,0.218302011,0.925299747,0.955840315,
3388,4458.252403,-0.205865182,0.107343917,0.038139783,0.082907006,
3389,249.2558481,-0.190777991,0.138404014,0.132565179,0.224718864,
3390,574.772999,0.488463258,0.106624822,1.46E-06,2.07E-05,
3391,1042.734086,-0.590764538,0.117995983,1.61E-07,3.54E-06,
3392,534.4516914,0.260165639,0.111617912,0.013507221,0.035310447,
3393,1097.417078,0.119129623,0.06140658,0.048488197,0.10088277,
3394,226.1638895,0.084428421,0.057364109,0.135445887,0.228737753,
3395,4.885844144,8.713727809,2.914197515,9.95E-07,1.54E-05,
3396,2019.033061,-0.462167817,0.100416425,1.69E-06,2.31E-05,
3397,0.649968516,-0.276065471,0.365814494,0.175379008,0.279961294,
3398,1.032231089,0.140541352,0.294842836,0.422316978,0.554245774,
3399,110.4202978,0.376839373,0.108464192,0.000241063,0.001252012,
3400,2999.602467,0.004153806,0.175329023,0.981151449,0.989496172,
3401,378.462322,0.289164696,0.102175489,0.002890549,0.009761545,
3402,0.253577836,-0.054220203,0.327265398,0.837568436,0.898290767,
3403,1308.725269,-0.447181847,0.111855342,2.56E-05,0.000205397,
3404,0.556724122,0.033718382,0.307357666,0.535998472,0.660181406,
3405,6929.450704,-0.770094411,0.207970519,3.95E-05,0.000289585,
3406,11686.10166,-0.701020344,0.271479283,0.001558036,0.00581165,
3407,3635.861673,-0.113684393,0.128651862,0.339936411,0.470479145,
3408,2179.625981,-0.165460094,0.111589449,0.11360854,0.198747074,
3409,556.1296054,-0.046950444,0.046852581,0.310675006,0.439518021,
3410,162.5383294,0.157856847,0.089642943,0.068073356,0.132266232,
3411,756.221016,-0.040093909,0.083467043,0.625587842,0.737702086,
3412,301.146137,0.043491742,0.072487066,0.538623665,0.662237698,
3413,0.562641761,0.012967095,0.318297991,0.944129125,0.966868155,
3414,0.265320687,0.019199072,0.328839047,0.872205692,0.921265576,
3415,0.321011589,0.129188729,0.361624335,0.50336703,0.630444366,
3416,0.109077392,0.014099979,0.341150999,0.925965272,NA,
3417,0.198697897,-0.055493781,0.337565851,0.844438846,0.902995287,
3418,1.714235058,-2.62818395,0.944263296,0.000627795,0.002736426,
3419,0.20660791,0.061072367,0.333711789,0.69671093,0.794582677,
3420,4.413380828,0.747463753,0.473361641,0.008857801,0.024771243,
3421,24.52821762,0.416064082,0.31977214,0.049011771,0.101808561,
3422,1.183576643,-0.028277553,0.325748454,0.805184387,0.875650372,
3423,15.48286598,0.847466366,0.362629038,0.00150327,0.005639944,
3424,1.320387892,-0.033990727,0.326045111,0.766569717,0.849010122,
3425,1164.560972,-0.274515259,0.08786446,0.001183961,0.004639407,
3426,2349.547974,-0.002777228,0.100007332,0.975508868,0.986168247,
3427,3413.555672,0.193791426,0.169402774,0.187028671,0.294509376,
3428,1308.418978,0.103157088,0.07942317,0.181198567,0.28742548,
3429,953.047858,0.220150042,0.080075129,0.004561149,0.014291146,
3430,2.708779589,0.20674291,0.243722432,0.250077849,0.370474293,
3431,3099.063982,-0.387715159,0.104638795,9.77E-05,0.000596004,
3432,653.2208649,-0.500629538,0.13270139,5.58E-05,0.00038182,
3433,7322.773223,-0.579794634,0.135077726,4.53E-06,5.22E-05,
3434,8385.094899,0.213953032,0.113631917,0.045577871,0.096038067,
3435,526.5232279,0.423536375,0.165532803,0.00373344,0.012098472,
3436,626.2419691,0.30172694,0.102665973,0.001979869,0.007109624,
3437,11.84082558,-0.268777461,0.209225889,0.115078386,0.200838501,
3438,9.728584282,0.429919554,0.252140275,0.026604259,0.061609477,
3439,0.992346079,0.776301504,0.596324209,0.015250613,0.039126896,
3440,156.0573415,-0.091993049,0.096935533,0.322443421,0.452471775,
3441,116.2454253,0.423356419,0.199075763,0.011212881,0.030281073,
3442,2418.422402,0.04748574,0.103923805,0.636470333,0.745989661,
3443,0.744871174,-0.055381743,0.328713039,0.650469526,0.757284511,
3444,0.518684049,-0.042167577,0.321566351,0.775637291,0.855394231,
3445,165.8017042,0.870854436,0.171741465,3.92E-08,1.07E-06,
3446,4595.720027,0.083632097,0.088501734,0.332558403,0.463314445,
3447,421.6045383,-0.364008815,0.103549341,0.000228761,0.001203337,
3448,881.1677468,-0.311451416,0.101333473,0.001307346,0.005050034,
3449,315.7183433,0.166839025,0.15759417,0.231949818,0.349648257,
3450,0.448968747,0.032080949,0.313751704,0.816377526,0.884109969,
3451,331.8148014,-0.123786833,0.086379906,0.138391865,0.232675209,
3452,223.6246746,0.380371386,0.095881922,3.42E-05,0.00025811,
3453,80.46543595,0.184151451,0.091560366,0.037156466,0.081178224,
3454,1241.787368,0.146555172,0.097920936,0.121992337,0.210504916,
3455,35.58429812,-0.249565743,0.173048803,0.097947912,0.176578902,
3456,238.1265534,0.190882798,0.15560625,0.166503828,0.268826489,
3457,6238.200881,-0.003810696,0.117704808,0.967339652,0.98055897,
3458,14775.70624,-0.259899922,0.116633283,0.017871318,0.044430303,
3459,4905.025444,-0.444451382,0.137213136,0.000467178,0.002148089,
3460,11200.43469,-0.459309872,0.196872369,0.006553325,0.019297811,
3461,4.013822257,-0.044725994,0.285535826,0.78328509,0.860268189,
3462,108.9709224,-0.729776188,0.219556349,0.000175566,0.00096607,
3463,755.625504,2.158962244,0.528022386,8.55E-07,1.35E-05,
3464,3180.003895,-0.463530578,0.125969973,8.53E-05,0.000533575,
3465,203.235441,0.197884598,0.122041032,0.080974705,0.151781373,
3466,642.6177549,-0.236080652,0.206742336,0.16474816,0.266554196,
3467,375.6145347,0.052121225,0.133980374,0.674128182,0.776347058,
3468,56503.46549,0.003822036,0.103587977,0.981878128,0.990110427,
3469,6.996769527,0.544328094,0.207955444,0.002244575,0.007891867,
3470,2082.748668,-0.308727526,0.227828833,0.090381331,0.165905852,
3471,11157.36106,-0.40662149,0.089755668,2.67E-06,3.33E-05,
3472,484.3942873,0.220766191,0.168062326,0.130586141,0.222015638,
3473,2.005018342,-0.267056334,0.347870662,0.180777268,0.286838262,
3474,46.39757639,0.211378062,0.160021545,0.134893849,0.228069347,
3475,58.47856113,-0.420016297,0.170716815,0.005777386,0.017430501,
3476,54.27431395,-0.492571991,0.182122568,0.002306221,0.008068179,
3477,0.111062061,-0.051711783,0.345742683,0.840232387,NA,
3478,0.449219164,-0.032345085,0.32027412,0.814940853,0.882953098,
3479,1.845780316,0.244339704,0.27306384,0.199944546,0.310635382,
3480,59.84960174,0.526224132,0.21523782,0.003354162,0.011035049,
3481,367.1454556,-0.698091778,0.144382615,2.98E-07,5.80E-06,
3482,789.3595549,-0.556636987,0.130397261,6.09E-06,6.56E-05,
3483,878.9515219,0.443030459,0.12249428,0.000105984,0.000636435,
3484,559.8666668,0.214489988,0.068438113,0.001346989,0.005171134,
3485,2611.542243,0.000905992,0.103310824,0.998743985,0.99921873,
3486,957.6022384,0.177608459,0.059925168,0.002587941,0.008900275,
3487,2389.100679,0.086049309,0.113610946,0.422640954,0.554533503,
3488,433.9870337,0.287801953,0.095060007,0.001730689,0.006347492,
3489,257.6230637,-0.086290971,0.097093011,0.354083781,0.484917666,
3490,575.2846661,-0.181272106,0.085388329,0.02813705,0.064546546,
3491,768.8643232,-0.524766784,0.196697406,0.002318868,0.008102322,
3492,928.2745722,-0.115342809,0.120019519,0.304611224,0.432830699,
3493,1629.233729,-0.161101303,0.097879341,0.08453896,0.157445748,
3494,2.811800296,-0.645387871,0.340236227,0.010662557,0.029008907,
3495,20.36338907,-0.148493806,0.166663741,0.311288826,0.440275619,
3496,1198.881881,-0.146364364,0.062571743,0.017331408,0.043355556,
3497,790.4087835,0.155679418,0.09872787,0.099585342,0.17889875,
3498,1703.623792,0.140791005,0.104186072,0.156242176,0.25549245,
3499,290.0195841,0.114994012,0.070844625,0.097202708,0.175483057,
3500,1344.202258,-0.340571973,0.09349146,0.000148255,0.00083713,
3501,319.3582454,-0.116190624,0.094772197,0.20210846,0.313366542,
3502,0.408839904,-0.032178459,0.309380151,0.985062853,0.991777585,
3503,2822.274718,0.0172635,0.201699933,0.927057733,0.95706484,
3504,7.327372768,0.086722224,0.158362011,0.536952237,0.660906562,
3505,871.2883001,-0.033140965,0.199971485,0.836242309,0.897485372,
3506,113.8590232,1.132725278,0.427632434,0.000354068,0.001714391,
3507,10.08941924,1.273807865,0.521466481,0.000532585,0.002398415,
3508,0.973092313,0.230410258,0.370632052,0.112622634,0.197309325,
3509,3.696633876,1.927349214,0.476211819,3.35E-06,4.02E-05,
3510,0.512084475,0.283625123,0.418199851,0.140063231,0.234875479,
3511,2677.399085,-0.177066756,0.176652033,0.244801876,0.364384477,
3512,0.722409773,-0.007800872,0.314474934,0.960234854,0.976997038,
3513,14.7825142,-0.023558913,0.205250093,0.884543658,0.92918748,
3514,12.70548316,0.69418341,0.287982105,0.001691033,0.006230551,
3515,205.7040796,0.527723027,0.256723159,0.008146114,0.023114977,
3516,33.79988688,-0.160188259,0.192558575,0.319558463,0.449254855,
3517,5737.996012,0.145078326,0.273459281,0.396292575,0.528076479,
3518,11.57437246,0.316705041,0.279236757,0.105649675,0.18763097,
3519,42700.40377,-0.150520734,0.162222199,0.262769373,0.385359061,
3520,38696.78593,0.169368398,0.172168554,0.25888967,0.381027449,
3521,73.71155238,-0.266827816,0.243533567,0.154433791,0.253076026,
3522,17121.47201,0.30896657,0.135478063,0.012476737,0.033057955,
3523,299.1548231,-0.866194811,0.237290515,4.25E-05,0.000306793,
3524,141.1777422,-0.142766395,0.20452382,0.39269333,0.524600886,
3525,703.0830234,-0.347804947,0.107851333,0.000701901,0.003008812,
3526,4.311624616,0.162045354,0.237345806,0.360782152,0.491850853,
3527,306.3991039,-0.256935717,0.166033457,0.080330723,0.15089343,
3528,943.9672187,0.271861914,0.135780683,0.028699537,0.065542222,
3529,1673.165749,0.053960481,0.070038532,0.414084801,0.546038051,
3530,395.3420709,-0.106810551,0.06141829,0.076814012,0.14553779,
3531,0.433982014,0.028548926,0.298982172,0.801123598,0.872304653,
3532,106.5290707,0.032101084,0.153729959,0.816720178,0.884255038,
3533,316.5524827,-0.110016355,0.179094169,0.469953825,0.599930441,
3534,1036.411549,-0.455253665,0.101567047,2.93E-06,3.62E-05,
3535,1021.518171,0.119747038,0.068253509,0.073802081,0.141005269,
3536,542.7003411,-0.176556013,0.114017028,0.100188924,0.179703784,
3537,130.4688624,-0.012707057,0.100283766,0.893384358,0.935385935,
3538,805.8469124,0.100161041,0.070072973,0.144395719,0.240630951,
3539,214.0687799,0.503536181,0.170549772,0.000846024,0.003500947,
3540,209.8438504,-0.268763364,0.118221543,0.015527418,0.039716035,
3541,1333.1478,-0.407381964,0.124592107,0.000481214,0.002205413,
3542,29.02494205,-0.133197984,0.241014195,0.457266695,0.588508492,
3543,1216.255044,-0.563510474,0.122247422,1.22E-06,1.79E-05,
3544,4714.123115,0.086981929,0.151652587,0.523873637,0.648862581,
3545,62.18601456,0.24544236,0.105676322,0.014456858,0.037392407,
3546,5091.954246,-1.055434741,0.203828594,2.95E-08,8.36E-07,
3547,13151.61757,0.175455333,0.149029708,0.191480204,0.300143705,
3548,4900.165283,-0.710135489,0.160859597,1.85E-06,2.50E-05,
3549,1206.755895,-0.022166879,0.184200787,0.884299156,0.929023336,
3550,937.2449,-0.500725767,0.146875759,0.000227292,0.001196732,
3551,1205.469278,0.42476232,0.079878448,4.33E-08,1.16E-06,
3552,708.6651093,-0.203154633,0.12968313,0.091130348,0.167006181,
3553,4082.540274,-0.195786774,0.083630005,0.015437468,0.039523222,
3554,5.259201571,-0.072230749,0.261011691,0.6767466,0.778457388,
3555,456.6298917,-0.664516605,0.144302696,9.77E-07,1.51E-05,
3556,0.151509444,0.017508521,0.332641185,0.867418148,0.917892201,
3557,4350.812962,0.459045056,0.109870359,9.93E-06,9.67E-05,
3558,2.236903745,-1.272679565,0.41323102,0.000197719,0.001068757,
3559,0.24769061,-0.263428941,0.45601743,0.22175949,0.337581257,
3560,1.459717608,0.140643671,0.277570946,0.431030849,0.562394222,
3561,60.75301373,-0.470108194,0.395678677,0.119412349,0.206924937,
3562,7.83762264,1.188789239,0.370465988,6.60E-05,0.000435429,
3563,6.995622634,-0.147443994,0.168066306,0.311354115,0.440330976,
3564,3536.172309,0.263805961,0.246736896,0.149188392,0.246664782,
3565,375.9257147,0.091038328,0.059921157,0.122904631,0.211688644,
3566,14.66996556,-0.269056332,0.200572682,0.107633906,0.190441745,
3567,1.073926818,0.027447965,0.298191228,0.853566853,0.90843554,
3568,2.988775232,1.049051657,0.510028177,0.002045921,0.007309403,
3569,21.97115267,-0.04779673,0.333736095,0.630619446,0.741350991,
3570,0.303605346,-0.310707995,0.474278904,0.175810673,0.280496159,
3571,1704.964878,0.312856912,0.216020115,0.070417807,0.13591192,
3572,3.026239896,0.391839264,0.285531534,0.055422778,0.112326522,
3573,2.771885268,0.079061337,0.21124088,0.636319448,0.745918942,
3574,0.339883819,0.032718376,0.314482825,0.781910116,0.859218334,
3575,0.30091977,0.125160587,0.349892352,0.460928614,0.59195393,
3576,2.561995687,0.196315723,0.270617114,0.290156728,0.416865101,
3577,0.327848004,0.12442708,0.356119712,0.565859579,0.686796629,
3578,2.651346354,0.304527728,0.280763515,0.119072901,0.206504224,
3579,1.903740363,0.920333274,0.400740872,0.002187604,0.007723816,
3580,10.46533866,-0.083072537,0.162185367,0.559763212,0.68121516,
3581,30.05499143,-0.23941603,0.19683974,0.147517346,0.244453997,
3582,56.51285087,-0.325187407,0.168802899,0.029078763,0.06629139,
3583,6.551784453,-0.380136989,0.2677705,0.059222944,0.118533963,
3584,1.53087792,-0.611318153,0.396982937,0.015194649,0.039018986,
3585,4.134257381,0.406098178,0.310724298,0.056716366,0.114438607,
3586,190.1327293,-0.08799999,0.07526546,0.230497556,0.347863929,
3587,46.99878807,-0.866804545,0.276447712,0.000264557,0.001350289,
3588,63.06966176,-0.029149379,0.149859651,0.828277028,0.892235212,
3589,0.793179651,0.260711909,0.378824885,0.162095007,0.263197273,
3590,0.330891114,-0.10451394,0.340999293,0.866937254,0.917677091,
3591,0.815020919,-0.016769295,0.271784769,0.939620223,0.964187093,
3592,9.675175248,0.1152639,0.243822406,0.510761353,0.637051827,
3593,0.357057975,-0.445809322,0.6091321,0.097698706,0.176261739,
3594,1.190385844,0.194322739,0.295026509,0.29836921,0.426191106,
3595,0.85138811,0.315203513,0.436706566,0.090825306,0.166574066,
3596,0.893476555,0.010871026,0.307824444,0.916904297,0.951135692,
3597,0.451577912,0.421519442,0.596649241,0.080462437,0.151056586,
3598,49.37161263,-0.210335866,0.2331091,0.245828,0.365556722,
3599,4.62751378,-0.160267576,0.314528662,0.068923999,0.133656835,
3600,24.22079794,-0.992066952,0.361080208,0.000750523,0.00318693,
3601,5849.493734,0.782394667,0.194744517,6.91E-06,7.23E-05,
3602,0.465046866,0.168607823,0.337962944,0.361014596,0.492088057,
3603,269.3963053,0.122183469,0.125943076,0.29589231,0.423479364,
3604,0.161610969,0.077158882,0.347490616,0.72621156,0.81758296,
3605,335.834189,0.670900812,0.114437287,7.99E-10,3.63E-08,
3606,3.417697412,1.43059313,0.37714432,9.20E-06,9.09E-05,
3607,5.681929865,-0.248169348,0.25536091,0.191322541,0.299980347,
3608,0.954514624,-0.122578179,0.294854255,0.465387699,0.59581798,
3609,729.9038199,0.145354227,0.072205978,0.039165862,0.084765397,
3610,3330.392494,0.015526063,0.115113312,0.891382117,0.934040207,
3611,12075.93414,0.038898152,0.138637055,0.767864762,0.849818248,
3612,1.906537618,0.25804225,0.361986496,0.169439096,0.272494317,
3613,877.4351163,0.49716372,0.170140078,0.000951315,0.003867271,
3614,115.3338705,-0.181022486,0.219059628,0.295418867,0.422873662,
3615,0.928874391,-0.195539897,0.341055699,0.26189647,0.384431415,
3616,4899.58041,-0.994172396,0.282811733,6.02E-05,0.000404848,
3617,6086.071418,-0.051862216,0.070108777,0.451788992,0.58328654,
3618,968.1201082,-0.107158361,0.080849944,0.17227792,0.27595278,
3619,148.8586765,-0.167903004,0.089717915,0.052590053,0.107762071,
3620,17544.01537,-0.745333741,0.146802263,7.73E-08,1.89E-06,
3621,6765.658498,0.240552375,0.131750156,0.048335185,0.100626587,
3622,9.08393581,-0.065667481,0.179162677,0.667958355,0.771017407,
3623,84.13008683,-0.22333496,0.301159378,0.248609508,0.368655826,
3624,575.4683781,-0.183871428,0.074330278,0.011180724,0.03020392,
3625,73.73880339,-1.032029107,0.222780487,5.10E-07,8.85E-06,
3626,142.1567439,0.426590525,0.110213064,4.30E-05,0.000308978,
3627,1707.850731,0.162400839,0.329341277,0.325291614,0.455375806,
3628,18.57478789,-0.024173691,0.116474279,0.82502739,0.890158349,
3629,447.2884389,0.603920993,0.149080559,1.03E-05,9.95E-05,
3630,5.126325828,0.087038446,0.232859764,0.617084338,0.731156575,
3631,251.2659084,0.081578953,0.205457714,0.622850085,0.735618661,
3632,46.23894002,0.018822147,0.232497337,0.91549447,0.950082951,
3633,1.82191415,-0.053314022,0.246895624,0.758541162,0.842834636,
3634,2324.54597,0.236431705,0.070175912,0.000555149,0.0024775,
3635,207.9985445,0.180306369,0.074638543,0.013187155,0.034597275,
3636,21.32152432,-0.653370946,0.249827087,0.001905348,0.006881649,
3637,607.9740077,-0.446259464,0.108452251,1.64E-05,0.000143789,
3638,414.8099547,-0.320256866,0.099434797,0.000754662,0.003201562,
3639,11.28166161,0.186336242,0.138580015,0.13926689,0.233819513,
3640,1807.98625,-0.015605028,0.083301337,0.845557638,0.903684272,
3641,1543.671416,0.000775341,0.04038291,0.984356753,0.991319774,
3642,870.904222,0.068671018,0.124554964,0.555471801,0.677412485,
3643,1569.563433,0.023360078,0.151087579,0.868466276,0.918766856,
3644,344.6633937,-0.43108193,0.133987632,0.000519439,0.002351162,
3645,3653.892776,0.232521389,0.13904942,0.065848133,0.128834634,
3646,765.9325405,0.287237075,0.096711121,0.001876942,0.006796549,
3647,170.2900297,0.391922507,0.085275031,2.04E-06,2.68E-05,
3648,1.400147122,2.72016375,1.024864224,0.000339257,0.001658658,
3649,1847.126249,-0.107639787,0.070383004,0.114914825,0.200636232,
3650,712.1396936,-0.275039957,0.106435756,0.006581483,0.019367182,
3651,22558.75249,-0.047392097,0.097230999,0.589069931,0.707219928,
3652,0.64833583,0.043951547,0.299531562,0.778852643,0.85725721,
3653,160.0036763,0.643557447,0.125609111,5.99E-08,1.53E-06,
3654,36.42793564,0.180209449,0.122381873,0.114392447,0.199910745,
3655,0.939807598,-0.309435217,0.373066597,0.141660925,0.2370589,
3656,2425.116766,-0.203530169,0.083377001,0.011453843,0.030823046,
3657,363.8834158,0.086294133,0.16411562,0.55025612,0.672833918,
3658,16.77992668,-1.036157064,0.288755517,4.37E-05,0.000313235,
3659,220.5639277,-0.077016306,0.120605078,0.494388084,0.622998545,
3660,7007.432456,-0.521018581,0.100432341,6.73E-08,1.68E-06,
3661,86.14679239,-0.622496513,0.185258925,0.000194805,0.001055379,
3662,273.2963134,0.074239485,0.072378822,0.294082222,0.421282666,
3663,210.1213721,0.484669014,0.100498344,4.75E-07,8.35E-06,
3664,0.122096843,-0.027132573,0.336795232,0.927617853,NA,
3665,287.9884277,0.28090492,0.123668361,0.014359121,0.037202473,
3666,644.5193695,0.551921147,0.10080153,1.28E-08,4.21E-07,
3667,2906.689532,-0.009922046,0.0811709,0.898023431,0.939070831,
3668,2255.909004,0.18484987,0.129359113,0.121383046,0.209668418,
3669,392.8097325,0.146330339,0.073515964,0.041841391,0.08953175,
3670,455.7978006,-0.522409173,0.111261629,9.16E-07,1.43E-05,
3671,249.0071058,0.215162898,0.10841854,0.035677154,0.078537315,
3672,189.1342718,0.432507964,0.143212806,0.000918147,0.003758756,
3673,85.68868542,-0.137456861,0.138240588,0.278711562,0.403867924,
3674,51.67307538,0.120415436,0.195577013,0.455169666,0.586427206,
3675,1444.024652,0.266099611,0.076305021,0.000331595,0.001629714,
3676,981.2879818,0.181310979,0.088055656,0.032582263,0.072896645,
3677,1430.308185,0.286957074,0.089027397,0.000816906,0.003413152,
