ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
FTH1,1.363955007,0.086914304,987.4665147,6.15E-56,4.14E-54,
BSCL2,-1.279266651,0.40891747,27.50878827,0.000677524,0.002898274,
POLR2G,-1.734479412,0.292760638,57.03852306,8.01E-10,8.98E-09,
SLC3A2,1.97148874,0.105774274,614.6731155,3.90E-78,3.79E-76,
SPINDOC,3.508515281,0.380765813,61.94616658,6.25E-21,1.48E-19,
ATG16L2,-1.365964007,0.539322416,13.50700877,0.003719783,0.012930228,
RPSA,-2.124015519,0.140988842,220.990865,5.52E-52,3.40E-50,
ENTPD3,-1.639915024,0.492916131,17.65727866,0.000227999,0.001092493,
LTBP3,1.714907402,0.789462224,7.249162084,0.006614072,0.021182221,
SAC3D1,-1.954837022,0.694331958,9.845828701,0.00088609,0.003664382,
SF1,0.87015896,0.185799403,143.7400513,1.78E-06,1.28E-05,
SCARA3,-1.692978336,1.067914279,4.177329224,0.018157551,0.049190068,
PBK,-1.950818524,1.239851987,5.124300363,0.013490118,0.038559162,
COPS6,-1.047711086,0.253895397,68.17768228,1.94E-05,0.000117461,
PAFAH1B2,1.212264012,0.281748903,55.36133666,7.61E-06,4.97E-05,
RAB4A,-1.269304136,0.382963729,26.92850675,0.000361141,0.001651341,
SETD5,1.553861686,0.218619773,150.6826413,4.25E-13,6.33E-12,
VASN,-1.609665567,0.822829723,7.987909606,0.011503621,0.033712034,
FAM83B,-0.542015416,0.226253631,72.44014339,0.013686276,0.038990628,
RNF187,-1.15254022,0.378156451,36.2807935,0.001017767,0.004144344,
MAPK1IP1L,0.808710125,0.246872641,68.91850345,0.000715351,0.003038426,
DDIT4,3.420497782,0.095587705,1053.049988,2.94E-281,1.85E-278,
UBTD2,1.327770362,0.401178579,30.97307007,0.000364177,0.001664122,
IRF2BP2,-0.374141356,0.156831925,150.3483141,0.015582035,0.043475957,
NT5DC2,-1.445277845,0.429572123,22.63492041,0.000244601,0.00116517,
MGAT2,0.759549576,0.340486071,34.37555248,0.017677558,0.048163928,
BMI1,1.497055709,0.351691815,43.24417619,7.06E-06,4.63E-05,
PDHB,-0.869090453,0.360821695,31.72153328,0.009649013,0.02902275,
PXK,1.197684457,0.475024943,19.05477113,0.004930594,0.016523116,
HIST1H1E,7.660198194,0.801226791,256.1482427,1.72E-20,3.98E-19,
SEPTIN2,-0.561984919,0.184857391,108.9598016,0.001954418,0.007367104,
FILIP1L,-2.589443978,0.492426936,22.23490995,2.23E-08,2.13E-07,
MFSD2A,1.17349236,0.180008656,236.9249004,3.49E-11,4.37E-10,
DTYMK,-1.524110712,0.557089985,14.00002676,0.001721488,0.006610056,
TAP1,-0.82873204,0.311757697,44.34407,0.005050819,0.016848271,
STIP1,1.113327522,0.109948868,733.2307736,1.94E-24,5.39E-23,
SCNN1B,-3.408094776,1.1384194,5.925359608,0.000377611,0.001720381,
HR,-2.156762975,0.475390159,20.16130538,1.02E-06,7.64E-06,
REEP4,-1.405445782,0.381920079,34.98969912,7.94E-05,0.00042436,
BMP1,1.189053628,0.342738639,36.80229931,0.00023656,0.001129984,
ATXN2L,1.488557546,0.182466756,221.4396566,1.27E-16,2.41E-15,
PHYHIP,-1.773612269,1.035485261,4.364785566,0.013927629,0.039539452,
FEN1,-1.330166662,0.460881727,19.57818548,0.001384566,0.005459146,
CAVIN2,-3.467240758,4.302535805,1.835506934,0.009006467,0.027455572,
SERINC2,-1.463675442,0.194057791,117.0009768,1.58E-14,2.64E-13,
TRAPPC11,-1.024405644,0.416292126,22.92789511,0.006931196,0.022054533,
ING2,0.864977104,0.370149659,29.8765097,0.011962382,0.034827187,
SLC20A2,-1.498896037,0.295310656,44.48300596,1.25E-07,1.08E-06,
NDUFS5,-2.052049577,0.124156521,424.0024984,4.68E-62,3.57E-60,
TMEM208,-0.906717228,0.36247463,32.62165911,0.007185168,0.022715995,
AHCYL1,0.806313763,0.166144087,179.3213057,8.29E-07,6.29E-06,
SEMA4C,2.162361253,0.620589701,15.16756353,9.51E-05,0.000499497,
PPIP5K1,1.030445562,0.347480442,38.22902087,0.001619361,0.006268379,
TSPAN5,-2.181767008,0.870365106,6.407271233,0.001790448,0.006836797,
ZBTB5,0.766004067,0.238167054,102.6034073,0.000922306,0.003792556,
ZNF507,1.534160706,0.546428493,19.45574008,0.001567102,0.006088404,
NSG1,-2.575899403,0.408979586,30.95180423,4.22E-11,5.25E-10,
ANKRD49,1.567506522,0.284068204,79.32933299,1.18E-08,1.18E-07,
TNIP2,1.057177094,0.270691011,62.61636772,5.08E-05,0.000283616,
MAT2A,1.833907221,0.121603836,438.3490593,8.17E-52,4.99E-50,
PLA2G4F,-4.441003382,0.420309359,42.700108,6.81E-27,2.16E-25,
SLC35G2,3.205025095,1.488609891,6.064415276,0.002670281,0.009694787,
INPP5D,-4.10224957,0.673003652,17.71561993,1.90E-10,2.24E-09,
TMEM129,-1.448688117,0.517148801,17.23937757,0.00153357,0.005969891,
PPIC,-1.324025491,0.422110578,29.96859649,0.000614451,0.002659795,
PXDC1,0.777124507,0.247014566,75.20475146,0.00115424,0.00463847,
E2F6,1.718077543,0.568942507,18.59755896,0.000666467,0.002856288,
FEM1B,-0.65572571,0.238090653,67.7135623,0.00446991,0.01518207,
COMMD8,-0.960354183,0.442166242,23.65996412,0.015768424,0.043916095,
ATP5ME,-2.257180391,0.210810327,171.2097871,1.45E-27,4.71E-26,
MAP2K1,0.740712727,0.209103332,92.49278021,0.000288732,0.001352513,
KLK7,-2.262026213,0.115286061,599.334568,1.80E-86,1.94E-84,
HNRNPH1,1.308564526,0.143616687,314.7280994,3.52E-20,7.97E-19,
IRS1,-1.121899237,0.517112469,13.63723438,0.012864114,0.037022894,
SLC25A6,-1.712472728,0.172341598,304.0172805,8.02E-24,2.18E-22,
ZBTB43,2.56238788,0.185007746,485.4321883,3.29E-44,1.74E-42,
PCSK9,-2.388317069,0.507345337,18.53973377,3.93E-07,3.15E-06,
XPO6,1.206209863,0.183857821,192.5309863,2.59E-11,3.29E-10,
MN1,-1.6765374,0.867544778,7.3407139,0.011626866,0.03402064,
APEX2,-2.148185819,0.46472093,23.07591764,6.58E-07,5.08E-06,
NSMCE1,-1.265922312,0.50628457,15.68601104,0.004578565,0.015467367,
TBC1D10B,0.765033018,0.343074624,40.00872834,0.017602082,0.048005679,
PRELID1,-0.886542004,0.137006348,236.3052189,6.15E-11,7.54E-10,
SLC50A1,-1.469620595,0.233537773,83.10849643,1.05E-10,1.26E-09,
NPIPB3,2.352730409,1.501650408,5.442611987,0.011836706,0.034534153,
ADRB2,-2.845069307,0.620622649,14.0160489,5.87E-07,4.58E-06,
PGM2,-3.269790096,0.345439031,44.25237907,3.76E-22,9.64E-21,
PTPN9,1.185751214,0.521233961,14.88880903,0.009473047,0.02861196,
CXCL8,7.03261641,0.502943157,1920.06706,1.96E-43,1.02E-41,
SPRR1B,-4.143269832,0.086928289,9304.707258,0,0,
SPRR1A,-4.246544738,0.152914284,7907.33832,9.17E-171,2.88E-168,
PLEKHA2,1.298801602,0.489916826,16.56101722,0.003012373,0.010772415,
CLIC4,0.617792565,0.183952968,133.5170853,0.000631196,0.002724587,
MUC15,-4.270817074,0.562761576,23.86282039,4.75E-15,8.21E-14,
PCBP1,-0.565894298,0.111306147,393.7281127,3.08E-07,2.51E-06,
HINT1,-0.993626742,0.114466395,332.4671702,2.07E-18,4.32E-17,
CLIC3,-4.395970669,0.276667743,116.0469495,1.00E-57,6.99E-56,
NFU1,-0.947635322,0.442698196,19.81330282,0.017323017,0.047370305,
CKAP2L,-4.392047476,1.642865837,3.926827992,0.000432505,0.001944794,
RAMAC,0.897101182,0.236407195,83.53355763,9.31E-05,0.000490546,
HIC2,1.838701498,0.597546694,16.1400776,0.000505656,0.002240147,
BUB1,-2.28040653,1.178382328,3.8207251,0.006687314,0.021377099,
CENPX,-1.541915865,0.422562653,24.11038701,7.71E-05,0.000413411,
AGPAT2,1.684830051,0.243168106,84.26169248,1.23E-12,1.75E-11,
FASN,-0.95644523,0.205938862,94.96052664,2.01E-06,1.43E-05,
CNBP,-0.311730512,0.07989536,757.2079448,9.03E-05,0.000478306,
MT1E,-2.340707108,0.163844145,240.1370159,4.71E-47,2.66E-45,
GPS1,-1.02675662,0.387100714,25.10380251,0.004066486,0.013966527,
DCXR,-2.211710368,0.433152805,26.09172752,5.75E-08,5.19E-07,
UGP2,-1.136149652,0.262680132,56.64749649,7.25E-06,4.75E-05,
HNRNPF,-0.614344799,0.161082485,158.2261951,0.000108935,0.000564941,
CSGALNACT2,1.572438247,0.356076884,37.82305374,3.06E-06,2.13E-05,
PCDH7,-1.80538351,1.042518104,4.477326489,0.013341974,0.038191091,
ROBO1,-1.505322395,0.683339589,8.974834601,0.007329622,0.023103879,
TRIM56,1.14757533,0.544627099,12.81960513,0.015001188,0.042102175,
ITGAM,3.77901787,2.177428447,11.43357719,0.001250492,0.00498607,
TOR1AIP2,1.540752782,0.297294286,90.74125639,8.10E-08,7.19E-07,
TM4SF1,1.526645612,0.137994725,290.3792954,6.46E-29,2.20E-27,
OTUD3,2.567904148,0.420905059,45.50841877,2.29E-10,2.68E-09,
KLF13,1.238143053,0.244764255,69.85599066,1.89E-07,1.59E-06,
ZNF764,2.739281151,0.49817341,73.59790875,1.08E-08,1.09E-07,
SF3B5,-1.831484211,0.173366265,239.5200535,1.01E-26,3.19E-25,
IFFO2,-3.125880388,0.244834452,121.2652796,3.15E-38,1.46E-36,
NLGN2,2.779249038,0.39399044,93.54663702,4.21E-13,6.27E-12,
CHD3,1.038768943,0.197735702,168.7447358,8.42E-08,7.46E-07,
TMEM154,-3.417319179,0.409775484,32.85988744,9.34E-18,1.89E-16,
ALCAM,-0.841573615,0.338127472,35.8353363,0.008039055,0.024975002,
YWHAG,0.460396371,0.094638642,607.6295737,1.03E-06,7.75E-06,
CNTROB,2.049969989,0.280804782,117.0551572,7.56E-14,1.20E-12,
TRAPPC1,-1.504873131,0.205027443,123.661326,6.98E-14,1.11E-12,
ZNF778,1.771428092,0.636000994,12.39523508,0.001280944,0.005086912,
CHRNB1,1.564707534,0.356932961,59.73379889,4.02E-06,2.74E-05,
PDCD6IP,-0.50623203,0.168050322,155.7157415,0.002218942,0.008218305,
ZNF212,1.151628707,0.328614134,59.40494227,0.000220318,0.001059738,
ZNF282,1.113319467,0.29269456,48.87815119,7.17E-05,0.000387411,
GLB1,-1.25388549,0.494595253,18.36678081,0.004206226,0.014407029,
FAXDC2,-3.043354897,1.606520138,2.902194236,0.005209098,0.017276029,
CRTAP,-1.551334872,0.478859164,16.95814676,0.000336154,0.001547854,
GABARAP,-0.872085725,0.124561379,290.4544576,1.70E-12,2.39E-11,
STX8,-1.431104836,0.626485067,10.76093876,0.006407295,0.020586884,
CDK1,-2.600177008,0.826789697,7.366430058,0.000213692,0.001032186,
UBB,1.921384943,0.071376631,4370.518263,3.11E-160,8.26E-158,
NFRKB,1.504091001,0.293543358,80.63226167,1.05E-07,9.21E-07,
B3GNT2,0.630120222,0.193630357,132.7844287,0.000903691,0.003728232,
FOS,3.580974505,0.165760799,2066.276386,1.29E-103,1.85E-101,
TMED10,-2.111435238,0.23285759,75.86596127,2.36E-20,5.41E-19,
SLC30A1,-1.854810717,0.265911597,73.83028986,7.41E-13,1.08E-11,
GPRC5C,2.867230903,0.759951547,19.59456775,3.83E-05,0.000218773,
KRT8,2.767720339,0.328994002,52.29216016,6.64E-18,1.34E-16,
KRT78,-2.69130807,0.361203028,48.8576936,1.33E-14,2.24E-13,
SDR9C7,-3.131599678,0.253166838,126.1615332,5.02E-36,2.21E-34,
KRT75,-5.5715956,0.303066171,136.3472871,4.26E-76,4.06E-74,
KRT6C,-6.022073689,0.149879505,709.1423581,0,0,
PYM1,-1.127643733,0.378340013,30.56574081,0.001313986,0.005203159,
KRT4,-4.458252913,3.099085938,2.39642936,0.003285926,0.011618187,
NUDT9,-1.396138395,0.380162855,30.15621598,8.35E-05,0.000444571,
PA2G4,-2.068870337,0.176707827,138.9312628,2.41E-32,9.36E-31,
ELOVL6,-1.81562505,0.526812107,15.54465528,0.000123241,0.000628439,
PFKFB3,3.269889736,0.331476334,94.03742753,1.38E-23,3.73E-22,
TMC7,2.076826842,0.645815696,14.10178799,0.000258689,0.001225509,
ARL6IP1,0.968244668,0.148229959,243.5229979,3.96E-11,4.93E-10,
SMAGP,-1.469682234,0.423632415,23.99315424,0.000163217,0.00081109,
EMB,-1.386500118,0.426105584,22.13304718,0.000384706,0.001749238,
RNF34,1.211244319,0.330548552,38.82423652,0.000110161,0.000570011,
HOXB9,4.580939797,2.585701398,3.301864813,0.001132598,0.004562128,
POLH,-1.928305271,0.433868519,24.38654251,1.83E-06,1.31E-05,
CDCA4,-0.998185232,0.382584586,25.46086418,0.004751634,0.016008925,
SDR16C5,-2.320962617,0.3465279,38.04137036,3.57E-12,4.87E-11,
FOXN2,1.347756418,0.372511823,33.13602777,0.00011521,0.000592802,
KBTBD2,1.308760817,0.286463622,73.46563329,2.05E-06,1.46E-05,
TRIAP1,-1.347833009,0.24689021,79.39162306,1.83E-08,1.78E-07,
KIAA0232,1.868637023,0.280282036,70.65405634,7.11E-12,9.48E-11,
MTSS1,-2.52207706,0.626616455,12.3198007,7.75E-06,5.04E-05,
TMEM43,0.597114051,0.150878549,205.6748866,6.21E-05,0.000340403,
RPS9,-2.128140234,0.171614426,161.0939593,5.24E-36,2.29E-34,
GSTA4,-3.593574376,0.396319595,37.07870031,1.47E-20,3.42E-19,
NDUFA3,-2.162956041,0.463327797,21.52291285,5.30E-07,4.16E-06,
TPT1-AS1,3.275920668,0.682858291,25.38392932,4.22E-07,3.37E-06,
TANC2,1.120534173,0.472896009,19.01092846,0.008197282,0.025369476,
ZNF160,1.338489131,0.394410726,28.40315395,0.000265863,0.001255618,
C9orf16,-2.199109437,0.358074,43.69531063,1.43E-10,1.70E-09,
ZNF692,1.02262962,0.305260387,49.64761958,0.000438894,0.001970954,
NAIF1,1.374333682,0.445147336,27.6349762,0.000753582,0.003180256,
TRIM8,1.193482753,0.501305286,17.88264293,0.007300358,0.02303268,
CDC42BPG,1.344976019,0.327031464,41.91902597,1.53E-05,9.44E-05,
JUNB,1.68301421,0.101722281,963.7087952,6.46E-62,4.90E-60,
FAM241B,3.161351783,0.658877201,16.50087127,2.13E-07,1.79E-06,
SHCBP1,-2.814046264,1.530486046,3.064903277,0.006837081,0.021775148,
PGAM1,-0.99334053,0.26652876,56.4490344,0.000106747,0.000555051,
CHD7,1.021629009,0.444249643,20.31972862,0.011035538,0.032568524,
KRT15,-2.668777092,0.700402764,11.31195749,1.96E-05,0.000118508,
KRT13,-3.776814897,0.695489157,14.57376663,7.67E-09,7.85E-08,
KRT9,-2.829013809,1.157195603,5.021742019,0.001603038,0.006208792,
ZNF524,-1.510726155,0.50078922,15.88206309,0.000736212,0.003116481,
ASXL1,1.730085896,0.320304602,85.69309093,2.09E-08,2.01E-07,
DLK2,2.288340458,0.671665788,12.81985345,0.000109426,0.000567058,
HOPX,-2.95331277,0.359280223,48.7471094,2.83E-17,5.60E-16,
RSL1D1,-0.678106603,0.214204941,84.39943059,0.001163343,0.00467086,
PPID,0.945803022,0.212683988,151.5109945,5.17E-06,3.46E-05,
LPAR3,-1.244700878,0.453491247,18.36151139,0.002345707,0.008643725,
TBCA,-0.575664184,0.228074803,73.50865385,0.009367783,0.028358994,
BCL2L1,-0.920816818,0.24556285,63.62190263,0.000105936,0.000551045,
ZNF274,2.29253055,0.238526982,259.2305686,1.96E-22,5.09E-21,
PIK3CD,2.276619015,0.552622914,19.90174491,7.66E-06,4.98E-05,
ENC1,1.381408849,0.367669757,32.6253809,6.38E-05,0.000348881,
RGS19,1.180476593,0.497459411,16.20575723,0.007413534,0.023331077,
NHLH1,4.096944357,2.216610298,10.30829332,0.000724308,0.003072686,
PWWP2B,0.87702011,0.343016245,33.94577591,0.006491778,0.020829234,
FBXL14,2.097591291,0.714851471,23.83056402,0.00083993,0.003491277,
RRM2,-2.568059954,1.175728928,3.924483097,0.003325539,0.011740201,
RPS21,-2.575296712,0.123176059,513.8859884,6.77E-98,8.81E-96,
RPS7,-1.808583466,0.163468199,171.042577,4.73E-29,1.63E-27,
RNASEH1,0.804586203,0.300494156,49.23908062,0.004948634,0.016573604,
PRNP,-0.957022185,0.090669569,667.9338873,2.81E-26,8.61E-25,
CYP4F11,6.39428232,2.292657378,31.3038162,4.33E-07,3.45E-06,
CYP4F22,-3.251201822,0.442219229,37.3264368,2.35E-14,3.87E-13,
PPIH,-1.616234202,0.421043887,32.15390353,3.35E-05,0.000193493,
JMJD1C,1.996872113,0.200410589,197.1948791,5.92E-24,1.61E-22,
SYNPO,1.246254702,0.607979014,11.12905732,0.015142913,0.042422687,
LAMB2,2.696632379,0.237324196,128.840519,1.21E-30,4.37E-29,
QARS,-1.849626581,0.305472755,45.03644721,3.31E-10,3.82E-09,
KRCC1,-1.075849267,0.463759175,19.58067358,0.009382568,0.028388387,
CALB2,-3.105072641,0.597318657,21.78004087,2.46E-08,2.34E-07,
MRPL13,-1.740929652,0.458626292,21.32402915,3.52E-05,0.000202324,
ISG20,1.176704015,0.490448271,21.44719279,0.007224178,0.022818416,
ID4,-2.318190195,0.72756306,13.97839751,0.000246115,0.001171572,
CEBPB,0.889232557,0.108535689,403.8486909,1.56E-16,2.94E-15,
PAIP1,0.722595202,0.299166071,50.02712973,0.011329084,0.033306639,
DPAGT1,-1.004675908,0.448190464,21.01349895,0.012580993,0.03635973,
BSG,-1.583648447,0.178636713,139.7368617,2.33E-19,5.13E-18,
SPTLC3,-4.450363348,0.637067389,20.26322318,4.26E-13,6.33E-12,
POP7,-1.611191598,0.325563522,65.66253174,2.06E-07,1.72E-06,
SUCLG2,-2.080749166,0.465266015,23.19260207,1.41E-06,1.03E-05,
STARD5,-2.241951097,0.766637914,8.153570253,0.00051597,0.002277793,
CFAP53,2.44613379,0.53296541,86.85291019,1.39E-06,1.02E-05,
GNG12,-1.296175029,0.170835307,156.6662015,1.36E-14,2.29E-13,
COPS9,-1.686234511,0.288415247,58.83854188,1.35E-09,1.48E-08,
GTPBP2,2.057508925,0.216531274,118.8172589,4.98E-22,1.27E-20,
FIBP,-1.839109925,0.435388218,23.39221576,5.42E-06,3.62E-05,
BANP,1.353654378,0.553892379,17.68046407,0.0052049,0.017273083,
HCFC1,0.943389415,0.28317563,122.8526883,0.000521229,0.002298071,
NIPAL4,-3.089416926,0.281297464,69.7897864,5.59E-29,1.91E-27,
CHCHD1,-1.21808046,0.297656883,56.50632706,1.84E-05,0.000111479,
MRPL52,-1.126807231,0.41022321,25.84920291,0.002710472,0.009827777,
SMPDL3A,-2.443466876,0.620145382,18.98514788,1.07E-05,6.77E-05,
EFEMP2,2.849385783,1.179519179,8.451091922,0.003201132,0.011352757,
WASHC2C,0.918152846,0.290569469,65.90510827,0.000981017,0.004005337,
MUS81,1.084181337,0.498220331,15.45833001,0.013769729,0.039187928,
CFL1,-1.951852282,0.151487799,181.6981737,1.22E-38,5.70E-37,
NAA16,2.020283808,0.483051161,35.78969827,7.04E-06,4.62E-05,
RPL38,-1.948310117,0.156963048,226.4339578,5.10E-36,2.23E-34,
OVOL1,-1.769348052,0.205469652,113.1865252,1.90E-18,3.99E-17,
RARG,-0.794431238,0.207992271,89.73843739,9.11E-05,0.000481335,
CES4A,-1.988867003,1.133782113,4.700533582,0.012109608,0.035203832,
CES2,-2.424206712,0.244143783,85.77389478,5.01E-24,1.37E-22,
KRT2,-5.939503688,0.647585475,34.22035085,1.87E-20,4.30E-19,
ZNF621,2.335335939,0.331747405,56.39028366,4.01E-13,5.98E-12,
DHCR7,-1.074682472,0.250860488,71.40158562,9.38E-06,6.01E-05,
LVRN,4.440067699,2.274359933,8.923181092,0.000427457,0.001925858,
OXSR1,0.671080743,0.1622608,162.5772244,2.71E-05,0.000159887,
PHF8,1.304573467,0.352397541,59.90712518,9.12E-05,0.000481893,
KAT5,0.652460683,0.241378866,101.4611336,0.005262892,0.017420942,
DCAKD,-1.059499143,0.472889822,19.073664,0.011781539,0.034402294,
RELA,1.052867554,0.209437245,116.0295087,2.73E-07,2.24E-06,
EVC2,2.567532266,0.644535817,16.83755694,1.21E-05,7.57E-05,
HECTD4,1.421473484,0.390057082,36.70089526,9.83E-05,0.000514655,
HPSE,-1.202283221,0.592914466,11.99819952,0.015961659,0.04437367,
COQ2,-1.288355611,0.564498805,14.63442721,0.00781279,0.024387356,
HSPA6,9.244098362,0.69894284,2945.550104,5.41E-38,2.49E-36,
TRMT112,-1.550596337,0.215413531,119.9343007,1.90E-13,2.92E-12,
KDM2A,0.585961177,0.215084717,100.9561231,0.005230132,0.017324971,
MRPL57,-1.605087767,0.497845331,21.24624465,0.000329494,0.001523799,
NOC3L,1.152246068,0.229073473,124.7399471,2.47E-07,2.04E-06,
RHOD,-2.048620199,0.126201134,332.6280338,6.21E-60,4.48E-58,
COMMD1,-1.05381083,0.428065867,21.96397484,0.006706434,0.021423332,
RAPH1,1.560282628,0.599186586,14.95511294,0.002723759,0.009864863,
PARP14,1.845640822,0.480055889,27.52137639,3.14E-05,0.000182921,
CKS1B,-1.063841437,0.475175752,17.398516,0.01175597,0.034334898,
LIPM,-3.095063596,0.403867741,46.7361213,2.18E-15,3.85E-14,
GPR137,0.870374802,0.378581968,44.06935325,0.013255494,0.037990825,
SNCG,-3.044216091,0.648935951,13.62050901,3.34E-07,2.71E-06,
MAP3K11,1.469992671,0.446508103,22.81234419,0.000331235,0.001529288,
TRIB1,1.828772126,0.180755309,216.7937703,1.47E-24,4.09E-23,
KCNK7,-3.887727308,0.941980286,8.772160036,4.53E-06,3.06E-05,
ARV1,-1.038202384,0.442883852,18.64483337,0.009252922,0.028069975,
NAA20,-1.290048911,0.219811302,104.1588328,1.78E-09,1.93E-08,
SAA1,-4.070431121,0.996728582,16.14906175,3.46E-06,2.39E-05,
ZNRD2,-1.05680042,0.489504929,19.74288958,0.014338888,0.040548494,
PEAK1,1.548175044,0.499512478,31.74920442,0.000649519,0.002793196,
TNFRSF10D,3.872870229,0.242610825,171.3818086,7.21E-58,5.08E-56,
MOB1B,1.586284195,0.387383699,35.80598181,1.34E-05,8.33E-05,
ZNF622,0.92164479,0.178787998,156.6153919,1.53E-07,1.31E-06,
NABP1,1.258106483,0.476281939,22.50503771,0.003364936,0.01185502,
CHD2,1.192552567,0.198055539,131.1841794,8.20E-10,9.17E-09,
LRFN4,3.880424597,0.742345374,20.32167937,2.75E-08,2.60E-07,
RCE1,1.321493574,0.355490412,42.07428683,8.03E-05,0.00042848,
UQCRH,-2.053615373,0.149935459,186.7677272,2.31E-43,1.19E-41,
PSMD1,-0.635148241,0.169972243,140.6701753,0.000146366,0.000734224,
TOMM20,-1.172664115,0.248591765,71.81965759,1.10E-06,8.19E-06,
AGFG1,0.962156219,0.259137599,66.16310709,0.000120376,0.000616625,
JUP,-2.474777917,0.091168834,858.0744688,4.02E-163,1.18E-160,
EIF1,0.421593185,0.076569,840.5207969,3.37E-08,3.13E-07,
PLK3,1.176796238,0.393503769,30.70458517,0.001241676,0.004953782,
NET1,-0.83559252,0.261475134,63.14155231,0.000915642,0.003768522,
PHC3,1.390295197,0.389372979,35.05565404,0.000132695,0.000672736,
CBX2,-4.236736397,3.694367458,1.945152857,0.005483376,0.018043014,
SPTBN2,-0.652558874,0.287362216,41.14006836,0.01737936,0.047492114,
ATP5MD,-1.285872855,0.149895641,223.4954811,3.87E-18,7.90E-17,
HOXB2,1.17038667,0.548910891,14.80301439,0.013814169,0.039290093,
RBM4,1.391875641,0.190584084,259.9480759,1.16E-13,1.80E-12,
KLHL15,1.73136555,0.606154741,29.23200667,0.001272131,0.005057387,
LEMD3,0.828125448,0.280401659,65.53733213,0.002099198,0.007825212,
FAM174A,-2.527860793,0.443450622,26.21138537,1.71E-09,1.86E-08,
NWD2,-2.295628531,0.647514825,12.48442669,6.15E-05,0.000337701,
ADCY6,1.488804281,0.348133469,43.6761274,6.53E-06,4.30E-05,
TNK1,1.068708238,0.509507977,15.66011603,0.016883945,0.046340183,
ZHX3,-1.441465967,0.591607609,11.35881702,0.004441939,0.015113878,
PHLDA3,-1.40325923,0.28771432,64.56961038,3.81E-07,3.06E-06,
GLIS1,-2.065154303,1.356097278,4.297459224,0.015923038,0.044319871,
EXO1,-4.482640167,2.951548814,2.017800311,0.002627073,0.009547962,
LIG4,0.680701992,0.223705476,92.99188406,0.001770316,0.006774921,
ATP2A2,0.552038826,0.160940961,202.9093276,0.000507725,0.002247148,
RPL4,-2.352589028,0.087421416,651.6107031,2.74E-160,7.41E-158,
MRPL11,-1.381028276,0.453678395,21.89650911,0.000788979,0.003306379,
IL20RB,-2.428152397,0.168088551,176.3240724,3.57E-48,2.03E-46,
GOLT1A,1.8370928,1.06973442,5.926617757,0.015562625,0.043448153,
AKIRIN1,1.017877538,0.13693409,302.2742432,6.06E-14,9.69E-13,
MSL2,1.396224195,0.42903804,29.46446104,0.000410481,0.001854828,
ZNF266,1.330338868,0.275540018,97.76172355,5.91E-07,4.61E-06,
B4GAT1,-2.132408642,0.940490382,5.865119857,0.003089063,0.011006731,
TMEM167A,-0.793454188,0.31708855,44.31620897,0.008140555,0.02525054,
SH3PXD2B,-1.127992024,0.425825086,20.30725496,0.003600291,0.012578232,
RESF1,1.653390748,0.357287772,53.50178948,1.16E-06,8.60E-06,
BRMS1,-1.449310664,0.280960102,50.93975514,8.51E-08,7.53E-07,
RPL15,-1.805096544,0.170820502,144.1054866,1.07E-26,3.35E-25,
SRP72,-0.802315082,0.239591965,68.9758122,0.000547232,0.002398159,
RIN1,-3.265961511,0.819917486,9.874198655,7.32E-06,4.78E-05,
