"","GSM283171","GSM283172","GSM283175","GSM283186","GSM283188","GSM283190","GSM283194","GSM283319","GSM283320","GSM283321","GSM283322","GSM283323","GSM283324","GSM283325","GSM283326","GSM283327","GSM283328","GSM283330","GSM283332","GSM283334","GSM283338","GSM283346","GSM283348","GSM283352","GSM283353","GSM283354","GSM283355","GSM283356","GSM283357","GSM283358","GSM283360","GSM283366","GSM283367","GSM283369","GSM283371","GSM283373","GSM283375","GSM283377","GSM283379","GSM283380","GSM283381","GSM283382","GSM283383","GSM283384","GSM283399","GSM283402","GSM283404","GSM283406","GSM283408","GSM283410","GSM283412","GSM283413"
"33228",-0.735244476117278,-0.983152418746898,1.21816153898254,1.72996175630914,1.87834461248161,1.94680580831729,1.77067656440524,-0.67552942424299,-0.711720364772862,-0.502717683212853,-0.908659399489579,-0.742482664223252,-0.766609957909833,-0.886040061658409,-0.594702990392944,-1.02356563567192,-0.899008482014947,-1.48349217157237,-0.886341652829492,-2.03781674402157,-1.14872597167106,-0.754244719895461,-0.903230758410098,0.340229639962071,0.053114845091757,-0.19569787105111,0.539581404047447,0.251260244492804,0.966634502299931,0.275387538179385,0.975983828603481,0.11614739984795,1.14095419918548,-0.140506686743056,1.24862224726185,-0.295524548679339,0.908125815109972,0.931649926454389,1.22932041231258,0.969952005181836,-0.728307879182386,1.75197791179814,-0.604052316696494,-0.919516681648541,-1.04286747062119,-0.851357076983949,-1.08629659925703,0.387579453821986,0.435834041195149,0.42407198552294,0.737123621106329,0.279911405745619
"42226",-0.538542042305844,-1.00750635991995,1.75136828917831,1.86923336013395,1.90722751241848,2.00124223960427,1.99708229592349,-1.24101786520149,-1.39549044054807,-0.846100545105399,-0.77593616168945,-1.8503109496475,-0.57320823964574,-0.382960148644392,-1.54996301589464,-0.713537006477638,-0.517464994323188,-0.543533974722789,-1.32255276134492,-0.549635225454611,-0.382405489486954,-0.554072498714117,-0.714923654371233,-0.0362981752454354,-0.223218311302153,0.0965426929610449,0.0718603604550391,0.00335995451140525,1.21223958814825,-0.443140667226451,1.0552710465932,-0.19437603511536,1.18367464154017,-0.435098109443595,1.3417525014101,-0.578200172062685,1.08494531151615,0.655916453237602,1.28018533493444,1.00562905200247,-0.578200172062685,1.80877551197317,-0.49333732097462,-0.335814120262134,-0.552963180399241,-0.598999890466622,-0.767616274327875,-0.0141118089479022,0.00197330661780945,0.0255463208089385,0.463172396027782,-0.106462558661384
"26036",-0.88037493284532,-1.04678128374421,1.44170683226944,1.51524259114286,1.4610416654215,1.51904616487769,1.59638549748593,-2.14094266146413,-1.06136164972773,-0.876571359110488,-0.661035514136691,-0.744714136302988,-0.851848129834082,-0.518718463558404,-1.29971893711052,-0.568164922111216,-0.777678442004863,-1.08037951840189,-0.6981203580513,-1.3577234365667,-0.482584513077503,-0.809057925317225,-0.814763285919472,0.183040890518047,-0.334879066374871,0.0347015148596105,0.324724012140529,-0.244227225694715,1.0404298032447,0.0553042059232823,1.40715770417805,0.156098909896323,1.48861757499903,-0.49304434084829,1.4968586514245,-0.192878980274487,1.39543001849566,0.816335917367528,1.48703275260952,1.43441664927768,-0.588767613174888,1.47974256961776,-0.584964039440056,-0.504138097574882,-0.772290045880518,-0.845508840276029,-0.935209787522477,0.0366033017270263,0.220759663388462,0.496518759163761,0.994786918426716,0.0844649378903255
"26031",-0.946654279662362,-1.30121562367398,1.37378904777467,1.6706184371546,1.75667172802071,1.78499306425512,1.69676120906329,-0.754123657376482,-0.764199517382957,-0.823565395258942,-0.973886333733915,-0.821386830933218,-0.81457881741533,-0.587463486458578,-0.69148993301191,-0.58855276862144,-0.84507871797547,-0.81212793254889,-0.879663426646342,-0.575209062126379,-0.799873508216691,-0.917515981805801,-1.11930550247601,-0.400651595527724,-0.22418788514406,-0.0357420709689134,0.248288252997385,0.285051525993981,1.15184780709151,0.0865298518123598,1.35717749479102,0.261631959492446,1.39775325535764,-0.26748685111783,1.43533348997638,-0.552334136706274,1.16818703953445,1.08376767191263,1.2743920504135,1.27847685852424,-0.849435846626918,1.50804307434743,-0.934127534789448,-0.941480189388767,-1.03978790458707,-1.26663091500311,-1.34914403883992,0.283962243831119,0.242297201101643,0.538037308318709,0.731929533308167,0.26135963895173
"42189",-0.916554842736195,-1.09835596866254,1.71642698102459,1.70597864045411,1.71762107708979,1.79314765321354,1.7623996795347,-0.713259987636297,-0.896255209627835,-0.748187297543328,-1.0144707200824,-2.03572137984268,-0.52011494909058,-0.720723088043783,-0.736843384923951,-0.616538206355289,-0.921331226996986,-0.305177657355005,-0.775352983026575,-0.78251755941776,-0.585193184643851,-0.861327899720804,-0.872373288323883,0.0724552232637469,-0.208157352057698,0.117532349724958,0.203805790435487,0.150668515534192,1.1590826425936,-0.0394912828485315,1.25311770772791,0.135443790702922,1.36387011777499,-0.234427465492045,1.47074171561018,-0.843117934726541,0.866827630636474,0.857274862114893,1.2558044238746,1.12027452047467,-0.87356738438908,1.58477788983655,-0.930286947485968,-0.668481385191386,-0.92909285142077,-0.998947471234832,-1.31180064031661,0.356351562764485,0.303512811879489,0.35366484661779,0.551586269424298,0.285302846885226
"12498",-0.972011170259679,-1.46708138291546,1.86995371740195,1.38903847866055,1.47609156823405,1.6215339252044,1.60773282563787,-1.1344394959273,-1.31385379029219,-0.911144782427803,-0.567178916308129,-0.851340017639506,-0.805336352417739,-1.01978420722075,-0.608936089355579,-0.762871430674569,-0.728191744584314,-0.991474259391966,-1.10400630201136,-0.917514520689278,-0.435537658904304,-0.892035567643377,-0.866910488945335,0.0864270041888227,-0.183932997576024,-0.27275545888882,0.00963627070325769,0.197189675068923,1.27402931560613,-0.0784784419138193,1.53341921258733,-0.0529994888679175,1.71991099390941,-0.577441272396062,1.2584588443003,-0.0898024210453311,1.15548140907312,1.11124711559065,1.30941675039211,1.26695182864894,-0.758624938500252,1.82501167522376,-0.535330225000752,-0.360870171505897,-0.679003210231809,-0.666263733708858,-1.26891174811401,0.208867528548295,0.196835800721064,0.14623176897712,0.623254389892058,-0.0126578132119062
"39486",-0.997505783518844,-1.03177592086673,1.85119938352423,1.99684746725275,1.91759777463576,2.05406635728896,2.06263389162593,-0.54036662996757,-0.441228018354041,-0.737419919717918,-0.681118979789247,-1.0935845614406,-0.967825396708621,-0.429294666956116,-1.18599153893222,-0.408487797852042,-1.43995773534959,-0.446429735630059,-0.372075776919912,-0.390740762439743,-0.659700143946818,-0.746293437424068,-0.914890273840903,0.0269265364876252,-0.299863701794008,0.00948548444450425,-0.0443675885307461,-0.0455915220074564,1.15600516875282,-0.477028072547815,0.90020307212038,-0.275996998998159,1.29828743542038,-0.556889731903158,1.53909634696312,-0.767406289897319,1.05992639083107,0.700395932047433,1.39864998051062,0.994751933196246,-0.86134318423483,1.98889189965414,-0.610130838140053,-0.579532501222298,-0.65572236014751,-0.840536315130756,-0.786989225524683,-0.256414063370795,-0.223061876130441,-0.0807796094628758,0.298945751686476,-0.407569847744509
"29586",-1.1643127362061,-1.24741000510821,1.3602128809916,1.5220741256322,1.39615372428975,1.56846585244258,1.57228934641047,-1.05649020631165,-1.00627498553339,-1.12480329853792,-1.03915703365722,-0.840080447729176,-0.782728038210851,-0.772022255100764,-1.10645052749206,-0.777884945851526,-1.3343307679782,-0.789355427755191,-1.43705530591546,-0.750100889684872,-0.795473018103812,-1.13423458365871,-0.928785507784183,0.18538063445846,0.167282763010455,0.104067662741369,0.61590605524268,0.457103605776387,1.25570404586932,0.42677055363114,1.25417464828216,0.376300433255014,1.33548761999925,0.113244048264301,1.27966460806808,-0.442437075068795,1.1195876606125,0.859335171198233,1.20344962830818,0.911334689161514,-0.801335708854574,1.42495737884784,-0.640494062605407,-0.689179885796518,-0.975941933388139,-1.05445100952878,-1.05980390108382,0.487691557519493,0.534847983123448,0.74615974974874,0.914138584737965,0.558808545322215
"19685",-1.04503678771742,-1.21722550146675,1.36630945309114,1.60962724695778,1.60681025368581,1.70364439740987,1.68286907202907,-0.21578439328048,-0.620022927808551,-0.925314573658584,-0.895384020143875,-0.05627214925503,-0.735871776118425,-0.444665096628255,-0.120710870351404,-0.482342381640889,-0.119654497874414,-0.890102157758926,-0.972851335123122,-0.411565425682577,-0.456989442193135,-1.03341669047053,-1.27919935345014,-0.0675401223429205,-0.480581760845906,-0.0407786862591806,-0.124936360259363,0.0472523534899638,1.43849490568544,-0.137612829983239,1.31630782251363,0.0708446721427346,1.33849164453041,-0.645375867256305,1.59026041821297,-0.24254582936422,1.5973029013929,1.24271387328335,1.55434375399532,1.4015218689908,-1.06123449903126,1.75751939373634,-0.848903631156326,-0.879538432989029,-1.15560377364235,-1.14539217303144,-1.23377533693959,-0.373888140669943,-0.102400414083582,-0.142894692368188,-0.162613645271997,-0.55628845503017
"39488",-1.05339400260136,-1.33510771341365,1.4125947830133,1.54059828472763,1.49846048602664,1.6823827017404,1.68874312418584,-0.923535377673773,-0.88484280779739,-0.971503563616412,-0.801892298404872,-1.06425972427897,-1.07327032274334,-0.759224464500094,-1.3064858124092,-0.640761596453909,-1.42494868045539,-0.783606083874253,-0.940496504194927,-0.694030134434408,-0.919030078441591,-0.760814570111452,-1.03934806970103,0.157206402846009,0.093072143187895,0.160386614068725,0.439450148862087,0.416658635099286,1.09324857273219,0.486623281999046,0.938213275624772,0.491393598833121,1.26365489074941,0.0602099605531591,1.31559834072045,-0.639966543648229,0.98088110952955,0.642983667115935,1.21621674001056,0.919927061094153,-1.02689224241206,1.62778907575044,-0.859401118015659,-0.886962948612535,-0.808517738452197,-0.998270341407608,-1.07035512912251,0.527966027894359,0.805704474678256,0.787418260147637,0.926022465937692,0.493513739648265
