baseMean,log2FoldChange,lfcSE,pvalue,padj,diffexpressed,delabel
48.461457,-0.257214279,0.214651795,0.162512811,0.366947287,NO,NA
1.869767797,0.057076028,0.422830172,0.209540223,NA,NO,NA
134.8516073,0.301907743,0.228626076,0.12116162,0.309878253,NO,NA
0.954732715,-0.063083424,0.403190955,0.639100252,NA,NO,NA
137.8881541,0.011263666,0.32632426,0.954410615,0.97781085,NO,NA
0.764556238,0.041016109,0.419957411,0.498647041,NA,NO,NA
0.477059729,0.027785724,0.420957796,0.672968292,NA,NO,NA
17.46501112,-0.109093432,0.329395615,0.605831177,0.77953039,NO,NA
1.242744623,0.117454878,0.422152746,0.320294546,NA,NO,NA
0.225206467,0.014599751,0.42056289,0.877761558,NA,NO,NA
6.455896019,0.216865205,0.394264877,0.300840182,0.525636327,NO,NA
0.65991706,0.008728886,0.418801847,0.848137529,NA,NO,NA
5.66009524,-0.197835015,0.405542478,0.303612906,0.528363219,NO,NA
11.08262319,0.03077918,0.321224564,0.880231144,0.942615048,NO,NA
11.1893344,-0.329689593,0.384116214,0.172262411,0.379842827,NO,NA
3.296112614,-0.030978358,0.420637944,0.092452672,0.268851476,NO,NA
18.11981717,-0.004435058,0.301508467,0.9813539,0.991960972,NO,NA
2.335515563,-0.215856608,0.468242175,0.116641859,NA,NO,NA
36.90984427,0.236479965,0.445340716,0.216301195,0.437105044,NO,NA
1.198753939,0.093939893,0.427925829,0.33828534,NA,NO,NA
6.934977753,0.241422436,0.479070746,0.13756536,0.333719122,NO,NA
9.451687761,0.98055907,0.583952174,0.009934297,0.075905947,NO,NA
42.07722083,-0.39210301,0.266053855,0.069673373,0.227002584,NO,NA
0.849241581,0.047584207,0.418825066,0.456258853,NA,NO,NA
7.378870554,0.147999642,0.404192325,0.408789832,0.627770727,NO,NA
65.26473127,0.125279202,0.180338698,0.445634957,0.659426789,NO,NA
3.824513959,0.048861454,0.423323968,0.133180564,0.327393876,NO,NA
5.27956178,0.099018546,0.434107613,0.021789274,0.11650046,NO,NA
23.25870762,0.040870036,0.423288062,0.017281349,0.101963545,NO,NA
2.930639597,0.022668257,0.387306695,0.877440772,NA,NO,NA
11.37120061,-0.165631569,0.288798705,0.43328255,0.647966745,NO,NA
3.859678098,0.002627418,0.415423668,0.99345566,0.997271045,NO,NA
1.318657099,0.102636367,0.427937512,0.208813927,NA,NO,NA
2.003430782,0.053256393,0.423003854,0.184405805,NA,NO,NA
17.34844893,0.598137151,0.423094658,0.035487939,0.155256251,NO,NA
1.146349209,0.103827846,0.423566246,0.392445924,NA,NO,NA
5.529851137,1.759758316,1.123828927,0.003624182,0.042205751,UP,NA
18.20495526,-0.287170038,0.272088739,0.180090078,0.391362254,NO,NA
38.83529679,0.058973919,0.33355047,0.781614122,0.888401659,NO,NA
30.50366466,-0.449592229,0.407531413,0.072771351,0.232747306,NO,NA
31.95423367,0.280940621,0.221229819,0.136667123,0.332518311,NO,NA
0.216355152,-0.004264362,0.420753869,0.955562246,NA,NO,NA
0.492344472,0.026703593,0.419953798,0.646071775,NA,NO,NA
3.733944058,2.112869592,1.207660224,0.002555988,0.033858073,UP,NA
0.792905358,0.032753935,0.410455428,0.809345837,NA,NO,NA
0.800012369,0.040918118,0.418267201,0.521770637,NA,NO,NA
55.99640462,-0.074216894,0.356593974,0.657446919,0.813124165,NO,NA
4.185718074,-3.562747545,0.968389557,8.76E-06,0.000636336,DOWN,NA
5.009121485,-0.188780661,0.369682567,0.377825514,0.600014299,NO,NA
1.382548853,0.050854755,0.421588767,0.295982365,NA,NO,NA
15.95525024,0.723367729,0.36117734,0.007997176,0.067251147,NO,NA
12.18797649,0.110132246,0.439690865,0.016174562,0.098126029,NO,NA
29.13117383,-0.116180708,0.371097857,0.508453916,0.708898994,NO,NA
9.741281871,2.138204773,1.078777306,0.002042925,0.029231259,UP,NA
46.90465612,-0.295502902,0.321514304,0.194817989,0.410675315,NO,NA
4.351530513,-0.079448299,0.355839441,0.696637669,0.838144199,NO,NA
64.66607931,-0.072429743,0.198437176,0.679712583,0.827988185,NO,NA
0.265519472,0.004947219,0.42026844,0.936859855,NA,NO,NA
4.03655637,0.228959417,0.408221249,0.274730232,0.498984428,NO,NA
36.23219819,-0.329311636,0.443383057,0.140652294,0.337513889,NO,NA
0.40148443,0.00847896,0.419493848,0.953252353,NA,NO,NA
18.69745515,0.282973644,0.456558987,0.180645287,0.391918744,NO,NA
8.852907194,-0.728468654,0.45196393,0.017392646,0.102183749,NO,NA
33.00187864,0.043435141,0.423715953,0.006228962,0.058601997,NO,NA
3.002262702,-0.256172306,0.514425694,0.034627755,NA,NO,NA
0.426019978,-0.023178436,0.421052134,0.524238157,NA,NO,NA
21.26262927,0.04575562,0.423958609,0.016580019,0.099647744,NO,NA
92.90931111,0.141269709,0.274511205,0.512338057,0.712332403,NO,NA
5.332769153,-0.009625978,0.334554977,0.961140105,0.981474473,NO,NA
0.804508024,-0.123807947,0.428364592,0.284835068,NA,NO,NA
0.802450885,0.039750219,0.418598131,0.541203297,NA,NO,NA
1.292315657,0.056913201,0.422765659,0.239288335,NA,NO,NA
147.8292269,0.069583933,0.408484405,0.521074826,0.718347196,NO,NA
1.607521562,0.015027066,0.420901102,0.618191326,NA,NO,NA
8.944087366,0.846514688,0.759698749,0.021425429,0.115356841,NO,NA
6.085719191,-0.001588331,0.324352239,0.995113089,0.998045745,NO,NA
72.82309456,0.547313774,0.693782771,0.015556932,0.096551749,NO,NA
129.5229721,-0.170674263,0.340825842,0.395335584,0.615646436,NO,NA
1.072336126,0.029814641,0.417962306,0.636588908,NA,NO,NA
0.432387055,-0.03999856,0.422487107,0.513286481,NA,NO,NA
23.7594163,0.195104962,0.254692062,0.346899628,0.571765348,NO,NA
20.11318755,0.353232141,0.455014531,0.139276314,0.336048368,NO,NA
4.603267147,-0.801250887,0.704899547,0.023775321,0.122030472,NO,NA
0.53549254,0.038689048,0.417082646,0.656380639,NA,NO,NA
15.86294829,-0.601431523,0.329602192,0.018122453,0.104407681,NO,NA
8.9784824,0.035619183,0.420850801,0.252373494,0.476214959,NO,NA
8.925102863,-0.932581134,0.48503578,0.006612022,0.060703498,NO,NA
2.304988239,0.023346022,0.371648267,0.897142694,NA,NO,NA
6.25699701,-0.110817048,0.330385277,0.600906409,0.776339627,NO,NA
0.969404114,-0.026836176,0.406799867,0.975637417,NA,NO,NA
2.64056102,0.075398884,0.426534508,0.09735039,NA,NO,NA
1.342985693,0.058208616,0.423014728,0.216039208,NA,NO,NA
46.29030351,0.132200113,0.394153281,0.397420088,0.617006155,NO,NA
2.183893503,-0.111837511,0.389726224,0.526396099,NA,NO,NA
0.48854397,-0.003985345,0.419304428,0.97150777,NA,NO,NA
0.619957422,0.049573298,0.41714328,0.604690417,NA,NO,NA
1.115305381,0.112895923,0.419546531,0.354991716,NA,NO,NA
3.647387675,0.050172752,0.423580014,0.112689984,0.29765065,NO,NA
3.247745426,0.052689963,0.423972964,0.108727621,NA,NO,NA
8.332715766,0.034416694,0.311576177,0.866918585,0.935307856,NO,NA
2.224444819,0.144964335,0.443945282,0.067224699,NA,NO,NA
2.962523998,-0.543845338,0.687174087,0.055336324,NA,NO,NA
0.430385012,-0.004507652,0.420377663,0.934531101,NA,NO,NA
10.93939713,-0.299127156,0.326060183,0.195976961,0.411704206,NO,NA
27.41419373,0.731100707,0.414526734,0.010360785,0.077372755,NO,NA
0.700946895,0.058933656,0.414877034,0.660560043,NA,NO,NA
1.698106742,0.056008096,0.423365269,0.177743676,NA,NO,NA
21.20696085,0.193711659,0.468677763,0.030649144,0.143245459,NO,NA
30.00213846,0.038350684,0.422964091,0.0141245,0.091900603,NO,NA
0.886071143,0.055193474,0.420167518,0.35019444,NA,NO,NA
30.42918621,0.124700026,0.423579467,0.271976886,0.496492933,NO,NA
4.956220139,0.048960348,0.336575699,0.815115149,0.907549457,NO,NA
79.45652024,-0.198109969,0.25400934,0.341296865,0.566455275,NO,NA
0.632553478,0.08488339,0.420612624,0.458647086,NA,NO,NA
6.23448742,-0.944407946,0.610467177,0.012519767,0.086175535,NO,NA
8.881982649,0.026478322,0.380352359,0.871499998,0.937986748,NO,NA
4.509079573,0.247397291,0.459454911,0.195803533,0.411704206,NO,NA
21.40191494,0.148521398,0.427505829,0.274410547,0.498505506,NO,NA
0.930970121,0.029398658,0.417097144,0.653083535,NA,NO,NA
10.75480761,-0.639519177,0.387493588,0.022014374,0.117081735,NO,NA
35.7822834,0.206209188,0.296836942,0.345981948,0.570658585,NO,NA
0.666443344,0.030121353,0.416636813,0.771562978,NA,NO,NA
122.5531977,0.163633945,0.448845961,0.098186388,0.277301686,NO,NA
1.621484157,0.018168297,0.405883015,0.860597428,NA,NO,NA
49.10662734,-0.097743048,0.393114667,0.496793516,0.699436495,NO,NA
4.30324346,0.075293774,0.428782209,0.031915551,0.146654015,NO,NA
0.488170489,0.026960672,0.41722267,0.762323621,NA,NO,NA
83.15941293,0.211760781,0.272931274,0.297029403,0.521766358,NO,NA
2666.532883,-0.014023144,0.373151406,0.910034141,0.956014659,NO,NA
54.66871085,0.050769286,0.424943597,0.00252202,0.033587557,DOWN,NA
41.54135776,1.853951846,0.514243292,9.25E-06,0.000661233,UP,NA
1.243922104,0.048685466,0.420606496,0.334780219,NA,NO,NA
2.372910636,0.620455102,1.015144028,0.025570214,NA,NO,NA
18.79818385,-0.161840124,0.296595963,0.456926008,0.669019069,NO,NA
0.588465026,-0.073278845,0.423898543,0.402858872,NA,NO,NA
10.44403279,-0.398927421,0.439550465,0.119265844,0.306978687,NO,NA
0.993091458,0.104563356,0.436598072,0.196757642,NA,NO,NA
288.0052839,-0.06802307,0.383982527,0.635361524,0.799043948,NO,NA
1.587751804,0.023237501,0.389618699,0.878227503,NA,NO,NA
3.193898509,0.029830395,0.369796206,0.867383054,NA,NO,NA
116.6205501,0.051545743,0.40957651,0.570045278,0.75509492,NO,NA
16.48575707,0.001011139,0.418808024,0.923400378,0.961253693,NO,NA
1.017355075,0.017414692,0.397127736,0.882722588,NA,NO,NA
2.356128593,0.158086109,0.431522118,0.225632045,NA,NO,NA
19.1587432,-0.139241134,0.314656794,0.524569833,0.720789319,NO,NA
7.848600598,0.574186266,0.608386491,0.038345192,0.162986868,NO,NA
24.73146457,0.021923616,0.286446664,0.917262383,0.958654445,NO,NA
11.30779313,-0.932041145,0.474286293,0.006472625,0.059925691,NO,NA
35.98135816,-0.398715383,0.219603464,0.03448362,0.15286803,NO,NA
0.361498745,0.000678971,0.419772552,0.864683742,NA,NO,NA
19.09094637,-0.235066479,0.281755741,0.269131042,0.493853763,NO,NA
271.2017996,1.935544083,1.29876136,0.002873675,0.036206088,UP,NA
0.553265551,-0.011188933,0.418144637,0.879728603,NA,NO,NA
38.59538353,0.090448895,0.399445882,0.470920293,0.680368492,NO,NA
7.471222857,-0.197585387,0.349826746,0.374740206,0.597082409,NO,NA
84.91871517,-0.443574851,0.227222873,0.022607888,0.11836107,NO,NA
4.49981202,-0.531331742,0.553170229,0.064702467,0.21741492,NO,NA
3.028301724,0.06035484,0.413048462,0.474463085,NA,NO,NA
81.12219374,0.349093999,0.374076417,0.128173358,0.320096636,NO,NA
12.94176786,-0.168860615,0.364903932,0.419963645,0.637259958,NO,NA
85.35382154,0.163382161,0.465314293,0.002421148,0.032940079,UP,NA
1.030919526,0.025099981,0.41392715,0.705480322,NA,NO,NA
3.128073755,0.169582975,0.46774648,0.0357877,NA,NO,NA
2.622582059,0.32280821,0.507420185,0.121753248,NA,NO,NA
12.16806092,0.311915852,0.437829845,0.184833728,0.397836652,NO,NA
62.62311633,0.255703868,0.389266756,0.253357216,0.477388414,NO,NA
458.8657139,-0.115243927,0.425865256,0.160815778,0.363992514,NO,NA
1.735801955,0.19792997,0.458873833,0.143121659,NA,NO,NA
0.754576741,-0.057321947,0.408727054,0.607401826,NA,NO,NA
5.976620831,0.466446571,0.548789946,0.075384246,0.237789477,NO,NA
0.983910582,0.054965989,0.420950094,0.353817113,NA,NO,NA
7.411565827,0.048206824,0.424087029,0.044719697,0.177225516,NO,NA
5.866880106,-0.293986058,0.479051852,0.135575869,0.330795002,NO,NA
0.301501824,-0.004077023,0.420447049,0.9154138,NA,NO,NA
11.23767873,0.075396365,0.429094156,0.130750276,0.323548175,NO,NA
139.9862862,-0.166689128,0.429207545,0.214421797,0.435098256,NO,NA
9.666917367,0.353270131,0.576733806,0.028904207,0.138515652,NO,NA
29.69209719,1.469545462,1.052088842,0.00649992,0.059990089,NO,NA
0.493519496,0.021888329,0.418108949,0.89153018,NA,NO,NA
11.97179443,1.496523518,1.074824069,0.006431271,0.05975626,NO,NA
10.00651881,1.083903183,0.637231901,0.007318095,0.064280517,NO,NA
4.286861099,0.077985527,0.369510832,0.673610961,0.823693557,NO,NA
0.356513275,0.000978813,0.420039667,0.867960416,NA,NO,NA
0.599692215,0.009768339,0.417379069,0.96340354,NA,NO,NA
21.86009277,0.16808889,0.278068284,0.41652139,0.634288162,NO,NA
0.404446226,0.0276086,0.419888838,0.723043141,NA,NO,NA
5.481767124,0.173873411,0.348379378,0.427084077,0.64333167,NO,NA
129.7119026,0.257343363,0.27422176,0.216659684,0.437534798,NO,NA
3.479725912,0.051808288,0.423966129,0.10967614,0.293983309,NO,NA
16.05869354,0.021892065,0.381811248,0.876891615,0.941001768,NO,NA
5.406335881,0.413507015,0.586608374,0.069342265,0.226281708,NO,NA
6.270269826,0.057552569,0.387731924,0.699149599,0.839673932,NO,NA
0.735684947,0.107994522,0.430992133,0.355858183,NA,NO,NA
6.070991086,0.247550739,0.512673484,0.004369436,0.047031675,UP,NA
28.61203828,-0.008873928,0.419358588,0.543651202,0.735728926,NO,NA
9.168682967,0.351800324,0.370801266,0.14944513,0.349832445,NO,NA
7.438327502,0.035497798,0.347314381,0.860825624,0.932714819,NO,NA
0.710320763,0.046428797,0.418531158,0.484963124,NA,NO,NA
28.92871175,0.12027649,0.391151652,0.452821802,0.665767682,NO,NA
13.43778332,0.272491041,0.54435131,0.000958304,0.017993017,UP,NA
0.789953713,0.031155816,0.421482926,0.626313348,NA,NO,NA
0.54517246,0.026008532,0.415838048,0.827581108,NA,NO,NA
69.82758757,0.072259402,0.422428257,0.225315543,0.447415226,NO,NA
11.49277722,0.125334398,0.412865452,0.384384878,0.605879125,NO,NA
5.865641806,-0.392214433,0.530557315,0.088471517,0.261534922,NO,NA
6.217757445,0.182938371,0.46571918,0.015968621,0.097558381,NO,NA
4.80284678,-0.107545364,0.343622324,0.600115514,0.775795521,NO,NA
0.349908975,-0.002201209,0.4200041,0.984772081,NA,NO,NA
124.8207672,2.433168111,1.665922336,0.001386479,0.022646407,UP,NA
26.471619,2.438888908,0.853993881,8.59E-06,0.000636336,UP,NA
2.857973954,0.119136774,0.439237498,0.193008806,NA,NO,NA
0.488656829,-0.062645378,0.420221676,0.558628306,NA,NO,NA
1.830565855,0.062719321,0.423623722,0.180837558,NA,NO,NA
6.153249036,-0.167990454,0.442370929,0.187911798,0.402013821,NO,NA
52.82962967,-0.168061875,0.382656002,0.406180597,0.625238918,NO,NA
1.862341771,-0.098841982,0.422682696,0.202603048,NA,NO,NA
1.528490048,-0.054820393,0.389873055,0.718969441,NA,NO,NA
3.256140516,0.072113119,0.425834562,0.096255672,0.275094334,NO,NA
27.80566244,-0.369235419,0.257675492,0.083002045,0.252367368,NO,NA
0.666341531,0.025194003,0.414626042,0.820320103,NA,NO,NA
3.475093298,0.016604283,0.412705425,0.782889587,0.889317311,NO,NA
3.534931747,0.166224203,0.406935248,0.366976515,0.590581583,NO,NA
45.56714355,1.152895327,0.696834843,0.005953413,0.057063758,NO,NA
5.116723146,0.129781717,0.40233049,0.39381437,0.614182556,NO,NA
53.29320151,-0.003417189,0.343727572,0.974369548,0.988649908,NO,NA
8.3065474,-0.060602587,0.306682923,0.76956728,0.881368546,NO,NA
0.265398531,0.00745532,0.420445922,0.800360264,NA,NO,NA
4.753664462,-0.043395585,0.348586635,0.827933902,0.915121668,NO,NA
66.57198997,0.593417409,0.845408046,0.029063861,0.138975201,NO,NA
120.5127087,0.342232494,0.547268472,0.074013434,0.235298527,NO,NA
446.1801343,0.219796139,0.507886088,3.84E-11,2.79E-08,UP,NA
5.266656545,-0.130206608,0.388949288,0.470713096,0.680219433,NO,NA
16.86652357,-0.179857359,0.276372544,0.398643343,0.618147693,NO,NA
1.157715929,0.026032426,0.417499324,0.724106235,NA,NO,NA
8.751580055,0.124336629,0.445739211,0.029419813,0.140113735,NO,NA
2.864160706,-0.36365992,0.512620141,0.11368682,NA,NO,NA
0.739975192,0.092981135,0.42280149,0.410800264,NA,NO,NA
77.62073719,-0.022861551,0.40615572,0.786784003,0.89133413,NO,NA
0.841796987,0.029720267,0.417067601,0.733561144,NA,NO,NA
22.79459432,-0.401696944,0.338036876,0.096780806,0.27561708,NO,NA
88.70330192,-0.883623112,0.200059515,2.14E-06,0.00025722,DOWN,NA
2.00825905,0.031383316,0.419361185,0.528293718,NA,NO,NA
13.2253466,0.40156187,0.710715709,0.014604285,0.093032068,NO,NA
40.95884948,0.204488545,0.211037119,0.265733255,0.490440235,NO,NA
6.932565165,-0.078355657,0.388089075,0.61046594,0.7823296,NO,NA
0.66734029,0.032415012,0.416919469,0.729338261,NA,NO,NA
1.611522873,-2.4034712,1.569067184,0.004365793,NA,NO,NA
7.600919102,-0.191873733,0.393561725,0.337068506,0.562498414,NO,NA
0.294754,0.001221613,0.419952579,0.943575717,NA,NO,NA
450.1842218,0.104459088,0.392642628,0.447175773,0.660511042,NO,NA
0.491331323,0.041595755,0.418778461,0.579136891,NA,NO,NA
15.75779668,-0.215022583,0.281717895,0.31867387,0.54294123,NO,NA
8.973702565,-0.049757036,0.401369781,0.66157015,0.8160738,NO,NA
41.47593483,0.648425052,0.643292561,0.037237467,0.160405665,NO,NA
21.48766504,-0.18822012,0.346943516,0.373077557,0.595812466,NO,NA
51.19405415,-0.177581918,0.267541898,0.383447974,0.605103775,NO,NA
209.9329143,1.11227597,0.423812263,0.000839863,0.016393615,UP,NA
0.791292489,-0.19356764,0.472490178,0.081462945,NA,NO,NA
102.2492281,-0.129395165,0.271766114,0.523057295,0.720086075,NO,NA
4.166009442,-0.569156703,0.592582334,0.05271115,0.194020944,NO,NA
0.850071759,0.104437505,0.422653771,0.395968177,NA,NO,NA
1.153546843,0.042154227,0.4197842,0.384825077,NA,NO,NA
16.63030076,0.413153778,0.421646029,0.105639342,0.287843384,NO,NA
3.14677428,0.162016614,0.404159696,0.387297577,NA,NO,NA
22.28691562,0.0257076,0.36033745,0.895970044,0.949549418,NO,NA
3.056981771,0.137275217,0.438697938,0.089477125,NA,NO,NA
7.258859868,-0.291626324,0.381758694,0.206482463,0.425658519,NO,NA
0.708480298,-0.113773168,0.429240899,0.300983501,NA,NO,NA
24.50406572,-0.302036679,0.312023268,0.175605039,0.384426298,NO,NA
3.317052405,0.025240222,0.40231612,0.81188187,0.905836844,NO,NA
128.9779228,-0.02102593,0.333428913,0.93257129,0.966206735,NO,NA
1.15372541,0.027380635,0.400126727,0.834988117,NA,NO,NA
12.57552494,0.944199053,1.366494587,0.002626175,0.034140276,UP,NA
22.91512081,0.044506166,0.318178367,0.828904258,0.91532018,NO,NA
11.47942006,-0.311005976,0.387379019,0.180010448,0.391254219,NO,NA
3.344488357,0.030682587,0.417037026,0.572363979,0.756174979,NO,NA
84.89786702,0.198752281,0.467990651,0.048831369,0.186551548,NO,NA
7.241469119,0.057248574,0.425543641,0.032674538,0.148322668,NO,NA
0.937491726,0.084907588,0.423769265,0.343136756,NA,NO,NA
42.89586317,-0.293876327,0.199116765,0.096923303,0.27561708,NO,NA
0.579941963,0.00192974,0.411351168,0.968516712,NA,NO,NA
6.046663593,0.536543911,0.782947328,0.039729977,0.16547409,NO,NA
6.977563195,0.126498022,0.329392904,0.556232585,0.74548163,NO,NA
150.2076246,1.173281022,3.524725342,0.00558158,0.05488414,NO,NA
5.031549412,0.056050434,0.337225516,0.780257354,0.887399398,NO,NA
17.75985622,-0.639574221,0.360404639,0.017585106,0.102622943,NO,NA
1.601267416,0.050959038,0.422208471,0.23319421,NA,NO,NA
145.5449396,0.14118744,0.354075288,0.448532742,0.661671735,NO,NA
26.33371056,0.246762493,0.391616536,0.270612067,0.495056676,NO,NA
1.142167578,-0.022619306,0.404235672,0.854746222,NA,NO,NA
0.220865787,0.010771005,0.420472737,0.877230413,NA,NO,NA
1.299058915,0.166786846,0.446672785,0.244869685,NA,NO,NA
0.270173213,-0.008497771,0.420774803,0.641396744,NA,NO,NA
4.50279096,0.006275773,0.343024351,0.973568754,0.988074823,NO,NA
22.74900812,-0.22073502,0.293520713,0.309758852,0.534918304,NO,NA
55.40185541,0.104013974,0.411539447,0.370544377,0.593672938,NO,NA
2.668442958,-0.15289305,0.422984638,0.316336907,NA,NO,NA
5.379008146,-0.10398169,0.347691755,0.60669728,0.779906754,NO,NA
22.94232215,0.226509804,0.357719527,0.311969822,0.536790294,NO,NA
16.1759694,-0.579785875,0.326106341,0.020677406,0.113051468,NO,NA
10.12174843,-0.036007522,0.321490214,0.85682684,0.930850757,NO,NA
12.3949979,0.014145464,0.280444015,0.945284344,0.973496232,NO,NA
35.29578994,-0.072016411,0.215252774,0.693147701,0.835636581,NO,NA
56.77458319,0.525134457,0.282820436,0.020866619,0.113722537,NO,NA
7.180863223,-0.252806168,0.34796657,0.268009102,0.492486024,NO,NA
5.528689496,0.078678043,0.424400568,0.276167099,0.500583966,NO,NA
8.330106898,0.332664592,0.533370512,0.106359581,0.288498825,NO,NA
0.754508287,0.027184362,0.416652561,0.819674293,NA,NO,NA
0.249418332,0.00533756,0.420229676,0.973956186,NA,NO,NA
9.993536652,0.111007563,0.439371157,0.007339636,0.064334958,NO,NA
12.12313073,0.200339144,0.437395733,0.243262537,0.467027561,NO,NA
7.044314931,0.217649565,0.35007882,0.332141657,0.556725552,NO,NA
15.96735211,0.116172822,0.423806352,0.238082868,0.46132385,NO,NA
1.988289937,0.01270315,0.394283859,0.915175389,NA,NO,NA
15.96645122,0.21417378,0.491403746,0.004387667,0.047111585,UP,NA
95.87040249,0.588984916,0.600561849,0.019962353,0.111008297,NO,NA
1.204993902,0.043867053,0.420388859,0.369176305,NA,NO,NA
25.04951591,0.107350972,0.392878717,0.536753322,0.730333709,NO,NA
10.39390453,0.056645428,0.286097091,0.786196068,0.890963726,NO,NA
9.362315314,0.462793363,0.3991578,0.071022839,0.229887286,NO,NA
4.262849964,-0.805777574,0.74116886,0.025609278,0.12834122,NO,NA
129.2371959,-0.132084105,0.177938859,0.420532754,0.637767091,NO,NA
96.49452181,0.05300825,0.372036049,0.726838232,0.855511691,NO,NA
13.52470578,-0.347320208,0.382691372,0.157531144,0.359482167,NO,NA
0.249451306,0.001790315,0.420552767,0.931101553,NA,NO,NA
42.0079415,0.319311896,0.436188346,0.176057112,0.384900521,NO,NA
28.38715492,0.04646095,0.424161292,0.007382182,0.06441061,NO,NA
0.493094766,-0.063981087,0.422075622,0.439340047,NA,NO,NA
3.960903208,-0.110980568,0.358690844,0.58153704,0.762669616,NO,NA
76.57261052,-0.269483116,0.295921788,0.222664759,0.444717427,NO,NA
4.083125718,0.070434156,0.412976569,0.429913595,0.645771553,NO,NA
1.185201601,0.12945913,0.436440586,0.164970292,NA,NO,NA
1.582035764,0.10419559,0.428730232,0.177772747,NA,NO,NA
0.220076686,-0.011741428,0.420778943,0.857080913,NA,NO,NA
5.625711924,0.733246238,0.598688756,0.027087057,0.133243067,NO,NA
0.301193136,-0.010578254,0.420507569,0.865949013,NA,NO,NA
69.02481073,-0.23000504,0.265938564,0.256409289,0.481383963,NO,NA
0.46263873,0.049433059,0.422490906,0.634074178,NA,NO,NA
14.96300346,-0.045868184,0.401037001,0.666134682,0.81906851,NO,NA
2.142084031,-0.163189753,0.424955152,0.303108177,NA,NO,NA
26.96570552,0.475133772,0.273182177,0.031534924,0.145528584,NO,NA
0.346144152,0.003475736,0.418418356,0.993012806,NA,NO,NA
5.233562387,0.238896986,0.469029582,0.174173555,0.382534564,NO,NA
40.36089363,0.071942092,0.427652192,0.055939225,0.2002116,NO,NA
12.83359502,-0.319099309,0.436643408,0.146912025,0.346356445,NO,NA
6.483867064,0.003288666,0.314623904,0.982326853,0.99210747,NO,NA
0.577098048,-0.015572245,0.411920693,0.885964244,NA,NO,NA
1.605407569,-0.119569707,0.405889333,0.450838214,NA,NO,NA
0.663753869,0.051369963,0.415901711,0.590510923,NA,NO,NA
106.2156868,0.566645522,0.538568238,0.050265095,0.189115914,NO,NA
6.466022186,0.110584444,0.421011705,0.273984472,0.49800819,NO,NA
2.507062307,-0.008112642,0.376315243,0.958111564,NA,NO,NA
12.09451293,0.27336766,0.428463404,0.2105794,0.430373089,NO,NA
3.87081483,-0.285998305,0.415814761,0.212268517,0.432810675,NO,NA
9.489995664,-0.690196937,0.434512869,0.019945101,0.111008297,NO,NA
8.589229521,0.596346024,0.520550757,0.04706894,0.182282379,NO,NA
6.155562684,0.052453233,0.403256572,0.640691452,0.801563905,NO,NA
8.198991864,0.00338569,0.410631241,0.942621061,0.972469723,NO,NA
9.273073404,-0.123426074,0.330242538,0.56931909,0.75455204,NO,NA
4.635015593,-0.088079534,0.382167388,0.590705684,0.768878753,NO,NA
13.7404134,0.081564733,0.42936963,0.044311405,0.176176035,NO,NA
5.537274059,-0.116429621,0.336773129,0.574872823,0.758187452,NO,NA
1.994519549,0.002795912,0.37919324,0.990377011,NA,NO,NA
110.7875256,-0.002151952,0.394551788,0.960320773,0.981128573,NO,NA
1.070985081,0.05147097,0.420545183,0.359300755,NA,NO,NA
1564.634575,-0.002670728,0.420244037,0.462135358,0.674118983,NO,NA
1.784237397,-0.187532896,0.434140683,0.263872735,NA,NO,NA
2.266232258,0.109106453,0.402669432,0.494293785,NA,NO,NA
3.04675849,-0.06139824,0.388693281,0.688676925,NA,NO,NA
3.538824738,0.188072899,0.45611847,0.081944999,0.250722271,NO,NA
16.66924368,-0.04296297,0.379881652,0.751525298,0.870544539,NO,NA
26.94257211,0.54150448,0.347121636,0.032693915,0.148359131,NO,NA
4.774173893,0.73056907,0.704443943,0.030847361,0.143683697,NO,NA
19.53884164,-0.463488219,0.553333653,0.056810987,0.201634224,NO,NA
0.445673068,0.00952753,0.417976557,0.977451093,NA,NO,NA
2.136762062,0.030164714,0.380825971,0.879528743,NA,NO,NA
5.027262612,0.316315228,0.502217428,0.092096968,0.268190635,NO,NA
0.887943084,0.046999104,0.42143205,0.326839926,NA,NO,NA
3.759914835,0.171528692,0.443722729,0.207204658,0.426475057,NO,NA
17.4613047,0.033567486,0.400641142,0.750208661,0.870192101,NO,NA
47.16869635,0.044563573,0.423932016,0.002726872,0.035055031,DOWN,NA
18.99392932,0.764561654,0.380697969,0.005642841,0.055297093,NO,NA
4.816581142,0.04945667,0.42385595,0.083054875,0.2524266,NO,NA
75.29384405,-0.096239307,0.427731477,0.083533961,0.253048713,NO,NA
1.246801875,-0.127794077,0.428245975,0.298116322,NA,NO,NA
81.3180427,0.262200405,0.40715749,0.238210733,0.46132385,NO,NA
31.51035473,-0.264027706,0.426630124,0.195088909,0.410782926,NO,NA
4.929425464,-2.408661177,1.130173094,0.000984836,0.018269055,DOWN,NA
2.969670168,0.408808688,0.614667497,0.070539451,NA,NO,NA
34.71470485,0.3084656,0.31786238,0.185765476,0.399239102,NO,NA
4.847718792,-0.05082827,0.373678904,0.7738711,0.883780151,NO,NA
732.3424889,0.070211544,0.39723791,0.56682096,0.75341849,NO,NA
100.700736,-0.06028825,0.276261482,0.776388082,0.885138436,NO,NA
1.291449082,0.010476377,0.403224413,0.923164358,NA,NO,NA
