baseMean,log2FoldChange,lfcSE,pvalue,padj,diffexpressed,delabel
91.43266675,0.385980804,0.372159895,0.122487725,0.311820976,NO,NA
24.70321907,1.453074089,0.893323637,0.000624774,0.013221343,UP,NA
25.18974621,0.041081388,0.423346561,0.012961399,0.087965319,NO,NA
123.8325188,0.082202731,0.432373351,1.67E-05,0.000997359,DOWN,NA
0.87113598,-0.133406873,0.430893148,0.255965341,NA,NO,NA
156.5145603,0.279917923,0.414374199,0.208055389,0.427485999,NO,NA
78.70403443,0.003739835,0.372033942,0.991886314,0.996840791,NO,NA
10.11227283,0.739945149,0.775761387,0.014208556,0.092126671,NO,NA
41.31327289,0.484265068,0.614197823,0.054266427,0.19653734,NO,NA
28.3099679,-0.358540358,0.32568703,0.129576007,0.321708825,NO,NA
5.56494526,0.059292132,0.386812936,0.719109933,0.851406395,NO,NA
6.232858575,-0.139535088,0.327441281,0.514786489,0.713780503,NO,NA
7.258848988,0.047411985,0.423899163,0.053278929,0.195067704,NO,NA
0.589068669,0.05481133,0.423318573,0.574652397,NA,NO,NA
39.87493399,0.00175445,0.356557687,0.998501409,0.999233657,NO,NA
86.1256188,-0.319041464,0.323554371,0.16239538,0.366806008,NO,NA
100.7969022,-0.073176801,0.349697732,0.699038231,0.839673932,NO,NA
7.153459418,0.001393404,0.318391735,0.998576129,0.999233657,NO,NA
1.056140844,0.090411865,0.424821847,0.271128724,NA,NO,NA
2.831375898,-0.309967576,0.505168864,0.127136631,NA,NO,NA
70.8708383,-0.264139406,0.310819842,0.236469199,0.459684087,NO,NA
31.78048323,0.495759444,0.334270911,0.047876683,0.184102106,NO,NA
61.02599882,-0.046216463,0.261712362,0.811604466,0.905801196,NO,NA
16.58044067,-0.142610367,0.367140725,0.458592242,0.670632824,NO,NA
12.01940346,-0.546145267,0.382282883,0.041498076,0.170281905,NO,NA
73.03036033,0.168369605,0.388609443,0.394212011,0.614453134,NO,NA
22.29047848,0.186057544,0.446460256,0.133855389,0.328312224,NO,NA
38.03815884,0.024849617,0.351352639,0.902197617,0.952266881,NO,NA
0.155726064,-0.00876057,0.420704692,0.841460296,NA,NO,NA
7.739635964,-0.110369132,0.318678949,0.605160407,0.779307707,NO,NA
10.60565054,0.065757178,0.427240501,0.019990397,0.111059646,NO,NA
6.824107611,-0.477542936,0.475022348,0.080277513,0.24740963,NO,NA
18.48260919,-0.063851648,0.301374909,0.762547917,0.877329257,NO,NA
62.68903487,0.132817997,0.421691055,0.298716071,0.523674099,NO,NA
0.483245718,0.061307083,0.420737548,0.557806522,NA,NO,NA
2.648409705,-0.101866844,0.385839721,0.558336098,NA,NO,NA
0.972690816,0.093009121,0.422102788,0.413414955,NA,NO,NA
4.205923917,0.010078991,0.370639716,0.957532826,0.979560934,NO,NA
8.027612021,1.071485573,2.915828502,0.008570239,0.069789279,NO,NA
37.96617632,0.008269427,0.356310256,0.971932326,0.987026787,NO,NA
28.5344158,0.058160247,0.374472398,0.724010661,0.853979222,NO,NA
0.761945194,-0.049235956,0.411559307,0.600619971,NA,NO,NA
1.246813417,0.03736438,0.419408002,0.452342323,NA,NO,NA
22.6192175,-0.191009094,0.423483477,0.232960729,0.456060418,NO,NA
0.757711665,0.055504957,0.418429417,0.527072372,NA,NO,NA
93.45911764,-0.222618394,0.259886507,0.26579265,0.490480638,NO,NA
12.79939353,0.08752167,0.366478563,0.655619639,0.812192192,NO,NA
55.11458523,-0.155816133,0.328588738,0.4645858,0.675558513,NO,NA
38.68733409,0.124970183,0.352788874,0.55493903,0.743976693,NO,NA
79.50348936,0.065799099,0.350513918,0.747181189,0.868435441,NO,NA
6.303799519,-0.163719611,0.385553621,0.391636756,0.612878485,NO,NA
1.420556978,0.149853095,0.434584318,0.241186261,NA,NO,NA
65.65613389,0.070429219,0.200195051,0.685154445,0.831544509,NO,NA
3.631605009,-0.112143869,0.363641578,0.567290359,0.753702894,NO,NA
10.9996541,-0.405558126,0.388891079,0.110432748,0.294502339,NO,NA
31.12329838,0.125537373,0.21804114,0.506783855,0.707656095,NO,NA
4.293097493,-0.390164865,0.631806079,0.040572044,0.167414386,NO,NA
3.600707778,-1.002582923,1.825194877,0.011999579,0.084280612,NO,NA
10.07339087,0.084021384,0.322931491,0.678747242,0.827428824,NO,NA
7.030503509,0.442691309,0.693998986,0.046037358,0.18004682,NO,NA
3.139333959,0.168640099,0.397778183,0.375989058,NA,NO,NA
17.24402339,0.107272579,0.424414732,0.209366457,0.428878584,NO,NA
24.51947647,-0.324185039,0.25059766,0.113775548,0.2994479,NO,NA
0.310893427,0.021614517,0.42020917,0.711403708,NA,NO,NA
42.7879058,0.069203689,0.382839433,0.652067016,0.810086308,NO,NA
29.11088398,0.11066687,0.327843889,0.590541852,0.768774272,NO,NA
52.70195726,0.153215131,0.284492719,0.44895995,0.662099485,NO,NA
248.4068856,-0.033252955,0.393333112,0.768106867,0.880537652,NO,NA
102.163748,0.131183888,0.383034379,0.429517768,0.645436444,NO,NA
47.5906994,0.4389974,0.464524705,0.094132276,0.27121875,NO,NA
116.9926846,-0.203496569,0.187558311,0.219884898,0.441796697,NO,NA
27.58105388,0.228639144,0.480636896,0.05051595,0.189460165,NO,NA
383.1530197,-0.09364947,0.399878615,0.499863295,0.701770931,NO,NA
62.07303996,-0.261409661,0.360524786,0.246592962,0.470665893,NO,NA
23.76565504,-0.177098401,0.301615421,0.42233712,0.639051818,NO,NA
15.21783695,0.026824452,0.411813942,0.72761042,0.856016672,NO,NA
54.38580382,0.057416309,0.294863721,0.790162705,0.893072959,NO,NA
190.7982333,0.539425953,0.331240178,0.025681688,0.128634667,NO,NA
36.75417756,-0.401055121,0.219684658,0.035102598,0.154309842,NO,NA
22.56069865,-0.576989467,0.339029213,0.022451274,0.118061019,NO,NA
1.432619171,0.326136986,0.566635762,0.055023851,NA,NO,NA
105.2348745,0.054422737,0.404019623,0.607563797,0.780364676,NO,NA
1696.122479,-0.01062916,0.198723423,0.948483347,0.975024777,NO,NA
7.467962598,0.024780052,0.388566637,0.861577783,0.933298621,NO,NA
48.28355645,0.046061196,0.385994746,0.745681545,0.867894599,NO,NA
45.61157503,-0.057200928,0.315965984,0.778149091,0.885979861,NO,NA
0.339046508,0.051469098,0.423600949,0.544199192,NA,NO,NA
36.51262548,-0.044042129,0.300858508,0.83386761,0.91765258,NO,NA
12.19734292,0.355800943,0.468511906,0.102569267,0.283414509,NO,NA
10.94396391,-0.064366826,0.289803362,0.757563624,0.874337657,NO,NA
52.20916925,0.613183202,0.276561074,0.005227267,0.05254589,NO,NA
0.198958694,0.004270406,0.420510037,0.927863077,NA,NO,NA
24.12923505,-0.19174704,0.263856656,0.359334634,0.583194135,NO,NA
204.5447236,0.898043528,0.496881426,0.002507704,0.03349924,UP,NA
106.5534397,0.132116092,0.223601515,0.487677119,0.692012537,NO,NA
381.8715426,0.107659785,0.411800145,0.378786823,0.601002487,NO,NA
43.87819308,0.072750639,0.377093226,0.655107136,0.812041037,NO,NA
6.960499308,-0.391625856,0.462693438,0.122506207,0.311820976,NO,NA
12.28608466,-0.558649203,0.571726386,0.048833555,0.186551548,NO,NA
0.226551294,0.00603668,0.42051182,0.824533423,NA,NO,NA
6.205309738,0.632394409,1.14070616,0.023009226,0.119841521,NO,NA
4.533961883,0.045508733,0.421683628,0.19446153,0.41030685,NO,NA
636.8850375,0.063207678,0.400760108,0.586144258,0.765870177,NO,NA
12.06206999,-0.797811459,0.518375383,0.014529799,0.092874247,NO,NA
0.217929366,-0.00597179,0.420599934,0.863897902,NA,NO,NA
176.5820792,-0.240976474,0.450165555,0.158410427,0.360791362,NO,NA
9.261282712,-0.112665,0.372243164,0.560989629,0.749629341,NO,NA
0.443995173,-0.032312708,0.418809224,0.631046589,NA,NO,NA
45.42649443,0.052574098,0.425065281,0.007293987,0.0642362,NO,NA
18.88724748,0.018057033,0.308160464,0.931276977,0.96545702,NO,NA
63.8467092,0.186642567,0.403397396,0.337809018,0.563144211,NO,NA
72.8316715,1.0596582,0.575533096,0.005500907,0.054418201,NO,NA
7.774423386,0.056679093,0.369866417,0.73196444,0.858926179,NO,NA
13.56237063,-0.015927731,0.270665016,0.93216438,0.965972242,NO,NA
15.50299889,-0.229118741,0.28470277,0.293980061,0.518219603,NO,NA
31.5758314,0.424549741,0.231284829,0.029940043,0.141384909,NO,NA
0.930970121,0.029398658,0.417097144,0.653083535,NA,NO,NA
3.192924872,-0.315486179,0.535236508,0.084225663,NA,NO,NA
43.0938118,0.208950104,0.33192842,0.313473431,0.538203956,NO,NA
34.41419925,0.105760032,0.213626948,0.563866783,0.751248004,NO,NA
96.21592793,-0.029403689,0.3425244,0.857426329,0.9310191,NO,NA
3.874102406,0.03438365,0.393297047,0.793937454,0.894898615,NO,NA
3.17173684,0.331853616,0.529415666,0.082351532,NA,NO,NA
41.48456443,0.550796653,0.30339834,0.021764149,0.116456764,NO,NA
4.124239829,-0.018080433,0.383100718,0.901529676,0.951897716,NO,NA
53.41568923,-0.082939345,0.283522579,0.680122334,0.828392513,NO,NA
52.26678802,-0.317231962,0.242096352,0.110663567,0.294817302,NO,NA
85.57088245,0.012176886,0.34118631,0.955647094,0.978389909,NO,NA
7.542197527,0.073904802,0.427343802,0.05532002,0.199088564,NO,NA
6.634448846,0.047425062,0.423801175,0.060763142,0.209617613,NO,NA
48.99478702,0.526394172,0.492712055,0.047629077,0.183311673,NO,NA
77.34018256,0.025333942,0.388687399,0.855933054,0.93047366,NO,NA
74.76984013,0.120974065,0.305878053,0.553466084,0.742992142,NO,NA
6.607813128,-1.217480088,0.546121725,0.002349356,0.032261719,DOWN,NA
19.53749077,-0.080042476,0.379369467,0.603819385,0.778122428,NO,NA
18.90499381,-0.021341793,0.353304732,0.902038172,0.952203989,NO,NA
0.328198153,-0.008097312,0.419126828,0.946037349,NA,NO,NA
370.4683077,-0.253214579,0.423078863,0.190986618,0.405869838,NO,NA
3.030482288,0.098458145,0.431010198,0.075005227,NA,NO,NA
24.34275535,0.088686859,0.308313525,0.683155052,0.830402618,NO,NA
25.37442864,0.09571893,0.22377069,0.620491854,0.789041591,NO,NA
40.50011772,0.396198928,0.646023368,0.034739616,0.153539945,NO,NA
2.405632629,0.046363142,0.421791199,0.249181985,NA,NO,NA
10.90559389,-0.63416088,0.473378791,0.034449702,0.15277491,NO,NA
1.019076043,0.01483211,0.420879924,0.665668555,NA,NO,NA
9479.902614,0.023888394,0.421473516,1.08E-06,0.000143138,DOWN,NA
0.352316579,0.00662148,0.419444846,0.948582059,NA,NO,NA
6.998904046,2.755261008,1.913529981,0.004020153,0.044783583,UP,NA
33.19322506,0.478558132,0.504173331,0.078191782,0.243185878,NO,NA
420.7708026,-0.530348873,0.275883141,0.018368563,0.105269091,NO,NA
2.422121055,0.053206802,0.378728937,0.76088978,NA,NO,NA
5.459562244,-0.033847719,0.352473217,0.857551313,0.9310191,NO,NA
20.03656445,0.125776749,0.25481899,0.538107139,0.731382785,NO,NA
76.49207983,-0.004430997,0.376584847,0.970208205,0.985888337,NO,NA
44.3986933,-0.012878206,0.2003247,0.951956451,0.97675243,NO,NA
0.942507381,0.031239558,0.42156397,0.238371866,NA,NO,NA
14.37675352,-0.455837301,0.521408835,0.083120093,0.25250745,NO,NA
18.31098086,0.066658228,0.392683639,0.643761679,0.803810888,NO,NA
3.690280013,-0.388488677,0.513636084,0.107891909,0.291049997,NO,NA
11.21308204,-0.09067102,0.289405805,0.668448879,0.820566288,NO,NA
9.994551939,-0.335615041,0.514145095,0.099817835,0.279624248,NO,NA
14527.28083,0.028799003,0.421930431,3.88E-08,1.24E-05,DOWN,NA
7.023781728,0.214201676,0.456528944,0.102533372,0.283375198,NO,NA
12.29521206,0.246007671,0.442899951,0.212495225,0.433070367,NO,NA
0.560882847,0.018577217,0.416075527,0.825120053,NA,NO,NA
0.35264776,-0.001826779,0.419246026,0.970114688,NA,NO,NA
4.678124924,0.048623787,0.423663882,0.096688486,0.27561708,NO,NA
8.239780529,-0.217175649,0.467437186,0.093621182,0.270577519,NO,NA
27.37797497,-0.017834599,0.214670311,0.917885915,0.958766512,NO,NA
15.77440533,0.36966836,0.359500531,0.114326013,0.299930913,NO,NA
44.49497145,-0.414526053,0.417968591,0.101494136,0.281813231,NO,NA
2.842452754,0.048946251,0.422867599,0.160032305,NA,NO,NA
7.128275259,-0.371793432,0.413947694,0.140323429,0.337281715,NO,NA
116.1816381,-0.091598643,0.395752635,0.515295,0.714258401,NO,NA
1.117990259,-0.091449121,0.409347332,0.494292378,NA,NO,NA
1.858736734,0.050523157,0.420603337,0.320252919,NA,NO,NA
0.221949906,-0.010830242,0.420775528,0.809252999,NA,NO,NA
19.95509394,0.098558496,0.255359108,0.635235905,0.798962798,NO,NA
0.623053461,0.037026283,0.415448774,0.704970722,NA,NO,NA
17.77877374,0.069385603,0.268242253,0.746281451,0.868161254,NO,NA
18.48066986,0.598932591,0.329650995,0.017409219,0.102229651,NO,NA
18.55238686,0.090791975,0.362140931,0.647040486,0.806595699,NO,NA
71.7372335,0.072637035,0.401826862,0.562810648,0.750682065,NO,NA
7.739093437,0.091065215,0.431891224,0.03293597,0.148889255,NO,NA
68.30218905,-0.554475083,0.306754594,0.01907545,0.108041896,NO,NA
0.323869375,0.007694023,0.420592391,0.745954066,NA,NO,NA
9.03866094,1.316804839,0.951551903,0.004084143,0.045189321,UP,NA
48.31613104,0.169042873,0.331887867,0.429318848,0.645375112,NO,NA
23.31831231,-0.835350287,0.27463294,0.000463499,0.010941584,DOWN,NA
22.52399823,0.233319594,0.385552993,0.284345705,0.508849634,NO,NA
176.2987387,0.286803972,0.570349507,0.00014493,0.00478635,UP,NA
0.399000833,0.007925637,0.419358516,0.995463107,NA,NO,NA
0.664294336,-0.075880411,0.416930692,0.529988614,NA,NO,NA
57.29281295,-0.745252838,0.244667367,0.000432775,0.010385018,DOWN,NA
20.75792758,0.715919305,0.387540518,0.012547955,0.086233394,NO,NA
2.41127309,0.011807434,0.404543299,0.892680499,NA,NO,NA
5.224554128,-0.237315677,0.373789935,0.288363626,0.512988142,NO,NA
13.00719634,0.112505357,0.387488646,0.53304529,0.726754206,NO,NA
296.3160861,-0.883237371,0.195832185,9.27E-07,0.000132272,DOWN,NA
8.234514597,-0.438108421,0.406998245,0.09571734,0.274094891,NO,NA
908.8259255,-0.506893846,0.172040168,0.001307599,0.021935684,DOWN,NA
25.15158213,-0.077598237,0.243874912,0.701939399,0.840660663,NO,NA
0.955990939,-0.003711912,0.397803855,0.981735074,NA,NO,NA
812.4130956,0.097809387,0.407892439,0.395622223,0.615802764,NO,NA
31.66988177,2.275096668,0.674144307,2.98E-05,0.001569853,UP,NA
6.043457868,0.045529711,0.423238838,0.094237036,0.271401003,NO,NA
0.397206919,0.012029054,0.418685781,0.882594312,NA,NO,NA
6.398970505,-0.352129031,0.402865336,0.150630561,0.351399657,NO,NA
123.0197517,0.105890289,0.440071849,0.000211166,0.006305095,UP,NA
11.77843095,0.088349584,0.4329321,0.006366522,0.059387575,NO,NA
192.9024947,0.144478241,0.453469021,0.010108327,0.076458471,NO,NA
130.3890914,0.405945708,0.195463475,0.019057052,0.108006907,NO,NA
4.068869507,0.075081362,0.426793534,0.080436282,0.247691477,NO,NA
28.83697403,-0.203053041,0.354708088,0.359933245,0.583803421,NO,NA
33.44842063,0.349014509,0.376791191,0.153914576,0.355911864,NO,NA
6.681340883,-0.444822927,0.471803201,0.090442375,0.265024731,NO,NA
81.97665812,-0.645930941,0.537410196,0.02679829,0.132315988,NO,NA
38.42654244,0.36464465,0.203921644,0.039532992,0.165232493,NO,NA
4.228010466,0.149404433,0.411703165,0.377227006,0.599429653,NO,NA
89.77977169,-0.001492092,0.353635052,0.982366219,0.99210747,NO,NA
1.956580474,0.06658292,0.422108773,0.242378992,NA,NO,NA
6.726415642,-0.285508539,0.370429419,0.219746109,0.441585682,NO,NA
11.64053865,-0.098311555,0.372375659,0.571581792,0.756058124,NO,NA
2.913501147,0.07859183,0.385045985,0.651387435,NA,NO,NA
34.1292393,-0.108496605,0.391829437,0.500323941,0.701958506,NO,NA
0.581156781,0.046060328,0.419885317,0.485984494,NA,NO,NA
122.6447698,0.001049679,0.225440862,0.996876039,0.99902306,NO,NA
9.600624152,0.252051604,0.402325898,0.22107975,0.442889183,NO,NA
169.0555058,-0.330468906,0.448416607,0.139399648,0.336111466,NO,NA
37.25490261,0.283959407,0.343390028,0.226928843,0.449023823,NO,NA
6.272565687,1.41976039,0.982871071,0.007619887,0.065346153,NO,NA
104.2587817,0.21348277,0.412511855,0.29881303,0.523773864,NO,NA
3.881832382,0.089126718,0.420239637,0.280374556,0.505199565,NO,NA
13.07848972,0.100823135,0.427496764,0.165050242,0.370435397,NO,NA
20.84439095,0.134619113,0.391624999,0.390245072,0.611471219,NO,NA
57.68680225,0.093696347,0.19304486,0.577114046,0.759452035,NO,NA
34.94364011,-0.118606585,0.299249673,0.57958086,0.760893754,NO,NA
37.39043836,-0.312718631,0.234407885,0.113916999,0.299510115,NO,NA
45.06775548,0.083420672,0.430409366,0.04252146,0.172165836,NO,NA
36.30162128,0.719702439,0.416791245,0.014785001,0.093790207,NO,NA
11.4372082,0.333769825,0.391401116,0.146779632,0.346356445,NO,NA
33.77836915,-0.175547792,0.356596898,0.382939075,0.604475222,NO,NA
0.53549254,0.038689048,0.417082646,0.656380639,NA,NO,NA
23.1185221,-0.228074507,0.277494954,0.292773695,0.517615944,NO,NA
60.58949389,-0.272486235,0.190155725,0.109833173,0.294015972,NO,NA
196.2546915,-0.216902227,0.110607315,0.040566759,0.167414386,NO,NA
25.66713485,-0.202225427,0.363924471,0.345849892,0.570584696,NO,NA
80.43568189,1.554156779,0.474744287,1.36E-05,0.000858877,UP,NA
48.50330434,0.176566735,0.365440929,0.410228801,0.628728972,NO,NA
19.06300257,-0.232216358,0.324986418,0.29163348,0.516240207,NO,NA
206.495516,-0.052892396,0.278206014,0.788488342,0.892210232,NO,NA
41.75656226,-0.478647153,0.442634776,0.06057472,0.209150745,NO,NA
31.80370711,-0.598413441,0.248076143,0.004889841,0.050341949,NO,NA
98.94257472,-0.197127096,0.223064968,0.308465924,0.533895891,NO,NA
2.998945811,-0.113642117,0.374223345,0.551476447,NA,NO,NA
20.49861134,-0.320738639,0.272943336,0.13854227,0.334970569,NO,NA
32.0971142,-0.0708687,0.350372174,0.692468641,0.83527992,NO,NA
12.96083204,0.427559033,0.409840705,0.099019155,0.27848871,NO,NA
32.96871626,0.110640303,0.427955144,0.1752234,0.383976479,NO,NA
22.6751312,-0.571940712,0.46662431,0.043357664,0.173882712,NO,NA
43.58268493,-0.107180161,0.180630322,0.50909134,0.709418918,NO,NA
125.9975143,-0.309388038,0.429970073,0.156099574,0.35848874,NO,NA
68.26244972,0.034589298,0.395846395,0.767900659,0.880466844,NO,NA
19.85390874,-0.206406461,0.285992448,0.344801873,0.569574195,NO,NA
0.329537257,-0.00922003,0.419173783,0.855496856,NA,NO,NA
50.82419951,-0.042880893,0.399172906,0.678279643,0.827090086,NO,NA
43.21758512,-0.348240968,0.213639798,0.061747456,0.211532535,NO,NA
1.29011573,0.082553054,0.413041016,0.467208474,NA,NO,NA
10.29620665,0.08241114,0.296436826,0.701098077,0.840397571,NO,NA
5.271582989,0.03794596,0.409703586,0.631871987,0.796647242,NO,NA
10.86337985,0.073909879,0.378926903,0.649301216,0.808104425,NO,NA
42.78693593,-0.123648402,0.188186461,0.461720601,0.673776168,NO,NA
7.134443336,0.047642558,0.423896128,0.055686957,0.199823479,NO,NA
15.06688808,-0.793954289,0.381549406,0.006541619,0.060247386,NO,NA
96.54011547,-0.131503338,0.346218192,0.512949023,0.712516975,NO,NA
0.53549254,0.038689048,0.417082646,0.656380639,NA,NO,NA
20.60254186,-0.169517557,0.251787464,0.397363088,0.617006155,NO,NA
10.01736166,-0.326176287,0.359548885,0.168183649,0.374458682,NO,NA
16.9681284,0.265643449,0.297222373,0.232339377,0.45548409,NO,NA
11.46118707,0.324695315,0.360546315,0.170610591,0.377729018,NO,NA
31.63525167,-0.03901871,0.278222639,0.854121583,0.929292399,NO,NA
76.03931663,0.417049392,0.57500425,0.044980455,0.177935387,NO,NA
54.41436034,-0.534532183,0.373680786,0.03963455,0.165375874,NO,NA
2.008833394,-0.033843362,0.402372323,0.761554317,NA,NO,NA
24.14809655,-0.040633597,0.347477531,0.817641849,0.90931198,NO,NA
12.23184488,-0.159832253,0.347078048,0.455150409,0.667570798,NO,NA
10.37707509,-0.29755515,0.328323483,0.198658383,0.415223642,NO,NA
193.2740674,-0.107491627,0.393486436,0.488655532,0.692809111,NO,NA
2.482205792,0.019355239,0.375738674,0.913031152,NA,NO,NA
12.97528967,-0.285642732,0.371738275,0.209732467,0.429245884,NO,NA
9.86733773,0.056172914,0.419629873,0.311262801,0.536227416,NO,NA
6.334325552,-0.219438146,0.411889126,0.276859116,0.50156026,NO,NA
40.71719545,0.620088849,0.39815472,0.026926066,0.132753932,NO,NA
7.78887767,-0.227046414,0.353592261,0.31496026,0.539321709,NO,NA
3.815043926,-0.23818858,0.400296025,0.271249173,0.49551567,NO,NA
27.37022197,0.068976446,0.409448305,0.480652359,0.686271211,NO,NA
19.85610787,1.157949573,0.330123139,4.21E-05,0.002036814,UP,NA
150.0149949,0.724343737,0.265890876,0.001072635,0.019124526,UP,NA
2.444323117,-0.070654465,0.374381343,0.691668089,NA,NO,NA
1.621877011,0.099803259,0.406282665,0.485564032,NA,NO,NA
1.566998816,-0.011247182,0.397917702,0.940296117,NA,NO,NA
37.67856987,-0.336711054,0.389621141,0.143160875,0.341341463,NO,NA
86.74367089,0.544443258,0.702318272,0.040807401,0.167982118,NO,NA
58.99123409,0.125990001,0.444759227,0.013212172,0.088655095,NO,NA
0.568107357,-0.104397525,0.427581277,0.291514513,NA,NO,NA
42.66977333,-0.318075604,0.356350776,0.164795566,0.370117879,NO,NA
5.020619173,0.115535737,0.352248009,0.58127181,0.762492306,NO,NA
6.860673422,-0.203979733,0.341736202,0.355794159,0.579755694,NO,NA
48.90917062,0.088645238,0.26827087,0.672852525,0.823081594,NO,NA
10.38864737,-0.190901188,0.361700043,0.387327692,0.608684397,NO,NA
4.464517966,0.310894022,0.46590566,0.154141117,0.355936392,NO,NA
52.20247013,0.72840066,0.271544332,0.00160082,0.024923236,UP,NA
5.330125425,0.14172972,0.423693885,0.30324111,0.527997235,NO,NA
16.80190905,1.430063631,0.525398288,0.00024673,0.006969198,UP,NA
49.36651449,-0.043379004,0.336379729,0.818449704,0.909677509,NO,NA
13.68602981,0.110756017,0.320202724,0.61300023,0.783966932,NO,NA
10.21998042,0.128081919,0.369509903,0.488365619,0.692566208,NO,NA
47.66200736,-0.369821525,0.357996023,0.12910392,0.321183017,NO,NA
163.6588476,0.093420994,0.365888463,0.626862918,0.79308438,NO,NA
28.99344531,-0.95343897,0.291125422,0.000151165,0.004930004,DOWN,NA
13.9937308,-0.092271137,0.274041446,0.659400961,0.814473533,NO,NA
53.54660782,0.080216185,0.350357138,0.693706465,0.835847904,NO,NA
77.05896963,-0.971667976,0.353890161,0.000779957,0.015561815,DOWN,NA
0.20383612,-0.008233898,0.420554729,0.761515969,NA,NO,NA
5.997888543,-0.047265572,0.331961509,0.814263,0.906901257,NO,NA
635.4752239,0.342327931,0.657991634,1.19E-05,0.000780804,UP,NA
99.25797645,0.201200258,0.465389077,0.061820212,0.211558394,NO,NA
18.67099682,-0.015145317,0.382966352,0.913918747,0.957403827,NO,NA
11.29578872,-0.352771346,0.373830635,0.137763393,0.333969949,NO,NA
24.74979342,-0.490822558,0.365461794,0.050797634,0.189808987,NO,NA
1.568636903,-0.130991848,0.423415757,0.33764806,NA,NO,NA
2.412909531,-0.273544926,0.491374617,0.127242076,NA,NO,NA
12.63627178,0.220789031,0.489705245,0.054317614,0.196668262,NO,NA
7.850671882,-0.036753769,0.384579818,0.793084934,0.894638038,NO,NA
24.50388544,-0.658385685,0.394531214,0.017281351,0.101963545,NO,NA
20.36765511,0.408499983,0.516012591,0.103433308,0.284223638,NO,NA
8.862821164,1.977286087,0.748069626,0.000484057,0.011124501,UP,NA
1.938669297,0.041330213,0.395513539,0.744977726,NA,NO,NA
14.56129215,-0.666856423,0.355880883,0.013072228,0.088213928,NO,NA
35.13086386,0.369426833,0.496108163,0.117979537,0.304928138,NO,NA
18.16090755,-0.245255986,0.275015944,0.253316587,0.477388414,NO,NA
1.597828601,-0.050041893,0.391272056,0.738989412,NA,NO,NA
51.99437542,0.015244551,0.38997304,0.921026036,0.959928156,NO,NA
7.281940117,-0.29983645,0.385746107,0.199111036,0.415744341,NO,NA
102.6496882,-0.180156951,0.340090547,0.394545496,0.61470884,NO,NA
33.51614775,0.256385735,0.212946823,0.164785495,0.370117879,NO,NA
19.94667314,-0.420246267,0.267194892,0.052531186,0.193631016,NO,NA
1.867169103,0.082984908,0.406493788,0.533478709,NA,NO,NA
0.772424143,0.03364424,0.418781726,0.772124448,NA,NO,NA
94.61620854,0.240021829,0.212384808,0.187323932,0.401412811,NO,NA
8.924190477,0.046977504,0.423955169,0.037183225,0.160277591,NO,NA
14.17827948,-0.010617059,0.38544956,0.931495533,0.965607053,NO,NA
9.157287968,0.047779745,0.424186346,0.027216329,0.133616719,NO,NA
73.75022202,0.257245589,0.386005763,0.263127371,0.487751352,NO,NA
1.298136702,0.079903834,0.419931123,0.368265626,NA,NO,NA
16.3220151,0.256177291,0.425475007,0.238376296,0.461507802,NO,NA
1.129885144,0.06619629,0.408512383,0.552052128,NA,NO,NA
1.952421453,0.115242418,0.419686678,0.393006744,NA,NO,NA
710.8191422,1.568207872,0.401688254,5.26E-06,0.000466441,UP,NA
65.42441267,0.25482909,0.182273719,0.115639452,0.301862826,NO,NA
25.03291013,-0.094848135,0.361020169,0.600218038,0.775795521,NO,NA
0.506849753,0.052818108,0.420619732,0.44143469,NA,NO,NA
25.61138545,0.145918929,0.405583081,0.347228161,0.572064738,NO,NA
16.32184509,-0.166706914,0.351790615,0.412979853,0.631227187,NO,NA
19.50601805,0.003042492,0.392231652,0.994703005,0.998045745,NO,NA
0.806061915,0.052149863,0.419994519,0.418969031,NA,NO,NA
5.103813865,0.099261584,0.435493574,0.01149908,0.082267491,NO,NA
9.309107178,0.077511018,0.422407813,0.217951063,0.439260904,NO,NA
23.14375288,-0.104358163,0.276787948,0.608607425,0.780789638,NO,NA
18.28655602,-0.07247905,0.329058509,0.724872935,0.854317581,NO,NA
16.10032255,-0.44982608,0.575883321,0.062745952,0.213251445,NO,NA
0.842714762,0.058345366,0.419660758,0.399947718,NA,NO,NA
115.6842263,-0.050393358,0.222270387,0.783903959,0.889844283,NO,NA
5.505217542,-0.71282496,0.574273231,0.029040845,0.138940974,NO,NA
166.3140749,0.207280236,0.45308216,0.109512216,0.293604091,NO,NA
30.53176651,0.304604536,0.262792617,0.139281246,0.336048368,NO,NA
2.910176176,0.184766681,0.405759843,0.341307371,NA,NO,NA
0.267108565,0.011946465,0.420580863,0.80869502,NA,NO,NA
0.395864279,-0.031574752,0.421155423,0.59946335,NA,NO,NA
0.523891815,0.098284808,0.42870494,0.32290706,NA,NO,NA
20.43669425,-0.353241435,0.267566046,0.09919722,0.278656567,NO,NA
8.03848231,0.526772596,0.489543408,0.063953596,0.216294367,NO,NA
4.032311607,0.083609046,0.421360159,0.270977543,0.495434685,NO,NA
12.37774744,0.666967989,0.698003157,0.038748471,0.163838509,NO,NA
133.8071397,0.053526934,0.398683702,0.662448119,0.816994591,NO,NA
297.0345793,0.17698559,0.235162955,0.372117136,0.595083713,NO,NA
43.92318841,0.182301299,0.246621446,0.351131703,0.576029046,NO,NA
8.273363942,0.287482303,0.400357297,0.217301971,0.438425667,NO,NA
