"gene id","log2FoldChange","lfcSE","pvalue","padj","diffexpressed","delabel"
33.9989193677397,0.0686138557913583,0.411694850080208,0.462316345176985,0.674118983412266,"NO",NA
135.329304022374,0.195668817428869,0.346279309384474,0.374909385269834,0.597142765980393,"NO",NA
8.80705182452421,-0.0178544361068032,0.322880202477475,0.921583812433482,0.960279905904317,"NO",NA
4.82162831997086,0.00873047639097062,0.3384663083935,0.97227557806286,0.987259427769054,"NO",NA
0.262780724680824,0.00453834996434368,0.419996169818865,0.947052649822177,NA,"NO",NA
177.624735793109,0.129530021101496,0.441873084276752,0.0571304792495887,0.202334668819963,"NO",NA
38.7325750920819,-0.138397295232192,0.303817375565083,0.522547170541141,0.719657950330355,"NO",NA
47.3531040108432,0.610754158947326,0.284705174205966,0.00917896983825239,0.0722277783060558,"NO",NA
5.72143623637132,-0.206331635644468,0.36647823074477,0.351671207755145,0.576270860935524,"NO",NA
19.3894331457766,-0.0409710475213896,0.359256856794289,0.802377498530715,0.90070306315148,"NO",NA
17.9867707632979,-0.363310042029079,0.295105160128338,0.10853945264491,0.292194104917688,"NO",NA
9.27717050100057,0.0548433272722399,0.425220055679072,0.0278322960010047,0.135210119425521,"NO",NA
22.2827883952412,-0.157483679170162,0.43960853257486,0.122008413004308,0.310856424171117,"NO",NA
29.2785877632549,0.0393072838402661,0.423104084704391,0.012382476976698,0.085633012442105,"NO",NA
39.9323449810892,-0.093995767110565,0.258887844686802,0.652029696847694,0.810086307799126,"NO",NA
279.261014421951,0.187220327000818,0.407633362111877,0.263397008946732,0.488056968405407,"NO",NA
17.6172718686674,0.0128923058462578,0.266764093901906,0.943842121696186,0.97282291071349,"NO",NA
9.4604538437204,0.318371518280924,0.360737337192512,0.178143761677602,0.38822931431756,"NO",NA
46.0093169387817,-0.217895075575713,0.360396289145378,0.280217014079572,0.505054866335811,"NO",NA
33.9171349873804,-0.0909014491243779,0.375397050112596,0.579516210039832,0.760893754229365,"NO",NA
233.162552391039,0.163649069064957,0.458030069369153,0.0277714183429881,0.135167327536137,"NO",NA
0.508916620337866,-0.125906056128631,0.439595210614571,0.211270766940221,NA,"NO",NA
